"hlf0001_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Main Tenant","1984","Schleswig-Holstein","Male","77","0.382037366675459","0.312766404832404","0.451308328518514"
"Main Tenant","1984","Schleswig-Holstein","Female","92","0.455406662318326","0.386039912224716","0.524773412411936"
"Main Tenant","1984","Hamburg","Male","124","0.792841460739496","0.728414018010765","0.857268903468226"
"Main Tenant","1984","Hamburg","Female","135","0.835747496156753","0.778158027677176","0.89333696463633"
"Main Tenant","1984","Lower Saxony","Male","301","0.420047848965301","0.380653411869091","0.459442286061512"
"Main Tenant","1984","Lower Saxony","Female","304","0.444291004731366","0.405582739373016","0.482999270089716"
"Main Tenant","1984","Bremen","Male","42","0.62389231748706","0.504276465630276","0.743508169343844"
"Main Tenant","1984","Bremen","Female","52","0.74537163112835","0.642578671764662","0.848164590492038"
"Main Tenant","1984","North Rhine-Westphalia","Male","1076","0.594658739697254","0.570714219585634","0.618603259808875"
"Main Tenant","1984","North Rhine-Westphalia","Female","1116","0.615398003258207","0.591959336703301","0.638836669813113"
"Main Tenant","1984","Hesse","Male","416","0.530178166383174","0.49117496230043","0.569181370465919"
"Main Tenant","1984","Hesse","Female","428","0.570475358927079","0.531605178671366","0.609345539182792"
"Main Tenant","1984","Rhineland-Palatinate,Saarland","Male","173","0.329673795692809","0.284661994473117","0.374685596912502"
"Main Tenant","1984","Rhineland-Palatinate,Saarland","Female","191","0.388622028958809","0.34281606119315","0.434427996724468"
"Main Tenant","1984","Baden-Württemberg","Male","655","0.398527710754508","0.369981665937857","0.427073755571158"
"Main Tenant","1984","Baden-Württemberg","Female","680","0.466817814663546","0.437857238944416","0.495778390382676"
"Main Tenant","1984","Bavaria","Male","519","0.440255345647702","0.40950299283167","0.471007698463733"
"Main Tenant","1984","Bavaria","Female","604","0.489327075214209","0.459879786102017","0.518774364326402"
"Main Tenant","1984","Berlin","Male","184","0.914610031271575","0.87568428895815","0.953535773584999"
"Main Tenant","1984","Berlin","Female","194","0.890586398778266","0.848665365885917","0.932507431670616"
"Main Tenant","1984","Brandenburg","Male","","","",""
"Main Tenant","1984","Brandenburg","Female","","","",""
"Main Tenant","1984","Mecklenburg-Western Pomerania","Male","","","",""
"Main Tenant","1984","Mecklenburg-Western Pomerania","Female","","","",""
"Main Tenant","1984","Saxony","Male","","","",""
"Main Tenant","1984","Saxony","Female","","","",""
"Main Tenant","1984","Saxony-Anhalt","Male","","","",""
"Main Tenant","1984","Saxony-Anhalt","Female","","","",""
"Main Tenant","1984","Thuringia","Male","","","",""
"Main Tenant","1984","Thuringia","Female","","","",""
"Sub-Tenant","1984","Schleswig-Holstein","Male","","","",""
"Sub-Tenant","1984","Schleswig-Holstein","Female","","","",""
"Sub-Tenant","1984","Hamburg","Male","2","","",""
"Sub-Tenant","1984","Hamburg","Female","","","",""
"Sub-Tenant","1984","Lower Saxony","Male","10","","",""
"Sub-Tenant","1984","Lower Saxony","Female","7","","",""
"Sub-Tenant","1984","Bremen","Male","","","",""
"Sub-Tenant","1984","Bremen","Female","","","",""
"Sub-Tenant","1984","North Rhine-Westphalia","Male","22","","",""
"Sub-Tenant","1984","North Rhine-Westphalia","Female","15","","",""
"Sub-Tenant","1984","Hesse","Male","8","","",""
"Sub-Tenant","1984","Hesse","Female","4","","",""
