"hlf0001_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Owner","1995","Not Employed","direct migration background","198","0.264001621910072","0.238023230634336","0.289980013185808","3"
"Owner","1995","Not Employed","no migration background","1669","0.483802851840098","0.467386936470354","0.500218767209842","3"
"Owner","1995","Not Employed","indirect migration background","42","0.389479463225029","0.316604845828522","0.462354080621537","3"
"Owner","1995","Employed","no migration background","2893","0.469740325212383","0.457591527441632","0.481889122983135","3"
"Owner","1995","Employed","direct migration background","325","0.263997544989393","0.243092854905097","0.284902235073689","3"
"Owner","1995","Employed","indirect migration background","61","0.26532186041432","0.218461461943053","0.312182258885587","3"
"Sub-Tenant","1995","Not Employed","direct migration background","42","0.0498092205471536","0.036987957625458","0.0626304834688492","2"
"Sub-Tenant","1995","Not Employed","no migration background","88","0.0307916936357826","0.0251169212815989","0.0364664659899663","2"
"Sub-Tenant","1995","Not Employed","indirect migration background","6","","","","2"
"Sub-Tenant","1995","Employed","no migration background","184","0.0304790103562933","0.0262945532647667","0.03466346744782","2"
"Sub-Tenant","1995","Employed","direct migration background","53","0.0435523800147157","0.033873152467568","0.0532316075618634","2"
"Sub-Tenant","1995","Employed","indirect migration background","9","","","","2"
"Tenant","1995","Not Employed","no migration background","","","","","5"
"Tenant","1995","Not Employed","direct migration background","","","","","5"
"Tenant","1995","Not Employed","indirect migration background","","","","","5"
"Tenant","1995","Employed","no migration background","","","","","5"
"Tenant","1995","Employed","direct migration background","","","","","5"
"Tenant","1995","Employed","indirect migration background","","","","","5"
"Main Tenant","1996","Not Employed","no migration background","1741","0.484134969203047","0.467492781331161","0.500777157074933","1"
"Main Tenant","1996","Not Employed","direct migration background","790","0.684057147817378","0.655610907775749","0.712503387859007","1"
"Main Tenant","1996","Not Employed","indirect migration background","132","0.581994482866445","0.510139110485674","0.653849855247216","1"
"Main Tenant","1996","Employed","no migration background","3346","0.49721507820325","0.48505166237615","0.50937849403035","1"
"Main Tenant","1996","Employed","indirect migration background","283","0.716293462349216","0.670235539582616","0.762351385115817","1"
"Main Tenant","1996","Employed","direct migration background","1224","0.712458294099817","0.690245770964959","0.734670817234675","1"
"Nursing Home/Retirement Community","1996","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1996","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1996","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1996","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1996","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1996","Employed","indirect migration background","","","","","4"
"Owner","1996","Not Employed","no migration background","1646","0.490351874594401","0.473704402910097","0.506999346278705","3"
"Owner","1996","Not Employed","direct migration background","199","0.276138483137871","0.24878166254274","0.303495303733002","3"
"Owner","1996","Not Employed","indirect migration background","43","0.376298682896408","0.305721635878657","0.446875729914159","3"
"Owner","1996","Employed","no migration background","2964","0.471931343095459","0.459786919893557","0.484075766297362","3"
"Owner","1996","Employed","indirect migration background","66","0.217601034976668","0.175444122741322","0.259757947212013","3"
"Owner","1996","Employed","direct migration background","303","0.241787370592604","0.220774757660177","0.26279998352503","3"
"Sub-Tenant","1996","Not Employed","no migration background","77","0.0255131562025523","0.0202623107799855","0.030764001625119","2"
"Sub-Tenant","1996","Not Employed","direct migration background","37","0.0398043690447514","0.0278419325439585","0.0517668055455444","2"
"Sub-Tenant","1996","Not Employed","indirect migration background","6","","","","2"
"Sub-Tenant","1996","Employed","no migration background","181","0.0308535787012911","0.0266468959846708","0.0350602614179114","2"
"Sub-Tenant","1996","Employed","indirect migration background","19","","","","2"
"Sub-Tenant","1996","Employed","direct migration background","68","0.0457543353075797","0.0354998475632019","0.0560088230519575","2"
"Tenant","1996","Not Employed","no migration background","","","","","5"
"Tenant","1996","Not Employed","direct migration background","","","","","5"
"Tenant","1996","Not Employed","indirect migration background","","","","","5"
"Tenant","1996","Employed","no migration background","","","","","5"
"Tenant","1996","Employed","direct migration background","","","","","5"
"Tenant","1996","Employed","indirect migration background","","","","","5"
"Main Tenant","1997","Not Employed","no migration background","1750","0.474199002632805","0.457731461213651","0.490666544051958","1"
"Main Tenant","1997","Not Employed","direct migration background","779","0.720353088250055","0.692782125784069","0.747924050716042","1"
"Main Tenant","1997","Not Employed","indirect migration background","146","0.585725178745336","0.517794864695979","0.653655492794693","1"
"Main Tenant","1997","Employed","direct migration background","1108","0.689507938413317","0.665887158393101","0.713128718433533","1"
"Main Tenant","1997","Employed","no migration background","3177","0.491170724141299","0.478841682701625","0.503499765580974","1"
"Main Tenant","1997","Employed","indirect migration background","281","0.702610494489691","0.656221622661693","0.748999366317689","1"
"Nursing Home/Retirement Community","1997","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1997","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1997","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1997","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1997","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1997","Employed","indirect migration background","","","","","4"
"Owner","1997","Not Employed","no migration background","1712","0.496970355964273","0.480481148767846","0.5134595631607","3"
"Owner","1997","Not Employed","direct migration background","206","0.248012702341386","0.221483974973059","0.274541429709713","3"
"Owner","1997","Not Employed","indirect migration background","53","0.39725387521106","0.329774090093792","0.464733660328328","3"
"Owner","1997","Employed","no migration background","2963","0.48068547743568","0.468363716884373","0.493007237986987","3"
"Owner","1997","Employed","direct migration background","316","0.268814444005946","0.246181583256326","0.291447304755567","3"
"Owner","1997","Employed","indirect migration background","79","0.250588303069577","0.206610421401347","0.294566184737807","3"
"Sub-Tenant","1997","Not Employed","no migration background","70","0.0288306414029222","0.0233122515112991","0.0343490312945452","2"
"Sub-Tenant","1997","Not Employed","direct migration background","33","0.0316342094085586","0.0208826263576846","0.0423857924594326","2"
"Sub-Tenant","1997","Not Employed","indirect migration background","3","","","","2"
"Sub-Tenant","1997","Employed","no migration background","176","0.0281437984230206","0.0240651206961379","0.0322224761499033","2"
"Sub-Tenant","1997","Employed","direct migration background","50","0.041677617580737","0.0314751174795768","0.0518801176818971","2"
"Sub-Tenant","1997","Employed","indirect migration background","13","","","","2"
"Tenant","1997","Not Employed","no migration background","","","","","5"
"Tenant","1997","Not Employed","direct migration background","","","","","5"
"Tenant","1997","Not Employed","indirect migration background","","","","","5"
"Tenant","1997","Employed","no migration background","","","","","5"
"Tenant","1997","Employed","direct migration background","","","","","5"
"Tenant","1997","Employed","indirect migration background","","","","","5"
"Main Tenant","1998","Not Employed","no migration background","1991","0.457155872224126","0.442120436653191","0.472191307795061","1"
"Main Tenant","1998","Not Employed","direct migration background","749","0.681768018669383","0.653098570260532","0.710437467078234","1"
"Main Tenant","1998","Not Employed","indirect migration background","143","0.558444516903201","0.490960786748094","0.625928247058309","1"
"Main Tenant","1998","Employed","no migration background","3490","0.48279000914099","0.471154356344528","0.494425661937452","1"
"Main Tenant","1998","Employed","direct migration background","1011","0.682021946731967","0.657688771121853","0.70635512234208","1"
"Main Tenant","1998","Employed","indirect migration background","284","0.660157951418192","0.613506733762009","0.706809169074374","1"
"Nursing Home/Retirement Community","1998","Not Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1998","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1998","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","1998","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1998","Employed","no migration background","","","","","4"
"Nursing Home/Retirement Community","1998","Employed","indirect migration background","","","","","4"
"Owner","1998","Not Employed","no migration background","2115","0.511013558826707","0.495926280201921","0.526100837451493","3"
"Owner","1998","Not Employed","direct migration background","227","0.276258956360242","0.248737025588516","0.303780887131968","3"
"Owner","1998","Not Employed","indirect migration background","58","0.383009430282351","0.316946106496312","0.449072754068391","3"
"Owner","1998","Employed","no migration background","3399","0.48437344684983","0.472736582698476","0.496010311001184","3"
"Owner","1998","Employed","direct migration background","331","0.263942875503414","0.240911929636316","0.286973821370513","3"
"Owner","1998","Employed","indirect migration background","92","0.290129164078704","0.245431393868516","0.334826934288892","3"
"Sub-Tenant","1998","Not Employed","direct migration background","34","0.0299603108191347","0.0194673748494157","0.0404532467888537","2"
"Sub-Tenant","1998","Not Employed","no migration background","97","0.0265246241033511","0.0216747172828155","0.0313745309238866","2"
"Sub-Tenant","1998","Not Employed","indirect migration background","6","","","","2"
"Sub-Tenant","1998","Employed","no migration background","196","0.0328365440091803","0.0286869383812006","0.0369861496371601","2"
"Sub-Tenant","1998","Employed","direct migration background","65","0.054035177764619","0.0422217255794373","0.0658486299498007","2"
"Sub-Tenant","1998","Employed","indirect migration background","20","","","","2"
"Tenant","1998","Not Employed","no migration background","14","","","","5"
"Tenant","1998","Not Employed","direct migration background","4","","","","5"
"Tenant","1998","Not Employed","indirect migration background","1","","","","5"
"Tenant","1998","Employed","no migration background","","","","","5"
"Tenant","1998","Employed","direct migration background","","","","","5"
"Tenant","1998","Employed","indirect migration background","","","","","5"
"Main Tenant","1999","Not Employed","no migration background","1849","0.469336030215409","0.453598467075168","0.485073593355651","1"
"Main Tenant","1999","Not Employed","direct migration background","655","0.655003021902388","0.62415126013241","0.685854783672366","1"
"Main Tenant","1999","Not Employed","indirect migration background","136","0.56063584821363","0.490615836635206","0.630655859792054","1"
"Main Tenant","1999","Employed","no migration background","3450","0.481906356245684","0.470259094281658","0.493553618209711","1"
"Main Tenant","1999","Employed","indirect migration background","298","0.638161543054136","0.592150322353768","0.684172763754504","1"
"Main Tenant","1999","Employed","direct migration background","925","0.671469626697567","0.64604540335335","0.696893850041784","1"
"Nursing Home/Retirement Community","1999","Not Employed","no migration background","19","","","","4"
"Nursing Home/Retirement Community","1999","Not Employed","direct migration background","4","","","","4"
"Nursing Home/Retirement Community","1999","Not Employed","indirect migration background","1","","","","4"
"Nursing Home/Retirement Community","1999","Employed","no migration background","2","","","","4"
"Nursing Home/Retirement Community","1999","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","1999","Employed","indirect migration background","","","","","4"
"Owner","1999","Not Employed","no migration background","1927","0.502121444110233","0.486354343744422","0.517888544476043","3"
"Owner","1999","Not Employed","direct migration background","218","0.288742360138688","0.2593307097443","0.318154010533076","3"
"Owner","1999","Not Employed","indirect migration background","49","0.376138219482369","0.307796270654145","0.444480168310593","3"
"Owner","1999","Employed","no migration background","3459","0.491895774915712","0.480242410345454","0.503549139485969","3"
"Owner","1999","Employed","direct migration background","342","0.297158470827893","0.272420190298431","0.321896751357356","3"
"Owner","1999","Employed","indirect migration background","105","0.31541027456838","0.270917018798332","0.359903530338428","3"
"Sub-Tenant","1999","Not Employed","no migration background","68","0.0204418828430458","0.0159795569114672","0.0249042087746244","2"
"Sub-Tenant","1999","Not Employed","direct migration background","35","0.0431084884098534","0.0299270313195627","0.056289945500144","2"
"Sub-Tenant","1999","Not Employed","indirect migration background","7","","","","2"
"Sub-Tenant","1999","Employed","no migration background","159","0.0260981705861903","0.022381954082603","0.0298143870897775","2"
"Sub-Tenant","1999","Employed","indirect migration background","16","","","","2"
"Sub-Tenant","1999","Employed","direct migration background","44","0.0313719024745394","0.0219357335996363","0.0408080713494424","2"
"Tenant","1999","Not Employed","direct migration background","","","","","5"
"Tenant","1999","Not Employed","no migration background","","","","","5"
"Tenant","1999","Not Employed","indirect migration background","","","","","5"
"Tenant","1999","Employed","no migration background","","","","","5"
"Tenant","1999","Employed","direct migration background","","","","","5"
"Tenant","1999","Employed","indirect migration background","","","","","5"
"Main Tenant","2000","Not Employed","no migration background","3200","0.45774139752315","0.446432049002039","0.469050746044262","1"
"Main Tenant","2000","Not Employed","direct migration background","975","0.695046871074073","0.670641386958193","0.719452355189954","1"
"Main Tenant","2000","Not Employed","indirect migration background","149","0.517101218184977","0.4547829393973","0.579419496972654","1"
"Main Tenant","2000","Employed","direct migration background","1387","0.714842609114497","0.694940812292702","0.734744405936291","1"
"Main Tenant","2000","Employed","no migration background","5716","0.487101414765764","0.478385698155991","0.495817131375537","1"
"Main Tenant","2000","Employed","indirect migration background","406","0.681249956661288","0.643456202171975","0.719043711150602","1"
"Nursing Home/Retirement Community","2000","Not Employed","no migration background","28","","","","4"
"Nursing Home/Retirement Community","2000","Not Employed","direct migration background","3","","","","4"
"Nursing Home/Retirement Community","2000","Not Employed","indirect migration background","1","","","","4"
"Nursing Home/Retirement Community","2000","Employed","no migration background","1","","","","4"
"Nursing Home/Retirement Community","2000","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","2000","Employed","indirect migration background","","","","","4"
"Owner","2000","Not Employed","direct migration background","364","0.276257057297429","0.252553545410869","0.299960569183989","3"
"Owner","2000","Not Employed","no migration background","4152","0.52400431770308","0.51266744666088","0.53534118874528","3"
"Owner","2000","Not Employed","indirect migration background","94","0.43839956149398","0.376519834490658","0.500279288497302","3"
"Owner","2000","Employed","no migration background","6729","0.494977353662463","0.486259175375645","0.503695531949281","3"
"Owner","2000","Employed","indirect migration background","159","0.279480168796116","0.24308530191707","0.315875035675163","3"
"Owner","2000","Employed","direct migration background","550","0.262323678114849","0.242932846963319","0.281714509266379","3"
"Sub-Tenant","2000","Not Employed","direct migration background","25","","","","2"
"Sub-Tenant","2000","Not Employed","no migration background","75","0.012254823667385","0.00975735378775562","0.0147522935470143","2"
"Sub-Tenant","2000","Not Employed","indirect migration background","3","","","","2"
"Sub-Tenant","2000","Employed","no migration background","188","0.0177073125463009","0.0154075953286789","0.0200070297639229","2"
"Sub-Tenant","2000","Employed","indirect migration background","19","","","","2"
"Sub-Tenant","2000","Employed","direct migration background","40","0.022833712770654","0.0162492967825491","0.0294181287587589","2"
"Tenant","2000","Not Employed","no migration background","","","","","5"
"Tenant","2000","Not Employed","direct migration background","","","","","5"
"Tenant","2000","Not Employed","indirect migration background","","","","","5"
"Tenant","2000","Employed","no migration background","","","","","5"
"Tenant","2000","Employed","direct migration background","","","","","5"
"Tenant","2000","Employed","indirect migration background","","","","","5"
"Main Tenant","2001","Not Employed","no migration background","2892","0.451398833562596","0.439532628474087","0.463265038651104","1"
"Main Tenant","2001","Not Employed","direct migration background","820","0.715098049729949","0.689010716921192","0.741185382538707","1"
"Main Tenant","2001","Not Employed","indirect migration background","146","0.515842889294162","0.451674370881092","0.580011407707232","1"
"Main Tenant","2001","Employed","no migration background","5193","0.485236083488217","0.476135260559088","0.494336906417345","1"
"Main Tenant","2001","Employed","direct migration background","1246","0.700007927434516","0.678808592671486","0.721207262197546","1"
"Main Tenant","2001","Employed","indirect migration background","379","0.683605592091393","0.644524576239418","0.722686607943367","1"
"Nursing Home/Retirement Community","2001","Not Employed","no migration background","29","","","","4"
"Nursing Home/Retirement Community","2001","Not Employed","direct migration background","4","","","","4"
"Nursing Home/Retirement Community","2001","Not Employed","indirect migration background","1","","","","4"
"Nursing Home/Retirement Community","2001","Employed","no migration background","4","","","","4"
"Nursing Home/Retirement Community","2001","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","2001","Employed","indirect migration background","","","","","4"
"Owner","2001","Not Employed","no migration background","3765","0.528134136734598","0.516230362806935","0.540037910662261","3"
"Owner","2001","Not Employed","direct migration background","304","0.248811534010935","0.2238248352637","0.27379823275817","3"
"Owner","2001","Not Employed","indirect migration background","85","0.452827601252523","0.388913208541722","0.516741993963324","3"
"Owner","2001","Employed","no migration background","6194","0.495546753994985","0.486442322126754","0.504651185863216","3"
"Owner","2001","Employed","direct migration background","523","0.276116880585802","0.255434688451529","0.296799072720075","3"
"Owner","2001","Employed","indirect migration background","149","0.280770327172246","0.243008061489527","0.318532592854964","3"
"Sub-Tenant","2001","Not Employed","no migration background","70","0.0127555993366144","0.0100797229641892","0.0154314757090397","2"
"Sub-Tenant","2001","Not Employed","indirect migration background","1","","","","2"
"Sub-Tenant","2001","Not Employed","direct migration background","22","","","","2"
"Sub-Tenant","2001","Employed","no migration background","194","0.0189393380168666","0.0164571744286387","0.0214215016050945","2"
"Sub-Tenant","2001","Employed","direct migration background","26","","","","2"
"Sub-Tenant","2001","Employed","indirect migration background","16","","","","2"
"Tenant","2001","Not Employed","no migration background","","","","","5"
"Tenant","2001","Not Employed","direct migration background","","","","","5"
"Tenant","2001","Not Employed","indirect migration background","","","","","5"
"Tenant","2001","Employed","no migration background","","","","","5"
"Tenant","2001","Employed","direct migration background","","","","","5"
"Tenant","2001","Employed","indirect migration background","","","","","5"
"Main Tenant","2002","Not Employed","no migration background","2851","0.447191919172076","0.435510144154794","0.458873694189358","1"
"Main Tenant","2002","Not Employed","direct migration background","764","0.700252634573927","0.673312725561309","0.727192543586546","1"
"Main Tenant","2002","Not Employed","indirect migration background","145","0.543207707893342","0.480055071432735","0.60636034435395","1"
"Main Tenant","2002","Employed","no migration background","5239","0.482739942436766","0.474012694070678","0.491467190802854","1"
"Main Tenant","2002","Employed","direct migration background","1138","0.705619157492833","0.68401103598769","0.727227278997975","1"
"Main Tenant","2002","Employed","indirect migration background","348","0.640861835755772","0.600584306309655","0.681139365201889","1"
"Nursing Home/Retirement Community","2002","Not Employed","no migration background","27","","","","4"
"Nursing Home/Retirement Community","2002","Not Employed","direct migration background","2","","","","4"
"Nursing Home/Retirement Community","2002","Not Employed","indirect migration background","1","","","","4"
"Nursing Home/Retirement Community","2002","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","2002","Employed","no migration background","4","","","","4"
"Nursing Home/Retirement Community","2002","Employed","indirect migration background","","","","","4"
"Owner","2002","Not Employed","no migration background","3991","0.531884561236751","0.520160992142692","0.54360813033081","3"
"Owner","2002","Not Employed","direct migration background","324","0.272716255114133","0.246528485332242","0.298904024896025","3"
"Owner","2002","Not Employed","indirect migration background","90","0.405423959569298","0.343178518565382","0.467669400573215","3"
"Owner","2002","Employed","no migration background","7159","0.498543604434016","0.489811188598809","0.507276020269223","3"
"Owner","2002","Employed","direct migration background","544","0.272546766187944","0.251436188601807","0.29365734377408","3"
"Owner","2002","Employed","indirect migration background","180","0.322593538826305","0.283346911666526","0.361840165986083","3"
"Sub-Tenant","2002","Not Employed","no migration background","90","0.0141659030597975","0.0113893963776614","0.0169424097419337","2"
"Sub-Tenant","2002","Not Employed","direct migration background","21","","","","2"
"Sub-Tenant","2002","Not Employed","indirect migration background","3","","","","2"
"Sub-Tenant","2002","Employed","no migration background","192","0.0182803658294807","0.0159407075744616","0.0206200240844997","2"
"Sub-Tenant","2002","Employed","direct migration background","27","","","","2"
"Sub-Tenant","2002","Employed","indirect migration background","17","","","","2"
"Tenant","2002","Not Employed","no migration background","","","","","5"
"Tenant","2002","Not Employed","direct migration background","","","","","5"
"Tenant","2002","Not Employed","indirect migration background","","","","","5"
"Tenant","2002","Employed","no migration background","","","","","5"
"Tenant","2002","Employed","direct migration background","","","","","5"
"Tenant","2002","Employed","indirect migration background","","","","","5"
"Main Tenant","2003","Not Employed","no migration background","2795","0.444494844855209","0.432771015503552","0.456218674206865","1"
"Main Tenant","2003","Not Employed","direct migration background","717","0.694632814086495","0.667011057373111","0.72225457079988","1"
"Main Tenant","2003","Not Employed","indirect migration background","155","0.628863877305329","0.568978191921664","0.688749562688994","1"
"Main Tenant","2003","Employed","no migration background","4955","0.484602025715698","0.475645732318849","0.493558319112548","1"
"Main Tenant","2003","Employed","direct migration background","1008","0.659041218387027","0.635645333636473","0.682437103137581","1"
"Main Tenant","2003","Employed","indirect migration background","325","0.608276443105061","0.567105429932723","0.649447456277399","1"
"Nursing Home/Retirement Community","2003","Not Employed","direct migration background","1","","","","4"
"Nursing Home/Retirement Community","2003","Not Employed","no migration background","31","0.00743966017091762","0.00541222448989864","0.0094670958519366","4"
"Nursing Home/Retirement Community","2003","Not Employed","indirect migration background","1","","","","4"
"Nursing Home/Retirement Community","2003","Employed","no migration background","1","","","","4"
"Nursing Home/Retirement Community","2003","Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","2003","Employed","direct migration background","","","","","4"
"Owner","2003","Not Employed","direct migration background","321","0.265749465010637","0.239257095740041","0.292241834281234","3"
"Owner","2003","Not Employed","no migration background","3972","0.529803279675897","0.518027512883591","0.541579046468202","3"
"Owner","2003","Not Employed","indirect migration background","91","0.334482214969584","0.275997222965754","0.392967206973415","3"
"Owner","2003","Employed","no migration background","6797","0.49440539017903","0.485445407668822","0.503365372689239","3"
"Owner","2003","Employed","indirect migration background","194","0.348456177828493","0.308268111439746","0.388644244217239","3"
"Owner","2003","Employed","direct migration background","533","0.301691957130473","0.279038336015021","0.324345578245924","3"
"Sub-Tenant","2003","Not Employed","no migration background","103","0.0182622152979769","0.0151030921215076","0.0214213384744462","2"
"Sub-Tenant","2003","Not Employed","direct migration background","29","","","","2"
"Sub-Tenant","2003","Not Employed","indirect migration background","3","","","","2"
"Sub-Tenant","2003","Employed","no migration background","208","0.0209843006878718","0.0184156418622051","0.0235529595135386","2"
"Sub-Tenant","2003","Employed","direct migration background","36","0.0392668244825001","0.0296806235274925","0.0488530254375077","2"
"Sub-Tenant","2003","Employed","indirect migration background","21","","","","2"
"Tenant","2003","Not Employed","no migration background","","","","","5"
"Tenant","2003","Not Employed","indirect migration background","","","","","5"
"Tenant","2003","Not Employed","direct migration background","","","","","5"
"Tenant","2003","Employed","no migration background","","","","","5"
"Tenant","2003","Employed","direct migration background","","","","","5"
"Tenant","2003","Employed","indirect migration background","","","","","5"
"Main Tenant","2004","Not Employed","no migration background","2801","0.451496823958047","0.439740375900794","0.463253272015301","1"
"Main Tenant","2004","Not Employed","direct migration background","730","0.706997299336637","0.679815079002413","0.73417951967086","1"
"Main Tenant","2004","Not Employed","indirect migration background","152","0.544970382067562","0.48467226810158","0.605268496033545","1"
"Main Tenant","2004","Employed","no migration background","4739","0.488016388047012","0.478875465826696","0.497157310267327","1"
"Main Tenant","2004","Employed","indirect migration background","338","0.638226986505533","0.598032398230601","0.678421574780464","1"
"Main Tenant","2004","Employed","direct migration background","923","0.667404865660225","0.643360976853867","0.691448754466583","1"
"Nursing Home/Retirement Community","2004","Not Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","2004","Not Employed","no migration background","36","0.00945183938964124","0.0071659502156791","0.0117377285636034","4"
"Nursing Home/Retirement Community","2004","Not Employed","indirect migration background","1","","","","4"
"Nursing Home/Retirement Community","2004","Employed","no migration background","2","","","","4"
"Nursing Home/Retirement Community","2004","Employed","direct migration background","1","","","","4"
"Nursing Home/Retirement Community","2004","Employed","indirect migration background","","","","","4"
"Owner","2004","Not Employed","no migration background","3963","0.523149714400456","0.511350224685174","0.534949204115738","3"
"Owner","2004","Not Employed","direct migration background","329","0.26367634076427","0.23736092726772","0.289991754260821","3"
"Owner","2004","Not Employed","indirect migration background","105","0.425446735224018","0.36558005286965","0.485313417578387","3"
"Owner","2004","Employed","no migration background","6529","0.488811160685743","0.479669901584493","0.497952419786994","3"
"Owner","2004","Employed","direct migration background","528","0.309027612246702","0.2854455886098","0.332609635883604","3"
"Owner","2004","Employed","indirect migration background","193","0.312182114062972","0.273420427989798","0.350943800136145","3"
"Sub-Tenant","2004","Not Employed","no migration background","83","0.0159016222518553","0.0129463385383717","0.0188569059653389","2"
"Sub-Tenant","2004","Not Employed","direct migration background","18","","","","2"
"Sub-Tenant","2004","Not Employed","indirect migration background","4","","","","2"
"Sub-Tenant","2004","Employed","no migration background","217","0.0231419392051176","0.0203923970221805","0.0258914813880547","2"
"Sub-Tenant","2004","Employed","direct migration background","23","","","","2"
"Sub-Tenant","2004","Employed","indirect migration background","18","","","","2"
"Tenant","2004","Not Employed","direct migration background","","","","","5"
"Tenant","2004","Not Employed","no migration background","","","","","5"
"Tenant","2004","Not Employed","indirect migration background","","","","","5"
"Tenant","2004","Employed","no migration background","","","","","5"
"Tenant","2004","Employed","direct migration background","","","","","5"
"Tenant","2004","Employed","indirect migration background","","","","","5"
"Main Tenant","2005","Not Employed","no migration background","2698","0.454200994301899","0.442215264255336","0.466186724348462","1"
"Main Tenant","2005","Not Employed","direct migration background","696","0.728045545462718","0.700671282629536","0.755419808295899","1"
"Main Tenant","2005","Not Employed","indirect migration background","174","0.647656995822926","0.592196848614416","0.703117143031436","1"
"Main Tenant","2005","Employed","no migration background","4525","0.495377239330186","0.486018123422095","0.504736355238277","1"
"Main Tenant","2005","Employed","direct migration background","826","0.663389517709219","0.6383575789607","0.688421456457738","1"
"Main Tenant","2005","Employed","indirect migration background","333","0.633952944634504","0.593693876630613","0.674212012638395","1"
"Nursing Home/Retirement Community","2005","Not Employed","no migration background","35","0.00953231592805345","0.00719324468033369","0.0118713871757732","4"
"Nursing Home/Retirement Community","2005","Not Employed","direct migration background","2","","","","4"
"Nursing Home/Retirement Community","2005","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","2005","Employed","no migration background","2","","","","4"
"Nursing Home/Retirement Community","2005","Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","2005","Employed","direct migration background","","","","","4"
"Owner","2005","Not Employed","no migration background","3780","0.515229954336826","0.503199209334397","0.527260699339254","3"
"Owner","2005","Not Employed","direct migration background","305","0.247137728311129","0.220601306497064","0.273674150125194","3"
"Owner","2005","Not Employed","indirect migration background","102","0.297944970877038","0.244846835798648","0.351043105955428","3"
"Owner","2005","Employed","no migration background","6233","0.480806412638462","0.471453795215195","0.490159030061728","3"
"Owner","2005","Employed","direct migration background","513","0.300998545130284","0.276700708650443","0.325296381610125","3"
"Owner","2005","Employed","indirect migration background","196","0.300087761035382","0.261786534496269","0.338388987574495","3"
"Sub-Tenant","2005","Not Employed","no migration background","116","0.0210367354332216","0.0175821459091132","0.02449132495733","2"
"Sub-Tenant","2005","Not Employed","indirect migration background","9","","","","2"
"Sub-Tenant","2005","Not Employed","direct migration background","12","","","","2"
"Sub-Tenant","2005","Employed","no migration background","203","0.0237700806104689","0.0209185714696501","0.0266215897512877","2"
"Sub-Tenant","2005","Employed","direct migration background","30","0.035611937160497","0.0257951340848982","0.0454287402360958","2"
"Sub-Tenant","2005","Employed","indirect migration background","21","","","","2"
"Tenant","2005","Not Employed","no migration background","","","","","5"
"Tenant","2005","Not Employed","direct migration background","","","","","5"
"Tenant","2005","Not Employed","indirect migration background","","","","","5"
"Tenant","2005","Employed","no migration background","","","","","5"
"Tenant","2005","Employed","direct migration background","","","","","5"
"Tenant","2005","Employed","indirect migration background","","","","","5"
"Main Tenant","2006","Not Employed","no migration background","3036","0.463301652095009","0.452066388198694","0.474536915991325","1"
"Main Tenant","2006","Not Employed","direct migration background","725","0.753426758447858","0.727180844183169","0.779672672712548","1"
"Main Tenant","2006","Not Employed","indirect migration background","173","0.643905981914412","0.589355850089893","0.698456113738931","1"
"Main Tenant","2006","Employed","no migration background","4741","0.495379553642139","0.48626136528399","0.504497742000288","1"
"Main Tenant","2006","Employed","direct migration background","782","0.641268290826495","0.615805562916347","0.666731018736643","1"
"Main Tenant","2006","Employed","indirect migration background","349","0.658373582134893","0.619337296854763","0.697409867415024","1"
"Nursing Home/Retirement Community","2006","Not Employed","no migration background","42","0.00832254939419927","0.00627563521808788","0.0103694635703107","4"
"Nursing Home/Retirement Community","2006","Not Employed","direct migration background","3","","","","4"
"Nursing Home/Retirement Community","2006","Not Employed","indirect migration background","","","","","4"
"Nursing Home/Retirement Community","2006","Employed","no migration background","3","","","","4"
"Nursing Home/Retirement Community","2006","Employed","direct migration background","","","","","4"
"Nursing Home/Retirement Community","2006","Employed","indirect migration background","","","","","4"
"Owner","2006","Not Employed","no migration background","4381","0.510362594019872","0.499099364443795","0.521625823595949","3"
"Owner","2006","Not Employed","direct migration background","300","0.229470672663447","0.203865577500042","0.255075767826852","3"
"Owner","2006","Not Employed","indirect migration background","119","0.316405171314185","0.263423774212015","0.369386568416355","3"
