"hlf0001_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Main Tenant","1993","Employed","(Married) couple without C. ","1220","0.587195340954165","0.564880649644963","0.609510032263367"
"Main Tenant","1993","Employed","Single parent ","281","0.615579269439975","0.56849221155972","0.662666327320229"
"Main Tenant","1993","Employed","Couple + C. LE 16 ","1522","0.520977270967597","0.501480486151831","0.540474055783363"
"Main Tenant","1993","Employed","Couple + C. GT 16 ","842","0.345016975664003","0.323231026176249","0.366802925151757"
"Main Tenant","1993","Employed","Couple + C. LE and GT 16","526","0.520708767751401","0.48743619889803","0.553981336604771"
"Sub-Tenant","1993","Not Employed","1-pers.-HH","33","0.0565536183424593","0.0395869369670265","0.0735202997178922"
"Sub-Tenant","1993","Not Employed","(Married) couple without C. ","22","","",""
"Sub-Tenant","1993","Not Employed","Single parent ","6","","",""
"Sub-Tenant","1993","Not Employed","Couple + C. LE 16 ","12","","",""
"Sub-Tenant","1993","Not Employed","Couple + C. GT 16 ","16","","",""
"Sub-Tenant","1993","Not Employed","Couple + C. LE and GT 16","","","",""
"Sub-Tenant","1993","Employed","1-pers.-HH","55","0.0696672648469966","0.0508479434178399","0.0884865862761532"
"Sub-Tenant","1993","Employed","(Married) couple without C. ","71","0.030084915639115","0.0223426415215076","0.0378271897567223"
"Sub-Tenant","1993","Employed","Single parent ","13","","",""
"Sub-Tenant","1993","Employed","Couple + C. LE 16 ","75","0.0330527132702924","0.026075523947225","0.0400299025933599"
"Sub-Tenant","1993","Employed","Couple + C. GT 16 ","22","","",""
"Sub-Tenant","1993","Employed","Couple + C. LE and GT 16","4","","",""
"Owner","1993","Not Employed","1-pers.-HH","172","0.247269308097616","0.215579981302322","0.278958634892911"
"Owner","1993","Not Employed","(Married) couple without C. ","682","0.524872034656449","0.499308958171209","0.550435111141689"
"Owner","1993","Not Employed","Single parent ","66","0.352321129013952","0.285783900816465","0.418858357211439"
"Owner","1993","Not Employed","Couple + C. LE 16 ","188","0.385375419272214","0.346433313372959","0.424317525171468"
"Owner","1993","Not Employed","Couple + C. GT 16 ","384","0.638136308464096","0.604128422041272","0.672144194886919"
"Owner","1993","Not Employed","Couple + C. LE and GT 16","136","0.528110269037336","0.473836625242872","0.582383912831799"
"Owner","1993","Employed","1-pers.-HH","106","0.153100607915408","0.126482646165219","0.179718569665597"
"Owner","1993","Employed","(Married) couple without C. ","579","0.38271974340672","0.360690026595292","0.404749460218147"
"Owner","1993","Employed","Single parent ","116","0.351266846730777","0.305059844874794","0.39747384858676"
"Owner","1993","Employed","Couple + C. LE 16 ","925","0.445970015762111","0.426570315722617","0.465369715801604"
"Owner","1993","Employed","Couple + C. GT 16 ","965","0.64164526031468","0.619669429140081","0.663621091489278"
"Owner","1993","Employed","Couple + C. LE and GT 16","336","0.477099140117069","0.443832944275721","0.510365335958417"
"Nursing Home/Retirement Community","1993","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1993","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1993","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1993","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1993","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1993","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1993","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1993","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1993","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1993","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1993","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1993","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1993","Not Employed","1-pers.-HH","","","",""
"Tenant","1993","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1993","Not Employed","Single parent ","","","",""
"Tenant","1993","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1993","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1993","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1993","Employed","1-pers.-HH","","","",""
"Tenant","1993","Employed","(Married) couple without C. ","","","",""
"Tenant","1993","Employed","Single parent ","","","",""
"Tenant","1993","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1993","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1993","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1994","Not Employed","1-pers.-HH","509","0.68008078125278","0.646244153212954","0.713917409292605"
"Main Tenant","1994","Not Employed","(Married) couple without C. ","798","0.461850469456715","0.436812430147362","0.486888508766068"
"Main Tenant","1994","Not Employed","Single parent ","125","0.570799858647041","0.502373737979205","0.639225979314878"
"Main Tenant","1994","Not Employed","Couple + C. LE 16 ","415","0.551182152467478","0.512975390800437","0.58938891413452"
"Main Tenant","1994","Not Employed","Couple + C. GT 16 ","386","0.353160470702798","0.32008201495068","0.386238926454917"
"Main Tenant","1994","Not Employed","Couple + C. LE and GT 16","183","0.454959912316132","0.401151406719587","0.508768417912678"
"Main Tenant","1994","Employed","1-pers.-HH","518","0.763553546609645","0.731664461829228","0.795442631390062"
"Main Tenant","1994","Employed","(Married) couple without C. ","1229","0.585728164907442","0.563473091076423","0.60798323873846"
"Main Tenant","1994","Employed","Single parent ","264","0.645700959316226","0.597547311727274","0.693854606905177"
"Main Tenant","1994","Employed","Couple + C. LE 16 ","1414","0.522289178714067","0.502196132310882","0.542382225117252"
"Main Tenant","1994","Employed","Couple + C. GT 16 ","777","0.350461262281314","0.327537073883349","0.373385450679279"
"Main Tenant","1994","Employed","Couple + C. LE and GT 16","480","0.477561711210847","0.444041571164837","0.511081851256857"
"Sub-Tenant","1994","Not Employed","1-pers.-HH","37","0.0634460876370094","0.045763106829815","0.0811290684442038"
"Sub-Tenant","1994","Not Employed","(Married) couple without C. ","23","","",""
"Sub-Tenant","1994","Not Employed","Single parent ","4","","",""
"Sub-Tenant","1994","Not Employed","Couple + C. LE 16 ","20","","",""
"Sub-Tenant","1994","Not Employed","Couple + C. GT 16 ","7","","",""
"Sub-Tenant","1994","Not Employed","Couple + C. LE and GT 16","2","","",""
"Sub-Tenant","1994","Employed","1-pers.-HH","60","0.0724940656588429","0.0530330509634667","0.091955080354219"
"Sub-Tenant","1994","Employed","(Married) couple without C. ","76","0.0334391102485093","0.0253167874153758","0.0415614330816428"
"Sub-Tenant","1994","Employed","Single parent ","9","","",""
"Sub-Tenant","1994","Employed","Couple + C. LE 16 ","49","0.0161676863175895","0.0110943668317462","0.0212410058034328"
"Sub-Tenant","1994","Employed","Couple + C. GT 16 ","15","","",""
"Sub-Tenant","1994","Employed","Couple + C. LE and GT 16","9","","",""
"Owner","1994","Not Employed","1-pers.-HH","184","0.256473131110211","0.224795264078259","0.288150998142163"
"Owner","1994","Not Employed","(Married) couple without C. ","702","0.523990364385167","0.498908046839169","0.549072681931164"
"Owner","1994","Not Employed","Single parent ","72","0.381417572867392","0.314267080629515","0.448568065105269"
"Owner","1994","Not Employed","Couple + C. LE 16 ","216","0.425551304339264","0.387570935012445","0.463531673666083"
"Owner","1994","Not Employed","Couple + C. GT 16 ","409","0.640277902646918","0.607063325934289","0.673492479359548"
"Owner","1994","Not Employed","Couple + C. LE and GT 16","144","0.542592834818027","0.488761065905023","0.59642460373103"
"Owner","1994","Employed","1-pers.-HH","104","0.163952387731512","0.136166115770794","0.19173865969223"
"Owner","1994","Employed","(Married) couple without C. ","577","0.380832724844049","0.358894099640004","0.402771350048094"
"Owner","1994","Employed","Single parent ","106","0.332895604986115","0.285451810311846","0.380339399660383"
"Owner","1994","Employed","Couple + C. LE 16 ","911","0.461543134968344","0.441489673831353","0.481596596105334"
"Owner","1994","Employed","Couple + C. GT 16 ","872","0.637512816395552","0.614415463061355","0.660610169729749"
"Owner","1994","Employed","Couple + C. LE and GT 16","364","0.516661931907224","0.483126623233097","0.550197240581351"
"Nursing Home/Retirement Community","1994","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1994","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1994","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1994","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1994","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1994","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1994","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1994","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1994","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1994","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1994","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1994","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1994","Not Employed","1-pers.-HH","","","",""
"Tenant","1994","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1994","Not Employed","Single parent ","","","",""
"Tenant","1994","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1994","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1994","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1994","Employed","1-pers.-HH","","","",""
"Tenant","1994","Employed","(Married) couple without C. ","","","",""
"Tenant","1994","Employed","Single parent ","","","",""
"Tenant","1994","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1994","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1994","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1995","Not Employed","1-pers.-HH","510","0.657768096541423","0.623698530354551","0.691837662728295"
"Main Tenant","1995","Not Employed","(Married) couple without C. ","850","0.472237008543223","0.447423831728593","0.497050185357852"
"Main Tenant","1995","Not Employed","Single parent ","149","0.569731738737312","0.505181369005498","0.634282108469125"
"Main Tenant","1995","Not Employed","Couple + C. LE 16 ","481","0.543066316388993","0.50697974920704","0.579152883570946"
"Main Tenant","1995","Not Employed","Couple + C. GT 16 ","405","0.344082687166305","0.311704592093606","0.376460782239003"
"Main Tenant","1995","Not Employed","Couple + C. LE and GT 16","237","0.503509917413152","0.454512025105324","0.55250780972098"
"Main Tenant","1995","Employed","1-pers.-HH","553","0.771184537737645","0.740394025701344","0.801975049773945"
"Main Tenant","1995","Employed","(Married) couple without C. ","1262","0.558954086261919","0.537039937534883","0.580868234988955"
"Main Tenant","1995","Employed","Single parent ","265","0.600619199062393","0.55201106112965","0.649227336995136"
"Main Tenant","1995","Employed","Couple + C. LE 16 ","1431","0.493488807140084","0.47359417700111","0.513383437279058"
"Main Tenant","1995","Employed","Couple + C. GT 16 ","795","0.34869367784299","0.325905576944338","0.371481778741641"
"Main Tenant","1995","Employed","Couple + C. LE and GT 16","472","0.467861849117728","0.434318251268588","0.501405446966869"
"Sub-Tenant","1995","Not Employed","1-pers.-HH","39","0.0559120452992346","0.0394141374820345","0.0724099531164347"
"Sub-Tenant","1995","Not Employed","(Married) couple without C. ","34","0.0231865711107309","0.0157064785927182","0.0306666636287435"
"Sub-Tenant","1995","Not Employed","Single parent ","5","","",""
"Sub-Tenant","1995","Not Employed","Couple + C. LE 16 ","25","","",""
"Sub-Tenant","1995","Not Employed","Couple + C. GT 16 ","14","","",""
"Sub-Tenant","1995","Not Employed","Couple + C. LE and GT 16","3","","",""
"Sub-Tenant","1995","Employed","1-pers.-HH","66","0.0828007100490988","0.0626010548820619","0.103000365216136"
"Sub-Tenant","1995","Employed","(Married) couple without C. ","73","0.0407586400728077","0.0320315707379755","0.04948570940764"
"Sub-Tenant","1995","Employed","Single parent ","9","","",""
"Sub-Tenant","1995","Employed","Couple + C. LE 16 ","53","0.0180528849386467","0.0127547861844226","0.0233509836928708"
"Sub-Tenant","1995","Employed","Couple + C. GT 16 ","21","","",""
"Sub-Tenant","1995","Employed","Couple + C. LE and GT 16","12","","",""
"Owner","1995","Not Employed","1-pers.-HH","196","0.286319858159342","0.253859934350307","0.318779781968378"
"Owner","1995","Not Employed","(Married) couple without C. ","671","0.504576420346047","0.479725944652585","0.529426896039508"
"Owner","1995","Not Employed","Single parent ","72","0.382521319885062","0.319158765375549","0.445883874394576"
"Owner","1995","Not Employed","Couple + C. LE 16 ","226","0.419221501674372","0.383476148705613","0.45496685464313"
"Owner","1995","Not Employed","Couple + C. GT 16 ","408","0.645015270736296","0.612402689788779","0.677627851683814"
"Owner","1995","Not Employed","Couple + C. LE and GT 16","160","0.493522511403561","0.444527523757174","0.542517499049947"
"Owner","1995","Employed","1-pers.-HH","96","0.146014752213257","0.120131513228693","0.17189799119782"
"Owner","1995","Employed","(Married) couple without C. ","637","0.400287273665274","0.37866247067356","0.421912076656988"
"Owner","1995","Employed","Single parent ","116","0.376866137661039","0.328771127362762","0.424961147959316"
"Owner","1995","Employed","Couple + C. LE 16 ","942","0.488458307921269","0.468567292186118","0.508349323656421"
"Owner","1995","Employed","Couple + C. GT 16 ","864","0.636721344133625","0.613723448678384","0.659719239588866"
"Owner","1995","Employed","Couple + C. LE and GT 16","366","0.525469479561282","0.491900012124505","0.559038946998059"
"Nursing Home/Retirement Community","1995","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1995","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1995","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1995","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1995","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1995","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1995","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1995","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1995","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1995","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1995","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1995","Not Employed","1-pers.-HH","","","",""
"Tenant","1995","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1995","Not Employed","Single parent ","","","",""
"Tenant","1995","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1995","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1995","Employed","1-pers.-HH","","","",""
"Tenant","1995","Employed","(Married) couple without C. ","","","",""
"Tenant","1995","Employed","Single parent ","","","",""
"Tenant","1995","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1995","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1995","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1996","Not Employed","1-pers.-HH","526","0.67242691508141","0.638725618921987","0.706128211240834"
"Main Tenant","1996","Not Employed","(Married) couple without C. ","852","0.463093670693623","0.43840502442505","0.487782316962195"
"Main Tenant","1996","Not Employed","Single parent ","151","0.626711592209483","0.563929355623269","0.689493828795697"
"Main Tenant","1996","Not Employed","Couple + C. LE 16 ","422","0.550419572657171","0.512808641401247","0.588030503913095"
"Main Tenant","1996","Not Employed","Couple + C. GT 16 ","386","0.342458639226718","0.309555275168092","0.375362003285345"
"Main Tenant","1996","Not Employed","Couple + C. LE and GT 16","201","0.446564417073067","0.394703960608993","0.498424873537141"
"Main Tenant","1996","Employed","1-pers.-HH","570","0.763074217416119","0.73254191843081","0.793606516401428"
"Main Tenant","1996","Employed","(Married) couple without C. ","1269","0.556348556356778","0.534596833324799","0.578100279388757"
"Main Tenant","1996","Employed","Single parent ","286","0.610504369954492","0.564198187922453","0.656810551986531"
"Main Tenant","1996","Employed","Couple + C. LE 16 ","1323","0.488175896725767","0.467909932659112","0.508441860792423"
"Main Tenant","1996","Employed","Couple + C. GT 16 ","721","0.368605869852335","0.34480318289176","0.392408556812909"
"Main Tenant","1996","Employed","Couple + C. LE and GT 16","475","0.438623023169754","0.406222001382454","0.471024044957053"
"Sub-Tenant","1996","Not Employed","1-pers.-HH","31","0.0512833608198064","0.0354444084524977","0.0671223131871151"
"Sub-Tenant","1996","Not Employed","(Married) couple without C. ","26","","",""
"Sub-Tenant","1996","Not Employed","Single parent ","6","","",""
"Sub-Tenant","1996","Not Employed","Couple + C. LE 16 ","23","","",""
"Sub-Tenant","1996","Not Employed","Couple + C. GT 16 ","12","","",""
"Sub-Tenant","1996","Not Employed","Couple + C. LE and GT 16","3","","",""
"Sub-Tenant","1996","Employed","1-pers.-HH","70","0.0869729579785917","0.0667379259853443","0.107207989971839"
"Sub-Tenant","1996","Employed","(Married) couple without C. ","74","0.0295051080298521","0.0220963661556086","0.0369138499040956"
"Sub-Tenant","1996","Employed","Single parent ","15","","",""
"Sub-Tenant","1996","Employed","Couple + C. LE 16 ","54","0.0218911362015745","0.0159585168555599","0.027823755547589"
"Sub-Tenant","1996","Employed","Couple + C. GT 16 ","28","","",""
"Sub-Tenant","1996","Employed","Couple + C. LE and GT 16","13","","",""
"Owner","1996","Not Employed","1-pers.-HH","188","0.276289724098783","0.24418013924435","0.308399308953216"
"Owner","1996","Not Employed","(Married) couple without C. ","689","0.522655502326821","0.497924750653425","0.547386254000218"
"Owner","1996","Not Employed","Single parent ","71","0.338891092166513","0.277451652150464","0.400330532182563"
"Owner","1996","Not Employed","Couple + C. LE 16 ","227","0.426611157956537","0.389216963827293","0.46400535208578"
"Owner","1996","Not Employed","Couple + C. GT 16 ","401","0.652202579095641","0.619178620137306","0.685226538053976"
"Owner","1996","Not Employed","Couple + C. LE and GT 16","149","0.547930509403639","0.496011538098027","0.599849480709251"
"Owner","1996","Employed","1-pers.-HH","105","0.149952824605289","0.124315730688428","0.175589918522151"
"Owner","1996","Employed","(Married) couple without C. ","661","0.41414633561337","0.392580280075414","0.435712391151326"
"Owner","1996","Employed","Single parent ","125","0.357482619016905","0.311971952365927","0.402993285667884"
"Owner","1996","Employed","Couple + C. LE 16 ","960","0.489932967072658","0.469665443162799","0.510200490982518"
"Owner","1996","Employed","Couple + C. GT 16 ","829","0.616392320065351","0.592400298245761","0.640384341884941"
"Owner","1996","Employed","Couple + C. LE and GT 16","413","0.549250687960516","0.5167615239444","0.581739851976631"
"Nursing Home/Retirement Community","1996","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1996","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1996","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1996","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1996","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1996","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1996","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1996","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1996","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1996","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1996","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1996","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1996","Not Employed","1-pers.-HH","","","",""
"Tenant","1996","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1996","Not Employed","Single parent ","","","",""
"Tenant","1996","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1996","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1996","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1996","Employed","1-pers.-HH","","","",""
"Tenant","1996","Employed","(Married) couple without C. ","","","",""
"Tenant","1996","Employed","Single parent ","","","",""
"Tenant","1996","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1996","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1996","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1997","Not Employed","1-pers.-HH","507","0.655588475216579","0.621352183036237","0.689824767396922"
"Main Tenant","1997","Not Employed","(Married) couple without C. ","890","0.456115502741531","0.432068539245587","0.480162466237475"
"Main Tenant","1997","Not Employed","Single parent ","155","0.711392149582471","0.651104711578251","0.771679587586691"
"Main Tenant","1997","Not Employed","Couple + C. LE 16 ","419","0.582559092475095","0.544965411055604","0.620152773894587"
"Main Tenant","1997","Not Employed","Couple + C. GT 16 ","388","0.336113800135107","0.303482066790158","0.368745533480057"
"Main Tenant","1997","Not Employed","Couple + C. LE and GT 16","176","0.357488021320649","0.308117789415826","0.406858253225472"
"Main Tenant","1997","Employed","1-pers.-HH","574","0.791831454238882","0.762237508633304","0.821425399844461"
"Main Tenant","1997","Employed","(Married) couple without C. ","1217","0.548361346466228","0.526380004533953","0.570342688398504"
"Main Tenant","1997","Employed","Single parent ","290","0.62192781510671","0.575608258125246","0.668247372088174"
"Main Tenant","1997","Employed","Couple + C. LE 16 ","1222","0.473351606335155","0.452426098379391","0.494277114290918"
"Main Tenant","1997","Employed","Couple + C. GT 16 ","690","0.354978033187458","0.331346287521409","0.378609778853507"
"Main Tenant","1997","Employed","Couple + C. LE and GT 16","376","0.337972930837832","0.306192327076312","0.369753534599352"
"Sub-Tenant","1997","Not Employed","1-pers.-HH","38","0.0631994270292033","0.0456681975139253","0.0807306565444814"
"Sub-Tenant","1997","Not Employed","(Married) couple without C. ","26","","",""
"Sub-Tenant","1997","Not Employed","Single parent ","4","","",""
"Sub-Tenant","1997","Not Employed","Couple + C. LE 16 ","13","","",""
"Sub-Tenant","1997","Not Employed","Couple + C. GT 16 ","8","","",""
"Sub-Tenant","1997","Not Employed","Couple + C. LE and GT 16","10","","",""
"Sub-Tenant","1997","Employed","1-pers.-HH","54","0.059143363151195","0.0419486998066971","0.0763380264956929"
"Sub-Tenant","1997","Employed","(Married) couple without C. ","70","0.0310518823595728","0.0233902826012294","0.0387134821179162"
"Sub-Tenant","1997","Employed","Single parent ","12","","",""
"Sub-Tenant","1997","Employed","Couple + C. LE 16 ","44","0.0186269720950744","0.01296051127433","0.0242934329158188"
"Sub-Tenant","1997","Employed","Couple + C. GT 16 ","33","0.0278279578436496","0.0197048906809766","0.0359510250063226"
"Sub-Tenant","1997","Employed","Couple + C. LE and GT 16","18","","",""
"Owner","1997","Not Employed","1-pers.-HH","195","0.281212097754217","0.248819214133801","0.313604981374634"
"Owner","1997","Not Employed","(Married) couple without C. ","732","0.526328141837617","0.502221507811334","0.550434775863901"
"Owner","1997","Not Employed","Single parent ","58","0.260845916318092","0.202423739418556","0.319268093217628"
"Owner","1997","Not Employed","Couple + C. LE 16 ","229","0.403281340883022","0.365884386498089","0.440678295267955"
"Owner","1997","Not Employed","Couple + C. GT 16 ","409","0.658083123900769","0.625315058920652","0.690851188880886"
"Owner","1997","Not Employed","Couple + C. LE and GT 16","176","0.621417210785744","0.571452212401847","0.671382209169641"
"Owner","1997","Employed","1-pers.-HH","95","0.149025182609923","0.123067427680748","0.174982937539097"
"Owner","1997","Employed","(Married) couple without C. ","682","0.420586771174199","0.398782215534148","0.44239132681425"
"Owner","1997","Employed","Single parent ","119","0.349908637662359","0.304349911491902","0.395467363832815"
"Owner","1997","Employed","Couple + C. LE 16 ","921","0.508021421569771","0.487068827032699","0.528974016106843"
"Owner","1997","Employed","Couple + C. GT 16 ","852","0.617194008968893","0.593188659884306","0.641199358053479"
"Owner","1997","Employed","Couple + C. LE and GT 16","457","0.63902959090712","0.606761030082621","0.671298151731619"
"Nursing Home/Retirement Community","1997","Not Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1997","Not Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1997","Not Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1997","Not Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1997","Not Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1997","Not Employed","Couple + C. LE and GT 16","","","",""
"Nursing Home/Retirement Community","1997","Employed","1-pers.-HH","","","",""
"Nursing Home/Retirement Community","1997","Employed","(Married) couple without C. ","","","",""
"Nursing Home/Retirement Community","1997","Employed","Single parent ","","","",""
"Nursing Home/Retirement Community","1997","Employed","Couple + C. LE 16 ","","","",""
"Nursing Home/Retirement Community","1997","Employed","Couple + C. GT 16 ","","","",""
"Nursing Home/Retirement Community","1997","Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1997","Not Employed","1-pers.-HH","","","",""
"Tenant","1997","Not Employed","(Married) couple without C. ","","","",""
"Tenant","1997","Not Employed","Single parent ","","","",""
"Tenant","1997","Not Employed","Couple + C. LE 16 ","","","",""
"Tenant","1997","Not Employed","Couple + C. GT 16 ","","","",""
"Tenant","1997","Not Employed","Couple + C. LE and GT 16","","","",""
"Tenant","1997","Employed","1-pers.-HH","","","",""
"Tenant","1997","Employed","(Married) couple without C. ","","","",""
"Tenant","1997","Employed","Single parent ","","","",""
"Tenant","1997","Employed","Couple + C. LE 16 ","","","",""
"Tenant","1997","Employed","Couple + C. GT 16 ","","","",""
"Tenant","1997","Employed","Couple + C. LE and GT 16","","","",""
"Main Tenant","1998","Not Employed","1-pers.-HH","597","0.630831523474865","0.599477275176731","0.662185771772998"
"Main Tenant","1998","Not Employed","(Married) couple without C. ","984","0.422092805510748","0.400371221395094","0.443814389626401"
"Main Tenant","1998","Not Employed","Single parent ","179","0.630429247191229","0.572093174176191","0.688765320206267"
"Main Tenant","1998","Not Employed","Couple + C. LE 16 ","431","0.542964923310087","0.506877721863919","0.579052124756256"
"Main Tenant","1998","Not Employed","Couple + C. GT 16 ","388","0.357229745446816","0.325016066903832","0.3894434239898"
"Main Tenant","1998","Not Employed","Couple + C. LE and GT 16","167","0.348443546842622","0.301335613269249","0.395551480415994"
"Main Tenant","1998","Employed","1-pers.-HH","660","0.748993762523028","0.719930364403533","0.778057160642522"
"Main Tenant","1998","Employed","(Married) couple without C. ","1325","0.546954344965588","0.526162838536998","0.567745851394179"
"Main Tenant","1998","Employed","Single parent ","310","0.666601959185471","0.623093406704942","0.710110511666"
"Main Tenant","1998","Employed","Couple + C. LE 16 ","1252","0.463128039015514","0.443099268419191","0.483156809611838"
"Main Tenant","1998","Employed","Couple + C. GT 16 ","691","0.34687579235857","0.324381685481971","0.369369899235169"
"Main Tenant","1998","Employed","Couple + C. LE and GT 16","360","0.345763018230989","0.314049236349743","0.377476800112235"
"Sub-Tenant","1998","Not Employed","1-pers.-HH","47","0.0527708814278208","0.0382446790961593","0.0672970837594823"
"Sub-Tenant","1998","Not Employed","(Married) couple without C. ","29","","",""
"Sub-Tenant","1998","Not Employed","Single parent ","7","","",""
"Sub-Tenant","1998","Not Employed","Couple + C. LE 16 ","23","","",""
"Sub-Tenant","1998","Not Employed","Couple + C. GT 16 ","15","","",""
"Sub-Tenant","1998","Not Employed","Couple + C. LE and GT 16","13","","",""
"Sub-Tenant","1998","Employed","1-pers.-HH","73","0.0903095241952202","0.0710972562629401","0.1095217921275"
"Sub-Tenant","1998","Employed","(Married) couple without C. ","69","0.0309789472851675","0.0237422673038208","0.0382156272665142"
"Sub-Tenant","1998","Employed","Single parent ","15","","",""
"Sub-Tenant","1998","Employed","Couple + C. LE 16 ","54","0.0211606138785196","0.0153798099066424","0.0269414178503967"
"Sub-Tenant","1998","Employed","Couple + C. GT 16 ","34","0.0256746676403212","0.01820006207505","0.0331492732055924"
"Sub-Tenant","1998","Employed","Couple + C. LE and GT 16","22","","",""
"Owner","1998","Not Employed","1-pers.-HH","249","0.29360486460634","0.264015688801246","0.323194040411434"
