"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","general elemantary","Female","662.33","613.6","2197","358","476","784","1000.43","1585","646.3","678.36","26","10226","613.333312988281","629.230773925781"
"1984","general elemantary","Male","691.41","634.89","1103","363","489.13","818","1000","1534","659.92","722.9","40.8","15395","613.333312988281","639"
"1984","higher education","Female","1112.9","1071.43","238","568.33","716","1411.9","1704","2181.33","1046.5","1179.3","176","5112.67","1000.43481445312","1125"
"1984","higher education","Male","1132.16","1022.82","498","614","767","1363.33","1704","3068","1085.57","1178.75","169","5112.67","973.8095703125","1056.66662597656"
"1984","higher vocational","Female","970.9","823.2","262","438.1","625","1023","1363.33","4394","842.48","1099.32","231.88","15395","818","886.333312988281"
"1984","higher vocational","Male","1036.15","826.46","359","487.14","657.14","1035","1363.33","4090.67","872.81","1199.49","2.67","28018.67","818","866.111145019531"
"1984","in school","Female","708.96","643.78","89","367.14","511.2","821.79","1022.5","3886","618.98","798.94","0","3886","602.5","705.599975585938"
"1984","in school","Male","710.77","683.33","91","383.5","529.64","879.6","1022.67","1457","654.09","767.45","68.33","1534","596.666687011719","741.5"
"1984","inadequately","Female","562.09","511.43","582","271.43","409","682","876.67","1227","533.79","590.39","75.93","6476.67","511.333343505859","568.055541992188"
"1984","inadequately","Male","722.78","639.24","418","332.5","422.17","785.36","997","8521.33","676.28","769.28","113.89","8521.33","568.333374023438","662.608703613281"
"1984","middle vocational","Female","820.14","750","2367","434.5","562.5","981.6","1227.2","2266.67","798.59","841.69","2.67","13634.67","718.75","756.799987792969"
"1984","middle vocational","Male","798.78","716","3002","426","552","937.33","1193.33","2045.33","777.9","819.66","32.08","15395","697.272766113281","716"
"1984","vocational + Abi","Female","1360.61","896.82","111","487.14","682","1193.33","1534","28018.67","870.67","1850.55","189","28018.67","716","954.666687011719"
"1984","vocational + Abi","Male","888.82","800.88","179","487.14","614","1023","1420","5113","821.32","956.32","184","5113","682","793"
"1985","general elemantary","Female","690.85","639","1944","363","486","818","1022.67","1704","670.85","710.85","51","10865","614","664.5"
"1985","general elemantary","Male","698.94","666.24","986","365.36","511.11","844.78","1022.67","1406","669.36","728.52","127.92","10865","613.599975585938","661.071411132812"
"1985","higher education","Female","1173.29","1067.61","236","647.33","852","1363.33","1790","3323","1105.35","1241.23","307","4090.67","1022.66668701172","1130.55554199219"
"1985","higher education","Male","1193.81","1073.5","479","639.17","818","1376.54","1917.5","3835","1139.9","1247.72","109.64","6476.67","1022.5","1095.71435546875"
"1985","higher vocational","Female","932.14","852.22","247","501","644.78","1090.67","1420","2301","856.25","1008.03","202","7669.5","818","937.142883300781"
"1985","higher vocational","Male","921.83","852.67","328","494.84","681.67","1124.8","1363.33","2301","877.05","966.61","224.8","4090","818","895"
"1985","in school","Female","773.12","771.61","73","383.5","562.5","964.29","1150.5","1278","707.18","839.06","182.5","1278","588","818"
"1985","in school","Male","790.83","741.5","109","400","555.65","937.33","1329.2","2300.67","723.96","857.7","204.4","2300.67","613.599975585938","767"
"1985","inadequately","Female","570.43","525.56","474","292.38","399.38","716","920","1261.33","548.33","592.53","146.07","1534","539.444458007812","600"
"1985","inadequately","Male","695.47","648.83","344","302.67","470.4","838.4","973.81","1431.6","615.64","775.3","155.36","13805","596.666687011719","681.666625976562"
"1985","middle vocational","Female","832","767","2186","438.1","588","1022.5","1252.5","2045","814.63","849.37","0","7669.5","750","779.047668457031"
"1985","middle vocational","Male","811.88","756.79","2707","438.21","568.33","994.44","1193.33","1931.67","797.82","825.94","0","7669.5","730.476196289062","766.666687011719"
"1985","vocational + Abi","Female","940.9","869","100","438.1","625","1079.44","1559","2215.33","855.69","1026.11","205","2215.33","710","920"
"1985","vocational + Abi","Male","850.09","818","160","397.78","613.33","1023","1363.33","2045.33","794.9","905.28","0","2272.22","708.799987792969","818"
"1986","general elemantary","Female","730.89","682","1834","398.93","511.33","882","1095.71","1820","714.48","747.3","0","6817.33","665","690"
"1986","general elemantary","Male","724.77","682","965","409.2","511.33","886","1090","1546.5","706.71","742.83","170.33","2556.5","666.95654296875","716"
