"year","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","863.78","778.26","7169","456.43","608.57","1022.5","1278.33","2272.22","850.98","876.58","2.67","15395","741.5","767"
"1984","Not Employed","727.52","639","4390","368","481.33","843.5","1074","2045","704.5","750.54","0","28018.67","608.571472167969","613.599975585938"
"1985","Employed","884.84","818","6490","470.4","613.6","1023","1329.2","2301","872.96","896.72","0","13805","774.545471191406","800.434814453125"
"1985","Not Employed","726.02","666.96","3990","368","499.05","859","1125","1917.5","714","738.04","0","7669.5","613.599975585938","639"
"1986","Employed","933.53","852.22","6363","511","652","1079.44","1363.33","2301","917.2","949.86","0","24595","818","844"
"1986","Not Employed","773.11","682","3753","409","511.33","910","1158.67","1981.5","750.83","795.39","0","24595","664.5","682"
"1987","Employed","969.34","879.6","6438","511.33","681.67","1124.8","1420","2556","952.99","985.69","0","22156","845.333312988281","852.222229003906"
"1987","Not Employed","789.33","716","3615","419","545.33","947.33","1227.2","2045.2","776.06","802.6","0","6391","682","710"
"1988","Employed","996.74","920","6190","512.17","695.2","1176","1523.33","2556","982.15","1011.33","0","17895","852.380981445312","885.000061035156"
"1988","Not Employed","811.18","732.67","3423","409.33","562","981.6","1227.33","2045","796.27","826.09","0","10226","695.200012207031","716"
"1989","Employed","1038.65","971","6029","562","730.48","1227.33","1534","2556","1025.24","1052.06","0","22156","907.200012207031","925.238159179688"
"1989","Not Employed","858.09","767","3296","450","579.33","1022.67","1329.33","2147.6","838.49","877.69","0","22156","730.357177734375","754.761962890625"
"1990","Employed","1106.26","1022.5","5935","608.57","780.83","1298.8","1704","2812","1091.32","1121.2","0","12782.5","961.200012207031","988.666687011719"
"1990","Not Employed","900.61","818","3207","466.96","614","1046.67","1363.33","2301","881.62","919.6","0","12782.5","777.200012207031","814"
"1991","Employed","1148.84","1034.47","5932","614","816.33","1363.33","1713","2897.33","1135.95","1161.73","90.29","6817.33","1006.19055175781","1022.5"
"1991","Not Employed","930.9","852","3114","511","654.4","1125","1416.5","2352","916.58","945.22","77","4260.67","818","852"
"1992","Employed","1096.42","1000.43","8823","562","745.83","1339.05","1704","2692.67","1086.11","1106.73","0","7669","900.434814453125","920.400024414062"
"1992","Not Employed","911.07","818","4125","485.5","614","1090.67","1432","2403","898.25","923.89","119.33","6283","767","803.333312988281"
"1993","Employed","1195.81","1090.67","8428","614","818","1431.6","1846.11","3068","1184.64","1206.98","116.4","8521.67","1022.40002441406","1022.66668701172"
"1993","Not Employed","956.14","852.22","4258","511","650.67","1125","1508","2556.5","940.49","971.79","26","14316","818","843.5"
