"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","general elemantary","732.78","682","1640","409.2","535.71","877.22","1022.67","1534","710.7","754.86","68.33","15395","659.210510253906","685.200012207031"
"1984","Employed","higher education","1173.47","1082.7","589","653.33","843.5","1387.62","1704.44","3068","1130.77","1216.17","277.5","5112.67","1022.66668701172","1111.30432128906"
"1984","Employed","higher vocational","957.52","852.08","449","536.67","682","1074","1380.5","4090","908.73","1006.31","2.67","6135.5","822.608703613281","889.130432128906"
"1984","Employed","in school","","","","","","","","","","","","","",""
"1984","Employed","inadequately","737.78","658.57","623","340.74","473.33","852","1022.67","2130.42","704.61","770.95","102","8521.33","639","693.928588867188"
"1984","Employed","middle vocational","846.27","767","3608","456.43","603","1004.29","1258.46","2130.42","826.67","865.87","2.67","15395","745.833312988281","767"
"1984","Employed","vocational + Abi","926.13","852","216","511.33","666.96","1079.44","1363.33","1917.5","867.01","985.25","189","5113","716","818"
"1984","Not Employed","general elemantary","628.72","579.33","1660","340.67","443.33","741.5","920.4","1585","608.66","648.78","26","10226","562","588"
"1984","Not Employed","higher education","962.35","854.67","147","409","629.23","1278","1568","2147.33","884.6","1040.1","169","3374.67","750","920.400024414062"
"1984","Not Employed","higher vocational","1120.38","778.94","172","411.3","537","1022.67","1278","15395","747.41","1493.35","97","28018.67","716","835.333312988281"
"1984","Not Employed","in school","702.82","654.4","172","383.5","511.2","852","1022.5","1534","649.11","756.53","0","3886","613.5","693.928588867188"
"1984","Not Employed","inadequately","506.25","467.48","377","256","356.36","627.5","777.2","984","469.78","542.72","75.93","6476.67","444.565216064453","487.142883300781"
"1984","Not Employed","middle vocational","746.17","682","1761","399.38","511.11","854","1124.67","2045","724.31","768.03","2.67","9715","639","682"
"1984","Not Employed","vocational + Abi","1415.48","816.06","74","368","545.33","1056.67","1636","28018.67","676.09","2154.87","184","28018.67","613.666687011719","818"
"1985","Employed","general elemantary","756.71","716","1473","393.46","545.33","895","1099.5","1534","729.38","784.04","127.92","10865","681.90478515625","716"
"1985","Employed","higher education","1217.02","1074","577","662.96","852","1431.33","1943","3835","1168.6","1265.44","109.64","6476.67","1022.77783203125","1111.30432128906"
"1985","Employed","higher vocational","974.72","895","419","532.5","690","1136.11","1432","2556","922.27","1027.17","202","7669.5","852.222229003906","937.142883300781"
"1985","Employed","in school","","","","","","","","","","","","","",""
"1985","Employed","inadequately","740.81","713.18","489","391","511","867.58","1023","1431.6","683.76","797.86","174.07","13805","666.95654296875","730.476196289062"
"1985","Employed","middle vocational","860.05","818","3280","483","613.6","1022.67","1278","2045","847.11","872.99","0","7669.5","777.200012207031","818"
"1985","Employed","vocational + Abi","941.99","895","185","454.44","682","1124.67","1534","2215.33","887.35","996.63","128","2272.22","767","903.333312988281"
"1985","Not Employed","general elemantary","650.32","613.33","1457","353.85","465","767","971.33","1636","632.04","668.6","51","7669.5","568.333374023438","613.333312988281"
"1985","Not Employed","higher education","1081.33","1022.67","138","511.33","767","1329","1684.5","2556","997.38","1165.28","283.89","3408.67","895","1090.66662597656"
"1985","Not Employed","higher vocational","818","752.13","156","434.5","545.33","1022.67","1244","2061","763.66","872.34","224.8","2215.33","706.190490722656","852"
"1985","Not Employed","in school","788.2","766.81","176","388.4","557.33","964.29","1201.5","1789.5","739.02","837.38","182.5","2300.67","619.696960449219","767"
"1985","Not Employed","inadequately","513.34","462.38","329","272.67","334.83","639.17","838.4","1186","492.17","534.51","146.07","1534","455.652191162109","511.111114501953"
"1985","Not Employed","middle vocational","757.94","682","1613","409","511.5","900.95","1155.2","2045","737.8","778.08","0","7669.5","664.666687011719","690"
"1985","Not Employed","vocational + Abi","784.3","714.53","75","350.67","511.5","954.67","1431.33","2045.33","694.48","874.12","0","2045.33","579.333312988281","785.5"
"1986","Employed","general elemantary","788.62","746.42","1482","426.11","562","954.44","1150.5","1718","770.55","806.69","0","6817.33","716","756.799987792969"
"1986","Employed","higher education","1303.32","1125","576","706.19","886","1466","1942.67","4260.67","1203.28","1403.36","0","24595","1074","1158.66662597656"
"1986","Employed","higher vocational","1001.73","920.5","385","613.33","741.5","1193.33","1460.95","2726.67","961.81","1041.65","255.5","2931.33","889.130432128906","971"
"1986","Employed","in school","","","","","","","","","","","","","",""
"1986","Employed","inadequately","749.51","730.39","454","411.67","542.14","886","1023","1558","720.96","778.06","77","4672.07","689.130432128906","754.761962890625"
"1986","Employed","middle vocational","916.53","852.22","3201","511.33","654.4","1056.67","1329.33","2045.33","892.85","940.21","14.44","22723.89","818","852.121215820312"
"1986","Employed","vocational + Abi","965.5","920.42","188","562.5","682","1193.33","1406","2045.33","910.6","1020.4","175.33","2414.44","767","920"
"1986","Not Employed","general elemantary","685.7","639","1317","374.67","490.8","818","1023","1820","669.26","702.14","0","2556.5","613.333312988281","646"
"1986","Not Employed","higher education","1244.74","1008.33","132","477.33","730.48","1363.33","1662","2556","881.21","1608.27","266","24595","852","1022.66668701172"
"1986","Not Employed","higher vocational","810.28","767","157","409.33","562","1022.67","1161.25","1874.67","756.33","864.23","66","2045","730.357177734375","886"
"1986","Not Employed","in school","847.6","774.77","174","438.21","568.06","1003.5","1170.97","2352","760.17","935.03","205","6817.33","645.789489746094","800.434814453125"
"1986","Not Employed","inadequately","536.29","477.33","313","259.6","358","657.5","818","1193.33","501.14","571.44","14.44","4672.07","489.130432128906","547.857177734375"
"1986","Not Employed","middle vocational","807.75","716","1558","420","552","920.4","1193.33","2045.2","769.15","846.35","0","24595","698.666687011719","730.476196289062"
