"year","age_gr","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Full Time","861.82","818","2122","477.33","613.5","1022.67","1227.33","2045.33","840.15","883.49","2.67","15395","766.666687011719","785.357177734375"
"1984","16-34 y.","Not Working","668.25","613.5","1417","332","451.67","795.56","1022.5","2045.33","647.57","688.93","0","6749.2","551.428588867188","584.285766601562"
"1984","16-34 y.","Part Time","724.2","666.96","852","382.67","511.11","869","1048","1908.67","692.23","756.17","32.08","6817.33","634.827575683594","681.666687011719"
"1984","35-65 y.","Full Time","905.33","818","3240","482.78","613.67","1035.5","1363.33","2505","883.98","926.68","2.67","15395","767","784"
"1984","35-65 y.","Not Working","731.06","642.91","1845","374.67","485.5","852","1111.3","1917.5","703.62","758.5","2.67","15395","613.333312988281","630.666687011719"
"1984","35-65 y.","Part Time","860.25","767","896","480.5","613.33","988.33","1278.33","2658.67","831.23","889.27","75.93","5112.67","716","767"
"1984","66 and older","Full Time","","","","","","","","","","","","","",""
"1984","66 and older","Not Working","760.92","647.33","1128","374.67","491","844","1074","2045","688.03","833.81","40.8","28018.67","639","682"
"1984","66 and older","Part Time","807.73","739.79","39","409.33","511.33","1023","1363.33","1704","682.03","933.43","189","1704","562","1023"
"1985","16-34 y.","Full Time","877.4","852","1847","487.14","644.4","1023","1227.33","1828.85","857.67","897.13","0","10865","818","852"
"1985","16-34 y.","Not Working","678.59","613.6","1300","345.71","445.67","818","1022.67","1789.5","657.76","699.42","0","7669.5","560","591.5"
"1985","16-34 y.","Part Time","770.08","716","847","397.78","529.64","920","1129.17","2272.22","740.5","799.66","26","7669.5","681.666625976562","716"
"1985","35-65 y.","Full Time","937.07","852","2851","511.11","647.33","1097.08","1431.33","2454","917.29","956.85","0","13805","784","818"
"1985","35-65 y.","Not Working","735.54","682","1699","374.67","511.2","886","1136.11","1892","718.09","752.99","0","5368.5","613.599975585938","657"
"1985","35-65 y.","Part Time","856.9","767","904","445.16","596.67","1022.67","1278","2301","827.5","886.3","153","7669.5","730.476196289062","770.769287109375"
"1985","66 and older","Full Time","","","","","","","","","","","","","",""
"1985","66 and older","Not Working","745.5","682","991","389","511","886","1158.67","2045.33","719.58","771.42","87","7669.5","682","716"
"1985","66 and older","Part Time","","","","","","","","","","","","","",""
"1986","16-34 y.","Full Time","902.2","869","1877","511.2","657.43","1073.5","1329.33","1840.8","885.93","918.47","14.44","6817.33","821.785705566406","852.222229003906"
"1986","16-34 y.","Not Working","718.15","640.18","1188","363","487.14","852.22","1079.44","2045.2","693.51","742.79","0","9203.5","596.666687011719","637"
"1986","16-34 y.","Part Time","801.96","767","841","438.1","596.67","965.56","1227.2","1874.67","780.29","823.63","77","2301","730.476196289062","774"
"1986","35-65 y.","Full Time","999.92","895","2733","511.5","682","1156.11","1500","2434.76","969.42","1030.42","0","24595","843.666687011719","869"
"1986","35-65 y.","Not Working","769.77","700.43","1610","409.2","511.33","920","1193.33","1976.67","748.9","790.64","0","9203.5","664.666687011719","698.666687011719"
"1986","35-65 y.","Part Time","920.59","818","873","479.38","639","1022.78","1329","2556","864.01","977.17","163.6","22723.89","767","818"
"1986","66 and older","Full Time","","","","","","","","","","","","","",""
"1986","66 and older","Not Working","806.61","698.92","955","409.33","552","920","1158.67","2045","732.78","880.44","0","24595","690","750"
"1986","66 and older","Part Time","","","","","","","","","","","","","",""
"1987","16-34 y.","Full Time","947.4","905.71","1914","532.5","706.19","1124.67","1363.33","2086","929.19","965.61","0","9203.5","852","895"
"1987","16-34 y.","Not Working","735.14","666.96","1089","365.36","498.5","883.6","1124.67","2045.33","708.35","761.93","0","6391","613.599975585938","656"
"1987","16-34 y.","Part Time","809.05","754.6","884","429.6","568.33","994.44","1158.67","2086","782.91","835.19","0","6086.67","726","767"
"1987","35-65 y.","Full Time","1050.94","920.5","2764","552","716","1193.33","1534","2726.67","1018.08","1083.8","99.44","22156","852.380981445312","895"
"1987","35-65 y.","Not Working","796.79","727.98","1540","419.2","550","954.67","1261.33","2045.33","777.64","815.94","0","5624","682","716"
"1987","35-65 y.","Part Time","910.77","843.57","833","460","664.5","1056.67","1329.33","2454","878.06","943.48","102","9203.5","800.434814453125","852"
"1987","66 and older","Full Time","","","","","","","","","","","","","",""
"1987","66 and older","Not Working","807.66","750","986","443.33","562","988.67","1278","1908.67","783.66","831.66","0","3408.67","716","784"
"1987","66 and older","Part Time","","","","","","","","","","","","","",""
"1988","16-34 y.","Full Time","979.37","920.5","1861","535.71","716","1186","1420","2434.76","958.52","1000.22","0","10226","858.799987792969","908.888916015625"
"1988","16-34 y.","Not Working","767.24","711.83","1007","383.5","511.5","922.61","1145.2","1840.8","739.01","795.47","0","10226","639.166687011719","689.393920898438"
"1988","16-34 y.","Part Time","842.88","767","837","426.25","588","1022.67","1360","2308.8","817.8","867.96","140.5","3408.67","730.285705566406","778.260864257812"
"1988","35-65 y.","Full Time","1055.5","971","2533","572.8","732.67","1227.33","1636","2726.67","1034.25","1076.75","187.33","10226","895","920.5"
