"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","773.54","710","4391","393.08","529.26","920.4","1176","2045.33","759.43","787.65","0","15395","666.95654296875","682"
"1984","35-65 y.","838.78","750","5981","426","568.33","988.67","1278","2386","823.7","853.86","2.67","15395","711.304382324219","729.333312988281"
"1984","66 and older","765.2","647.33","1187","374.67","494","852","1124.67","2045","695.61","834.79","40.8","28018.67","639","682"
"1985","16-34 y.","793.83","738.44","3994","404.33","540","988.33","1193.33","1917.5","780.54","807.12","0","10865","705.17236328125","716"
"1985","35-65 y.","853.55","767","5454","438.1","580.36","1022.67","1329.33","2301","840.72","866.38","0","13805","733.478271484375","756.799987792969"
"1985","66 and older","749.39","682","1032","383","511","890","1176","2147.5","723.27","775.51","87","7669.5","682","716"
"1986","16-34 y.","828.16","777.2","3906","434.5","584.29","1022.4","1261.33","1874.67","816.07","840.25","0","9203.5","738.333374023438","766.799987792969"
"1986","35-65 y.","907.76","818","5216","460.87","613.33","1048","1363.33","2318","887.96","927.56","0","24595","775.333312988281","800.434814453125"
"1986","66 and older","813.38","708.74","994","409.33","552","920","1193.33","2284","741.81","884.95","0","24595","697.333312988281","758.666687011719"
"1987","16-34 y.","862.89","814.98","3887","451.18","610.56","1023","1278.33","2045.33","849.49","876.29","0","9203.5","760.416625976562","779.047668457031"
"1987","35-65 y.","944.09","852","5137","492.33","644","1097.33","1431.33","2505.5","924.58","963.6","0","22156","803.571472167969","818"
"1987","66 and older","821.43","750.77","1029","443.33","562","997","1278","2215.33","793.58","849.28","0","6817.33","733","784"
"1988","16-34 y.","895.64","836.89","3705","462.38","619.7","1079.44","1363.33","2308.8","881.21","910.07","0","10226","779.047668457031","811.666625976562"
"1988","35-65 y.","956.57","869.28","4895","511","664.5","1125","1488","2434.76","942.23","970.91","136.67","10226","821.785705566406","852"
"1988","66 and older","868.67","750","1013","460","583","1022.4","1329","2556.67","813.04","924.3","79","17895","747.307739257812","793"
"1989","16-34 y.","929.56","860.27","3635","511","654.4","1125","1397.33","2173","916.77","942.35","0","5113","823.888916015625","852.222229003906"
"1989","35-65 y.","1018.36","920","4712","524","689.13","1227","1534","2556","999.53","1037.19","0","22156","866.666687011719","894.583312988281"
"1989","66 and older","884.31","784","978","486","603","1023","1380","2386","854.68","913.94","81","6817.33","784","828.666687011719"
"1990","16-34 y.","893.96","818","5214","416.67","562.4","1124.67","1411.9","2301","880.14","907.78","0","12782.5","690","716"
"1990","35-65 y.","960.43","852.38","6873","443.33","613.33","1186.79","1562.22","2572","947.69","973.17","0","12782.5","733.478271484375","767"
"1990","66 and older","817.91","730.89","1441","286","511","1022.67","1363.33","2301","784.91","850.91","0","12782.5","665","706"
"1991","16-34 y.","936.58","852.08","5007","460","613.5","1176","1534","2386","924.75","948.41","56.67","5112.67","768","800.434814453125"
"1991","35-65 y.","1012.02","895","6759","487.14","647.33","1265.5","1636","2812","1000.16","1023.88","56.67","6817.33","818","827.619079589844"
"1991","66 and older","853.85","767","1412","409","545.33","1038","1380","2147","831.57","876.13","77","3408.67","708.076965332031","767"
"1992","16-34 y.","985.25","908.89","4850","511.5","681.67","1202","1534","2284","973.62","996.88","0","5624","852","852.380981445312"
"1992","35-65 y.","1085.52","977.6","6680","545.33","716","1295.33","1704","2726.67","1073.08","1097.96","119.33","7669","886.333312988281","904.615417480469"
"1992","66 and older","930.41","835.17","1418","504","615.33","1090.67","1534","2386","906.66","954.16","128","6283","784","852"
"1993","16-34 y.","1057.26","994.17","4756","532.5","730.36","1295.33","1687","2556.67","1044.6","1069.92","102","5752","912.857177734375","939"
"1993","35-65 y.","1172.5","1023","6516","588","767","1381.33","1874.67","3195.5","1157.97","1187.03","26","14316","971.5","1000.43481445312"
"1993","66 and older","983.13","886","1414","534","682","1158.67","1585","2386","960.47","1005.79","98","3272","852","906"
"1994","16-34 y.","1101.19","1022.5","4658","566.07","767","1363.33","1704.44","2556.67","1087.12","1115.26","102","7771.33","971","994.444458007812"
"1994","35-65 y.","1200.32","1072.06","6369","606.67","793","1420","1923.33","3238","1186.22","1214.42","136.33","10226","1022.40002441406","1022.66668701172"
"1994","66 and older","1027.27","954.67","1444","606","750","1208","1636","2522.67","1005.01","1049.53","102","3426","936.666687011719","988.666687011719"
"1995","16-34 y.","1119.29","1022.67","4740","568","766.67","1363.33","1734.64","2726.67","1104.26","1134.32","158.1","15338.67","981.599975585938","1022.38098144531"
"1995","35-65 y.","1257.93","1090.67","6534","614","844.78","1460.71","1980","3579.33","1241.65","1274.21","163.33","15338.67","1022.66668701172","1023"
"1995","66 and older","1135.42","1022.67","1458","647","818","1289.13","1704","3068","1107.58","1163.26","72","11930","1022.66668701172","1022.66668701172"
"1996","16-34 y.","1144.17","1038.29","4575","608.57","795.56","1363.33","1752.86","2783.89","1128.01","1160.33","87","12782.5","1022.40002441406","1022.77783203125"
"1996","35-65 y.","1268.29","1125","6455","641.33","852","1483","2045","3408.67","1252.56","1284.02","78","12782.5","1047.14294433594","1076"
"1996","66 and older","1137.49","1023","1472","664.5","835.33","1329","1704","2692.67","1110.71","1164.27","153","10226","1022.66668701172","1068"
"1997","16-34 y.","1152.57","1071.43","4487","613.08","821.79","1384","1704.44","2812","1137.73","1167.41","153","8129.5","1022.66668701172","1056.66662597656"
"1997","35-65 y.","1269.94","1142.74","6410","642.61","852.22","1485.24","2016.67","3408.67","1254.35","1285.53","208.21","13634.67","1071.935546875","1104"
"1997","66 and older","1151.33","1037.48","1531","665","852","1329","1790","2556.67","1129.17","1173.49","179","3749.33","1023","1066.66662597656"
