"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Female","748.87","682","2221","388.4","511.33","907.5","1150.67","1988.33","732.06","765.68","0","6817.33","639.166625976562","681.90478515625"
"1984","16-34 y.","Male","797.84","716","2170","409","547.62","937.14","1193.33","2045.33","775.07","820.61","32.08","15395","681.666687011719","710"
"1984","35-65 y.","Female","817.67","730.36","2938","409.33","559.33","965.56","1278","2215.33","796.66","838.68","2.67","15395","688.461547851562","716"
"1984","35-65 y.","Male","860.9","767","3043","438.21","579.33","1022.4","1319.35","2505","839.28","882.52","2.67","15395","716","745.833312988281"
"1984","66 and older","Female","731.36","614","718","373","477.33","818","1023","2045","647.71","815.01","40.8","28018.67","613.333312988281","658"
"1984","66 and older","Male","826.12","682","469","409.33","511.5","886","1193.33","2658.67","704.93","947.31","40.8","28018.67","682","716"
"1985","16-34 y.","Female","785.31","730.48","1987","393.08","537","971.5","1193.33","1988.33","764.4","806.22","0","10865","681.666687011719","716"
"1985","16-34 y.","Male","802.09","766.77","2007","409.2","555.52","997","1193.33","1898.93","785.61","818.57","127.92","7669.5","713.157897949219","738.333374023438"
"1985","35-65 y.","Female","829.7","754.76","2714","422","562.5","1022.4","1278","2215.33","813.75","845.65","37.69","7669.5","716","750"
"1985","35-65 y.","Male","878.95","791.67","2740","460","599.2","1023","1363.33","2386","858.91","898.99","0","13805","741.5","767"
"1985","66 and older","Female","719.14","665","619","363","491","852","1125","1749","684.48","753.8","87","7669.5","647.333312988281","706"
"1985","66 and older","Male","803.01","740.87","413","434.5","545.33","956","1227","2556","763.66","842.36","162","3681","690","767"
"1986","16-34 y.","Female","815.87","766.79","1916","426","575","1008.33","1227.33","1874.67","799.4","832.34","0","6817.33","716","750"
"1986","16-34 y.","Male","839.83","804.61","1990","450","596.67","1022.67","1278","1840.8","822.19","857.47","14.44","9203.5","750","781.111145019531"
"1986","35-65 y.","Female","888.2","792.5","2591","444.78","600","1022.67","1363.33","2301","857.45","918.95","0","24595","766.666687011719","792.5"
"1986","35-65 y.","Male","928.25","843.5","2625","473","630.67","1074","1406","2414.44","903.21","953.29","0","22723.89","784","818"
"1986","66 and older","Female","766.07","682","588","391","511","888","1125","1820","681.65","850.49","0","24595","682","738.333374023438"
"1986","66 and older","Male","895.65","766.67","406","477.33","588","1022.67","1278","3068","770","1021.3","184","24595","741.5","818"
"1987","16-34 y.","Female","851.38","787.03","1891","432.31","596.67","1022.67","1268","2045.33","831.22","871.54","0","9203.5","738.333374023438","767"
"1987","16-34 y.","Male","873.88","818","1996","470.4","614","1036.67","1295.33","2045.2","856.1","891.66","0","6391","767","810.487854003906"
"1987","35-65 y.","Female","923.64","818","2557","470.4","620.71","1073.5","1380","2556.5","895.83","951.45","0","22156","779.5","818"
"1987","35-65 y.","Male","965.23","858.8","2580","511.2","660.42","1133.91","1448.67","2472","937.86","992.6","0","22156","818","852"
"1987","66 and older","Female","776.21","716","619","421","545.33","920","1193.33","1816.32","746.41","806.01","0","3408.67","695.200012207031","767"
"1987","66 and older","Male","901.62","818","410","477.33","588","1079","1380","2726.67","848.68","954.56","52","6817.33","777.333312988281","852"
"1988","16-34 y.","Female","886.77","818","1800","456.43","613.33","1084","1363.33","2308.8","866.7","906.84","20","10226","756.799987792969","795.555603027344"
"1988","16-34 y.","Male","903.97","852","1905","477.33","632.86","1079.44","1363.33","2308.8","883.29","924.65","0","10226","795.555603027344","823.888916015625"
