"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2011","Urban Area","1683.47","1477.94","17855","761.9","1050","2000","2700","5333.33","1666.82","1700.12","40","36666.67","1428.57153320312","1458.33325195312"
"2012","Rural Area","1492.64","1340","9788","747","1013.33","1800","2333.33","4000","1475.49","1509.79","0","31034.48","1300","1333.33337402344"
"2012","Urban Area","1746.07","1508.32","17254","800","1100","2100","2833.33","5217.39","1719.12","1773.02","0","133333.33","1466.66662597656","1500"
"2013","Rural Area","1529.8","1400","10126","764.35","1026.67","1866.67","2400","4000","1514.57","1545.03","200","11904.76","1333.33325195312","1333.33337402344"
"2013","Urban Area","1764","1523.81","19757","800","1110","2133.33","2933.33","5200","1747.54","1780.46","0","46666.67","1428.57153320312","1466.66662597656"
"2014","Rural Area","1559.25","1400","9178","782.5","1050","1933.33","2480","4000","1543.31","1575.19","120","13333.33","1333.33337402344","1380.95239257812"
"2014","Urban Area","1834.23","1600","17487","826.09","1133.33","2250","3000","5714.29","1815.72","1852.74","150","43333.33","1500","1533.33337402344"
"2015","Rural Area","1630.91","1500","8973","800","1120","2000","2600","4500","1614.33","1647.49","111.52","11904.76","1400","1428.57153320312"
"2015","Urban Area","1875.41","1666.67","17223","840.3","1198","2304","3000","5666.67","1857.65","1893.17","0","60000","1533.33337402344","1576.66662597656"
"2016","Rural Area","1684.04","1533.33","9592","800","1133.33","2000","2666.67","4666.67","1666.27","1701.81","0","15238.1","1333.33337402344","1366.66662597656"
"2016","Urban Area","1893.8","1666.67","18456","838.71","1200","2333.33","3066.67","5666.67","1876.31","1911.29","0","40000","1428.57153320312","1466.66662597656"
"2017","Rural Area","1724.71","1600","10769","809.52","1200","2085.71","2692.31","4666.67","1708.01","1741.41","88","16304.35","1400","1427.5"
"2017","Urban Area","2045.93","1733.33","20574","870","1218.75","2340","3150","6000","1954.74","2137.12","83.33","666666","1466.66674804688","1500"
"2018","Rural Area","1794.9","1666.67","9910","850","1200","2200","2800","5000","1777.71","1812.09","142.86","10000","1466.66662597656","1500"
"2018","Urban Area","2031.12","1800","19077","923.08","1330","2466.67","3333.33","6666.67","2012.59","2049.65","100","50000","1555.55554199219","1600"
"2019","Rural Area","1870.18","1700","9570","892.86","1266.67","2300","2946.67","5000","1834.02","1906.34","23.33","1e+05","1600","1666.66662597656"
"2019","Urban Area","2168.62","1900","17283","950","1333.33","2600","3400","6000","1969.26","2367.98","66.67","1700000","1714.28576660156","1750"
