"year","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","East Germany","","","","","","","","","","","","","",""
"1984","West Germany","804.25","716","11559","409","537","946","1227","2130.42","792.38","816.12","0","28018.67","682","705.17236328125"
"1985","East Germany","","","","","","","","","","","","","",""
"1985","West Germany","815.31","750","10480","409.2","555.65","994.44","1227.33","2215.33","806.53","824.09","0","13805","716","732.666687011719"
"1986","East Germany","","","","","","","","","","","","","",""
"1986","West Germany","864.16","777.5","10116","443.33","588","1022.67","1329","2215.33","850.9","877.42","0","24595","766.666687011719","770.952392578125"
"1987","East Germany","","","","","","","","","","","","","",""
"1987","West Germany","894.54","818","10053","462.38","613.33","1044","1355","2352","882.93","906.15","0","22156","779.047668457031","800.434814453125"
"1988","East Germany","","","","","","","","","","","","","",""
"1988","West Germany","920.1","845.33","9613","484","626.5","1090.67","1406","2434.76","909.2","931","0","17895","809.333312988281","818"
"1989","East Germany","","","","","","","","","","","","","",""
"1989","West Germany","964.52","869","9325","511.2","664.5","1162","1500","2403","953.31","975.73","0","22156","852","852.380981445312"
"1990","East Germany","480.76","477.33","4386","270","364.67","580.67","682","925.5","476.17","485.35","122.67","1278","477.333343505859","487.142883300781"
"1990","West Germany","1024.3","925.24","9142","532.5","703.85","1227","1568","2556.67","1012.39","1036.21","0","12782.5","890","918.400024414062"
"1991","East Germany","572.63","545.33","4096","340.95","435","682","843.5","1241.79","566.25","579.01","56.67","2301","552","566.666687011719"
"1991","West Germany","1063.04","971.5","9082","562","730.48","1278","1661.5","2738.93","1053.1","1072.98","77","6817.33","925.238159179688","954.666687011719"
"1992","East Germany","700.96","671.33","3901","409.33","533.48","823","1022.67","1534","693","708.92","119.33","2556","681.90478515625","682"
"1992","West Germany","1110.27","1022.67","9047","588","767","1355","1704","2726.67","1099.8","1120.74","0","7669","982","1012"
"1993","East Germany","824.9","779.05","3751","485.5","613.33","988.67","1193.33","1826.19","814.26","835.54","122.22","4090","784","818"
"1993","West Germany","1173.17","1063.6","8935","605.93","786.92","1406","1840.67","3068","1161.3","1185.04","26","14316","1022.66668701172","1040.71435546875"
"1994","East Germany","908.58","866","3685","524","682","1065","1329.33","2045","897.3","919.86","102","4090.67","852.380981445312","886"
"1994","West Germany","1195.87","1078.67","8786","613.5","818","1431.33","1892","3068","1183.86","1207.88","102","10226","1023","1063.59997558594"
"1995","East Germany","975.17","920","3582","561.54","730.48","1150.5","1391.67","2215.33","962.65","987.69","72","5624","920","946"
"1995","West Germany","1247.46","1107.78","9150","621","852","1466","1976.67","3408.67","1233.79","1261.13","158.1","15338.67","1043.19995117188","1073.5"
"1996","East Germany","1010.55","982","3584","613.33","767","1193.33","1431.33","2386","998.63","1022.47","98.46","4090.67","973.8095703125","1002"
"1996","West Germany","1254.8","1125","8918","639","852","1498","2008.57","3408.67","1240.98","1268.62","78","12782.5","1076","1099.5"
"1997","East Germany","1032.54","1022.38","3558","613.33","784","1193.33","1444.5","2272.22","1018.28","1046.8","229.05","8129.5","994.444458007812","1022.5"
"1997","West Germany","1256.74","1147.99","8870","652","863.79","1500","1976.67","3408.67","1244.01","1269.47","153","13634.67","1107.77783203125","1125"
"1998","East Germany","1048.85","1022.5","3729","629.23","793","1227.33","1534","2250","1036.15","1061.55","221.33","5356.19","983.076965332031","1022.40002441406"
"1998","West Germany","1271.87","1150.5","9832","660","869","1534","2011.33","3408.67","1260.29","1283.45","179","7669.5","1120","1136.11108398438"
"1999","East Germany","1084.04","1022.67","3674","646","818","1261.33","1534","2522.67","1069.2","1098.88","202.76","12782","1022.5","1022.66668701172"
"1999","West Germany","1317.33","1193.33","9466","682","920","1568","2045.33","3408.67","1305.1","1329.56","102","7498.67","1150.5","1178.88891601562"
"2000","East Germany","1099.69","1022.67","5575","639","818","1278","1585","2726.67","1088.14","1111.24","0","6826","1022.66668701172","1023"
"2000","West Germany","1353.4","1217.14","16991","692","920.4","1636","2045.33","3749.33","1343","1363.8","51","17043.33","1193.33337402344","1217.14294433594"
"2001","East Germany","1129.18","1073.89","5303","665","852","1329","1636","2726.67","1117.31","1141.05","0","5965","1071.42858886719","1090.66662597656"
"2001","West Germany","1382.03","1252.5","15542","716","954.58","1661.5","2152.89","3749.33","1371.05","1393.01","112","15338.67","1227.19995117188","1252.5"
"2002","East Germany","1147.92","1086.96","5282","640","840","1350","1666.67","2937.33","1130.84","1165","133.33","10000","1133.33337402344","1160"
"2002","West Germany","1420.64","1250","16641","690","944.44","1666.67","2200","4500","1397.92","1443.36","5","65000","1360","1400"
"2003","East Germany","1174.56","1111.11","5219","644","850","1400","1715","3333.33","1156.96","1192.16","0","12000","1150","1190.47619628906"
"2003","West Germany","1456.58","1280","15834","700","964.29","1700","2333.33","4615.38","1436.48","1476.68","0","50000","1388.88891601562","1400"
"2004","East Germany","1171.85","1100","5076","637","840","1400","1733.33","3000","1154.55","1189.15","0","10000","1152.17395019531","1200"
"2004","West Germany","1462.14","1266.67","15523","714.29","967.74","1703.33","2333.33","4333.33","1438.73","1485.55","0","66666","1388.88891601562","1400"
