"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","direct migration background","765.83","712.14","1871","426","538.16","920","1136.11","1908.67","741.08","790.58","113.89","13634.67","681.666687011719","710"
"1984","Full Time","indirect migration background","808.84","776.66","46","460","632.86","920","1227","1227","733.74","883.94","286.4","1562.22","674.799987792969","818"
"1984","Full Time","no migration background","905.42","818","3465","487.14","625","1023","1363.33","2454","885.7","925.14","2.67","15395","818","852"
"1984","Not Working","direct migration background","617","561.02","974","288.46","403.68","730.48","941","1917.5","592.41","641.59","32.08","6817.33","473.846160888672","511.111114501953"
"1984","Not Working","indirect migration background","681.85","613.33","53","525.56","568.33","818","1023","1107.67","616.5","747.2","204.4","1448.67","547.857177734375","681.666687011719"
"1984","Not Working","no migration background","736.64","639","3363","374.67","487.14","852","1090.67","2045","707.62","765.66","0","28018.67","634","653.333374023438"
"1984","Part Time","direct migration background","791.38","677.53","473","383.44","511.5","900.95","1217.14","4090.67","753.74","829.02","32.08","4090.67","588","643.225830078125"
"1984","Part Time","indirect migration background","","","","","","","","","","","","","",""
"1984","Part Time","no migration background","796.97","718.91","1297","426.25","562","920.5","1193.33","2045.33","771.26","822.68","82","6817.33","711.304382324219","750"
"1985","Full Time","direct migration background","825.13","767","1540","444.78","578.68","1022.4","1193.33","1790","796.32","853.94","146.07","13805","711.304382324219","736.400024414062"
"1985","Full Time","indirect migration background","793.54","783.06","48","409.2","707","920.4","1090.67","1124.67","724.42","862.66","310","1370.4","681.666625976562","889.599975585938"
"1985","Full Time","no migration background","926.15","852.22","3125","511.11","657.14","1090.67","1363.33","2386","910.18","942.12","0","7669.5","852","869"
"1985","Not Working","direct migration background","624.53","568.33","862","334.23","409.33","738.33","1014","1704","606.46","642.6","0","3408.67","487.142883300781","525.555541992188"
