"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","1069.27","911.08","1204","477.33","654.4","1261.33","1636","3068","998.32","1140.22","97","28018.67","866.666687011719","937.222229003906"
"1984","lower secondary degree","739.04","674.8","5769","394","511.2","866.96","1084.55","1933.5","724.89","753.19","2.67","15395","665","682"
"1984","no degree/no degree yet","670","613.5","1276","332.5","438.21","818","1002","1457","646.58","693.42","0","8521.33","568.055541992188","613.333312988281"
"1984","Other degree","690.79","639.17","1406","341","466.96","818","1022.67","1636","658.45","723.13","32.08","13634.67","613.599975585938","653.333374023438"
"1984","secondary school degree","893.54","818","1817","511","639","1023","1316.5","2301","873.8","913.28","2.67","6817.33","818","844.782653808594"
"1985","college entrance qualification","1030.89","954.67","1163","460","682","1241.9","1704","2556.67","1000.98","1060.8","0","5368.5","903.333312988281","971"
"1985","lower secondary degree","747.16","700.33","5152","405.33","522","895","1095.71","1778.26","736.7","757.62","0","7669.5","682","713.571411132812"
"1985","no degree/no degree yet","706.63","665.16","1061","344","462.38","874","1073.89","1704","677.48","735.78","146.07","13805","601.470581054688","639.285705566406"
"1985","Other degree","707.59","614","1203","374.67","464.85","866.5","1124.67","1780","677.8","737.38","0","10865","613.333312988281","657.142883300781"
"1985","secondary school degree","922.83","852","1761","511.11","654.4","1099.5","1363.33","2300.67","900.13","945.53","0","7669.5","818","869"
"1986","college entrance qualification","1091.16","966.9","1182","490.8","710","1295.33","1670","2931.33","1025.94","1156.38","0","24595","922.608703613281","1002"
"1986","lower secondary degree","791.25","730.48","4928","434.5","562","946","1176","1840.67","776.94","805.56","0","22723.89","730.476196289062","750"
"1986","no degree/no degree yet","741.7","694.36","1003","375","494","895","1084","1840.8","717.9","765.5","14.44","6817.33","639","682"
"1986","Other degree","709.34","681.67","1139","362.08","477.33","886","1095.71","1636","691.02","727.66","0","3408.67","657.142883300781","710"
"1986","secondary school degree","978.06","895","1722","511.5","682","1125","1431.33","2301","935.22","1020.9","36.67","24595","876.428588867188","920"
"1987","college entrance qualification","1123.56","1022.5","1166","511.5","762","1341.88","1704","2999.33","1074.3","1172.82","0","22156","973.8095703125","1022.66668701172"
"1987","lower secondary degree","816.38","763","4895","454.44","579.33","986","1218.67","1874.67","802.94","829.82","0","22156","750","767"
"1987","no degree/no degree yet","758.95","716","972","358","497.22","940.8","1186","1778.26","738.03","779.87","0","4601.33","666.95654296875","708.076965332031"
"1987","Other degree","791.12","693.93","1130","400","505.56","920","1176","3933.08","761.96","820.28","0","6391","682","730.357177734375"
