"year","e11103","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Full Time","college entrance qualification","1148.14","1023","531","634","818","1363.33","1704","3068","1102.28","1194","189","5113","1022.40002441406","1084"
"1984","Full Time","lower secondary degree","822","750","2432","450","581.72","965.56","1193.33","2045","798.76","845.24","68.33","15395","730.357177734375","767"
"1984","Full Time","no degree/no degree yet","792","703.97","582","387.93","492.86","886","1056.67","8521.33","752.21","831.79","113.89","8521.33","657.5","716"
"1984","Full Time","Other degree","745.16","688.89","912","413.81","535.71","886","1073.5","1636","699.87","790.45","177.35","13634.67","681.666687011719","716"
"1984","Full Time","secondary school degree","955.3","886.18","884","532.5","688.46","1142","1363.33","2301","927.1","983.5","2.67","6135.5","852.380981445312","920.400024414062"
"1984","Not Working","college entrance qualification","1032.43","767","400","368","537","1069.09","1483","6749.2","835.47","1229.39","97","28018.67","682","818"
"1984","Not Working","lower secondary degree","669.24","613.33","2464","365.24","460","767","988.67","1704","647.27","691.21","2.67","15395","588","613.333312988281"
"1984","Not Working","no degree/no degree yet","624.07","591.94","567","306.8","416","767","954.67","1380.5","593.83","654.31","0","6476.67","487.142883300781","528.965515136719"
"1984","Not Working","Other degree","587.49","511.43","313","290","380","681.9","984","1704","537.63","637.35","32.08","6817.33","455.714294433594","511.111114501953"
"1984","Not Working","secondary school degree","839.99","767","609","456.43","613.33","1022.67","1261.33","2386","810.2","869.78","86","4090.67","741","784"
"1984","Part Time","college entrance qualification","970.13","852.22","273","443.33","613.6","1221.67","1500","2181.33","887.48","1052.78","122.67","6749.2","767","920"
"1984","Part Time","lower secondary degree","745.24","686","873","426.11","539.44","889.13","1023","2045.33","721.13","769.35","82","4394","654.400024414062","706.190490722656"
"1984","Part Time","no degree/no degree yet","619.6","596.05","127","332.5","438.21","716","869","1457","573.49","665.71","102","1457","511.5","625"
