"year","regtyp","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Rural Area","Female","729.02","682","1084","358","511","887","1150.5","1780","708.67","749.37","151.48","3408.89","659.285705566406","700.434814453125"
"1985","Rural Area","Male","770.64","716","1048","390.26","535.71","925.24","1193.33","2045","749.47","791.81","151.48","4090","693.333374023438","730.285705566406"
"1985","Urban Area","Female","811.83","746","4236","409","555","994.44","1227.33","2215.33","797.73","825.93","0","10865","716","732.666687011719"
"1985","Urban Area","Male","862.37","784","4112","443.33","584.29","1022.67","1300.67","2374.44","847.21","877.53","0","13805","739.444458007812","767"
"1986","Rural Area","Female","795.46","710","1061","376.84","511.43","946","1193.33","2045.33","729.81","861.11","68","24595","689.130432128906","732.666687011719"
"1986","Rural Area","Male","824.24","750","1016","409.33","579.33","974.67","1227","2045.33","773.93","874.55","151.48","24595","730.476196289062","767"
"1986","Urban Area","Female","853.01","767","4034","443.33","581.11","1022.67","1295.33","2163.08","835.52","870.5","0","22723.89","750","767"
"1986","Urban Area","Male","912.19","831.11","4005","474.64","613.6","1065","1363.33","2386","893.59","930.79","0","22723.89","779.047668457031","818"
"1987","Rural Area","Female","804.55","741.5","1049","409.33","547.86","994.44","1261.33","1840.67","781.28","827.82","102","4601.33","724.193542480469","767"
"1987","Rural Area","Male","851.91","784","1000","460","602.5","1022.67","1278","2069.52","828.13","875.69","51","4601.33","767","818"
"1987","Urban Area","Female","887.31","798.95","4018","460","613.33","1023","1329.33","2438","867.6","907.02","0","22156","767","793"
"1987","Urban Area","Male","944.74","852","3986","504.67","644","1107","1406","2556","925.04","964.44","0","22156","803.571472167969","823.888916015625"
"1988","Rural Area","Female","809.02","745.29","974","409","545.33","998","1256","1908.67","786.53","831.51","51","3408.67","730.357177734375","775.555603027344"
"1988","Rural Area","Male","862.38","818","942","467.33","588","1022.78","1333.91","1976.67","835.71","889.05","115","7669","767","838.260864257812"
"1988","Urban Area","Female","916.12","818.18","3869","490.8","619.7","1084","1397.33","2434.76","898.16","934.08","20","17895","791.428588867188","818"
"1988","Urban Area","Male","977.45","886","3828","511.33","681.67","1150.5","1483","2556.67","958.97","995.93","0","17895","818","852.222229003906"
"1989","Rural Area","Female","858.57","778.74","932","423.33","572.8","1022.67","1363.33","2147.33","827.5","889.64","0","10226","767","823.888916015625"
"1989","Rural Area","Male","916.93","852","919","487.14","613.33","1090.67","1431.33","2215.33","885.02","948.84","0","10226","821.785705566406","877.391296386719"
"1989","Urban Area","Female","950.99","852.08","3785","511","657.14","1150.5","1432","2386","933.33","968.65","92","22156","827.619079589844","852"
"1989","Urban Area","Male","1026.96","935.5","3689","550.77","712.78","1227.2","1534","2678.1","1008.34","1045.58","102","22156","869","895"
"1990","Rural Area","Female","712.18","614","2379","310.67","435","900.95","1227","2045","697.11","727.25","0","7866.15","535.714294433594","562.5"
"1990","Rural Area","Male","771.78","655.65","2239","358","482.78","988.67","1329","2086","755.62","787.94","102","7866.15","562.5","588"
"1990","Urban Area","Female","952.42","864.88","4498","447.5","625","1158.67","1500","2556","934.95","969.89","0","12782.5","797.599975585938","823.888916015625"
"1990","Urban Area","Male","1034.53","939.41","4326","511","682","1227.33","1636","2726.67","1017.36","1051.7","0","12782.5","844","869"
"1991","Rural Area","Female","766.99","681.67","2326","373","508","954.67","1278","2045.33","753.04","780.94","56.67","2840.56","613.599975585938","641.428588867188"
"1991","Rural Area","Male","820.3","716","2198","426.25","537","1022.67","1346.96","2113.33","805.41","835.19","56.67","4346","648.400024414062","682"
"1991","Urban Area","Female","1000.55","895","4373","506","667.5","1227.2","1597.92","2726.67","986.03","1015.07","56.67","6817.33","852","860.666687011719"
"1991","Urban Area","Male","1081.72","994.94","4191","539.44","716","1322.61","1704","2999.33","1066.52","1096.92","56.67","6817.33","887","920"
"1992","Rural Area","Female","836.47","758.21","2237","432.69","578","1022.67","1363.33","2181.33","822.12","850.82","128","2726.67","716","756.799987792969"
"1992","Rural Area","Male","908.78","824.46","2099","495.76","639","1099.5","1420","2386","892.96","924.6","147.2","5113","767","818"
"1992","Urban Area","Female","1061.49","967.95","4357","539.44","716","1278","1670","2658.8","1046.23","1076.75","0","7669","908.888916015625","940.666687011719"
"1992","Urban Area","Male","1134.97","1022.67","4139","596.67","767","1363.33","1764","3067.6","1119.42","1150.52","119.33","7158","954.666687011719","994.444458007812"
"1993","Rural Area","Female","929.11","843.5","2199","493.79","632.86","1111.3","1534","2301","908.7","949.52","26","14316","818","852"
