"year","age_gr","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1984","16-34 y.","West Germany","773.54","710","4391","393.08","529.26","920.4","1176","2045.33","759.43","787.65","0","15395","666.95654296875","682"
"1984","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1984","35-65 y.","West Germany","838.78","750","5981","426","568.33","988.67","1278","2386","823.7","853.86","2.67","15395","711.304382324219","729.333312988281"
"1984","66 and older","East Germany","","","","","","","","","","","","","",""
"1984","66 and older","West Germany","765.2","647.33","1187","374.67","494","852","1124.67","2045","695.61","834.79","40.8","28018.67","639","682"
"1985","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1985","16-34 y.","West Germany","793.83","738.44","3994","404.33","540","988.33","1193.33","1917.5","780.54","807.12","0","10865","705.17236328125","716"
"1985","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1985","35-65 y.","West Germany","853.55","767","5454","438.1","580.36","1022.67","1329.33","2301","840.72","866.38","0","13805","733.478271484375","756.799987792969"
"1985","66 and older","East Germany","","","","","","","","","","","","","",""
"1985","66 and older","West Germany","749.39","682","1032","383","511","890","1176","2147.5","723.27","775.51","87","7669.5","682","716"
"1986","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1986","16-34 y.","West Germany","828.16","777.2","3906","434.5","584.29","1022.4","1261.33","1874.67","816.07","840.25","0","9203.5","738.333374023438","766.799987792969"
"1986","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1986","35-65 y.","West Germany","907.76","818","5216","460.87","613.33","1048","1363.33","2318","887.96","927.56","0","24595","775.333312988281","800.434814453125"
"1986","66 and older","East Germany","","","","","","","","","","","","","",""
"1986","66 and older","West Germany","813.38","708.74","994","409.33","552","920","1193.33","2284","741.81","884.95","0","24595","697.333312988281","758.666687011719"
"1987","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1987","16-34 y.","West Germany","862.89","814.98","3887","451.18","610.56","1023","1278.33","2045.33","849.49","876.29","0","9203.5","760.416625976562","779.047668457031"
"1987","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1987","35-65 y.","West Germany","944.09","852","5137","492.33","644","1097.33","1431.33","2505.5","924.58","963.6","0","22156","803.571472167969","818"
"1987","66 and older","East Germany","","","","","","","","","","","","","",""
"1987","66 and older","West Germany","821.43","750.77","1029","443.33","562","997","1278","2215.33","793.58","849.28","0","6817.33","733","784"
"1988","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1988","16-34 y.","West Germany","895.64","836.89","3705","462.38","619.7","1079.44","1363.33","2308.8","881.21","910.07","0","10226","779.047668457031","811.666625976562"
"1988","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1988","35-65 y.","West Germany","956.57","869.28","4895","511","664.5","1125","1488","2434.76","942.23","970.91","136.67","10226","821.785705566406","852"
"1988","66 and older","East Germany","","","","","","","","","","","","","",""
"1988","66 and older","West Germany","868.67","750","1013","460","583","1022.4","1329","2556.67","813.04","924.3","79","17895","747.307739257812","793"
"1989","16-34 y.","East Germany","","","","","","","","","","","","","",""
"1989","16-34 y.","West Germany","929.56","860.27","3635","511","654.4","1125","1397.33","2173","916.77","942.35","0","5113","823.888916015625","852.222229003906"
"1989","35-65 y.","East Germany","","","","","","","","","","","","","",""
"1989","35-65 y.","West Germany","1018.36","920","4712","524","689.13","1227","1534","2556","999.53","1037.19","0","22156","866.666687011719","894.583312988281"
"1989","66 and older","East Germany","","","","","","","","","","","","","",""
"1989","66 and older","West Germany","884.31","784","978","486","603","1023","1380","2386","854.68","913.94","81","6817.33","784","828.666687011719"
"1990","16-34 y.","East Germany","493.43","487.14","1684","314.62","400","579.33","681.67","869","486.85","500.01","122.67","994.44","482.777801513672","487.142883300781"
"1990","16-34 y.","West Germany","1003.51","920.4","3530","531.6","710","1197","1500.5","2454","985.39","1021.63","0","12782.5","852.380981445312","894.583312988281"
"1990","35-65 y.","East Germany","519.01","511.33","2272","324","409.2","613.6","716","965.56","512.57","525.45","136.67","1278","506.086975097656","511.333343505859"
"1990","35-65 y.","West Germany","1072.91","982.67","4601","562","738.33","1278","1670","2812","1056.15","1089.67","0","12782.5","920","954.666687011719"
"1990","66 and older","East Germany","333.59","306.67","430","215","245","392","494","767","321.5","345.68","126","1176","306.666656494141","340.666656494141"
"1990","66 and older","West Germany","927.89","833","1011","511","630.67","1090.67","1432","2386","885.97","969.81","0","12782.5","833","875"
"1991","16-34 y.","East Germany","584.92","562","1500","342.31","443.33","682","852.22","1278.33","574.3","595.54","56.67","2301","550.769226074219","568.333374023438"
"1991","16-34 y.","West Germany","1031.1","954.67","3507","537","716","1268","1580","2556","1016.58","1045.62","90.29","5112.67","889.130432128906","923.333374023438"
"1991","35-65 y.","East Germany","600.84","579.33","2195","364.67","460","692","872.67","1274.5","591.94","609.74","56.67","1704.29","572.799987792969","596.666687011719"
"1991","35-65 y.","West Germany","1126.8","1022.67","4564","596.67","767","1360","1713","2897.33","1111.62","1141.98","90.29","6817.33","967.857177734375","1008.66668701172"
"1991","66 and older","East Germany","456.65","446.04","401","289","358","531.33","613.33","818","443.87","469.43","194","994.17","460","509"
"1991","66 and older","West Germany","946.93","869","1011","511.33","681.33","1150.5","1432","2352","920.9","972.96","77","3408.67","878","936.666687011719"
"1992","16-34 y.","East Germany","699.62","665","1369","393.46","535.71","827.62","1022.57","1534","686.16","713.08","136.67","2045.33","664.5","682"
"1992","16-34 y.","West Germany","1060.23","994.44","3481","568.33","754.76","1278.21","1610.5","2352","1045.96","1074.5","0","5624","937.222229003906","973.8095703125"
"1992","35-65 y.","East Germany","730.59","682","2144","443.33","545.33","858.8","1023","1562.22","719.51","741.67","119.33","2556","682","716"
"1992","35-65 y.","West Germany","1181.11","1063.14","4536","613.6","818","1420","1840.8","3067.6","1164.77","1197.45","163.6","7669","1022.5","1022.66668701172"
"1992","66 and older","East Germany","608.82","594.54","388","408","501","693","818","1022.67","591.56","626.08","147.2","1534","601","647.333312988281"
"1992","66 and older","West Germany","1003.84","920","1030","538.67","682","1193.33","1602","2556","974.42","1033.26","128","6283","920","988.666687011719"
"1993","16-34 y.","East Germany","824.31","784","1293","447.5","608.57","994.44","1217.14","1815","806.46","842.16","122.22","3834.5","777.200012207031","818"
"1993","16-34 y.","West Germany","1117.39","1043.2","3463","568.15","767","1363.33","1704","2590.67","1101.92","1132.86","102","5752","994.444458007812","1022.66668701172"
"1993","35-65 y.","East Germany","856.75","818","2075","511","632.86","1022.67","1227.33","1874.67","841.72","871.78","133.48","4090","818","844"
