"year","e11102","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","Employed","Rural Area","824.14","766.8","1276","426.11","584.29","994.44","1227.33","2215.33","803.97","844.31","177.83","4090","730.476196289062","767"
"1985","Employed","Urban Area","902.38","843.5","5214","482.78","630.67","1056.67","1363.33","2374.44","888.46","916.3","0","13805","779.5","818"
"1985","Not Employed","Rural Area","660.31","613.6","856","340.67","468.75","801.33","1022.67","1585","641.2","679.42","151.48","2147.5","585.757568359375","614"
"1985","Not Employed","Urban Area","747.39","682","3134","383.5","511.11","889.13","1156","2045.33","733.04","761.74","0","7669.5","614","647.333312988281"
"1986","Employed","Rural Area","847.19","784.54","1298","444.78","613.33","1022.4","1240","2045.33","806.62","887.76","77","24595","766.785705566406","809.583312988281"
"1986","Employed","Urban Area","960.12","886","5065","511.33","679.58","1124.67","1391.67","2301","942.45","977.79","0","22723.89","818","852"
"1986","Not Employed","Rural Area","759.1","681.67","779","358","487.14","852","1048","1721.33","671.31","846.89","68","24595","632.857177734375","682"
"1986","Not Employed","Urban Area","777.45","706.19","2974","409.33","523.33","920","1187.6","2045","761.21","793.69","0","9203.5","664.666687011719","682"
"1987","Employed","Rural Area","884.04","818","1331","477.33","639","1023","1315.5","2215.33","862.76","905.32","51","4601.33","792.5","852"
"1987","Employed","Urban Area","994.98","900","5107","522.14","682","1142","1436.67","2624.67","975.14","1014.82","0","22156","852","869"
"1987","Not Employed","Rural Area","744.63","682","718","403.68","511","886","1189","1840.67","719.51","769.75","112","3933.08","647.333312988281","704.666687011719"
"1987","Not Employed","Urban Area","802.3","730.46","2897","435","557","971","1240","2045.33","786.96","817.64","0","6391","682","716"
"1988","Employed","Rural Area","894.14","847.14","1246","462.38","637.33","1051.11","1363.33","2045.33","871.09","917.19","51","7669","805.5","852"
"1988","Employed","Urban Area","1027.32","940.8","4944","553.75","716","1193.33","1534","2556.67","1010.04","1044.6","0","17895","869","895"
"1988","Not Employed","Rural Area","748.67","682","670","389","511.5","920","1165.6","1704","724.66","772.68","79","2215.33","669.523864746094","716"
"1988","Not Employed","Urban Area","829.41","750","2753","434.5","579.33","997","1278","2301","811.83","846.99","0","10226","706","729"
"1989","Employed","Rural Area","948.69","886","1204","511.11","653.33","1136.11","1460.95","2215.56","922.45","974.93","0","10226","852.380981445312","911.304382324219"
"1989","Employed","Urban Area","1064.52","992","4825","596.67","751.25","1263.89","1568.5","2698","1049.12","1079.92","102","22156","920","944.782653808594"
"1989","Not Employed","Rural Area","800.59","716","647","409.33","545.33","954.67","1261.33","2045.2","760.54","840.64","0","10226","664.666687011719","716"
"1989","Not Employed","Urban Area","875.25","784","2649","462.38","598","1022.67","1350.4","2215.67","852.91","897.59","92","22156","740","767"
"1990","Employed","Rural Area","1014.64","920.5","1197","552","716","1227.33","1534","2454","986.62","1042.66","102","7866.15","895","956.086975097656"
"1990","Employed","Urban Area","1131.87","1022.67","4738","614","818","1329.5","1704","2897.33","1114.57","1149.17","0","12782.5","971.5","997"
"1990","Not Employed","Rural Area","811.91","755.48","635","419.33","562.5","1022.4","1255.33","1947.62","783.63","840.19","0","4346","719.333312988281","791.304382324219"
"1990","Not Employed","Urban Area","927.3","833.57","2572","496","635.15","1089.13","1416.5","2556","904.71","949.89","0","12782.5","784","818"
"1991","Employed","Rural Area","1038.83","991.52","1219","577.71","738.33","1278","1554","2249.5","1016.5","1061.16","90.29","4346","946","1022.40002441406"
"1991","Employed","Urban Area","1181.38","1074","4713","629.23","823.89","1420","1790","3068","1166.27","1196.49","146.07","6817.33","1022.40002441406","1022.66668701172"
"1991","Not Employed","Rural Area","846.2","800.23","642","460","610","1036.67","1295.33","2045","819.5","872.9","77","2840.56","751","818"
"1991","Not Employed","Urban Area","957.39","869","2472","511.5","682","1158.67","1457","2454.4","940.8","973.98","146.07","4260.67","830.75","852"
"1992","Employed","Rural Area","930.47","852.08","3020","511","647.33","1136.11","1460.95","2386","917.37","943.57","147.2","5113","786.923095703125","818"
"1992","Employed","Urban Area","1173.81","1051.11","5714","613.5","807.37","1431.33","1806.67","3067.6","1159.97","1187.65","0","7669","994.444458007812","1022.5"
"1992","Not Employed","Rural Area","773.8","682","1316","409","545.33","934","1193.33","1966.67","756.33","791.27","128","2726.67","682","691.333312988281"
"1992","Not Employed","Urban Area","972.99","886","2782","511.33","665","1158.67","1534","2556.5","956.34","989.64","119.33","6283","836.249938964844","856.5"
"1993","Employed","Rural Area","1051.52","983.08","2801","572.8","739.64","1227.33","1704","2659","1035.78","1067.26","122.22","6136","895","920.5"
"1993","Employed","Urban Area","1256.19","1151.52","5627","643.7","858.21","1505.56","1943","3323","1241.68","1270.7","116.4","8521.67","1056.66662597656","1090.66662597656"
"1993","Not Employed","Rural Area","845.69","766.67","1449","465","588","1022.38","1295.33","2045.2","814.38","877","26","14316","716","762"
"1993","Not Employed","Urban Area","1008.36","920","2809","537","698","1193.33","1585","2608","991.3","1025.42","102","5752","852.222229003906","895"
"1994","Employed","Rural Area","1099.88","1022.5","2725","596.67","767","1295.33","1704","2726.67","1082.12","1117.64","163.6","7669.5","965.555603027344","1000.43481445312"
"1994","Employed","Urban Area","1304.73","1193.33","5344","681.67","895","1534","2045","3408.67","1288.81","1320.65","102","10226","1099.5","1125"
"1994","Not Employed","Rural Area","886.85","818","1462","511","647.33","1023","1295.33","2215.33","867.16","906.54","102","7669.5","795.555603027344","822.608703613281"
"1994","Not Employed","Urban Area","1026.51","954.67","2940","545.33","716","1227.33","1610.5","2556.5","1010.35","1042.67","116","5113","895","930"
"1995","Employed","Rural Area","1158.69","1051.11","2772","629.23","818","1363.33","1738.4","3068","1140.14","1177.24","158.1","11930","1022.30773925781","1022.66668701172"
"1995","Employed","Urban Area","1333.92","1210.82","5370","695.2","920","1568","2045.33","3408.67","1316.6","1351.24","163.33","15338.67","1099.5","1136.11108398438"
"1995","Not Employed","Rural Area","1020.33","886","1510","511.33","682","1125","1431.5","3067.6","990.68","1049.98","72","11930","852","886"
"1995","Not Employed","Urban Area","1094.47","1004.7","3080","562","754","1278","1687","3068","1073.4","1115.54","198.89","15338.67","920.434814453125","965.555603027344"
"1996","Employed","Rural Area","1192.54","1090.67","2786","639.29","852","1378.26","1790","2897.33","1169.59","1215.49","98.46","12782.5","1023","1073.5"
"1996","Employed","Urban Area","1341.11","1219.23","5291","707.22","920.4","1568","2045.33","3408.67","1323.89","1358.33","87","10226","1136.11108398438","1164.44445800781"
"1996","Not Employed","Rural Area","999.2","954.57","1473","541.47","732.67","1158.67","1483","2698.33","974.44","1023.96","179","12782.5","906","954.666687011719"
"1996","Not Employed","Urban Area","1113.07","1022.67","2951","588.79","767","1314.76","1704","3033.33","1094.1","1132.04","78","10226","954.666687011719","1001.24993896484"
"1997","Employed","Rural Area","1180.45","1063.63","2701","639.29","852.22","1420","1790","3012.86","1160.86","1200.04","153","8129.5","1023","1084"
"1997","Employed","Urban Area","1357.4","1258.41","5165","716","949.52","1582.38","2069.52","3408.67","1340.7","1374.1","153","13634.67","1176","1193.33337402344"
"1997","Not Employed","Rural Area","1001.81","954.67","1523","543","741.5","1176","1508.5","2352","979.28","1024.34","179","8129.5","920","965.777770996094"
"1997","Not Employed","Urban Area","1122.71","1023","3038","608.57","784","1329","1704.33","2692.67","1102.88","1142.54","205","13634.67","988.666687011719","1022.5"
"1998","Employed","Rural Area","1196.33","1090.67","2907","654.4","852","1406","1806.67","3124.44","1178.45","1214.21","232.78","6136","1051.11108398438","1095.71435546875"
"1998","Employed","Urban Area","1379.42","1261.33","5508","730.48","954.67","1647.22","2142.38","3647.33","1363.21","1395.63","238.67","7669.5","1192.77783203125","1217.14294433594"
"1998","Not Employed","Rural Area","1027.34","971.5","1732","562","750","1203.75","1534","2386","1008.02","1046.66","179","4090","925.238159179688","973.8095703125"
"1998","Not Employed","Urban Area","1133.13","1039.33","3414","613.6","801.33","1363.33","1738","2726.67","1116.78","1149.48","204.4","6817.33","1022.40002441406","1022.66668701172"
