"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","direct migration background","772.26","698.76","2344","409.33","538.16","920","1158.67","2045.33","751.08","793.44","32.08","13634.67","664.5","682"
"1984","Employed","indirect migration background","810.92","801.48","63","460","593.2","920","1222.61","1562.22","740.67","881.17","286.4","1562.22","674.799987792969","818"
"1984","Employed","no migration background","875.93","786.92","4762","466.96","613.33","1022.67","1314.86","2284","859.92","891.94","2.67","15395","779.047668457031","818"
"1984","Not Employed","direct migration background","617","561.02","974","288.46","403.68","730.48","941","1917.5","592.41","641.59","32.08","6817.33","473.846160888672","511.111114501953"
"1984","Not Employed","indirect migration background","681.85","613.33","53","525.56","568.33","818","1023","1107.67","616.5","747.2","204.4","1448.67","547.857177734375","681.666687011719"
"1984","Not Employed","no migration background","736.64","639","3363","374.67","487.14","852","1090.67","2045","707.62","765.66","0","28018.67","634","653.333374023438"
"1985","Employed","direct migration background","808.93","738.33","1990","434.5","568.33","994.44","1193.33","1984","785.57","832.29","127.92","13805","682.307739257812","716"
"1985","Employed","indirect migration background","776.39","755.26","66","465","680","920","1090.67","1124.67","720.61","832.17","310","1370.4","680","844.782653808594"
"1985","Employed","no migration background","895.1","823.89","4434","477.33","619.7","1048","1363.33","2334.67","881.44","908.76","0","7669.5","818","851.333312988281"
"1985","Not Employed","direct migration background","624.53","568.33","862","334.23","409.33","738.33","1014","1704","606.46","642.6","0","3408.67","487.142883300781","525.555541992188"
"1985","Not Employed","indirect migration background","733.24","667.29","68","427","511.33","938","1278","1278","669.16","797.32","232.42","1278","511.428588867188","666.95654296875"
"1985","Not Employed","no migration background","734.73","682","3060","373.46","511","869","1125","1976.67","720.3","749.16","0","7669.5","666.95654296875","682"
"1986","Employed","direct migration background","824.46","767","1944","457.37","600.75","994.44","1227","1942.67","810.69","838.23","0","4672.07","736.400024414062","766.666687011719"
