"year","pgcasmin","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","(0) in school","Female","708.62","643.16","90","367.14","511.2","821.79","1022.5","3886","619.59","797.65","0","3886","602.5","695.200012207031"
"1984","(0) in school","Male","710.77","683.33","91","383.5","529.64","879.6","1022.67","1457","654.09","767.45","68.33","1534","596.666687011719","741.5"
"1984","(1a) inadequately completed","Female","559.87","511.21","607","271.43","409","683.33","852.22","1227.2","532.59","587.15","75.93","6476.67","511.428588867188","568.333374023438"
"1984","(1a) inadequately completed","Male","742.3","627.28","487","332.5","426.25","869","1025","8521.33","695.27","789.33","113.89","8521.33","579.333312988281","657.5"
"1984","(1b) general elementary school","Female","647.84","613.33","1928","352.67","462.38","767","954.67","1534","630.47","665.21","26","10226","602.5","614"
"1984","(1b) general elementary school","Male","671.02","613.6","950","341.11","468.75","772.79","971","1350","635.79","706.25","40.8","15395","596.666687011719","630.666687011719"
"1984","(1c) basic vocational qualification","Female","802.86","716","1619","426.11","545.33","920.5","1168.57","2556.5","770.13","835.59","2.67","15395","705.599975585938","736.400024414062"
"1984","(1c) basic vocational qualification","Male","778.19","710","2399","409.33","538.67","900.95","1133.33","2045","753.81","802.57","32.08","15395","682","716"
"1984","(2a) intermediate vocational","Female","905.93","852","745","511.11","681.9","1073.5","1314.86","2215.33","875.68","936.18","2.67","6817.33","818","871.111083984375"
"1984","(2a) intermediate vocational","Male","959.54","852.38","559","533.48","682","1136.11","1363.33","2454.4","920.07","999.01","2.67","6135.5","827.619079589844","920"
"1984","(2b) intermediate general qualification","Female","751.85","690","279","409.33","528.33","920.5","1145.2","1933.5","713.72","789.98","68.33","2556","654.400024414062","741"
"1984","(2b) intermediate general qualification","Male","766.3","690","167","412.26","562.5","895","1090.67","2556.5","711","821.6","204.4","2556.5","639","716"
"1984","(2c_gen) general maturity certificate","Female","730.9","634.17","160","340.83","409","852","1217.14","2045.33","639.91","821.89","196","6749.2","537","639.285705566406"
"1984","(2c_gen) general maturity certificate","Male","746.66","639","229","332","511.11","886.33","1111.3","6749.2","664.19","829.13","122.67","6749.2","579.333312988281","664.5"
"1984","(2c_voc) vocational maturity certificate","Female","1251.89","918.99","165","487.14","665","1278","1568","6749.2","914.79","1588.99","189","28018.67","784","971"
"1984","(2c_voc) vocational maturity certificate","Male","1106.69","852","261","511.33","681.9","1090.67","1508","5113","893.7","1319.68","97","28018.67","760","843.5"
"1984","(3a) lower tertiary education","Female","1080.81","1027.9","69","608.57","710","1363.33","1636","2181.33","977.18","1184.44","335.67","2181.33","875.5","1193.33337402344"
"1984","(3a) lower tertiary education","Male","1087.37","1019.24","179","613.6","741.5","1295.33","1704","3068","1014.24","1160.5","277.5","3323","886","1065"
"1984","(3b) higher tertiary education","Female","1127.02","1078.08","169","511.33","716","1432","1704.33","2284","1043.09","1210.95","176","5112.67","1016.66668701172","1150.5"
"1984","(3b) higher tertiary education","Male","1161.13","1058.42","319","634","803.33","1363.33","1704","3068","1100.86","1221.4","169","5112.67","973.8095703125","1104.40002441406"
"1985","(0) in school","Female","773.12","771.61","73","383.5","562.5","964.29","1150.5","1278","707.18","839.06","182.5","1278","588","818"
"1985","(0) in school","Male","790.83","741.5","109","400","555.65","937.33","1329.2","2300.67","723.96","857.7","204.4","2300.67","613.599975585938","767"
"1985","(1a) inadequately completed","Female","574.32","529.61","496","292.38","397.78","733.48","912.86","1261.33","552.88","595.76","146.07","1534","545.333312988281","606.666687011719"
"1985","(1a) inadequately completed","Male","720.6","713.79","385","306.67","470.4","852.38","1023","1380","648.83","792.37","155.36","13805","613.333312988281","695.200012207031"
"1985","(1b) general elementary school","Female","669.46","614","1679","358","480.3","801","996.09","1534","647.97","690.95","51","10865","613.333312988281","639.285705566406"
"1985","(1b) general elementary school","Male","682.4","643.69","840","358","485.5","823.89","1022.4","1355","648.77","716.03","170.67","10865","608.571472167969","644.782592773438"
"1985","(1c) basic vocational qualification","Female","795.7","733.59","1462","429","564.4","954.67","1176","2113.33","774.23","817.17","0","7669.5","716","756.799987792969"
"1985","(1c) basic vocational qualification","Male","783.4","741","2133","434.5","562","954.67","1158.67","1778.26","769.37","797.43","0","5368.5","716","750"
"1985","(2a) intermediate vocational","Female","939.49","895","714","537","682","1125","1380","2096.5","906.75","972.23","0","7669.5","865.333312988281","920.400024414062"
"1985","(2a) intermediate vocational","Male","976.42","886.76","545","539.44","682","1158.67","1406","2863","933.51","1019.33","224.8","7669.5","852","943.84619140625"
"1985","(2b) intermediate general qualification","Female","806.36","742.33","275","383.5","560","1022.4","1193.33","2300.67","754.36","858.36","109.64","5368.5","690","777.200012207031"
"1985","(2b) intermediate general qualification","Male","743.8","700.49","165","409.2","539.72","879.6","1124.8","1661.5","697.85","789.75","127.92","1828.85","664.5","767"
"1985","(2c_gen) general maturity certificate","Female","765.31","657.43","153","340","435","895","1278.4","2556.67","677.43","853.19","0","5368.5","568.333374023438","681.90478515625"
"1985","(2c_gen) general maturity certificate","Male","714.27","664.71","211","358","506","920.4","1095.71","1746.4","673.46","755.08","180","2045.33","582.608703613281","695.200012207031"
"1985","(2c_voc) vocational maturity certificate","Female","952.87","920","156","444.62","614","1193.33","1534","2215.33","885.73","1020.01","202","2386","767","958"
"1985","(2c_voc) vocational maturity certificate","Male","928.45","861.59","235","466.4","682","1150.5","1432","2301","877.99","978.91","0","2556","781.111145019531","889.130432128906"
"1985","(3a) lower tertiary education","Female","1122.77","997.19","68","511.36","767","1278","1725.5","3323","990.75","1254.79","332.5","3323","895","1136.11108398438"
"1985","(3a) lower tertiary education","Male","1166.93","1047.72","162","604.17","818","1363.33","1704.44","3681","1064.08","1269.78","109.64","6476.67","973.8095703125","1099.5"
"1985","(3b) higher tertiary education","Female","1195.02","1114.56","168","665","852.22","1414.67","1823","2454","1115.28","1274.76","307","4090.67","1022.66668701172","1192.77783203125"
"1985","(3b) higher tertiary education","Male","1209.7","1095.35","317","639.17","818","1420","1976.67","3835","1147.05","1272.35","205","4090.67","1022.40002441406","1124.80004882812"
"1986","(0) in school","Female","823.18","802.89","67","511.2","593.2","1003.5","1099.5","1667.39","743.03","903.33","336","2454.4","682","852"
"1986","(0) in school","Male","855.57","766.1","112","429.29","511.5","1002","1329.2","2352","726.52","984.62","205","6817.33","593.200012207031","767"
"1986","(1a) inadequately completed","Female","623.7","547.86","461","302.22","401.9","792.5","1022.67","1500","594.46","652.94","14.44","4672.07","583","660.416625976562"
"1986","(1a) inadequately completed","Male","738.08","719.83","368","411.67","511.33","886","1065","1585","704.97","771.19","163.6","4672.07","645.789489746094","716"
"1986","(1b) general elementary school","Female","705.84","665","1567","383.5","511","852","1048","1718","689.82","721.86","0","5702.69","653.333374023438","682"
"1986","(1b) general elementary school","Male","689.84","657.42","818","383.5","494","852","1022.67","1431.6","671.41","708.27","170.33","2556.5","647.333312988281","689.130432128906"
"1986","(1c) basic vocational qualification","Female","849.89","767","1406","460","600","983.08","1227.2","2045.2","809.73","890.05","0","22723.89","766.666687011719","795.555603027344"
"1986","(1c) basic vocational qualification","Male","828.4","769.38","2048","466.96","601","995.5","1227","1874.67","811.83","844.97","14.44","6817.33","766.666687011719","795.555603027344"
"1986","(2a) intermediate vocational","Female","989.8","920","698","539.44","702.92","1125","1431.33","2223.04","917.91","1061.69","36.67","24595","910","956"
"1986","(2a) intermediate vocational","Male","1023.36","921.11","523","562.5","716","1193.33","1466","2726.67","934.43","1112.29","264.48","22723.89","895","971"
"1986","(2b) intermediate general qualification","Female","854.29","774.71","277","417.5","582.22","1022.5","1329.2","2301","794.99","913.59","102","6817.33","710","818"
"1986","(2b) intermediate general qualification","Male","838.86","786.24","163","460","593.2","1022.67","1304","1917.5","785.81","891.91","181.67","2223.04","736.400024414062","838.400024414062"
"1986","(2c_gen) general maturity certificate","Female","754.95","665.96","160","346.79","477.33","965.56","1205.14","1943","691.04","818.86","170.33","3408.67","614","733"
"1986","(2c_gen) general maturity certificate","Male","828.61","766.96","228","355","500.67","971","1304","2045.2","743.79","913.43","0","9203.5","639.166625976562","767"
"1986","(2c_voc) vocational maturity certificate","Female","932.29","826.85","156","501","664.5","1161.25","1466","2215.33","865.64","998.94","175.33","2931.33","750","920"
"1986","(2c_voc) vocational maturity certificate","Male","965.21","912.6","224","560","710","1145.2","1406","2045.33","914.85","1015.57","170.56","2414.44","784","920"
"1986","(3a) lower tertiary education","Female","1164.94","1074.21","66","654","767","1363.33","1739.5","3749.33","1033.29","1296.59","332.33","3749.33","925.238159179688","1227"
"1986","(3a) lower tertiary education","Male","1206.05","1022.67","168","674.67","784","1380","1704","4862","1070.29","1341.81","255.5","10226","923.333374023438","1150.5"
"1986","(3b) higher tertiary education","Female","1327.3","1176.05","163","629","926.88","1534","1942.67","3408.67","1031.19","1623.41","0","24595","1036.66674804688","1244.78259277344"
"1986","(3b) higher tertiary education","Male","1354.65","1109.72","311","682","876.43","1460.95","2045","4260.67","1187.65","1521.65","0","24595","1023","1145.19995117188"
"1987","(0) in school","Female","805.39","787.23","84","358","588","1022.4","1186","1649.35","731.64","879.14","232.42","2045.2","696","838.400024414062"
"1987","(0) in school","Male","907.49","818","92","460","652","1099.5","1406","2438","825.75","989.23","307","2438","688.461547851562","821.785705566406"
"1987","(1a) inadequately completed","Female","635.24","590.98","454","307","426","786.54","1022.67","1295.33","604.76","665.72","0","4601.33","610.322570800781","672.631591796875"
"1987","(1a) inadequately completed","Male","776.48","747.76","350","406","528","973.81","1227","1600.43","744.94","808.02","153","2130.42","666.95654296875","736.400024414062"
"1987","(1b) general elementary school","Female","741.05","693.93","1540","409","528.67","886","1112.4","1704","722.62","759.48","0","6086.67","682","716"
"1987","(1b) general elementary school","Male","746.4","706.19","830","400.8","528.67","900","1124.67","1534","721.34","771.46","0","5624","664.666687011719","716"
"1987","(1c) basic vocational qualification","Female","846.54","774.8","1402","482.78","613.33","1022.5","1278","2045.33","824.03","869.05","102","6817.33","767","814.400024414062"
"1987","(1c) basic vocational qualification","Male","850.25","811.3","2029","497.57","613.33","1022.67","1278","1840.67","834.31","866.19","51","9203.5","784","818"
"1987","(2a) intermediate vocational","Female","1017.97","944.45","710","567.14","733.48","1176","1482.5","2438","960.21","1075.73","89","17043.33","920","1002"
"1987","(2a) intermediate vocational","Male","1060.49","988.67","540","594.78","728.5","1227","1534","3067.6","990.1","1130.88","210","17043.33","920.400024414062","1004.28570556641"
"1987","(2b) intermediate general qualification","Female","899.96","811.77","249","429.6","613.5","1022.5","1295.33","1908.67","821.8","978.12","255.6","9203.5","733.478271484375","852.222229003906"
"1987","(2b) intermediate general qualification","Male","878.82","792.92","165","490.8","572.8","1073.5","1278.33","2045.2","810.47","947.17","194.4","3779.13","716","843.5"
"1987","(2c_gen) general maturity certificate","Female","856.42","741.44","149","409","501.2","1022.5","1295.33","3408.67","761.07","951.77","170.67","5112.67","653.333374023438","755.652160644531"
"1987","(2c_gen) general maturity certificate","Male","842.91","767","219","383.33","560","1022.4","1287","2999.33","771.76","914.06","0","6391","681.666687011719","777.200012207031"
"1987","(2c_voc) vocational maturity certificate","Female","1203.82","920","166","560","716","1193.33","1534","3068","941.29","1466.35","223.45","22156","827.619079589844","964"
"1987","(2c_voc) vocational maturity certificate","Male","1036.12","972.68","217","511.5","750","1261.33","1677.2","2472","961.85","1110.39","189.44","6086.67","869","985.599975585938"
"1987","(3a) lower tertiary education","Female","1076.73","1056.11","70","578","803.33","1290.48","1708","2368.67","963.72","1189.74","210","2386","973.8095703125","1120.76928710938"
"1987","(3a) lower tertiary education","Male","1168.84","1045.93","169","609.62","818","1390.67","1704","3835","1069.33","1268.35","299","6817.33","971.333312988281","1144.28576660156"
"1987","(3b) higher tertiary education","Female","1255.26","1156.49","166","639.38","895","1534","1790","3323","1153.47","1357.05","0","6817.33","1095.71435546875","1278"
"1987","(3b) higher tertiary education","Male","1395.21","1193.33","302","730.48","937.22","1556.09","2045.33","3408.67","1239.28","1551.14","256","22156","1107.66662597656","1227.19995117188"
"1988","(0) in school","Female","996.12","848.51","68","409","511.5","1084","1288.4","10226","705.79","1286.45","200.71","10226","681.666687011719","895"
"1988","(0) in school","Male","837.98","770.76","87","434.5","579.33","1022.5","1227.2","2760.8","750.13","925.83","281","2760.8","664.5","818"
"1988","(1a) inadequately completed","Female","651.16","593.51","421","333.88","426.19","778.26","1022.5","1432","611.56","690.76","31","7243.33","613.599975585938","682"
"1988","(1a) inadequately completed","Male","800.83","710","307","422.17","552","1022.67","1247.6","1704","768.92","832.74","163.5","1704","668.461547851562","750"
"1988","(1b) general elementary school","Female","741.72","698.04","1452","409.33","544.19","895","1090.67","1623.5","726.83","756.61","51","2556.67","682","716"
"1988","(1b) general elementary school","Male","729.62","715.77","822","394","539.44","886","1073.5","1515.71","711.42","747.82","140.5","2556.67","675.714294433594","716"
"1988","(1c) basic vocational qualification","Female","887.78","809.46","1356","491.15","624","1038","1355","2113.33","861.52","914.04","161.67","10226","786.538513183594","852"
"1988","(1c) basic vocational qualification","Male","895.2","843.5","1944","511","639","1048","1355","1943","873.61","916.79","0","10226","818","852"
"1988","(2a) intermediate vocational","Female","1034.26","966.14","699","608","767","1217.14","1523.33","2658.67","993.82","1074.7","170.56","10226","942.380981445312","1022.5"
"1988","(2a) intermediate vocational","Male","1050.87","990.14","515","596.67","767","1252.5","1636","2434.76","1010.69","1091.05","51","4446.09","940.799987792969","1022.57141113281"
"1988","(2b) intermediate general qualification","Female","904.16","852.3","262","409.33","613.6","1078.26","1457","2308.8","855.68","952.64","170.67","2726.67","766.785705566406","876.571411132812"
"1988","(2b) intermediate general qualification","Male","903.7","847.25","148","486","664.67","1067.6","1360","2308.8","839.31","968.09","198","3067.6","776","889.130432128906"
"1988","(2c_gen) general maturity certificate","Female","812.97","744.76","121","435","545.33","997","1227.2","2045","754.54","871.4","250.5","2045","681.666687011719","818"
"1988","(2c_gen) general maturity certificate","Male","851.45","797.53","206","383.33","613.6","1063.6","1278","2086","801.2","901.7","128","2940.8","736.400024414062","858.799987792969"
"1988","(2c_voc) vocational maturity certificate","Female","1112.2","976.68","162","601","730.48","1278","1704","3408.67","1026.16","1198.24","307","4090.67","856.5","1022.77783203125"
"1988","(2c_voc) vocational maturity certificate","Male","1061.66","1021.3","211","547.62","784","1278","1534","2921.9","978.78","1144.54","136.67","7243.33","869.333312988281","1023"
"1988","(3a) lower tertiary education","Female","1145.17","1043.51","63","613.6","863.79","1329.33","1874.67","2454","1023.65","1266.69","314.5","2658.67","971","1193.33337402344"
"1988","(3a) lower tertiary education","Male","1383.61","1136.39","157","682","920","1482.5","1976.67","6135.33","1147.62","1619.6","256","17895","1022.66668701172","1177.74194335938"
"1988","(3b) higher tertiary education","Female","1394.21","1278","152","628","973.81","1602","2011.33","3835","1159.95","1628.47","20","17895","1125","1308.80004882812"
"1988","(3b) higher tertiary education","Male","1398.55","1247.69","288","730.48","981.43","1687","2086","3749.33","1307.41","1489.69","0","10226","1150.5","1278"
"1989","(0) in school","Female","932.45","920.4","79","409.14","600","1261.33","1431.6","1778.26","845.4","1019.5","244.44","1917.5","681.666687011719","920.400024414062"
"1989","(0) in school","Male","824.46","778.47","87","451.18","596.67","961.2","1240","2045","743.25","905.67","255.5","2924.4","654.400024414062","852"
"1989","(1a) inadequately completed","Female","658.85","609.54","409","307","451.07","844.78","1090.67","1534","630.82","686.88","92","2086","630.666687011719","697.272766113281"
"1989","(1a) inadequately completed","Male","834.88","766.75","292","426.11","613.33","1022.78","1363.33","1704","798.3","871.46","183.33","2086","708.076965332031","803.571472167969"
"1989","(1b) general elementary school","Female","776.97","739.07","1379","428","562","949.52","1193.33","1704","760.53","793.41","81","2911.67","730.357177734375","767"
"1989","(1b) general elementary school","Male","790.93","736.4","775","438.29","562.5","988.67","1193.33","1790","767.95","813.91","0","3408.67","697.272766113281","756.799987792969"
"1989","(1c) basic vocational qualification","Female","918.18","844","1313","511.2","653.33","1090.67","1363.33","2249.6","890.28","946.08","92","10226","831","869"
"1989","(1c) basic vocational qualification","Male","923.1","869","1858","535.71","682","1090.67","1363.33","2045.33","905.75","940.45","138.57","6817.33","852","879.599975585938"
"1989","(2a) intermediate vocational","Female","1075.87","1022.4","689","614","767.14","1290.48","1636","2471.33","1044.25","1107.49","153","2924.4","973.8095703125","1023"
"1989","(2a) intermediate vocational","Male","1125.45","1022.85","516","638.89","784","1363.33","1661.5","2386","1074.96","1175.94","0","10226","988.666687011719","1039.33337402344"
"1989","(2b) intermediate general qualification","Female","939.41","855.21","251","456.43","647.33","1186","1534","2249.6","890.75","988.07","179","2556","767","895"
"1989","(2b) intermediate general qualification","Male","933.92","853.26","129","511.5","674.8","1145.2","1297.5","2045.2","869.67","998.17","306.8","2812","810.799987792969","1022.40002441406"
"1989","(2c_gen) general maturity certificate","Female","840.57","788.66","121","383.5","562","1022.5","1329.33","2045","775.17","905.97","102","2045.2","667.777770996094","852"
"1989","(2c_gen) general maturity certificate","Male","951.89","889.26","216","460","639","1153","1406","2924.4","894.51","1009.27","230","3323.5","818","937.333312988281"
"1989","(2c_voc) vocational maturity certificate","Female","1278.73","1022.67","173","613.5","767","1363.33","1874.67","4090.67","1025.26","1532.2","0","22156","949.523864746094","1073.5"
"1989","(2c_voc) vocational maturity certificate","Male","1099.78","1038.27","205","614","852","1295.33","1661.5","2250","1043.23","1156.33","164.29","2678.1","954.666687011719","1074"
"1989","(3a) lower tertiary education","Female","1271.26","1212.88","59","708.08","882","1534","1976.67","2215.33","1133.89","1408.63","476","3170","977.619079589844","1333.59997558594"
"1989","(3a) lower tertiary education","Male","1322.53","1207.49","158","682","852.22","1466","2045","4090.67","1204.53","1440.53","102","6817.33","1022.5","1278"
"1989","(3b) higher tertiary education","Female","1339.28","1268.2","155","545.33","852.22","1692.41","2045.33","3068","1247.92","1430.64","366","3323.5","1178.88891601562","1431.33337402344"
"1989","(3b) higher tertiary education","Male","1555.02","1363.33","292","801.33","1065","1800.43","2278.7","3408.67","1397.61","1712.43","256","22156","1227","1377.77783203125"
"1990","(0) in school","Female","1038.99","881.44","64","545.33","716","1284.4","1840.8","2373.93","916.36","1161.62","51","2373.93","688.461547851562","940.799987792969"
"1990","(0) in school","Male","975.22","857.88","90","511.33","635.15","1186","1431.6","3323.5","860.14","1090.3","219.14","3808","736.400024414062","895"
"1990","(1a) inadequately completed","Female","693.28","634.71","408","327.2","469","889.13","1122.44","1431.33","665.21","721.35","102","1784.5","659.677429199219","750"
"1990","(1a) inadequately completed","Male","818.09","778.26","311","409.33","582.22","976.4","1227.33","2414.44","780.65","855.53","102","2414.44","690","786.538513183594"
"1990","(1b) general elementary school","Female","778.62","716","1626","340.67","511.5","978","1201.5","1796.67","753.95","803.29","0","11620.3","693.928588867188","740"
"1990","(1b) general elementary school","Male","807.12","745.62","796","420","553.6","1003.08","1227.2","1704","776.42","837.82","136.67","7866.15","703.84619140625","766.785705566406"
"1990","(1c) basic vocational qualification","Female","870.39","784","1938","370","545.33","1056.67","1363.33","2386","844.96","895.82","0","12782.5","682","732.432434082031"
"1990","(1c) basic vocational qualification","Male","915.7","852","2480","443.33","613.6","1124.67","1387.62","2301","894.96","936.44","0","12782.5","766.666687011719","801.960815429688"
"1990","(2a) intermediate vocational","Female","962.22","880.83","1350","420","584.29","1227.33","1602","2228.1","932.91","991.53","158.1","11620.3","653.333374023438","716"
"1990","(2a) intermediate vocational","Male","927.37","818","1241","409.33","511.43","1217.14","1615.6","2215.33","901.88","952.86","126","5112.67","579.333312988281","632.857177734375"
"1990","(2b) intermediate general qualification","Female","863","808.53","326","383.5","562","1150.5","1363.33","1942.8","819.4","906.6","66","2556","675.714294433594","778.260864257812"
"1990","(2b) intermediate general qualification","Male","961.37","797.25","200","369.17","511.3","1022.67","1363.33","12782.5","832.77","1089.97","122.67","12782.5","611.304382324219","767"
"1990","(2c_gen) general maturity certificate","Female","845.56","846.94","152","444.78","545.33","1032","1231.15","1976.67","772.89","918.23","0","3323.5","730.285705566406","852.083312988281"
"1990","(2c_gen) general maturity certificate","Male","925.39","852.05","222","443.33","603.33","1125","1534","2249.6","867.75","983.03","0","3808","767","874.5"
"1990","(2c_voc) vocational maturity certificate","Female","1199.24","1026.07","209","596.67","764","1397.33","1738","3408.67","1065.11","1333.37","231.43","11620.3","852.380981445312","1023"
"1990","(2c_voc) vocational maturity certificate","Male","1098.86","1022.4","267","480.8","767","1432","1789.6","2812","1037.77","1159.95","153","2812","852","997"
"1990","(3a) lower tertiary education","Female","738.78","588.77","457","368","477.33","843.5","1380","2301","704.82","772.74","205","3408.67","511.5","568.333374023438"
"1990","(3a) lower tertiary education","Male","1062.54","904.76","418","460","600","1406","1790","2838","1005.36","1119.72","255.5","6817.33","647.333312988281","716"
"1990","(3b) higher tertiary education","Female","1160.65","1022.67","288","511.54","690","1483","1920.95","3408.67","1087.88","1233.42","183","5113","730.476196289062","895"
"1990","(3b) higher tertiary education","Male","1274.17","1122.52","481","532.5","736.4","1636","2079.33","3808","1212.71","1335.63","0","5113","852","997"
