"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","644.81","613.33","679","340.67","460","784","988.67","1363.33","625.11","664.51","151.48","1789.5","603","652"
"1985","general elemantary","Urban Area","710.89","664.51","2251","376.5","511","844.78","1023","1661.5","690.17","731.61","51","10865","630.666687011719","664.666687011719"
"1985","higher education","Rural Area","1117.4","1022.67","109","625","766.79","1280","1749","2454","1028.28","1206.52","340","2454","940","1111.30432128906"
"1985","higher education","Urban Area","1201.23","1074","606","639.17","852","1380","1917.5","3835","1153.77","1248.69","109.64","6476.67","1022.66668701172","1099.5"
"1985","higher vocational","Rural Area","876.17","716","117","460","584.29","1022.67","1278","4090","788.82","963.52","266.96","4090","696.111145019531","852.222229003906"
"1985","higher vocational","Urban Area","939.77","887.67","458","511.11","681.67","1124.8","1397.33","2300.67","892.92","986.62","202","7669.5","852","920"
"1985","in school","Rural Area","726.09","627.13","35","306.67","537","937.33","1214.5","1406","620.33","831.85","204.67","1406","600","766.785705566406"
"1985","in school","Urban Area","799.93","767","147","426","562.4","964.29","1193","1789.5","746","853.86","182.5","2300.67","647.333312988281","767"
"1985","inadequately","Rural Area","553.77","522.55","100","272.67","307","761.43","940.8","1363.33","497.11","610.43","220","1534","511.200012207031","639"
"1985","inadequately","Urban Area","650.67","580.32","718","318.67","447.5","811.33","971","1431.6","610.44","690.9","146.07","13805","577.419372558594","625"
"1985","middle vocational","Rural Area","768","716","1041","409.33","537","920.5","1180","1704","747.76","788.24","151.48","3408.89","706.190490722656","741.5"
"1985","middle vocational","Urban Area","837.18","767","3852","444.78","588","1022.67","1250","2045.33","824.35","850.01","0","7669.5","750","767"
"1985","vocational + Abi","Rural Area","877.84","812.2","35","350.67","682","1022.67","1559","1725.5","751.05","1004.63","231.43","1725.5","682","954.666687011719"
"1985","vocational + Abi","Urban Area","887.86","818","225","409","613.6","1074","1432","2215.33","836.76","938.96","0","2272.22","716","818"
"1986","general elemantary","Rural Area","680.16","650.61","660","341","477.33","818","1022.67","1636","657.46","702.86","102","2045.33","639","682"
"1986","general elemantary","Urban Area","747.91","682","2139","409.33","515","895","1124.67","1840.67","733.26","762.56","0","6817.33","681.666687011719","703"
"1986","higher education","Rural Area","1487.81","1093.17","113","682","797.6","1384.5","2045.2","24595","902.03","2073.59","389","24595","971","1193.33337402344"
"1986","higher education","Urban Area","1248.87","1106.06","595","665","866.96","1460.86","1908.67","3749.33","1189.15","1308.59","0","10226","1051.66662597656","1125"
"1986","higher vocational","Rural Area","857.36","764.19","111","487.14","614","1023","1363.33","2215.33","788.57","926.15","244.35","2301","730.357177734375","920.5"
"1986","higher vocational","Urban Area","956.01","920","431","511.43","716","1150.5","1406","2272.22","918.74","993.28","66","2931.33","873.333312988281","954.444458007812"
"1986","in school","Rural Area","","","","","","","","","","","","","",""
"1986","in school","Urban Area","848.19","767.19","157","438.21","562.5","971.5","1170.97","2352","752.29","944.09","205","6817.33","634","800.434814453125"
"1986","inadequately","Rural Area","586.38","525.89","101","249","352.76","793.81","1022.4","1193.33","530.7","642.06","77","1537.33","527.741943359375","682"
"1986","inadequately","Urban Area","669.1","613.89","666","346.79","456.43","818","1022.67","1558","643.83","694.37","14.44","4672.07","613.666687011719","674.799987792969"
"1986","middle vocational","Rural Area","818.46","754.05","1014","443.33","590","954.67","1176","2045.2","768.56","868.36","68","24595","741.5","777.200012207031"
"1986","middle vocational","Urban Area","891.25","818","3745","485.5","614","1023","1329","2045.33","869.18","913.32","0","22723.89","797.599975585938","818"
"1986","vocational + Abi","Rural Area","879.72","877.11","40","400.67","590","1090.67","1568","2045.33","749.32","1010.12","205","2045.33","689.047668457031","932.400024414062"
"1986","vocational + Abi","Urban Area","923.44","832.58","214","511.33","681.67","1138","1380","2045.33","871.63","975.25","170.56","2414.44","748.571411132812","844"
"1987","general elemantary","Rural Area","731.48","681.81","628","398.8","511.2","886","1112.4","1816.32","703.28","759.68","143.33","4601.33","657.428588867188","716"
"1987","general elemantary","Urban Area","777.18","716","2127","429.6","552","920.4","1158.67","1790","759.62","794.74","0","9203.5","693.928588867188","718.095275878906"
"1987","higher education","Rural Area","1186.14","1127.74","113","666.96","859.52","1436.67","1738.67","2386","1094.24","1278.04","307","2897.33","1010.47625732422","1241.935546875"
"1987","higher education","Urban Area","1286.68","1135.97","594","647.33","869","1483","1908.67","3835","1198.53","1374.83","0","22156","1090.66662597656","1183.5"
"1987","higher vocational","Rural Area","870.99","767.07","110","511.33","681.67","1022.67","1329","2284","799.61","942.37","307","2386","750","869"
"1987","higher vocational","Urban Area","1080.41","937.22","427","562","750","1193.33","1534","2505.5","952.83","1207.99","97","22156","895","1002"
"1987","in school","Rural Area","","","","","","","","","","","","","",""
"1987","in school","Urban Area","849.72","818","152","460","639","1022.5","1186","2438","792.23","907.21","281","2438","715.75","818"
"1987","inadequately","Rural Area","800.58","630.08","97","311.3","409","852","1193.33","3933.08","673.42","927.74","245","4601.33","490.799987792969","726"
"1987","inadequately","Urban Area","681.82","647.33","647","345.93","482.78","852","1063.6","1380","660.88","702.76","0","1947.62","639.285705566406","682"
"1987","middle vocational","Rural Area","829.35","784","1027","470.4","609.62","1022.5","1247.6","1826.19","810.04","848.66","51","2556","767","818"
"1987","middle vocational","Urban Area","912.72","850.92","3728","507","639","1062","1355","2438","895.42","930.02","0","17043.33","818","852"
"1987","vocational + Abi","Rural Area","1033.93","921.74","36","426.11","710","1462.4","1677.2","2897.33","855.12","1212.74","363","2897.33","710","1090.66662597656"
"1987","vocational + Abi","Urban Area","958.48","888.57","223","454.44","682","1150.5","1363.33","2982.78","885.65","1031.31","189.44","6086.67","818","900.952392578125"
"1988","general elemantary","Rural Area","716.51","682","573","371.33","511","895","1090.67","1615.6","691.98","741.04","79","1840.67","668","730.357177734375"
"1988","general elemantary","Urban Area","783.73","734","2085","441.6","579.33","931","1165.6","1926","770.52","796.94","136.67","3067.6","711.304382324219","738"
"1988","higher education","Rural Area","1288.31","1193.28","103","682","895","1594","2045","3408.67","1178.57","1398.05","256","3408.67","1022.5","1193.33337402344"
"1988","higher education","Urban Area","1384.83","1193.33","557","682","954.67","1569.33","2045","3835","1282.95","1486.71","0","17895","1140.83325195312","1219"
"1988","higher vocational","Rural Area","892.15","818","102","524.67","634","1051.11","1363.33","3408.67","809.26","975.04","306.67","3408.67","730.476196289062","889.130432128906"
"1988","higher vocational","Urban Area","1055.43","994.44","406","562.5","767","1278","1636","2434.76","1009.91","1100.95","0","4446.09","934","1022.66668701172"
"1988","in school","Rural Area","","","","","","","","","","","","","",""
"1988","in school","Urban Area","942.4","818","128","434.5","604.4","1022.67","1227.2","2760.8","781.23","1103.57","200.71","10226","716","822"
"1988","inadequately","Rural Area","599.68","551.71","82","294.24","365.36","818","1023","1247.6","538.89","660.47","51","1247.6","489.130432128906","668.461547851562"
"1988","inadequately","Urban Area","707.52","647.33","595","383","489.33","852.22","1150.5","1508.5","677.35","737.69","31","7243.33","639.285705566406","698.666687011719"
"1988","middle vocational","Rural Area","851.68","818","981","477.33","614","1022.67","1278.33","1704","827.64","875.72","115","7669","778.260864257812","847.142883300781"
"1988","middle vocational","Urban Area","946.67","869","3578","511.5","668.46","1120","1406","2386","929.7","963.64","0","10226","852","869"
"1988","vocational + Abi","Rural Area","989.71","994.85","32","468.75","690","1193.33","1687","1976.67","844.87","1134.55","281.92","1976.67","690","1125"
"1988","vocational + Abi","Urban Area","1035.83","938.22","225","568.06","730.29","1193.33","1516.67","2940.8","953.17","1118.49","136.67","7243.33","823.888916015625","971.5"
"1989","general elemantary","Rural Area","739.87","681.99","539","409.2","511.5","920","1165.6","1704","713.13","766.61","0","2147","681.666687011719","766.666687011719"
"1989","general elemantary","Urban Area","828.45","767","1971","460","608.57","1022.5","1227.33","2045","813.7","843.2","146.19","3408.67","750","777.200012207031"
"1989","higher education","Rural Area","1340.55","1329.44","104","682","852.38","1704","2045.2","3068","1234.18","1446.92","292.38","3068","1022.66668701172","1380"
"1989","higher education","Urban Area","1435.61","1278.33","560","716","971","1704","2113.33","3408.67","1344.54","1526.68","102","22156","1217.14294433594","1297.5"
"1989","higher vocational","Rural Area","933.5","864.98","103","511.33","650.68","1124.67","1508.5","2215.56","851.87","1015.13","0","2215.56","818","994.444458007812"
"1989","higher vocational","Urban Area","1141.99","1022.63","390","614","777.2","1335","1636","2897.33","1026.8","1257.18","161","22156","954.666687011719","1079.44445800781"
"1989","in school","Rural Area","","","","","","","","","","","","","",""
"1989","in school","Urban Area","884.46","845.6","139","511.2","613.5","1056.09","1329.2","2045","820.06","948.86","244.44","2924.4","693.666687011719","843.5"
"1989","inadequately","Rural Area","691.72","652.53","81","303.89","494","895","1040.71","1264.5","634.67","748.77","194.76","1264.5","608.571472167969","852.380981445312"
"1989","inadequately","Urban Area","731.81","647.33","561","333.48","504","920","1227.33","1618","706.64","756.98","92","2086","653.333374023438","727.692321777344"
"1989","middle vocational","Rural Area","915.17","852.04","943","504","620.95","1082.67","1363.33","2045.33","879.61","950.73","92","10226","823.888916015625","885.000061035156"
"1989","middle vocational","Urban Area","978.01","916.9","3503","549.5","708","1176","1432","2386","963.82","992.2","102","6817.33","879.333312988281","920"
"1989","vocational + Abi","Rural Area","934.05","946.5","33","306.67","681.67","1063.6","1687","2454","775.2","1092.9","0","2454","681.666687011719","1022.40002441406"
"1989","vocational + Abi","Urban Area","1091.57","1022.5","235","572.8","784","1295.33","1704","2698","1030.53","1152.61","255.5","4090.67","920","1055.5"
"1990","general elemantary","Rural Area","670.25","614","861","277","409.33","858.8","1098","1636","638.54","701.96","0","7866.15","551.37255859375","613.333312988281"
"1990","general elemantary","Urban Area","865.07","797.6","2051","435","613.33","1022.67","1295.33","2147.33","842.08","888.06","66","12782.5","766.875","797.857177734375"
"1990","higher education","Rural Area","796.86","620.53","657","409.2","487.14","954.67","1531","2454","770.59","823.13","210","2556","555.652160644531","584.285766601562"
"1990","higher education","Urban Area","1218.19","1075.02","969","511.33","716","1534","2045","3808","1174.84","1261.54","0","6817.33","838.666687011719","925.5"
"1990","higher vocational","Rural Area","780.7","655.48","268","365.24","511","976.67","1363.33","2454","735.25","826.15","126","2812","555.652160644531","613.5"
"1990","higher vocational","Urban Area","1142.59","1023","471","511.33","767","1420","1778.26","2812","1061.33","1223.85","0","11620.3","885.714294433594","1022.66668701172"
"1990","in school","Rural Area","802.91","654.38","52","400","465","1022.5","1431.6","2045.2","690.51","915.31","228.21","2045.2","450","675.714294433594"
"1990","in school","Urban Area","1006.98","881.62","133","511.5","639","1227","1643.57","3323.5","914.5","1099.46","51","3808","716","876.571411132812"
"1990","inadequately","Rural Area","715.29","680.32","85","266.67","547.86","886","1107.67","1503.2","640.37","790.21","102","1534","613.333312988281","828.400024414062"
"1990","inadequately","Urban Area","764.09","743.24","551","374.67","511.5","971","1158.67","1789.5","738.83","789.35","179","2414.44","710","774.285705566406"
"1990","middle vocational","Rural Area","748.72","644.91","2588","340.67","460","954.67","1278.21","2045.2","734.87","762.57","102","4346","531","560"
"1990","middle vocational","Urban Area","986.35","920","4237","487.14","665","1193.33","1534","2454","969.17","1003.53","0","12782.5","844","867.083312988281"
"1990","vocational + Abi","Rural Area","844.39","799.5","80","434.5","537","1023","1329","2215.33","771","917.78","266","2215.33","568.095275878906","750"
"1990","vocational + Abi","Urban Area","1074.38","1012.12","279","477.33","738.33","1380","1704","2897.33","1015.08","1133.68","153","3408.67","852","1017"
"1991","general elemantary","Rural Area","721.37","647.47","819","356","472.31","936.67","1193.33","1696.67","698.98","743.76","77","2556","613.333312988281","665"
"1991","general elemantary","Urban Area","880.44","827.01","1952","461.46","614","1045.5","1380","1860","864.51","896.37","146.07","3334.35","818","848.799987792969"
"1991","higher education","Rural Area","884.32","716","655","466.67","545.33","1136.11","1534","2352","854.81","913.83","142.22","4346","639","682"
"1991","higher education","Urban Area","1310.41","1180.79","955","582.67","779.05","1661.5","2147","4090.67","1266.24","1354.58","56.67","5113","954.666687011719","1061.92309570312"
"1991","higher vocational","Rural Area","839.62","767","270","443.33","578","1022.5","1420","2249.5","796.52","882.72","194","2386","657.142883300781","742.173950195312"
"1991","higher vocational","Urban Area","1194.32","1103.31","451","613.5","818","1420","1806.67","2863","1141.65","1246.99","236.15","5112.67","973.8095703125","1111.30432128906"
"1991","in school","Rural Area","914.96","817.05","39","574.78","669.13","1022.4","1329.2","2249.6","795.76","1034.16","286.4","2249.6","674.799987792969","920.5"
"1991","in school","Urban Area","1110.09","982.75","119","583.45","722","1329.2","1704","3323.5","1005.08","1215.1","146.07","4431.33","818","994.444458007812"
"1991","inadequately","Rural Area","742.35","712.76","106","387.27","486","981.6","1217.14","1350","676.5","808.2","90.29","2130.42","615.652160644531","767.04541015625"
"1991","inadequately","Urban Area","796.68","744.88","534","438.1","558.84","954.67","1278","1738.4","771.18","822.18","210","2403","733.478271484375","797.599975585938"
"1991","middle vocational","Rural Area","792.14","690","2519","400","511.33","1022.4","1329.2","2045.33","778.67","805.61","56.67","2840.56","613.666687011719","647.333312988281"
"1991","middle vocational","Urban Area","1035.42","955.51","4121","511.33","710","1278","1623","2668.67","1020.6","1050.24","148.57","6817.33","882.666687011719","920"
"1991","vocational + Abi","Rural Area","883.64","838.28","79","432.69","666.96","1023","1363.33","2352","805.05","962.23","194.76","2352","666.95654296875","869"
"1991","vocational + Abi","Urban Area","1103.38","975.73","291","511.54","750","1408","1704.44","2726.67","1044.41","1162.35","245.33","3920","912.857177734375","1022.5"
"1992","general elemantary","Rural Area","779.64","707.55","807","392","545.33","971.5","1278","1772.67","757","802.28","147.2","2045.33","682","750"
"1992","general elemantary","Urban Area","939.99","886","1890","511","668.46","1124.67","1394.55","2284","922.06","957.92","119.33","6283","852","886"
"1992","higher education","Rural Area","1007.71","869","605","545.33","682","1201.5","1653.33","2658.8","975.13","1040.29","170.56","5113","795.555603027344","852"
"1992","higher education","Urban Area","1376.35","1247.6","973","665","876.67","1704","2223.04","4090","1331.71","1420.99","136.67","7669","1056.66662597656","1158.66662597656"
"1992","higher vocational","Rural Area","962.02","882.15","271","545.33","682","1124.8","1582.38","2526","916.09","1007.95","178.67","2726.67","778.260864257812","869.200012207031"
"1992","higher vocational","Urban Area","1246.71","1124.7","463","682","852","1534","1963.5","3068","1192.78","1300.64","393.46","6817.33","1022.66668701172","1150.5"
"1992","in school","Rural Area","890.74","872.13","57","400","613.6","1227.2","1247.6","1636","811.58","969.9","340.67","1636","733.478271484375","895"
"1992","in school","Urban Area","1109.88","989.57","125","562.5","747.31","1333.91","1840.67","3749.33","1023.89","1195.87","312.4","3749.33","778.260864257812","997"
"1992","inadequately","Rural Area","748.06","621.52","100","404","500","933.48","1261.33","1966.67","679.53","816.59","204.29","1966.67","593.870971679688","818"
"1992","inadequately","Urban Area","815.97","766.67","522","383.41","579.33","1012","1278","1778.26","785.84","846.1","0","2840.56","774.545471191406","824.516174316406"
"1992","middle vocational","Rural Area","865.95","792.5","2376","474","608.57","1023","1363.33","2181.33","851.98","879.92","128","2726.67","730.476196289062","767"
"1992","middle vocational","Urban Area","1088.92","1004.68","4083","579.33","766.88","1304","1661.5","2556.67","1073.96","1103.88","119.33","7669","946","981.599975585938"
