"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","East Germany","","","","","","","","","","","","","",""
"1984","Employed","West Germany","863.78","778.26","7169","456.43","608.57","1022.5","1278.33","2272.22","850.98","876.58","2.67","15395","741.5","767"
"1984","Not Employed","East Germany","","","","","","","","","","","","","",""
"1984","Not Employed","West Germany","727.52","639","4390","368","481.33","843.5","1074","2045","704.5","750.54","0","28018.67","608.571472167969","613.599975585938"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","884.84","818","6490","470.4","613.6","1023","1329.2","2301","872.96","896.72","0","13805","774.545471191406","800.434814453125"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","726.02","666.96","3990","368","499.05","859","1125","1917.5","714","738.04","0","7669.5","613.599975585938","639"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","933.53","852.22","6363","511","652","1079.44","1363.33","2301","917.2","949.86","0","24595","818","844"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","773.11","682","3753","409","511.33","910","1158.67","1981.5","750.83","795.39","0","24595","664.5","682"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","969.34","879.6","6438","511.33","681.67","1124.8","1420","2556","952.99","985.69","0","22156","845.333312988281","852.222229003906"
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","789.33","716","3615","419","545.33","947.33","1227.2","2045.2","776.06","802.6","0","6391","682","710"
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","996.74","920","6190","512.17","695.2","1176","1523.33","2556","982.15","1011.33","0","17895","852.380981445312","885.000061035156"
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","811.18","732.67","3423","409.33","562","981.6","1227.33","2045","796.27","826.09","0","10226","695.200012207031","716"
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","1038.65","971","6029","562","730.48","1227.33","1534","2556","1025.24","1052.06","0","22156","907.200012207031","925.238159179688"
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","858.09","767","3296","450","579.33","1022.67","1329.33","2147.6","838.49","877.69","0","22156","730.357177734375","754.761962890625"
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","1106.26","1022.5","5935","608.57","780.83","1298.8","1704","2812","1091.32","1121.2","0","12782.5","961.200012207031","988.666687011719"
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","900.61","818","3207","466.96","614","1046.67","1363.33","2301","881.62","919.6","0","12782.5","777.200012207031","814"
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","1148.84","1034.47","5932","614","816.33","1363.33","1713","2897.33","1135.95","1161.73","90.29","6817.33","1006.19055175781","1022.5"
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","930.9","852","3114","511","654.4","1125","1416.5","2352","916.58","945.22","77","4260.67","818","852"
"1992","Employed","East Germany","745.6","711.29","2886","443.33","568.33","880.56","1071.43","1704","735.95","755.25","136.67","2556","706.190490722656","729.130432128906"
"1992","Employed","West Germany","1198.04","1099.5","5937","647.67","852","1431.6","1806.67","2834","1184.61","1211.47","0","7669","1022.66668701172","1056.66662597656"
"1992","Not Employed","East Germany","608.14","597.04","1015","383","491","716","852","1099.5","596.21","620.07","119.33","1534","613.333312988281","639"
"1992","Not Employed","West Germany","975.76","895","3110","511.5","681.67","1158.67","1534","2556.67","960.2","991.32","128","6283","852.222229003906","886.333312988281"
"1993","Employed","East Germany","899.03","852.22","2524","511.5","681.67","1048","1278","1908.67","885.45","912.61","122.22","4090","852","855.925903320312"
"1993","Employed","West Germany","1270.58","1176","5904","665","886","1534","1966.54","3068","1256.37","1284.79","116.4","8521.67","1095.71435546875","1125"
"1993","Not Employed","East Germany","712.51","682","1227","443.33","555","852","1022.4","1363.33","697.72","727.3","122.22","3834.5","682","716"
"1993","Not Employed","West Germany","1019.85","927.33","3031","511.5","702","1217.14","1602","2608","999.31","1040.39","26","14316","880.555603027344","920"
"1994","Employed","East Germany","982.19","934.48","2387","562","746.92","1163","1420","2073.33","967.35","997.03","163.6","4090.67","900.952392578125","940.799987792969"
"1994","Employed","West Germany","1306.39","1193.33","5682","666.96","895","1544","2045","3238","1290.57","1322.21","102","10226","1124.66662597656","1146.85717773438"
"1994","Not Employed","East Germany","809.3","801.28","1298","489.33","630","954.67","1128","1636","793.97","824.63","102","3834.5","784","818"
"1994","Not Employed","West Germany","1030.19","954.67","3104","532","716","1242","1608.67","2556.5","1013.67","1046.71","116","7669.5","915","946"
"1995","Employed","East Germany","1049.37","983.81","2322","603","777.2","1227.2","1511.74","2420","1032.44","1066.3","163.6","5624","961.200012207031","988.666687011719"
"1995","Employed","West Germany","1336.57","1221.67","5820","701.67","920","1585","2045.33","3408.67","1319.79","1353.35","158.1","15338.67","1124.80004882812","1151.11108398438"
"1995","Not Employed","East Germany","875.48","852.22","1260","522","682","1022.67","1227.33","1806.67","859.65","891.31","72","2301","852","886"
"1995","Not Employed","West Germany","1121.52","1022.4","3330","545.56","750","1278","1704","3306.67","1098.76","1144.28","212.67","15338.67","924","971"
"1996","Employed","East Germany","1070.06","1022.5","2337","633.48","785.36","1278","1534","2676","1054.32","1085.8","98.46","4090.67","1022.38098144531","1022.66668701172"
"1996","Employed","West Germany","1350.77","1222.37","5740","706.19","925.24","1585.33","2073.33","3408.67","1332.65","1368.89","87","12782.5","1150.5","1186"
"1996","Not Employed","East Germany","928.14","920","1247","581.67","732","1090.67","1261.33","1713","911.61","944.67","205","3068","895","949.523864746094"
"1996","Not Employed","West Germany","1115.51","1022.67","3178","566","767","1329","1704","3033.33","1095.6","1135.42","78","12782.5","961","1003"
"1997","Employed","East Germany","1092.73","1022.67","2257","629.23","818","1278.33","1534","2462","1073.69","1111.77","229.05","8129.5","1022.5","1022.66668701172"
"1997","Employed","West Germany","1354.17","1227.33","5609","716","943.85","1585","2045.33","3408.67","1337.99","1370.35","153","13634.67","1192.77783203125","1217.14294433594"
"1997","Not Employed","East Germany","954.79","948.29","1301","572.8","750","1124.67","1308.8","1985","934.72","974.86","229.05","8129.5","920","965.777770996094"
"1997","Not Employed","West Germany","1119.95","1022.67","3261","572.8","774.55","1329.33","1731.33","2726.67","1100.27","1139.63","179","13634.67","973.8095703125","1022.40002441406"
"1998","Employed","East Germany","1099.49","1022.67","2349","644.78","822.61","1295.33","1559.5","2386","1082.47","1116.51","232.78","5356.19","1022.38098144531","1022.66668701172"
"1998","Employed","West Germany","1379.38","1252.5","6066","730.29","956.45","1661.5","2159.33","3579","1363.84","1394.92","289.13","7669.5","1193.33337402344","1227"
"1998","Not Employed","East Germany","983.89","971.5","1380","608.57","750","1184","1363.33","2045.33","966.06","1001.72","221.33","4090","920","971.333312988281"
"1998","Not Employed","West Germany","1128.72","1023","3766","590","784","1363.33","1759","2812","1112.77","1144.67","179","6817.33","1017","1022.66668701172"
"1999","Employed","East Germany","1140.12","1022.67","2338","682","852","1329","1661.5","2575.33","1119.98","1160.26","202.76","12782","1022.66668701172","1066.95654296875"
"1999","Employed","West Germany","1408.72","1278","6080","750","994.44","1704","2147.33","3579","1392.93","1424.51","102","7498.67","1227.19995117188","1261.33337402344"
"1999","Not Employed","East Germany","1011.76","1016","1336","614","784","1193.33","1391","2045.33","991.71","1031.81","202.76","6391","977.5","1022.5"
"1999","Not Employed","West Germany","1181.04","1066.96","3386","614","844","1411.33","1840.8","3068","1162.97","1199.11","170.67","7498.67","1022.66668701172","1047.14294433594"
"2000","Employed","East Germany","1160.23","1048","3437","665","852.22","1363.33","1789.5","3068","1144.59","1175.87","0","4431.33","1043.19995117188","1090.66662597656"
"2000","Employed","West Germany","1439.04","1278.33","10720","767","1010","1704","2215.33","3937","1425.99","1452.09","51","12782","1278","1278.33337402344"
"2000","Not Employed","East Germany","1021.3","1022.67","2138","614","803","1193.33","1406","2045.33","1005.39","1037.21","170.67","6826","988.666687011719","1022.66668701172"
"2000","Not Employed","West Germany","1220.45","1079.35","6271","614","852","1431.33","1874.67","3408.67","1203.8","1237.1","84","17043.33","1048","1089.13049316406"
"2001","Employed","East Germany","1201.62","1125","3246","682","869","1420","1756.09","3068","1185","1218.24","230","5965","1119.5","1150.5"
"2001","Employed","West Germany","1472.25","1329.5","9916","778.26","1022.5","1730.5","2301","4090","1458.05","1486.45","112","10737","1295.33337402344","1329.5"
"2001","Not Employed","East Germany","1033.41","1022.67","2057","631.5","809.58","1227","1431.33","2011.33","1018.67","1048.15","0","3068","1022.40002441406","1022.66668701172"
