"year","age_gr","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","Employed","820.65","766.67","2974","438.1","572.8","973.81","1193.33","2045.33","802.6","838.7","2.67","15395","716","746.400024414062"
"1984","16-34 y.","Not Employed","668.25","613.5","1417","332","451.67","795.56","1022.5","2045.33","647.57","688.93","0","6749.2","551.428588867188","584.285766601562"
"1984","35-65 y.","Employed","894.6","798","4136","480.5","613.6","1022.67","1363.33","2556","876.73","912.47","2.67","15395","756.799987792969","777.200012207031"
"1984","35-65 y.","Not Employed","731.06","642.91","1845","374.67","485.5","852","1111.3","1917.5","703.62","758.5","2.67","15395","613.333312988281","630.666687011719"
"1984","66 and older","Employed","858.02","734.35","59","409.33","511.33","1023","1363.33","3323","719.85","996.19","189","3323","665","1022.5"
"1984","66 and older","Not Employed","760.92","647.33","1128","374.67","491","844","1074","2045","688.03","833.81","40.8","28018.67","639","682"
"1985","16-34 y.","Employed","843.76","818","2694","443.33","603","1022.67","1217.14","1966.54","827.26","860.26","0","10865","767","801"
"1985","16-34 y.","Not Employed","678.59","613.6","1300","345.71","445.67","818","1022.67","1789.5","657.76","699.42","0","7669.5","560","591.5"
"1985","35-65 y.","Employed","915.67","822.98","3755","490","630.67","1073.5","1363.33","2386","899.06","932.28","0","13805","777.200012207031","818"
"1985","35-65 y.","Not Employed","735.54","682","1699","374.67","511.2","886","1136.11","1892","718.09","752.99","0","5368.5","613.599975585938","657"
"1985","66 and older","Employed","858.46","681.9","41","271","472.67","1108","1431.33","3681","657.05","1059.87","256","3681","579.333312988281","1023"
"1985","66 and older","Not Employed","745.5","682","991","389","511","886","1158.67","2045.33","719.58","771.42","87","7669.5","682","716"
"1986","16-34 y.","Employed","871.13","843.62","2718","485.5","632.86","1031.11","1295.33","1840.8","857.95","884.31","14.44","6817.33","801","818"
"1986","16-34 y.","Not Employed","718.15","640.18","1188","363","487.14","852.22","1079.44","2045.2","693.51","742.79","0","9203.5","596.666687011719","637"
"1986","35-65 y.","Employed","979.31","880.56","3606","511.33","674.67","1125","1431.33","2454.4","952.43","1006.19","0","24595","818","852"
"1986","35-65 y.","Not Employed","769.77","700.43","1610","409.2","511.33","920","1193.33","1976.67","748.9","790.64","0","9203.5","664.666687011719","698.666687011719"
"1986","66 and older","Employed","1024.67","881.36","39","434.5","579.33","1193.33","1363.33","4862","776.74","1272.6","204.67","4862","682","1125"
"1986","66 and older","Not Employed","806.61","698.92","955","409.33","552","920","1158.67","2045","732.78","880.44","0","24595","690","750"
"1987","16-34 y.","Employed","904.25","852.22","2798","510","657.14","1063.6","1329.2","2086","889.18","919.32","0","9203.5","818","852"
"1987","16-34 y.","Not Employed","735.14","666.96","1089","365.36","498.5","883.6","1124.67","2045.33","708.35","761.93","0","6391","613.599975585938","656"
"1987","35-65 y.","Employed","1014.88","895.64","3597","533.48","695.2","1176","1519.44","2556.67","988.49","1041.27","99.44","22156","852","879.599975585938"
"1987","35-65 y.","Not Employed","796.79","727.98","1540","419.2","550","954.67","1261.33","2045.33","777.64","815.94","0","5624","682","716"
"1987","66 and older","Employed","1219.98","920.35","43","323.33","537","1432","2624.67","6817.33","851.08","1588.88","243","6817.33","616","1125"
"1987","66 and older","Not Employed","807.66","750","986","443.33","562","988.67","1278","1908.67","783.66","831.66","0","3408.67","716","784"
"1988","16-34 y.","Employed","936.97","876.45","2698","511","667.78","1125","1406","2386","920.5","953.44","0","10226","827.619079589844","852.380981445312"
"1988","16-34 y.","Not Employed","767.24","711.83","1007","383.5","511.5","922.61","1145.2","1840.8","739.01","795.47","0","10226","639.166687011719","689.393920898438"
"1988","35-65 y.","Employed","1026.27","934.86","3445","550.77","716","1193.33","1568","2556","1008.43","1044.11","136.67","10226","885","910"
"1988","35-65 y.","Not Employed","806.46","736.4","1450","409","562.5","988.67","1227.33","1874.67","784.59","828.33","136.67","10226","690","728.5"
"1988","66 and older","Employed","1714.97","895.93","47","579.33","688.67","1329","2386","17895","676.66","2753.28","245.33","17895","767","1158.66662597656"
"1988","66 and older","Not Employed","834.9","750","966","460","579.33","1005","1295.33","2556","806.16","863.64","79","6135.33","732.666687011719","785"
"1989","16-34 y.","Employed","971.66","920","2664","535.71","710","1176","1431.33","2215.67","956.8","986.52","0","5113","866.111145019531","908.888916015625"
"1989","16-34 y.","Not Employed","803.94","730.48","971","412","548","971.5","1255","2045.2","780.59","827.29","0","4090.67","670","713.75"
"1989","35-65 y.","Employed","1083.56","1000.43","3322","584.29","754.76","1278","1661.5","2698","1062.72","1104.4","0","22156","920.400024414062","961"
"1989","35-65 y.","Not Employed","875.45","777.78","1390","443.33","588","1022.67","1329.2","2173","836.39","914.51","146.19","22156","716","767"
"1989","66 and older","Employed","1276.83","927.04","43","562","741","1534","2386","3408.67","1013.79","1539.87","245.33","3408.67","784","1363.33337402344"
"1989","66 and older","Not Employed","868.74","784","935","480","598","1023","1363.33","2215.33","840.64","896.84","81","6817.33","767","821.785705566406"
"1990","16-34 y.","Employed","1049.24","983.18","2651","562.5","760.42","1258.46","1534","2556","1027.27","1071.21","0","12782.5","920","954.666687011719"
"1990","16-34 y.","Not Employed","849.62","767","879","452.31","570","1022.4","1329.2","2414.44","822.07","877.17","0","5113","688.461547851562","750"
"1990","35-65 y.","Employed","1146.99","1023","3241","624.78","805.5","1363.33","1764","2897.33","1126.82","1167.16","0","11620.3","988.666687011719","1022.5"
"1990","35-65 y.","Not Employed","906.13","822.61","1360","447.5","625","1056.67","1363.33","2373.93","878","934.26","102","12782.5","767","818"
"1990","66 and older","Employed","1185.36","944.7","43","511","682","1390.8","1704","5113","888.29","1482.43","363","5113","852","1363.33337402344"
"1990","66 and older","Not Employed","918.09","818","968","511","630.67","1073.67","1416.5","2301","876.4","959.78","0","12782.5","818","869"
"1991","16-34 y.","Employed","1075.58","1022.38","2617","572.8","767","1283.33","1636","2556","1058.47","1092.69","90.29","5112.67","949.642883300781","994.444458007812"
"1991","16-34 y.","Not Employed","873.09","791.75","861","460","609.6","1052","1329.2","2045.2","848.2","897.98","90.29","4008.4","744.782653808594","795.555603027344"
"1991","35-65 y.","Employed","1201.78","1095.71","3277","647.33","824.52","1431.5","1840.8","3068","1183.17","1220.39","90.29","6817.33","1022.5","1040.71435546875"
"1991","35-65 y.","Not Employed","946.09","857.04","1280","501","665","1150.5","1431.33","2556.5","922.87","969.31","90.29","4260.67","818","852"
"1991","66 and older","Employed","1106.79","893.22","38","511","767","1288.4","2045.33","3408.67","879.79","1333.79","182","3408.67","844","1193.33337402344"
"1991","66 and older","Not Employed","941.89","869","973","511.5","681","1139.33","1432","2147","916.29","967.49","77","3329","869","920.5"
"1992","16-34 y.","Employed","1016.8","938.53","3741","537","710","1252.5","1556.09","2301","1003.31","1030.29","0","5624","858.799987792969","895"
"1992","16-34 y.","Not Employed","870.21","801.28","1109","439.58","608.57","1022.67","1339.05","2249.6","848.53","891.89","163.6","3323.5","745.833312988281","795.555603027344"
"1992","35-65 y.","Employed","1149.26","1022.67","5045","579.33","767","1380.67","1790","3067.6","1134.36","1164.16","147.2","7669","920","954.666687011719"
"1992","35-65 y.","Not Employed","914.39","852","1635","477.33","626","1124.67","1376.54","2556.5","894.04","934.74","119.33","5794.67","767","818"
"1992","66 and older","Employed","1184.63","1002.45","37","818","886","1534","1704","2215.33","1047.54","1321.72","545.33","2215.33","895","1278"
"1992","66 and older","Not Employed","924.33","818","1381","501","614","1089.33","1509","2505","900.29","948.37","128","6283","769.333312988281","818"
"1993","16-34 y.","Employed","1096.66","1022.67","3630","562.5","767","1355","1704","2556","1082.4","1110.92","116.4","4090","973.8095703125","1005.71435546875"
"1993","16-34 y.","Not Employed","919.82","820.26","1126","460","622.61","1093.33","1452","3067.6","894.21","945.43","102","5752","767","803.428588867188"
"1993","35-65 y.","Employed","1263.46","1125","4764","654.4","852","1505.56","2030","3408.67","1247.13","1279.79","116.4","8521.67","1022.66668701172","1051.11108398438"
"1993","35-65 y.","Not Employed","945.89","852","1752","487.14","629.33","1124.67","1431.33","2468.57","916.79","974.99","26","14316","784","818"
"1993","66 and older","Employed","1170.05","1020.31","34","613.5","767","1431.33","2045.33","2454","977.42","1362.68","477.33","2454","818","1363.33337402344"
"1993","66 and older","Not Employed","979.17","886","1380","532","682","1158.67","1563.33","2386","956.46","1001.88","98","3272","852","895"
"1994","16-34 y.","Employed","1152.62","1073.5","3492","614","818","1406","1779.2","2556.67","1136.44","1168.8","102","7771.33","1022.40002441406","1022.77783203125"
"1994","16-34 y.","Not Employed","939.76","852.08","1166","472.31","639.06","1111.3","1460.86","2556.5","913.12","966.4","116","7669.5","802.666687011719","838.400024414062"
"1994","35-65 y.","Employed","1302.39","1158.67","4540","666.96","886","1534","2045.33","3408.67","1284.63","1320.15","136.33","10226","1073.5","1104.40002441406"
"1994","35-65 y.","Not Employed","959.34","886","1829","511","682","1158.67","1466","2556","940.76","977.92","136.33","5113","818","852"
"1994","66 and older","Employed","1288.78","1125.72","37","613.33","954.67","1704","1902","3068","1087.96","1489.6","426","3068","963","1329.33337402344"
"1994","66 and older","Not Employed","1021.48","946","1407","601","750","1193.33","1572","2454","999.27","1043.69","102","3426","927.333312988281","982"
"1995","16-34 y.","Employed","1174.91","1090.67","3443","639","838.4","1431.33","1790","2726.67","1158.34","1191.48","158.1","8034.76","1022.66668701172","1065"
"1995","16-34 y.","Not Employed","961.34","852.08","1297","458.28","613.5","1138.67","1499.67","2840.56","929.81","992.87","205","15338.67","818","852.222229003906"
"1995","35-65 y.","Employed","1342.02","1193.33","4661","713.49","920","1559.5","2052.5","3579.33","1322.82","1361.22","163.33","15338.67","1090.66662597656","1124.80004882812"
"1995","35-65 y.","Not Employed","1068.69","920","1873","511","682","1193.33","1534","6084","1039.67","1097.71","198.89","12498","858.799987792969","895"
"1995","66 and older","Employed","1640.63","1278","38","767","1022.67","2215.33","3408.67","3408.67","1365.99","1915.27","374.67","3408.67","1022.66668701172","1704"
"1995","66 and older","Not Employed","1121.8","1022.67","1420","647","818","1278","1704","2556.5","1094.29","1149.31","72","11930","1022.5","1022.66668701172"
"1996","16-34 y.","Employed","1197.2","1107.78","3358","625","852","1432","1836.67","2795.33","1178.35","1216.05","87","11930","1066.95654296875","1095.71435546875"
"1996","16-34 y.","Not Employed","991.36","912.86","1217","511.5","706.19","1163","1460.71","2726.67","961.37","1021.35","148.33","12782.5","876.666687011719","920.400024414062"
"1996","35-65 y.","Employed","1355.71","1200.87","4671","716","929.7","1568","2113.33","3408.67","1336.13","1375.29","98.46","12782.5","1123","1150.5"
"1996","35-65 y.","Not Employed","1059.23","971.5","1784","521.33","716","1254.67","1534","2950","1036.82","1081.64","78","7669","887.419372558594","929.696960449219"
"1996","66 and older","Employed","1389.8","1300.54","48","698","1022.67","1704","2045.33","2692.67","1217.85","1561.75","409.33","2692.67","1028","1578"
"1996","66 and older","Not Employed","1129.91","1023","1424","664.5","819.33","1320","1704","2556.67","1102.88","1156.94","153","10226","1022.66668701172","1056.66662597656"
"1997","16-34 y.","Employed","1215","1136.11","3220","681.67","880.56","1448.67","1790","2812","1197.79","1232.21","153","7908","1095.71435546875","1136.11108398438"
"1997","16-34 y.","Not Employed","986.53","880.56","1267","511.5","677.83","1193.33","1460.95","2658.8","959.03","1014.03","221.33","8129.5","858.799987792969","920"
"1997","35-65 y.","Employed","1356.37","1227","4596","716","925.24","1585","2096","3408.67","1337.93","1374.81","245.6","13634.67","1144","1176"
"1997","35-65 y.","Not Employed","1072.18","983.08","1814","547","716","1278","1568","2726.67","1044.68","1099.68","208.21","13634.67","920","954.666687011719"
"1997","66 and older","Employed","1404.09","1385.86","50","767","869","1749","2556","2556.67","1237.66","1570.52","349","2556.67","958.5","1534"
"1997","66 and older","Not Employed","1142.99","1030","1481","665","852","1305.33","1759","2556.67","1120.82","1165.16","179","3749.33","1023","1066.66662597656"
"1998","16-34 y.","Employed","1212.92","1136.11","3334","657.43","852.38","1466","1790","3068","1195.97","1229.87","232.78","6817.33","1107.619140625","1136.11108398438"
"1998","16-34 y.","Not Employed","981.4","876.67","1334","511","673.33","1186","1534","2678.1","956.96","1005.84","204.4","4090","858.799987792969","908.888916015625"
