"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","16-34 y.","direct migration background","666.21","614","1356","326.67","449.39","818","1023","1790","650.45","681.97","32.08","3647.27","568.333374023438","608.571472167969"
"1984","16-34 y.","indirect migration background","685.38","647.41","94","460","537","818","1022.67","1222.61","635.98","734.78","204.4","1448.67","588","682"
"1984","16-34 y.","no migration background","787.45","716","2941","409","539.44","937.33","1193","2045.33","768","806.9","0","15395","710","730.476196289062"
"1984","35-65 y.","direct migration background","757.79","681.98","1931","378.5","511.2","901.5","1145.2","2331","731.18","784.4","75.93","13634.67","625","663.421081542969"
"1984","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1984","35-65 y.","no migration background","849.3","755.65","4033","435","579.33","1000.43","1304","2386","831.09","867.51","2.67","15395","750","767"
"1984","66 and older","direct migration background","661.18","626.99","31","238.67","409.33","818","1261.33","1350","542.31","780.05","199","1350","409.333343505859","767"
"1984","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1984","66 and older","no migration background","767.32","647.33","1151","374.67","494","852","1124.67","2045","695.63","839.01","40.8","28018.67","642","682"
"1985","16-34 y.","direct migration background","709.94","639","1119","365.24","474.76","869","1124.67","1636","685.13","734.75","127.92","10865","584.285705566406","613.599975585938"
"1985","16-34 y.","indirect migration background","715.29","715.86","112","409.2","511.5","920.4","1022.5","1124.8","667.22","763.36","232.42","1370.4","555.652160644531","716"
"1985","16-34 y.","no migration background","804.2","756.8","2763","409","559.33","994.44","1193.33","1966.54","788.18","820.22","0","7669.5","738.333374023438","767"
"1985","35-65 y.","direct migration background","766.85","695.2","1698","400","537","920.4","1150.5","1984","742.53","791.17","0","13805","639.166625976562","672.631591796875"
"1985","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1985","35-65 y.","no migration background","865.54","779.13","3738","444.78","588","1022.67","1363.33","2301","850.67","880.41","0","7669.5","767","801"
"1985","66 and older","direct migration background","699.79","628.39","35","248.67","481","818","1363.33","1704","569.55","830.03","153","1704","511","767"
"1985","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1985","66 and older","no migration background","750.35","682","993","383","511","890","1176","2215.33","723.59","777.11","87","7669.5","682","722.666687011719"
"1986","16-34 y.","direct migration background","737.24","682","1069","383.57","526.67","895","1124.67","1874.67","720.27","754.21","0","2352","639.166625976562","681.666687011719"
"1986","16-34 y.","indirect migration background","752.52","715.96","123","409","562.33","920.4","1022.67","1534","701.72","803.32","163.6","1537.33","583","741.5"
"1986","16-34 y.","no migration background","839.57","792.5","2714","438.21","596.67","1022.67","1278","1874.67","823.99","855.15","77","9203.5","779.047668457031","818"
"1986","35-65 y.","direct migration background","789.69","730.48","1651","409","555.65","946","1217.14","2045","773.08","806.3","0","4672.07","682","729.200012207031"
"1986","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1986","35-65 y.","no migration background","924.94","823.89","3543","466.96","613.6","1063.6","1380.5","2414.44","897.09","952.79","0","24595","818","852"
"1986","66 and older","direct migration background","744.49","678.2","44","205","562","869","1363.33","2386","613.1","875.88","0","2386","606.666687011719","852"
"1986","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1986","66 and older","no migration background","816.16","708.47","946","410.67","552","920","1176","2284","741.2","891.12","0","24595","698.666687011719","766"
"1987","16-34 y.","direct migration background","764.61","711.67","1057","397.78","511.33","954.67","1124.8","1908.67","740.36","788.86","0","6086.67","647.333312988281","693.928588867188"
"1987","16-34 y.","indirect migration background","854.55","837.69","138","404.58","603.2","1022.67","1100.67","6391","762.04","947.06","194.4","6391","628","741.5"
"1987","16-34 y.","no migration background","874.31","818","2692","460","617.92","1028.57","1295.33","2086","858.43","890.19","0","9203.5","797.599975585938","825.357177734375"
"1987","35-65 y.","direct migration background","822.81","748.21","1658","420","568","994.44","1227.33","2045","802.58","843.04","0","6391","707.222229003906","741.5"
"1987","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1987","35-65 y.","no migration background","963.12","852","3457","510","654.4","1124.67","1457","2556","936.05","990.19","102","22156","852","869"
"1987","66 and older","direct migration background","840.25","705.97","53","337.33","613.33","1022.67","1380","3068","694.96","985.54","153","3068","636","869"
"1987","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1987","66 and older","no migration background","820.25","751.17","972","443.33","560","997","1278","2215.33","791.79","848.71","0","6817.33","733","784"
"1988","16-34 y.","direct migration background","795.55","730.48","995","435","553.75","954.67","1193.33","1926","773.92","817.18","140.5","7243.33","681.666625976562","709.354858398438"
"1988","16-34 y.","indirect migration background","719.06","666.18","189","402.73","550.77","937.33","1073.5","1295.33","682.84","755.28","191.88","1406","596.666687011719","715.666687011719"
"1988","16-34 y.","no migration background","910.01","852.22","2521","472.31","638.89","1090.67","1363.33","2386","891.18","928.84","0","10226","831.304382324219","869"
"1988","35-65 y.","direct migration background","824.95","762.48","1559","436.18","579.33","1022.38","1278","1840.8","808.11","841.79","136.67","7243.33","710","750"
"1988","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1988","35-65 y.","no migration background","975.52","889.26","3314","511.33","681.67","1150.5","1534","2454","956.35","994.69","136.67","10226","885.454528808594","912.666687011719"
"1988","66 and older","direct migration background","873.57","671.04","59","443.33","591","920","1329.33","6135.33","656.47","1090.67","193.33","6135.33","637.333312988281","785"
"1988","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1988","66 and older","no migration background","868.61","757.77","950","467.33","583","1022.5","1329","2556.67","810.76","926.46","79","17895","750","801.333312988281"
"1989","16-34 y.","direct migration background","809.39","754.5","934","435","560","981.6","1193.33","2045.2","789.38","829.4","161","2911.67","695.200012207031","738.333374023438"
"1989","16-34 y.","indirect migration background","770","697.27","222","460","552","960.24","1150.5","1680","727.78","812.22","201","2086","682","803.571472167969"
"1989","16-34 y.","no migration background","946.5","886","2479","511.2","672.63","1150.5","1420","2249.6","930.2","962.8","0","5113","869","920"
"1989","35-65 y.","direct migration background","879.98","784","1537","460","610.32","1051.11","1363.33","2471.33","862.26","897.7","146.19","4090.67","750","782"
"1989","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1989","35-65 y.","no migration background","1040.95","947.33","3150","538.42","711.3","1227.33","1568","2556","1014.62","1067.28","0","22156","920.5","971"
"1989","66 and older","direct migration background","928.81","798.59","65","434.5","614","1227","1534","3408.67","789.01","1068.61","183.33","3408.67","689.200012207031","886"
"1989","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1989","66 and older","no migration background","881.72","784","909","486","598","1023","1380","2386","851.39","912.05","81","6817.33","784","843.5"
"1990","16-34 y.","direct migration background","833.06","754.76","908","462.38","582.22","1004.29","1278","1988.33","809.19","856.93","161","5112.92","716","750"
"1990","16-34 y.","indirect migration background","810.26","764.02","264","456.43","562.5","971.5","1329.33","1840.5","767.14","853.38","179","2840.56","750","823.888916015625"
"1990","16-34 y.","no migration background","901.4","823.62","4042","409.44","560","1125","1424.29","2373.93","884.63","918.17","0","12782.5","681.666625976562","710"
"1990","35-65 y.","direct migration background","892.5","818","1623","447.5","596.67","1056.67","1363.33","2301","870.48","914.52","102","7866.15","767","818"
"1990","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1990","35-65 y.","no migration background","970.32","869","5228","438.21","613.33","1193.33","1597.92","2572","955.04","985.6","0","12782.5","716","747.307739257812"
"1990","66 and older","direct migration background","818.15","716","100","340.67","497.33","976","1513","1806.67","721.82","914.48","187","3119","625","786.538513183594"
"1990","66 and older","indirect migration background","","","","","","","","","","","","","",""
"1990","66 and older","no migration background","817.23","720.8","1336","286","511","1022.67","1363.33","2301","782.36","852.1","0","12782.5","664.5","697.333312988281"
"1991","16-34 y.","direct migration background","869.73","809.44","869","460","617.24","1056.67","1363.33","1874.67","848.12","891.34","90.29","2215.33","766.666687011719","809.444458007812"
"1991","16-34 y.","indirect migration background","821.65","818","301","435.56","609.6","965.56","1278","1661.5","783.63","859.67","170.56","2284","786.538513183594","852"
"1991","16-34 y.","no migration background","946.36","852.22","3837","460","613.5","1193.33","1534","2454.4","932.04","960.68","56.67","5112.67","767","803.333374023438"
"1991","35-65 y.","direct migration background","954.36","852.01","1575","511.3","654.4","1124.8","1448.4","2863","935.31","973.41","90.29","5112.67","818","848.799987792969"
"1991","35-65 y.","indirect migration background","","","","","","","","","","","","","",""
"1991","35-65 y.","no migration background","1020.85","908.93","5160","485.5","644.78","1278","1670","2726.67","1006.48","1035.22","56.67","6817.33","796","825.5"
"1991","66 and older","direct migration background","853.69","715.21","118","345","511.5","1005.33","1534","1943","767.42","939.96","210","3323","639","818"
"1991","66 and older","indirect migration background","","","","","","","","","","","","","",""
