"year","e11102","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","Female","869.2","818","2728","485.5","613.6","1022.67","1295.33","2113.33","851.26","887.14","2.67","13634.67","767","797.599975585938"
"1984","Employed","Male","860.35","767","4441","449.13","593.2","1022.4","1278","2386","842.87","877.83","2.67","15395","716","750"
"1984","Not Employed","Female","713.83","615.25","3149","365.36","476","818","1023","2045","688.67","738.99","0","28018.67","590","613.5"
"1984","Not Employed","Male","761.22","665","1241","374","511","852.22","1124.8","2045","710.67","811.77","40.8","28018.67","613.599975585938","647.333312988281"
"1985","Employed","Female","901.81","843.5","2502","482.78","639","1056.67","1363.33","2334.67","882.31","921.31","0","10865","803.333374023438","831"
"1985","Employed","Male","873.6","818","3988","462.5","608.57","1023","1295.33","2301","858.66","888.54","0","13805","766.666687011719","779.047668457031"
"1985","Not Employed","Female","712.48","657.14","2818","366.67","490.67","852","1107.78","1789.5","698.72","726.24","0","7669.5","613.333312988281","630.666687011719"
"1985","Not Employed","Male","757.2","682","1172","377.69","511.33","903.33","1186","2215.33","733.16","781.24","0","7669.5","622.666687011719","682"
"1986","Employed","Female","954.48","869","2483","511.3","672.63","1090.67","1363.33","2301","923.3","985.66","0","24595","843.5","855.333312988281"
"1986","Employed","Male","919.64","852","3880","495.6","639","1074","1363.33","2250","901.79","937.49","0","22723.89","803.333374023438","818"
"1986","Not Employed","Female","752.27","682","2612","398.93","511.33","895","1149","1874.67","729.15","775.39","0","24595","647.333312988281","682"
"1986","Not Employed","Male","819.83","716","1141","409.33","535","946","1212","2454","769.15","870.51","0","24595","674.799987792969","716"
"1987","Employed","Female","979.61","895","2534","511.3","682","1125","1420","2624.67","951.34","1007.88","0","22156","852","886"
"1987","Employed","Male","962.34","869","3904","511.43","681.67","1124.67","1420","2556","942.58","982.1","0","22156","818","852"
"1987","Not Employed","Female","777.21","716","2533","417","539.44","920","1193.33","1908.67","761.55","792.87","0","6086.67","681.851867675781","710"
"1987","Not Employed","Male","816.96","750","1082","426.11","545.33","1022.4","1278","2045.33","792","841.92","0","6391","682","716"
"1988","Employed","Female","1000.96","920","2467","511.5","710","1193.33","1515.71","2556","977.88","1024.04","51","17895","880.555603027344","920"
"1988","Employed","Male","993.82","908.89","3723","519.38","682","1158.67","1534","2556","975","1012.64","0","17895","852","869"
"1988","Not Employed","Female","799.16","716","2376","419","562","954.67","1201.5","2045","780.74","817.58","20","10226","682","716"
"1988","Not Employed","Male","837.25","767","1047","409","562.5","1022.67","1295.33","2556","812.17","862.33","0","5112.67","716","767"
"1989","Employed","Female","1042.32","972.8","2448","562","733","1227.33","1534","2556","1018.27","1066.37","0","22156","920","958.5"
"1989","Employed","Male","1036.09","954.67","3581","562.5","730.48","1227.33","1534","2556","1020.61","1051.57","0","10226","886.190490722656","920"
"1989","Not Employed","Female","833.39","755.3","2269","438.29","572.5","1001.25","1295.33","2130.56","815.31","851.47","81","10226","716","750"
"1989","Not Employed","Male","910.74","818","1027","466.96","601","1056.67","1363.33","2215.67","862.17","959.31","0","22156","750","818"
"1990","Employed","Female","1104.87","1022.67","2445","608.57","792.5","1295.33","1661.5","2726.67","1080.34","1129.4","0","11620.3","973.8095703125","1022.40002441406"
