"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Baden-Württemberg","Female","800.31","702.97","1077","383.5","511.33","920","1186.79","1917.5","739.87","860.75","26","28018.67","681.90478515625","716"
"1984","Baden-Württemberg","Male","905.89","766.67","1070","431.07","572.38","994.44","1261.33","3323","841.53","970.25","82","28018.67","716","766.666687011719"
"1984","Bavaria","Female","777.15","692.21","1035","409","511.5","933.48","1193.33","2045.33","750.69","803.61","2.67","6817.33","682","716"
"1984","Bavaria","Male","805.96","716","932","409.2","552","954.67","1227.2","2301","777.69","834.23","2.67","6817.33","682","730.476196289062"
"1984","Berlin","Female","890.76","818","202","470","614","1051.11","1363.33","2147.33","834.81","946.71","157.44","2454.4","716","852.380981445312"
"1984","Berlin","Male","975.52","917.74","191","517","682","1193.33","1585.33","2454.4","916.92","1034.12","157.44","2556","779.5","920"
"1984","Brandenburg","Female","","","","","","","","","","","","","",""
"1984","Brandenburg","Male","","","","","","","","","","","","","",""
"1984","Bremen","Female","675.71","649.75","63","361","511.33","818","1022.67","2272.22","596.72","754.7","179","2272.22","560","682"
"1984","Bremen","Male","656.22","613.6","58","307","409.33","818","1022.67","2272.22","572.56","739.88","243.33","2272.22","559.333312988281","682"
"1984","Hamburg","Female","800.24","719.53","155","477.33","613.5","920","1158.67","2045.33","749.33","851.15","231.88","2113.33","675","800.434814453125"
"1984","Hamburg","Male","851.85","793.61","148","511","639","937.14","1261.33","2045.33","796.75","906.95","277.43","2113.33","716","852.121215820312"
"1984","Hesse","Female","827.24","716","601","373.46","511.5","994.44","1278","2386","775.26","879.22","102","9715","639.285705566406","716"
"1984","Hesse","Male","854.02","755.15","609","458.97","584.29","1022.67","1329.33","2045","811.58","896.46","167","6817.33","682","750"
"1984","Lower Saxony","Female","780.16","681.7","584","391.33","511","900","1150.5","2045","715.46","844.86","123","15395","635.333312988281","702.916625976562"
"1984","Lower Saxony","Male","850.12","716","564","409","537","908","1193.33","2505","766.13","934.11","201","15395","674.799987792969","736.400024414062"
"1984","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"1984","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"1984","North Rhine-Westphalia","Female","758.06","682","1560","389.52","511.25","920","1193.33","2130.56","738.41","777.71","75.93","6135.5","639","674.799987792969"
"1984","North Rhine-Westphalia","Male","817.43","730.33","1535","412.26","560","971","1227.2","2556","795.44","839.42","75.93","6135.5","681.666687011719","712.142883300781"
"1984","Rhineland-Palatinate,Saarland","Female","708.82","639","412","389.52","483","852","1084","2045","673.97","743.67","68.33","4394","613.599975585938","682"
"1984","Rhineland-Palatinate,Saarland","Male","742.26","682","397","389.52","511.43","879.33","1193.33","2045","706.75","777.77","68.33","4394","645.789489746094","697.272766113281"
"1984","Saxony","Female","","","","","","","","","","","","","",""
"1984","Saxony","Male","","","","","","","","","","","","","",""
"1984","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
