"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","general elemantary","4.4","4.33","694","2.67","3.67","5.33","6","7","4.31","4.49","1","7","4.33333349227905","4.33333349227905"
"2005","(Married) couple without C.","higher education","3.81","3.67","1660","2","3","4.67","5.33","6.67","3.75","3.87","1","7","3.66666674613953","4"
"2005","(Married) couple without C.","higher vocational","3.91","4","562","2.33","3","4.67","5.33","6.33","3.81","4.01","1","6.67","4","4"
"2005","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","inadequately","3.92","3.81","62","2","3","5","5.67","7","3.57","4.27","1.33","7","3.66666674613953","4.66666650772095"
"2005","(Married) couple without C.","middle vocational","4.1","4","3663","2.33","3.33","5","5.67","7","4.06","4.14","1","7","4","4"
"2005","(Married) couple without C.","vocational + Abi","4.01","4","352","2.67","3.33","4.67","5.67","7","3.88","4.14","1","7","3.66666674613953","4"
"2005","1-pers.-HH","general elemantary","4.18","4","433","2.33","3.33","5","5.67","7","4.06","4.3","1","7","4","4.33333349227905"
"2005","1-pers.-HH","higher education","3.79","4","560","2.33","3","4.67","5.33","6.67","3.69","3.89","1","7","3.66666674613953","3.66666674613953"
"2005","1-pers.-HH","higher vocational","3.87","4","197","2.33","3","4.67","5.67","7","3.69","4.05","1","7","3.66666674613953","4.33333349227905"
"2005","1-pers.-HH","in school","","","","","","","","","","","","","",""
"2005","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"2005","1-pers.-HH","middle vocational","3.91","4","1546","2.33","3","4.67","5.67","7","3.85","3.97","1","7","3.66666674613953","4"
"2005","1-pers.-HH","vocational + Abi","3.75","3.67","178","2.33","2.67","4.33","5.33","7","3.57","3.93","1","7","3.33333325386047","4"
"2005","Couple + C. GT 16 ","general elemantary","3.95","4","430","2.33","3.33","4.67","5.33","6.5","3.84","4.06","1","7","4","4"
"2005","Couple + C. GT 16 ","higher education","3.89","4","630","2.33","3","4.67","5.33","6.33","3.8","3.98","1","7","3.66666674613953","4"
"2005","Couple + C. GT 16 ","higher vocational","3.82","4","209","2.33","3","4.67","5.33","6.33","3.66","3.98","1.33","7","3.66666674613953","4"
"2005","Couple + C. GT 16 ","in school","3.87","4","268","2.33","3","4.67","5.33","6.33","3.73","4.01","1","6.67","3.33333325386047","4"
"2005","Couple + C. GT 16 ","inadequately","4.27","4.33","45","3","3.33","5","6","6.67","3.87","4.67","1","7","4","5"
