"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","indirect migration background","Urban Area","3.61","3.67","579","2","2.67","4.33","5.33","6.33","3.51","3.71","1","7","3.66666674613953","3.66666674613953"
"2013","no migration background","Rural Area","3.79","3.67","6134","2.33","3","4.67","5.33","6.67","3.76","3.82","1","7","3.66666674613953","3.66666674613953"
"2013","no migration background","Urban Area","3.74","3.67","10363","2","3","4.67","5.33","6.67","3.72","3.76","1","7","3.66666674613953","3.66666674613953"
"2014","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2014","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2014","no migration background","Rural Area","","","","","","","","","","","","","",""
"2014","no migration background","Urban Area","","","","","","","","","","","","","",""
"2015","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2015","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2015","no migration background","Rural Area","","","","","","","","","","","","","",""
"2015","no migration background","Urban Area","","","","","","","","","","","","","",""
"2016","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2016","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2016","no migration background","Rural Area","","","","","","","","","","","","","",""
"2016","no migration background","Urban Area","","","","","","","","","","","","","",""
"2017","direct migration background","Rural Area","3.91","4","2003","2.33","3","4.67","5.67","7","3.85","3.97","1","7","3.66666674613953","4"
"2017","direct migration background","Urban Area","3.92","4","5284","2.33","3","4.67","5.67","6.67","3.89","3.95","1","7","3.66666674613953","3.66666674613953"
"2017","indirect migration background","Rural Area","3.77","3.67","305","2.33","2.67","5","5.33","6.33","3.62","3.92","1","7","3.66666674613953","4"
"2017","indirect migration background","Urban Area","3.87","4","1410","2.33","3","4.67","5.33","6.67","3.81","3.93","1","7","4","4"
"2017","no migration background","Rural Area","3.83","3.67","7922","2.33","3","4.67","5.33","6.67","3.8","3.86","1","7","3.66666674613953","3.66666674613953"
"2017","no migration background","Urban Area","3.77","3.67","12402","2","3","4.67","5.33","6.67","3.75","3.79","1","7","3.66666674613953","3.66666674613953"
"2018","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2018","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2018","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2018","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2018","no migration background","Rural Area","","","","","","","","","","","","","",""
"2018","no migration background","Urban Area","","","","","","","","","","","","","",""
"2019","direct migration background","Rural Area","3.81","4","985","2","3","4.67","5.33","6.33","3.73","3.89","1","7","3.66666674613953","4"
"2019","direct migration background","Urban Area","3.69","3.67","2682","2","2.67","4.67","5.33","6.67","3.64","3.74","1","7","3.66666674613953","3.66666674613953"
"2019","indirect migration background","Rural Area","3.61","3.67","326","2.33","2.67","4","5.33","7","3.47","3.75","1","7","3.33333325386047","3.66666674613953"
"2019","indirect migration background","Urban Area","3.62","3.67","1269","2","2.67","4.33","5.33","6.67","3.55","3.69","1","7","3.66666674613953","3.66666674613953"
"2019","no migration background","Rural Area","3.63","3.67","7555","2","2.67","4.33","5.33","6.67","3.6","3.66","1","7","3.66666674613953","3.66666674613953"
"2019","no migration background","Urban Area","3.53","3.33","11484","2","2.67","4.33","5.33","6.67","3.51","3.55","1","7","3.33333325386047","3.33333325386047"
