"plh0111","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Very important","1991","16-34 y.","Full Time","","","",""
"Very important","1991","16-34 y.","Part Time","","","",""
"Very important","1991","16-34 y.","Not Working","","","",""
"Very important","1991","35-65 y.","Full Time","","","",""
"Very important","1991","35-65 y.","Part Time","","","",""
"Very important","1991","35-65 y.","Not Working","","","",""
"Very important","1991","66 and older","Full Time","","","",""
"Very important","1991","66 and older","Part Time","","","",""
"Very important","1991","66 and older","Not Working","","","",""
"Important","1991","16-34 y.","Full Time","","","",""
"Important","1991","16-34 y.","Part Time","","","",""
"Important","1991","16-34 y.","Not Working","","","",""
"Important","1991","35-65 y.","Full Time","","","",""
"Important","1991","35-65 y.","Part Time","","","",""
"Important","1991","35-65 y.","Not Working","","","",""
"Important","1991","66 and older","Full Time","","","",""
"Important","1991","66 and older","Part Time","","","",""
"Important","1991","66 and older","Not Working","","","",""
"Less important","1991","16-34 y.","Full Time","","","",""
"Less important","1991","16-34 y.","Part Time","","","",""
"Less important","1991","16-34 y.","Not Working","","","",""
"Less important","1991","35-65 y.","Full Time","","","",""
"Less important","1991","35-65 y.","Part Time","","","",""
"Less important","1991","35-65 y.","Not Working","","","",""
"Less important","1991","66 and older","Full Time","","","",""
"Less important","1991","66 and older","Part Time","","","",""
"Less important","1991","66 and older","Not Working","","","",""
"Quite unimportant","1991","16-34 y.","Full Time","","","",""
"Quite unimportant","1991","16-34 y.","Part Time","","","",""
"Quite unimportant","1991","16-34 y.","Not Working","","","",""
"Quite unimportant","1991","35-65 y.","Full Time","","","",""
"Quite unimportant","1991","35-65 y.","Part Time","","","",""
"Quite unimportant","1991","35-65 y.","Not Working","","","",""
"Quite unimportant","1991","66 and older","Full Time","","","",""
"Quite unimportant","1991","66 and older","Part Time","","","",""
"Quite unimportant","1991","66 and older","Not Working","","","",""
"Very important","1992","16-34 y.","Full Time","18","","",""
"Very important","1992","16-34 y.","Part Time","21","","",""
"Very important","1992","16-34 y.","Not Working","25","","",""
"Very important","1992","35-65 y.","Full Time","76","0.023323132727582","0.0180458070881468","0.0286004583670171"
"Very important","1992","35-65 y.","Part Time","19","","",""
"Very important","1992","35-65 y.","Not Working","30","0.0237135650594931","0.0155362765058008","0.0318908536131853"
"Very important","1992","66 and older","Full Time","","","",""
"Very important","1992","66 and older","Part Time","","","",""
"Very important","1992","66 and older","Not Working","24","","",""
"Important","1992","16-34 y.","Full Time","259","0.123949713754456","0.110101117867724","0.137798309641187"
"Important","1992","16-34 y.","Part Time","149","0.153802581030288","0.130910168490558","0.176694993570017"
"Important","1992","16-34 y.","Not Working","142","0.177631557771251","0.15124554000868","0.204017575533822"
"Important","1992","35-65 y.","Full Time","515","0.169772783018269","0.156645419313232","0.182900146723306"
"Important","1992","35-65 y.","Part Time","171","0.158305688496089","0.137116168351637","0.179495208640541"
"Important","1992","35-65 y.","Not Working","168","0.130239720155756","0.112151585477859","0.148327854833653"
"Important","1992","66 and older","Full Time","2","","",""
"Important","1992","66 and older","Part Time","4","","",""
"Important","1992","66 and older","Not Working","150","0.123117692929414","0.105718916982596","0.140516468876233"
"Less important","1992","16-34 y.","Full Time","1246","0.560342767175041","0.539483336220282","0.581202198129799"
"Less important","1992","16-34 y.","Part Time","507","0.533730198025598","0.502074387628977","0.565386008422219"
"Less important","1992","16-34 y.","Not Working","435","0.52493814393877","0.490462711977469","0.55941357590007"
"Less important","1992","35-65 y.","Full Time","1670","0.525480856642671","0.508020612215295","0.542941101070046"
"Less important","1992","35-65 y.","Part Time","574","0.500992950800773","0.471968446367175","0.530017455234372"
"Less important","1992","35-65 y.","Not Working","581","0.437745669950591","0.411083247558631","0.464408092342551"
"Less important","1992","66 and older","Full Time","5","","",""
"Less important","1992","66 and older","Part Time","13","","",""
"Less important","1992","66 and older","Not Working","431","0.307535168675864","0.283098946681792","0.331971390669936"
"Quite unimportant","1992","16-34 y.","Full Time","652","0.304655134274941","0.285312178569728","0.323998089980154"
"Quite unimportant","1992","16-34 y.","Part Time","277","0.280462838227529","0.251956713542771","0.308968962912286"
"Quite unimportant","1992","16-34 y.","Not Working","204","0.260933332132139","0.230616266899756","0.291250397364522"
"Quite unimportant","1992","35-65 y.","Full Time","881","0.281423227611478","0.265699281098213","0.297147174124743"
"Quite unimportant","1992","35-65 y.","Part Time","376","0.324464979452937","0.297287854325911","0.351642104579963"
"Quite unimportant","1992","35-65 y.","Not Working","551","0.408301044834159","0.381885296560548","0.43471679310777"
"Quite unimportant","1992","66 and older","Full Time","3","","",""
"Quite unimportant","1992","66 and older","Part Time","7","","",""
"Quite unimportant","1992","66 and older","Not Working","765","0.552583879051899","0.52625437207758","0.578913386026217"
"Very important","1993","16-34 y.","Full Time","","","",""
"Very important","1993","16-34 y.","Part Time","","","",""
"Very important","1993","16-34 y.","Not Working","","","",""
"Very important","1993","35-65 y.","Full Time","","","",""
"Very important","1993","35-65 y.","Part Time","","","",""
"Very important","1993","35-65 y.","Not Working","","","",""
"Very important","1993","66 and older","Full Time","","","",""
"Very important","1993","66 and older","Part Time","","","",""
"Very important","1993","66 and older","Not Working","","","",""
"Important","1993","16-34 y.","Full Time","","","",""
"Important","1993","16-34 y.","Part Time","","","",""
"Important","1993","16-34 y.","Not Working","","","",""
"Important","1993","35-65 y.","Full Time","","","",""
"Important","1993","35-65 y.","Part Time","","","",""
"Important","1993","35-65 y.","Not Working","","","",""
"Important","1993","66 and older","Full Time","","","",""
"Important","1993","66 and older","Part Time","","","",""
"Important","1993","66 and older","Not Working","","","",""
"Less important","1993","16-34 y.","Full Time","","","",""
"Less important","1993","16-34 y.","Part Time","","","",""
"Less important","1993","16-34 y.","Not Working","","","",""
"Less important","1993","35-65 y.","Full Time","","","",""
"Less important","1993","35-65 y.","Part Time","","","",""
"Less important","1993","35-65 y.","Not Working","","","",""
"Less important","1993","66 and older","Full Time","","","",""
"Less important","1993","66 and older","Part Time","","","",""
"Less important","1993","66 and older","Not Working","","","",""
"Quite unimportant","1993","16-34 y.","Full Time","","","",""
"Quite unimportant","1993","16-34 y.","Part Time","","","",""
"Quite unimportant","1993","16-34 y.","Not Working","","","",""
"Quite unimportant","1993","35-65 y.","Full Time","","","",""
"Quite unimportant","1993","35-65 y.","Part Time","","","",""
"Quite unimportant","1993","35-65 y.","Not Working","","","",""
"Quite unimportant","1993","66 and older","Full Time","","","",""
"Quite unimportant","1993","66 and older","Part Time","","","",""
"Quite unimportant","1993","66 and older","Not Working","","","",""
"Very important","1994","16-34 y.","Full Time","","","",""
"Very important","1994","16-34 y.","Part Time","","","",""
"Very important","1994","16-34 y.","Not Working","","","",""
"Very important","1994","35-65 y.","Full Time","","","",""
"Very important","1994","35-65 y.","Part Time","","","",""
"Very important","1994","35-65 y.","Not Working","","","",""
"Very important","1994","66 and older","Full Time","","","",""
"Very important","1994","66 and older","Part Time","","","",""
"Very important","1994","66 and older","Not Working","","","",""
"Important","1994","16-34 y.","Full Time","","","",""
"Important","1994","16-34 y.","Part Time","","","",""
"Important","1994","16-34 y.","Not Working","","","",""
"Important","1994","35-65 y.","Full Time","","","",""
"Important","1994","35-65 y.","Part Time","","","",""
"Important","1994","35-65 y.","Not Working","","","",""
"Important","1994","66 and older","Full Time","","","",""
"Important","1994","66 and older","Part Time","","","",""
"Important","1994","66 and older","Not Working","","","",""
"Less important","1994","16-34 y.","Full Time","","","",""
"Less important","1994","16-34 y.","Part Time","","","",""
"Less important","1994","16-34 y.","Not Working","","","",""
"Less important","1994","35-65 y.","Full Time","","","",""
"Less important","1994","35-65 y.","Part Time","","","",""
"Less important","1994","35-65 y.","Not Working","","","",""
"Less important","1994","66 and older","Full Time","","","",""
"Less important","1994","66 and older","Part Time","","","",""
"Less important","1994","66 and older","Not Working","","","",""
"Quite unimportant","1994","16-34 y.","Full Time","","","",""
"Quite unimportant","1994","16-34 y.","Part Time","","","",""
"Quite unimportant","1994","16-34 y.","Not Working","","","",""
"Quite unimportant","1994","35-65 y.","Full Time","","","",""
"Quite unimportant","1994","35-65 y.","Part Time","","","",""
"Quite unimportant","1994","35-65 y.","Not Working","","","",""
"Quite unimportant","1994","66 and older","Full Time","","","",""
"Quite unimportant","1994","66 and older","Part Time","","","",""
"Quite unimportant","1994","66 and older","Not Working","","","",""
"Very important","1995","16-34 y.","Full Time","22","","",""
"Very important","1995","16-34 y.","Part Time","15","","",""
"Very important","1995","16-34 y.","Not Working","22","","",""
"Very important","1995","35-65 y.","Full Time","56","0.019929515265491","0.0148921962957987","0.0249668342351833"
"Very important","1995","35-65 y.","Part Time","14","","",""
"Very important","1995","35-65 y.","Not Working","28","","",""
"Very important","1995","66 and older","Full Time","","","",""
"Very important","1995","66 and older","Part Time","1","","",""
"Very important","1995","66 and older","Not Working","19","","",""
"Important","1995","16-34 y.","Full Time","233","0.109078158235003","0.0954022391112361","0.12275407735877"
"Important","1995","16-34 y.","Part Time","123","0.155759572485166","0.132614812020921","0.178904332949412"
"Important","1995","16-34 y.","Not Working","154","0.1654617677946","0.142866771938112","0.188056763651088"
"Important","1995","35-65 y.","Full Time","469","0.171027180666873","0.157455765306015","0.18459859602773"
"Important","1995","35-65 y.","Part Time","185","0.159070973186926","0.138531013463091","0.179610932910761"
"Important","1995","35-65 y.","Not Working","213","0.145347169087647","0.128039508908735","0.162654829266558"
"Important","1995","66 and older","Full Time","2","","",""
"Important","1995","66 and older","Part Time","4","","",""
"Important","1995","66 and older","Not Working","168","0.120024959775241","0.103127476955212","0.13692244259527"
"Less important","1995","16-34 y.","Full Time","1121","0.562474945771037","0.540711839765983","0.584238051776091"
"Less important","1995","16-34 y.","Part Time","520","0.52584136991525","0.493971414952851","0.55771132487765"
"Less important","1995","16-34 y.","Not Working","572","0.532616384057845","0.502278567550125","0.562954200565565"
"Less important","1995","35-65 y.","Full Time","1638","0.550771435397678","0.532843023775793","0.568699847019563"
"Less important","1995","35-65 y.","Part Time","644","0.533373575957557","0.505356367643771","0.561390784271343"
"Less important","1995","35-65 y.","Not Working","717","0.449789102527822","0.425359901598488","0.474218303457156"
"Less important","1995","66 and older","Full Time","5","","",""
"Less important","1995","66 and older","Part Time","15","","",""
"Less important","1995","66 and older","Not Working","512","0.35887272751668","0.333932902302022","0.383812552731337"
"Quite unimportant","1995","16-34 y.","Full Time","620","0.314501135121258","0.294131544484378","0.334870725758138"
"Quite unimportant","1995","16-34 y.","Part Time","285","0.301065866093781","0.271787884753383","0.330343847434179"
"Quite unimportant","1995","16-34 y.","Not Working","291","0.27902588140949","0.2517535416333","0.30629822118568"
"Quite unimportant","1995","35-65 y.","Full Time","794","0.258271868669959","0.24249636055045","0.274047376789467"
"Quite unimportant","1995","35-65 y.","Part Time","375","0.295536689265665","0.269911956877452","0.321161421653877"
"Quite unimportant","1995","35-65 y.","Not Working","635","0.38626004284932","0.362350443727165","0.410169641971475"
"Quite unimportant","1995","66 and older","Full Time","2","","",""
"Quite unimportant","1995","66 and older","Part Time","9","","",""
"Quite unimportant","1995","66 and older","Not Working","722","0.505566899244581","0.479571640962162","0.531562157527"
"Very important","1996","16-34 y.","Full Time","","","",""
"Very important","1996","16-34 y.","Part Time","","","",""
"Very important","1996","16-34 y.","Not Working","","","",""
"Very important","1996","35-65 y.","Full Time","","","",""
"Very important","1996","35-65 y.","Part Time","","","",""
"Very important","1996","35-65 y.","Not Working","","","",""
"Very important","1996","66 and older","Full Time","","","",""
"Very important","1996","66 and older","Part Time","","","",""
"Very important","1996","66 and older","Not Working","","","",""
"Important","1996","16-34 y.","Full Time","","","",""
"Important","1996","16-34 y.","Part Time","","","",""
"Important","1996","16-34 y.","Not Working","","","",""
"Important","1996","35-65 y.","Full Time","","","",""
"Important","1996","35-65 y.","Part Time","","","",""
"Important","1996","35-65 y.","Not Working","","","",""
"Important","1996","66 and older","Full Time","","","",""
"Important","1996","66 and older","Part Time","","","",""
"Important","1996","66 and older","Not Working","","","",""
"Less important","1996","16-34 y.","Full Time","","","",""
"Less important","1996","16-34 y.","Part Time","","","",""
"Less important","1996","16-34 y.","Not Working","","","",""
"Less important","1996","35-65 y.","Full Time","","","",""
"Less important","1996","35-65 y.","Part Time","","","",""
"Less important","1996","35-65 y.","Not Working","","","",""
"Less important","1996","66 and older","Full Time","","","",""
"Less important","1996","66 and older","Part Time","","","",""
"Less important","1996","66 and older","Not Working","","","",""
"Quite unimportant","1996","16-34 y.","Full Time","","","",""
"Quite unimportant","1996","16-34 y.","Part Time","","","",""
"Quite unimportant","1996","16-34 y.","Not Working","","","",""
"Quite unimportant","1996","35-65 y.","Full Time","","","",""
"Quite unimportant","1996","35-65 y.","Part Time","","","",""
"Quite unimportant","1996","35-65 y.","Not Working","","","",""
"Quite unimportant","1996","66 and older","Full Time","","","",""
"Quite unimportant","1996","66 and older","Part Time","","","",""
"Quite unimportant","1996","66 and older","Not Working","","","",""
"Very important","1997","16-34 y.","Full Time","","","",""
"Very important","1997","16-34 y.","Part Time","","","",""
"Very important","1997","16-34 y.","Not Working","","","",""
"Very important","1997","35-65 y.","Full Time","","","",""
"Very important","1997","35-65 y.","Part Time","","","",""
"Very important","1997","35-65 y.","Not Working","","","",""
"Very important","1997","66 and older","Full Time","","","",""
"Very important","1997","66 and older","Part Time","","","",""
"Very important","1997","66 and older","Not Working","","","",""
"Important","1997","16-34 y.","Full Time","","","",""
"Important","1997","16-34 y.","Part Time","","","",""
"Important","1997","16-34 y.","Not Working","","","",""
"Important","1997","35-65 y.","Full Time","","","",""
"Important","1997","35-65 y.","Part Time","","","",""
"Important","1997","35-65 y.","Not Working","","","",""
"Important","1997","66 and older","Full Time","","","",""
"Important","1997","66 and older","Part Time","","","",""
"Important","1997","66 and older","Not Working","","","",""
"Less important","1997","16-34 y.","Full Time","","","",""
"Less important","1997","16-34 y.","Part Time","","","",""
"Less important","1997","16-34 y.","Not Working","","","",""
"Less important","1997","35-65 y.","Full Time","","","",""
"Less important","1997","35-65 y.","Part Time","","","",""
"Less important","1997","35-65 y.","Not Working","","","",""
"Less important","1997","66 and older","Full Time","","","",""
"Less important","1997","66 and older","Part Time","","","",""
"Less important","1997","66 and older","Not Working","","","",""
"Quite unimportant","1997","16-34 y.","Full Time","","","",""
"Quite unimportant","1997","16-34 y.","Part Time","","","",""
"Quite unimportant","1997","16-34 y.","Not Working","","","",""
"Quite unimportant","1997","35-65 y.","Full Time","","","",""
"Quite unimportant","1997","35-65 y.","Part Time","","","",""
"Quite unimportant","1997","35-65 y.","Not Working","","","",""
"Quite unimportant","1997","66 and older","Full Time","","","",""
"Quite unimportant","1997","66 and older","Part Time","","","",""
"Quite unimportant","1997","66 and older","Not Working","","","",""
"Very important","1998","16-34 y.","Full Time","","","",""
"Very important","1998","16-34 y.","Part Time","","","",""
"Very important","1998","16-34 y.","Not Working","","","",""
"Very important","1998","35-65 y.","Full Time","","","",""
"Very important","1998","35-65 y.","Part Time","","","",""
"Very important","1998","35-65 y.","Not Working","","","",""
"Very important","1998","66 and older","Full Time","","","",""
"Very important","1998","66 and older","Part Time","","","",""
"Very important","1998","66 and older","Not Working","","","",""
"Important","1998","16-34 y.","Full Time","","","",""
"Important","1998","16-34 y.","Part Time","","","",""
"Important","1998","16-34 y.","Not Working","","","",""
"Important","1998","35-65 y.","Full Time","","","",""
"Important","1998","35-65 y.","Part Time","","","",""
"Important","1998","35-65 y.","Not Working","","","",""
"Important","1998","66 and older","Full Time","","","",""
"Important","1998","66 and older","Part Time","","","",""
"Important","1998","66 and older","Not Working","","","",""
"Less important","1998","16-34 y.","Full Time","","","",""
"Less important","1998","16-34 y.","Part Time","","","",""
"Less important","1998","16-34 y.","Not Working","","","",""
"Less important","1998","35-65 y.","Full Time","","","",""
"Less important","1998","35-65 y.","Part Time","","","",""
"Less important","1998","35-65 y.","Not Working","","","",""
"Less important","1998","66 and older","Full Time","","","",""
"Less important","1998","66 and older","Part Time","","","",""
"Less important","1998","66 and older","Not Working","","","",""
"Quite unimportant","1998","16-34 y.","Full Time","","","",""
"Quite unimportant","1998","16-34 y.","Part Time","","","",""
"Quite unimportant","1998","16-34 y.","Not Working","","","",""
"Quite unimportant","1998","35-65 y.","Full Time","","","",""
"Quite unimportant","1998","35-65 y.","Part Time","","","",""
"Quite unimportant","1998","35-65 y.","Not Working","","","",""
"Quite unimportant","1998","66 and older","Full Time","","","",""
"Quite unimportant","1998","66 and older","Part Time","","","",""
"Quite unimportant","1998","66 and older","Not Working","","","",""
"Very important","1999","16-34 y.","Full Time","","","",""
"Very important","1999","16-34 y.","Part Time","","","",""
"Very important","1999","16-34 y.","Not Working","","","",""
"Very important","1999","35-65 y.","Full Time","","","",""
"Very important","1999","35-65 y.","Part Time","","","",""
"Very important","1999","35-65 y.","Not Working","","","",""
"Very important","1999","66 and older","Full Time","","","",""
"Very important","1999","66 and older","Part Time","","","",""
"Very important","1999","66 and older","Not Working","","","",""
"Important","1999","16-34 y.","Full Time","","","",""
"Important","1999","16-34 y.","Part Time","","","",""
"Important","1999","16-34 y.","Not Working","","","",""
"Important","1999","35-65 y.","Full Time","","","",""
"Important","1999","35-65 y.","Part Time","","","",""
"Important","1999","35-65 y.","Not Working","","","",""
"Important","1999","66 and older","Full Time","","","",""
"Important","1999","66 and older","Part Time","","","",""
"Important","1999","66 and older","Not Working","","","",""
"Less important","1999","16-34 y.","Full Time","","","",""
"Less important","1999","16-34 y.","Part Time","","","",""
"Less important","1999","16-34 y.","Not Working","","","",""
"Less important","1999","35-65 y.","Full Time","","","",""
"Less important","1999","35-65 y.","Part Time","","","",""
"Less important","1999","35-65 y.","Not Working","","","",""
"Less important","1999","66 and older","Full Time","","","",""
"Less important","1999","66 and older","Part Time","","","",""
"Less important","1999","66 and older","Not Working","","","",""
"Quite unimportant","1999","16-34 y.","Full Time","","","",""
"Quite unimportant","1999","16-34 y.","Part Time","","","",""
"Quite unimportant","1999","16-34 y.","Not Working","","","",""
"Quite unimportant","1999","35-65 y.","Full Time","","","",""
"Quite unimportant","1999","35-65 y.","Part Time","","","",""
"Quite unimportant","1999","35-65 y.","Not Working","","","",""
"Quite unimportant","1999","66 and older","Full Time","","","",""
"Quite unimportant","1999","66 and older","Part Time","","","",""
"Quite unimportant","1999","66 and older","Not Working","","","",""
"Very important","2000","16-34 y.","Full Time","","","",""
"Very important","2000","16-34 y.","Part Time","","","",""
"Very important","2000","16-34 y.","Not Working","","","",""
"Very important","2000","35-65 y.","Full Time","","","",""
"Very important","2000","35-65 y.","Part Time","","","",""
"Very important","2000","35-65 y.","Not Working","","","",""
"Very important","2000","66 and older","Full Time","","","",""
"Very important","2000","66 and older","Part Time","","","",""
"Very important","2000","66 and older","Not Working","","","",""
"Important","2000","16-34 y.","Full Time","","","",""
"Important","2000","16-34 y.","Part Time","","","",""
"Important","2000","16-34 y.","Not Working","","","",""
"Important","2000","35-65 y.","Full Time","","","",""
"Important","2000","35-65 y.","Part Time","","","",""
"Important","2000","35-65 y.","Not Working","","","",""
"Important","2000","66 and older","Full Time","","","",""
"Important","2000","66 and older","Part Time","","","",""
"Important","2000","66 and older","Not Working","","","",""
"Less important","2000","16-34 y.","Full Time","","","",""
"Less important","2000","16-34 y.","Part Time","","","",""
"Less important","2000","16-34 y.","Not Working","","","",""
"Less important","2000","35-65 y.","Full Time","","","",""
"Less important","2000","35-65 y.","Part Time","","","",""
"Less important","2000","35-65 y.","Not Working","","","",""
"Less important","2000","66 and older","Full Time","","","",""
"Less important","2000","66 and older","Part Time","","","",""
"Less important","2000","66 and older","Not Working","","","",""
"Quite unimportant","2000","16-34 y.","Full Time","","","",""
"Quite unimportant","2000","16-34 y.","Part Time","","","",""
"Quite unimportant","2000","16-34 y.","Not Working","","","",""
"Quite unimportant","2000","35-65 y.","Full Time","","","",""
"Quite unimportant","2000","35-65 y.","Part Time","","","",""
"Quite unimportant","2000","35-65 y.","Not Working","","","",""
"Quite unimportant","2000","66 and older","Full Time","","","",""
"Quite unimportant","2000","66 and older","Part Time","","","",""
"Quite unimportant","2000","66 and older","Not Working","","","",""
"Very important","2001","16-34 y.","Full Time","","","",""
"Very important","2001","16-34 y.","Part Time","","","",""
"Very important","2001","16-34 y.","Not Working","","","",""
"Very important","2001","35-65 y.","Full Time","","","",""
"Very important","2001","35-65 y.","Part Time","","","",""
"Very important","2001","35-65 y.","Not Working","","","",""
"Very important","2001","66 and older","Full Time","","","",""
"Very important","2001","66 and older","Part Time","","","",""
"Very important","2001","66 and older","Not Working","","","",""
"Important","2001","16-34 y.","Full Time","","","",""
"Important","2001","16-34 y.","Part Time","","","",""
"Important","2001","16-34 y.","Not Working","","","",""
"Important","2001","35-65 y.","Full Time","","","",""
"Important","2001","35-65 y.","Part Time","","","",""
"Important","2001","35-65 y.","Not Working","","","",""
"Important","2001","66 and older","Full Time","","","",""
"Important","2001","66 and older","Part Time","","","",""
"Important","2001","66 and older","Not Working","","","",""
"Less important","2001","16-34 y.","Full Time","","","",""
"Less important","2001","16-34 y.","Part Time","","","",""
"Less important","2001","16-34 y.","Not Working","","","",""
"Less important","2001","35-65 y.","Full Time","","","",""
"Less important","2001","35-65 y.","Part Time","","","",""
"Less important","2001","35-65 y.","Not Working","","","",""
"Less important","2001","66 and older","Full Time","","","",""
"Less important","2001","66 and older","Part Time","","","",""
"Less important","2001","66 and older","Not Working","","","",""
"Quite unimportant","2001","16-34 y.","Full Time","","","",""
"Quite unimportant","2001","16-34 y.","Part Time","","","",""
"Quite unimportant","2001","16-34 y.","Not Working","","","",""
"Quite unimportant","2001","35-65 y.","Full Time","","","",""
"Quite unimportant","2001","35-65 y.","Part Time","","","",""
"Quite unimportant","2001","35-65 y.","Not Working","","","",""
"Quite unimportant","2001","66 and older","Full Time","","","",""
"Quite unimportant","2001","66 and older","Part Time","","","",""
"Quite unimportant","2001","66 and older","Not Working","","","",""
"Very important","2002","16-34 y.","Full Time","","","",""
"Very important","2002","16-34 y.","Part Time","","","",""
"Very important","2002","16-34 y.","Not Working","","","",""
"Very important","2002","35-65 y.","Full Time","","","",""
"Very important","2002","35-65 y.","Part Time","","","",""
"Very important","2002","35-65 y.","Not Working","","","",""
"Very important","2002","66 and older","Full Time","","","",""
"Very important","2002","66 and older","Part Time","","","",""
"Very important","2002","66 and older","Not Working","","","",""
"Important","2002","16-34 y.","Full Time","","","",""
"Important","2002","16-34 y.","Part Time","","","",""
"Important","2002","16-34 y.","Not Working","","","",""
"Important","2002","35-65 y.","Full Time","","","",""
"Important","2002","35-65 y.","Part Time","","","",""
"Important","2002","35-65 y.","Not Working","","","",""
"Important","2002","66 and older","Full Time","","","",""
"Important","2002","66 and older","Part Time","","","",""
"Important","2002","66 and older","Not Working","","","",""
"Less important","2002","16-34 y.","Full Time","","","",""
"Less important","2002","16-34 y.","Part Time","","","",""
"Less important","2002","16-34 y.","Not Working","","","",""
"Less important","2002","35-65 y.","Full Time","","","",""
"Less important","2002","35-65 y.","Part Time","","","",""
"Less important","2002","35-65 y.","Not Working","","","",""
"Less important","2002","66 and older","Full Time","","","",""
"Less important","2002","66 and older","Part Time","","","",""
"Less important","2002","66 and older","Not Working","","","",""
"Quite unimportant","2002","16-34 y.","Full Time","","","",""
"Quite unimportant","2002","16-34 y.","Part Time","","","",""
"Quite unimportant","2002","16-34 y.","Not Working","","","",""
"Quite unimportant","2002","35-65 y.","Full Time","","","",""
"Quite unimportant","2002","35-65 y.","Part Time","","","",""
"Quite unimportant","2002","35-65 y.","Not Working","","","",""
"Quite unimportant","2002","66 and older","Full Time","","","",""
"Quite unimportant","2002","66 and older","Part Time","","","",""
"Quite unimportant","2002","66 and older","Not Working","","","",""
"Very important","2003","16-34 y.","Full Time","","","",""
"Very important","2003","16-34 y.","Part Time","","","",""
"Very important","2003","16-34 y.","Not Working","","","",""
"Very important","2003","35-65 y.","Full Time","","","",""
"Very important","2003","35-65 y.","Part Time","","","",""
"Very important","2003","35-65 y.","Not Working","","","",""
"Very important","2003","66 and older","Full Time","","","",""
"Very important","2003","66 and older","Part Time","","","",""
"Very important","2003","66 and older","Not Working","","","",""
"Important","2003","16-34 y.","Full Time","","","",""
"Important","2003","16-34 y.","Part Time","","","",""
"Important","2003","16-34 y.","Not Working","","","",""
"Important","2003","35-65 y.","Full Time","","","",""
"Important","2003","35-65 y.","Part Time","","","",""
"Important","2003","35-65 y.","Not Working","","","",""
"Important","2003","66 and older","Full Time","","","",""
"Important","2003","66 and older","Part Time","","","",""
"Important","2003","66 and older","Not Working","","","",""
"Less important","2003","16-34 y.","Full Time","","","",""
"Less important","2003","16-34 y.","Part Time","","","",""
"Less important","2003","16-34 y.","Not Working","","","",""
"Less important","2003","35-65 y.","Full Time","","","",""
"Less important","2003","35-65 y.","Part Time","","","",""
"Less important","2003","35-65 y.","Not Working","","","",""
"Less important","2003","66 and older","Full Time","","","",""
"Less important","2003","66 and older","Part Time","","","",""
