"plh0111","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","West Germany","31","0.0332107376792532","0.0215941075050769","0.0448273678534294"
"Very important","1990","1-pers.-HH","East Germany","","","",""
"Very important","1990","(Married) couple without C. ","West Germany","40","0.0207107016667737","0.0144925189909745","0.0269288843425728"
"Very important","1990","(Married) couple without C. ","East Germany","","","",""
"Very important","1990","Single parent ","West Germany","11","","",""
"Very important","1990","Single parent ","East Germany","","","",""
"Very important","1990","Couple + C. LE 16 ","West Germany","41","0.0277101490913422","0.0193049774581732","0.0361153207245112"
"Very important","1990","Couple + C. LE 16 ","East Germany","","","",""
"Very important","1990","Couple + C. GT 16 ","West Germany","38","0.0261048805202377","0.0181049212878419","0.0341048397526335"
"Very important","1990","Couple + C. GT 16 ","East Germany","","","",""
"Very important","1990","Couple + C. LE and GT 16","West Germany","7","","",""
"Very important","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Important","1990","1-pers.-HH","West Germany","223","0.242096262676529","0.214326251148269","0.269866274204788"
"Important","1990","1-pers.-HH","East Germany","","","",""
"Important","1990","(Married) couple without C. ","West Germany","421","0.208843229132089","0.191095122055371","0.226591336208806"
"Important","1990","(Married) couple without C. ","East Germany","","","",""
"Important","1990","Single parent ","West Germany","86","0.2154548129359","0.174492950968075","0.256416674903725"
"Important","1990","Single parent ","East Germany","","","",""
"Important","1990","Couple + C. LE 16 ","West Germany","320","0.215205574479241","0.194161298345169","0.236249850613312"
"Important","1990","Couple + C. LE 16 ","East Germany","","","",""
"Important","1990","Couple + C. GT 16 ","West Germany","335","0.220944521328049","0.200128552169803","0.241760490486295"
"Important","1990","Couple + C. GT 16 ","East Germany","","","",""
"Important","1990","Couple + C. LE and GT 16","West Germany","99","0.222158184609033","0.183093864988532","0.261222504229533"
"Important","1990","Couple + C. LE and GT 16","East Germany","","","",""
"Less important","1990","1-pers.-HH","West Germany","371","0.386318297355087","0.35475232152496","0.417884273185213"
"Less important","1990","1-pers.-HH","East Germany","","","",""
