"plh0111","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","Urban Area","27","","",""
"Very important","1990","1-pers.-HH","Rural Area","4","","",""
"Very important","1990","(Married) couple without C. ","Urban Area","33","0.0214788803508281","0.0143686027951054","0.0285891579065509"
"Very important","1990","(Married) couple without C. ","Rural Area","7","","",""
"Very important","1990","Single parent ","Urban Area","10","","",""
"Very important","1990","Single parent ","Rural Area","1","","",""
"Very important","1990","Couple + C. LE 16 ","Urban Area","36","0.0319964980066446","0.0217307450662419","0.0422622509470473"
"Very important","1990","Couple + C. LE 16 ","Rural Area","5","","",""
"Very important","1990","Couple + C. GT 16 ","Urban Area","31","0.0286744362908415","0.0189738560471281","0.038375016534555"
"Very important","1990","Couple + C. GT 16 ","Rural Area","7","","",""
"Very important","1990","Couple + C. LE and GT 16","Urban Area","4","","",""
"Very important","1990","Couple + C. LE and GT 16","Rural Area","3","","",""
"Important","1990","1-pers.-HH","Urban Area","189","0.249268839976726","0.218329977651312","0.28020770230214"
"Important","1990","1-pers.-HH","Rural Area","34","0.211110299996782","0.14846086723536","0.273759732758203"
"Important","1990","(Married) couple without C. ","Urban Area","337","0.212358570995848","0.192300239438118","0.232416902553579"
"Important","1990","(Married) couple without C. ","Rural Area","84","0.196056525679111","0.157997001149677","0.234116050208544"
"Important","1990","Single parent ","Urban Area","72","0.231172187895676","0.183466540042986","0.278877835748367"
"Important","1990","Single parent ","Rural Area","14","","",""
"Important","1990","Couple + C. LE 16 ","Urban Area","256","0.228747568115412","0.204246916434626","0.253248219796198"
"Important","1990","Couple + C. LE 16 ","Rural Area","64","0.170549832420911","0.130333797396932","0.210765867444891"
"Important","1990","Couple + C. GT 16 ","Urban Area","249","0.221793189403138","0.197644727438794","0.245941651367483"
"Important","1990","Couple + C. GT 16 ","Rural Area","86","0.218459822158507","0.177398329478231","0.259521314838783"
"Important","1990","Couple + C. LE and GT 16","Urban Area","74","0.235644522906725","0.18885152010772","0.28243752570573"
"Important","1990","Couple + C. LE and GT 16","Rural Area","25","","",""
"Less important","1990","1-pers.-HH","Urban Area","304","0.390101543825614","0.355215981803309","0.424987105847919"
"Less important","1990","1-pers.-HH","Rural Area","67","0.36997444645775","0.295857206953729","0.444091685961771"
"Less important","1990","(Married) couple without C. ","Urban Area","750","0.465028024761561","0.440565531893769","0.489490517629352"
"Less important","1990","(Married) couple without C. ","Rural Area","198","0.459796315994036","0.41201903124221","0.507573600745861"
"Less important","1990","Single parent ","Urban Area","140","0.485847156448473","0.429290540286084","0.542403772610861"
"Less important","1990","Single parent ","Rural Area","44","0.524976421455862","0.420042489308974","0.629910353602749"
"Less important","1990","Couple + C. LE 16 ","Urban Area","608","0.538498982637048","0.50941995400988","0.567578011264216"
"Less important","1990","Couple + C. LE 16 ","Rural Area","192","0.591602582638268","0.53904504905884","0.644160116217695"
"Less important","1990","Couple + C. GT 16 ","Urban Area","588","0.526402316333476","0.497380035562094","0.555424597104857"
"Less important","1990","Couple + C. GT 16 ","Rural Area","228","0.578284355964447","0.52921008368292","0.627358628245974"
"Less important","1990","Couple + C. LE and GT 16","Urban Area","154","0.491828445814881","0.436707514481399","0.546949377148362"
"Less important","1990","Couple + C. LE and GT 16","Rural Area","68","0.613185721797578","0.52568293687411","0.700688506721046"
"Quite unimportant","1990","1-pers.-HH","Urban Area","231","0.325534712900397","0.292022232215493","0.359047193585301"
"Quite unimportant","1990","1-pers.-HH","Rural Area","58","0.393844223962566","0.318836039611034","0.468852408314099"
"Quite unimportant","1990","(Married) couple without C. ","Urban Area","477","0.301134523891763","0.278635032510079","0.323634015273447"
"Quite unimportant","1990","(Married) couple without C. ","Rural Area","129","0.326230629577703","0.281285985113548","0.371175274041858"
"Quite unimportant","1990","Single parent ","Urban Area","78","0.258964887077265","0.209393930655301","0.308535843499228"
"Quite unimportant","1990","Single parent ","Rural Area","28","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","Urban Area","229","0.200756951240896","0.177391409768225","0.224122492713566"
"Quite unimportant","1990","Couple + C. LE 16 ","Rural Area","75","0.224271993631465","0.179673446638533","0.268870540624397"
"Quite unimportant","1990","Couple + C. GT 16 ","Urban Area","269","0.223130057972545","0.19892974085073","0.24733037509436"
"Quite unimportant","1990","Couple + C. GT 16 ","Rural Area","68","0.184673992213463","0.146113567632644","0.223234416794282"
"Quite unimportant","1990","Couple + C. LE and GT 16","Urban Area","84","0.25952144080056","0.211188033128439","0.307854848472682"
"Quite unimportant","1990","Couple + C. LE and GT 16","Rural Area","23","","",""
"Very important","1991","1-pers.-HH","Urban Area","","","",""
"Very important","1991","1-pers.-HH","Rural Area","","","",""
"Very important","1991","(Married) couple without C. ","Urban Area","","","",""
"Very important","1991","(Married) couple without C. ","Rural Area","","","",""
"Very important","1991","Single parent ","Urban Area","","","",""
"Very important","1991","Single parent ","Rural Area","","","",""
"Very important","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Very important","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Very important","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Very important","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Very important","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Very important","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Important","1991","1-pers.-HH","Urban Area","","","",""
"Important","1991","1-pers.-HH","Rural Area","","","",""
"Important","1991","(Married) couple without C. ","Urban Area","","","",""
"Important","1991","(Married) couple without C. ","Rural Area","","","",""
"Important","1991","Single parent ","Urban Area","","","",""
"Important","1991","Single parent ","Rural Area","","","",""
"Important","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Important","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Important","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Important","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Important","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Important","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Less important","1991","1-pers.-HH","Urban Area","","","",""
"Less important","1991","1-pers.-HH","Rural Area","","","",""
"Less important","1991","(Married) couple without C. ","Urban Area","","","",""
"Less important","1991","(Married) couple without C. ","Rural Area","","","",""
"Less important","1991","Single parent ","Urban Area","","","",""
"Less important","1991","Single parent ","Rural Area","","","",""
"Less important","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Less important","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Less important","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Less important","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Less important","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Less important","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Quite unimportant","1991","1-pers.-HH","Urban Area","","","",""
"Quite unimportant","1991","1-pers.-HH","Rural Area","","","",""
"Quite unimportant","1991","(Married) couple without C. ","Urban Area","","","",""
"Quite unimportant","1991","(Married) couple without C. ","Rural Area","","","",""
