"plh0111","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","1-pers.-HH","13","","",""
"Very important","1990","Full Time","(Married) couple without C. ","10","","",""
"Very important","1990","Full Time","Single parent ","3","","",""
"Very important","1990","Full Time","Couple + C. LE 16 ","22","","",""
"Very important","1990","Full Time","Couple + C. GT 16 ","14","","",""
"Very important","1990","Full Time","Couple + C. LE and GT 16","5","","",""
"Very important","1990","Part Time","1-pers.-HH","5","","",""
"Very important","1990","Part Time","(Married) couple without C. ","9","","",""
"Very important","1990","Part Time","Single parent ","2","","",""
"Very important","1990","Part Time","Couple + C. LE 16 ","5","","",""
"Very important","1990","Part Time","Couple + C. GT 16 ","5","","",""
"Very important","1990","Part Time","Couple + C. LE and GT 16","1","","",""
"Very important","1990","Not Working","1-pers.-HH","13","","",""
"Very important","1990","Not Working","(Married) couple without C. ","21","","",""
"Very important","1990","Not Working","Single parent ","6","","",""
"Very important","1990","Not Working","Couple + C. LE 16 ","14","","",""
"Very important","1990","Not Working","Couple + C. GT 16 ","19","","",""
"Very important","1990","Not Working","Couple + C. LE and GT 16","1","","",""
"Important","1990","Full Time","1-pers.-HH","112","0.334330254298971","0.284332294063301","0.384328214534642"
"Important","1990","Full Time","(Married) couple without C. ","200","0.232201439218667","0.204256421146818","0.260146457290517"
"Important","1990","Full Time","Single parent ","37","0.230351593514452","0.166681535161351","0.294021651867554"
"Important","1990","Full Time","Couple + C. LE 16 ","185","0.240765712810374","0.210167033257496","0.271364392363252"
"Important","1990","Full Time","Couple + C. GT 16 ","161","0.230940319743215","0.20004981724709","0.261830822239341"
"Important","1990","Full Time","Couple + C. LE and GT 16","48","0.255137787382713","0.192656114101206","0.31761946066422"
"Important","1990","Part Time","1-pers.-HH","29","","",""
"Important","1990","Part Time","(Married) couple without C. ","74","0.267259865150495","0.21397952159115","0.32054020870984"
"Important","1990","Part Time","Single parent ","15","","",""
"Important","1990","Part Time","Couple + C. LE 16 ","70","0.191985345411185","0.151689644223212","0.232281046599157"
"Important","1990","Part Time","Couple + C. GT 16 ","73","0.217559435763291","0.173245470292108","0.261873401234474"
"Important","1990","Part Time","Couple + C. LE and GT 16","26","","",""
"Important","1990","Not Working","1-pers.-HH","82","0.177842357089209","0.143455186879855","0.212229527298563"
"Important","1990","Not Working","(Married) couple without C. ","147","0.174687860560987","0.149500570202991","0.199875150918983"
"Important","1990","Not Working","Single parent ","34","0.221355342081664","0.151062621927178","0.291648062236149"
"Important","1990","Not Working","Couple + C. LE 16 ","65","0.183446036421057","0.142782506047368","0.224109566794747"
"Important","1990","Not Working","Couple + C. GT 16 ","101","0.208684752400125","0.172255163616987","0.245114341183264"
"Important","1990","Not Working","Couple + C. LE and GT 16","25","","",""
"Less important","1990","Full Time","1-pers.-HH","160","0.461577823527036","0.408743156457339","0.514412490596734"
"Less important","1990","Full Time","(Married) couple without C. ","467","0.529734168960958","0.496701094220465","0.56276724370145"
"Less important","1990","Full Time","Single parent ","84","0.516902706943695","0.441338669349803","0.592466744537586"
"Less important","1990","Full Time","Couple + C. LE 16 ","412","0.557495322136668","0.521948808976344","0.593041835296991"
"Less important","1990","Full Time","Couple + C. GT 16 ","408","0.56938335860724","0.533088687966399","0.605678029248081"
"Less important","1990","Full Time","Couple + C. LE and GT 16","89","0.48602749209199","0.414392098671915","0.557662885512065"
"Less important","1990","Part Time","1-pers.-HH","40","0.404981921406473","0.307293043138778","0.502670799674168"
"Less important","1990","Part Time","(Married) couple without C. ","123","0.479071547928393","0.418924490853868","0.539218605002918"
"Less important","1990","Part Time","Single parent ","47","0.561578469073448","0.456093691955793","0.667063246191103"
"Less important","1990","Part Time","Couple + C. LE 16 ","209","0.583118271902013","0.532675398887247","0.633561144916779"
