"plh0111","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","Male","18","","",""
"Very important","1990","1-pers.-HH","Female","13","","",""
"Very important","1990","(Married) couple without C. ","Male","27","","",""
"Very important","1990","(Married) couple without C. ","Female","13","","",""
"Very important","1990","Single parent ","Male","5","","",""
"Very important","1990","Single parent ","Female","6","","",""
"Very important","1990","Couple + C. LE 16 ","Male","26","","",""
"Very important","1990","Couple + C. LE 16 ","Female","15","","",""
"Very important","1990","Couple + C. GT 16 ","Male","25","","",""
"Very important","1990","Couple + C. GT 16 ","Female","13","","",""
"Very important","1990","Couple + C. LE and GT 16","Male","5","","",""
"Very important","1990","Couple + C. LE and GT 16","Female","2","","",""
"Important","1990","1-pers.-HH","Male","98","0.29158505588932","0.242548765394858","0.340621346383782"
"Important","1990","1-pers.-HH","Female","125","0.216161623759841","0.182777173763185","0.249546073756497"
"Important","1990","(Married) couple without C. ","Male","236","0.234039859477917","0.207758458565486","0.260321260390347"
"Important","1990","(Married) couple without C. ","Female","185","0.183006608991676","0.15925369694453","0.206759521038821"
"Important","1990","Single parent ","Male","36","0.230778154447507","0.164661793099527","0.296894515795486"
"Important","1990","Single parent ","Female","50","0.205352022057639","0.153259068199225","0.257444975916053"
"Important","1990","Couple + C. LE 16 ","Male","180","0.250215086171717","0.218422312342671","0.282007860000764"
"Important","1990","Couple + C. LE 16 ","Female","140","0.181017667266045","0.153498396630337","0.208536937901754"
"Important","1990","Couple + C. GT 16 ","Male","209","0.250149555038647","0.220947936016486","0.279351174060809"
"Important","1990","Couple + C. GT 16 ","Female","126","0.182554111546435","0.153540629658148","0.211567593434723"
"Important","1990","Couple + C. LE and GT 16","Male","56","0.25065945276035","0.193128508210021","0.30819039731068"
"Important","1990","Couple + C. LE and GT 16","Female","43","0.191919069556965","0.139522275163308","0.244315863950623"
"Less important","1990","1-pers.-HH","Male","144","0.425617981700798","0.372272023206382","0.478963940195214"
"Less important","1990","1-pers.-HH","Female","227","0.365723268523744","0.326661009684594","0.404785527362893"
"Less important","1990","(Married) couple without C. ","Male","486","0.483701878159286","0.452682029736717","0.514721726581856"
"Less important","1990","(Married) couple without C. ","Female","462","0.443594892622275","0.413076403828382","0.474113381416168"
"Less important","1990","Single parent ","Male","76","0.524347977541913","0.445979706712739","0.602716248371087"
"Less important","1990","Single parent ","Female","108","0.47658029763504","0.412172985380644","0.540987609889436"
"Less important","1990","Couple + C. LE 16 ","Male","379","0.534668203833566","0.498055915874392","0.57128049179274"
"Less important","1990","Couple + C. LE 16 ","Female","421","0.566663159420934","0.531245939648789","0.602080379193079"
"Less important","1990","Couple + C. GT 16 ","Male","448","0.535390798578213","0.501762949368787","0.569018647787639"
"Less important","1990","Couple + C. GT 16 ","Female","368","0.545159370618513","0.507759861522928","0.582558879714098"
"Less important","1990","Couple + C. LE and GT 16","Male","112","0.528772523887888","0.462509753879079","0.595035293896697"
