"plh0111","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","Full Time","2","","",""
"Very important","1990","Schleswig-Holstein","Part Time","1","","",""
"Very important","1990","Schleswig-Holstein","Not Working","2","","",""
"Very important","1990","Hamburg","Full Time","","","",""
"Very important","1990","Hamburg","Part Time","","","",""
"Very important","1990","Hamburg","Not Working","1","","",""
"Very important","1990","Lower Saxony","Full Time","9","","",""
"Very important","1990","Lower Saxony","Part Time","3","","",""
"Very important","1990","Lower Saxony","Not Working","7","","",""
"Very important","1990","Bremen","Full Time","3","","",""
"Very important","1990","Bremen","Part Time","","","",""
"Very important","1990","Bremen","Not Working","6","","",""
"Very important","1990","North Rhine-Westphalia","Full Time","23","","",""
"Very important","1990","North Rhine-Westphalia","Part Time","11","","",""
"Very important","1990","North Rhine-Westphalia","Not Working","28","","",""
"Very important","1990","Hesse","Full Time","6","","",""
"Very important","1990","Hesse","Part Time","5","","",""
"Very important","1990","Hesse","Not Working","7","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Full Time","5","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Part Time","2","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Not Working","7","","",""
"Very important","1990","Baden-Württemberg","Full Time","10","","",""
"Very important","1990","Baden-Württemberg","Part Time","2","","",""
"Very important","1990","Baden-Württemberg","Not Working","7","","",""
"Very important","1990","Bavaria","Full Time","12","","",""
"Very important","1990","Bavaria","Part Time","5","","",""
"Very important","1990","Bavaria","Not Working","12","","",""
"Very important","1990","Berlin","Full Time","3","","",""
"Very important","1990","Berlin","Part Time","3","","",""
"Very important","1990","Berlin","Not Working","2","","",""
"Very important","1990","Brandenburg","Full Time","","","",""
"Very important","1990","Brandenburg","Part Time","","","",""
"Very important","1990","Brandenburg","Not Working","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Full Time","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Part Time","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Not Working","","","",""
"Very important","1990","Saxony","Full Time","","","",""
