"ple0016","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Full Time","no migration background","24","","",""
"Yes","2009","Full Time","direct migration background","3","","",""
"Yes","2009","Full Time","indirect migration background","1","","",""
"Yes","2009","Part Time","no migration background","33","0.0105373921157109","0.00718742085676302","0.0138873633746588"
"Yes","2009","Part Time","direct migration background","1","","",""
"Yes","2009","Part Time","indirect migration background","","","",""
"Yes","2009","Not Working","no migration background","213","0.0393553643932062","0.0344358795421444","0.044274849244268"
"Yes","2009","Not Working","direct migration background","17","","",""
"Yes","2009","Not Working","indirect migration background","2","","",""
"No","2009","Full Time","no migration background","6149","0.99647240784308","0.994993395577897","0.997951420108263"
"No","2009","Full Time","direct migration background","528","0.987386941443117","0.977895007087152","0.996878875799082"
"No","2009","Full Time","indirect migration background","309","0.997052010645108","0.991016846224699","1.00308717506552"
"No","2009","Part Time","no migration background","3536","0.989462607884289","0.986112636625341","0.992812579143237"
"No","2009","Part Time","direct migration background","451","0.996998179914376","0.991954838305203","1.00204152152355"
"No","2009","Part Time","indirect migration background","211","1","1","1"
"No","2009","Not Working","no migration background","5788","0.960644635606794","0.955725150755732","0.965564120457855"
"No","2009","Not Working","direct migration background","668","0.973842813011626","0.961890753262889","0.985794872760363"
"No","2009","Not Working","indirect migration background","192","0.993739400672346","0.982640206837897","1.00483859450679"
"Yes","2010","Full Time","no migration background","","","",""
"Yes","2010","Full Time","direct migration background","","","",""
"Yes","2010","Full Time","indirect migration background","","","",""
"Yes","2010","Part Time","no migration background","","","",""
"Yes","2010","Part Time","direct migration background","","","",""
"Yes","2010","Part Time","indirect migration background","","","",""
"Yes","2010","Not Working","no migration background","","","",""
"Yes","2010","Not Working","direct migration background","","","",""
"Yes","2010","Not Working","indirect migration background","","","",""
"No","2010","Full Time","no migration background","","","",""
"No","2010","Full Time","direct migration background","","","",""
"No","2010","Full Time","indirect migration background","","","",""
"No","2010","Part Time","no migration background","","","",""
"No","2010","Part Time","direct migration background","","","",""
"No","2010","Part Time","indirect migration background","","","",""
"No","2010","Not Working","no migration background","","","",""
"No","2010","Not Working","direct migration background","","","",""
"No","2010","Not Working","indirect migration background","","","",""
"Yes","2011","Full Time","no migration background","33","0.00486860375183905","0.00321809971420727","0.00651910778947083"
"Yes","2011","Full Time","direct migration background","1","","",""
"Yes","2011","Full Time","indirect migration background","1","","",""
"Yes","2011","Part Time","no migration background","35","0.00731702017348457","0.00472217988876195","0.0099118604582072"
"Yes","2011","Part Time","direct migration background","4","","",""
"Yes","2011","Part Time","indirect migration background","2","","",""
"Yes","2011","Not Working","no migration background","322","0.053433933806069","0.0481897724295314","0.0586780951826066"
"Yes","2011","Not Working","direct migration background","34","0.0399231838469971","0.0268002599801967","0.0530461077137975"
"Yes","2011","Not Working","indirect migration background","2","","",""
"No","2011","Full Time","no migration background","6799","0.995131396248161","0.993480892210529","0.996781900285793"
"No","2011","Full Time","direct migration background","645","0.999468245642873","0.997690490838915","1.00124600044683"
"No","2011","Full Time","indirect migration background","331","0.998035280402568","0.99327204237392","1.00279851843122"
"No","2011","Part Time","no migration background","4109","0.992682979826515","0.990088139541793","0.995277820111238"
"No","2011","Part Time","direct migration background","515","0.985244384945839","0.974871129930081","0.995617639961598"
"No","2011","Part Time","indirect migration background","239","0.99225852569547","0.981193209524194","1.00332384186675"
"No","2011","Not Working","no migration background","6743","0.946566066193931","0.941321904817393","0.951810227570469"
"No","2011","Not Working","direct migration background","821","0.960076816153003","0.946953892286203","0.973199740019803"
"No","2011","Not Working","indirect migration background","224","0.993446451942736","0.982926727904765","1.00396617598071"
"Yes","2012","Full Time","no migration background","","","",""
"Yes","2012","Full Time","direct migration background","","","",""
"Yes","2012","Full Time","indirect migration background","","","",""
"Yes","2012","Part Time","no migration background","","","",""
"Yes","2012","Part Time","direct migration background","","","",""
"Yes","2012","Part Time","indirect migration background","","","",""
"Yes","2012","Not Working","no migration background","","","",""
"Yes","2012","Not Working","direct migration background","","","",""
"Yes","2012","Not Working","indirect migration background","","","",""
"No","2012","Full Time","no migration background","","","",""
"No","2012","Full Time","direct migration background","","","",""
"No","2012","Full Time","indirect migration background","","","",""
"No","2012","Part Time","no migration background","","","",""
"No","2012","Part Time","direct migration background","","","",""
"No","2012","Part Time","indirect migration background","","","",""
"No","2012","Not Working","no migration background","","","",""
"No","2012","Not Working","direct migration background","","","",""
