"ple0016","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2016","Employed","Male","","","","","1"
"No","2017","Employed","Female","9275","0.993492570795053","0.991861480634624","0.995123660955483","2"
"No","2017","Not Employed","Male","3380","0.943350550385828","0.935783303348785","0.950917797422871","2"
"No","2017","Not Employed","Female","4881","0.957801539412125","0.952256157326905","0.963346921497346","2"
"No","2017","Employed","Male","8669","0.989817239001354","0.987714162350029","0.991920315652678","2"
"Yes","2017","Not Employed","Female","168","0.0421984605878746","0.0366530785026541","0.0477438426730952","1"
"Yes","2017","Employed","Female","60","0.00650742920494704","0.00487633904451749","0.0081385193653766","1"
"Yes","2017","Not Employed","Male","205","0.0566494496141721","0.049082202577129","0.0642166966512153","1"
"Yes","2017","Employed","Male","85","0.0101827609986462","0.00807968434732156","0.0122858376499708","1"
"No","2018","Not Employed","Male","","","","","2"
"No","2018","Not Employed","Female","","","","","2"
"No","2018","Employed","Male","","","","","2"
"No","2018","Employed","Female","","","","","2"
"Yes","2018","Not Employed","Male","","","","","1"
"Yes","2018","Not Employed","Female","","","","","1"
"Yes","2018","Employed","Female","","","","","1"
"Yes","2018","Employed","Male","","","","","1"
"No","2019","Not Employed","Male","3304","0.939984094774152","0.932137699324339","0.947830490223965","2"
"No","2019","Not Employed","Female","4437","0.959558896466311","0.953864362913139","0.965253430019483","2"
"No","2019","Employed","Male","8717","0.987475777385491","0.985156607352533","0.98979494741845","2"
"No","2019","Employed","Female","8870","0.994260099854057","0.992692470108266","0.995827729599847","2"
"Yes","2019","Employed","Female","51","0.00573990014594344","0.0041722704001528","0.00730752989173408","1"
"Yes","2019","Employed","Male","116","0.0125242226145087","0.0102050525815501","0.0148433926474674","1"
"Yes","2019","Not Employed","Male","216","0.0600159052258476","0.0521695097760345","0.0678623006756607","1"
"Yes","2019","Not Employed","Female","160","0.0404411035336889","0.0347465699805167","0.046135637086861","1"
