"ple0016","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2016","Full Time","Urban Area","","","","","2"
"No","2016","Full Time","Rural Area","","","","","2"
"No","2016","Part Time","Urban Area","","","","","2"
"No","2016","Part Time","Rural Area","","","","","2"
"No","2016","Not Working","Urban Area","","","","","2"
"No","2016","Not Working","Rural Area","","","","","2"
"Yes","2016","Part Time","Urban Area","","","","","1"
"Yes","2016","Part Time","Rural Area","","","","","1"
"Yes","2016","Full Time","Urban Area","","","","","1"
"Yes","2016","Full Time","Rural Area","","","","","1"
"Yes","2016","Not Working","Urban Area","","","","","1"
"Yes","2016","Not Working","Rural Area","","","","","1"
"No","2017","Full Time","Urban Area","6629","0.994661259038054","0.992912319651007","0.996410198425101","2"
"No","2017","Full Time","Rural Area","3714","0.99341951717307","0.99082827791941","0.996010756426731","2"
"No","2017","Part Time","Urban Area","5019","0.988308816491509","0.985349404962058","0.991268228020961","2"
"No","2017","Part Time","Rural Area","2582","0.985146889824135","0.980507929039077","0.989785850609193","2"
"No","2017","Not Working","Urban Area","5314","0.954638406805826","0.949155736703123","0.960121076908529","2"
"No","2017","Not Working","Rural Area","2947","0.945171200967509","0.937157615911234","0.953184786023784","2"
"Yes","2017","Part Time","Urban Area","49","0.0116911835084906","0.00873177197903879","0.0146505950379424","1"
"Yes","2017","Part Time","Rural Area","30","0.0148531101758651","0.010214149390807","0.0194920709609232","1"
"Yes","2017","Not Working","Urban Area","220","0.0453615931941741","0.0398789230914712","0.050844263296877","1"
"Yes","2017","Full Time","Urban Area","40","0.00533874096194609","0.00358980157489931","0.00708768034899288","1"
"Yes","2017","Full Time","Rural Area","26","","","","1"
"Yes","2017","Not Working","Rural Area","153","0.0548287990324908","0.0468152139762155","0.0628423840887661","1"
"No","2018","Full Time","Urban Area","","","","","2"
"No","2018","Full Time","Rural Area","","","","","2"
"No","2018","Part Time","Urban Area","","","","","2"
"No","2018","Part Time","Rural Area","","","","","2"
"No","2018","Not Working","Urban Area","","","","","2"
"No","2018","Not Working","Rural Area","","","","","2"
"Yes","2018","Part Time","Urban Area","","","","","1"
"Yes","2018","Part Time","Rural Area","","","","","1"
"Yes","2018","Not Working","Urban Area","","","","","1"
"Yes","2018","Full Time","Urban Area","","","","","1"
"Yes","2018","Not Working","Rural Area","","","","","1"
"Yes","2018","Full Time","Rural Area","","","","","1"
"No","2019","Full Time","Urban Area","6227","0.993674995237527","0.991713470294399","0.995636520180655","2"
"No","2019","Full Time","Rural Area","3604","0.991623578325204","0.988659988600291","0.994587168050116","2"
"No","2019","Part Time","Urban Area","4355","0.986327776081906","0.982899644278983","0.989755907884828","2"
"No","2019","Part Time","Rural Area","2361","0.988574421366167","0.984310033904418","0.992838808827916","2"
"No","2019","Not Working","Urban Area","4588","0.954116839472248","0.948193429124921","0.960040249819574","2"
"No","2019","Not Working","Rural Area","2711","0.945013203213518","0.936661762067572","0.953364644359463","2"
"Yes","2019","Part Time","Urban Area","53","0.0136722239180944","0.0102440921151721","0.0171003557210166","1"
"Yes","2019","Part Time","Rural Area","25","","","","1"
"Yes","2019","Full Time","Urban Area","48","0.00632500476247326","0.00436347981934523","0.00828652970560129","1"
"Yes","2019","Not Working","Urban Area","205","0.0458831605277525","0.0399597501804262","0.0518065708750788","1"
"Yes","2019","Not Working","Rural Area","151","0.0549867967864825","0.0466353556405373","0.0633382379324276","1"
"Yes","2019","Full Time","Rural Area","29","","","","1"
