"ple0016","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2016","(3a) lower tertiary education","","","",""
"Yes","2016","(3b) higher tertiary education","","","",""
"Yes","2017","(0) in school","","","",""
"Yes","2017","(1a) inadequately completed","21","","",""
"Yes","2017","(1b) general elementary school","54","1","1","1"
"Yes","2017","(1c) basic vocational qualification","179","1","1","1"
"Yes","2017","(2b) intermediate general qualification","6","","",""
"Yes","2017","(2a) intermediate vocational","118","1","1","1"
"Yes","2017","(2c_gen) general maturity certificate","4","","",""
"Yes","2017","(2c_voc) vocational maturity certificate","36","1","1","1"
"Yes","2017","(3a) lower tertiary education","34","1","1","1"
"Yes","2017","(3b) higher tertiary education","59","1","1","1"
"Yes","2018","(0) in school","","","",""
"Yes","2018","(1a) inadequately completed","","","",""
"Yes","2018","(1b) general elementary school","","","",""
"Yes","2018","(1c) basic vocational qualification","","","",""
"Yes","2018","(2b) intermediate general qualification","","","",""
"Yes","2018","(2a) intermediate vocational","","","",""
"Yes","2018","(2c_gen) general maturity certificate","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","","","",""
"Yes","2018","(3a) lower tertiary education","","","",""
"Yes","2018","(3b) higher tertiary education","","","",""
"Yes","2019","(0) in school","1","","",""
"Yes","2019","(1a) inadequately completed","22","","",""
"Yes","2019","(1b) general elementary school","43","1","1","1"
"Yes","2019","(1c) basic vocational qualification","180","1","1","1"
"Yes","2019","(2b) intermediate general qualification","11","","",""
"Yes","2019","(2a) intermediate vocational","117","1","1","1"
"Yes","2019","(2c_gen) general maturity certificate","8","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","31","1","1","1"
"Yes","2019","(3a) lower tertiary education","43","1","1","1"
"Yes","2019","(3b) higher tertiary education","71","1","1","1"
