"year","pgcasmin","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"1989","(2b) intermediate general qualification","in school","","","","","","","","",""
"1989","(2b) intermediate general qualification","inadequately","","","","","","","","",""
"1989","(2b) intermediate general qualification","middle vocational","","","","","","","","",""
"1989","(2b) intermediate general qualification","vocational + Abi","","","","","","","","",""
"1989","(2c_gen) general maturity certificate","general elemantary","","","","","","","","",""
"1989","(2c_gen) general maturity certificate","higher education","","","","","","","","",""
"1989","(2c_gen) general maturity certificate","higher vocational","","","","","","","","",""
"1989","(2c_gen) general maturity certificate","in school","","","","","","","","",""
"1989","(2c_gen) general maturity certificate","inadequately","","","","","","","","",""
"1989","(2c_gen) general maturity certificate","middle vocational","7.4","8","340","7.17","7.63","5","7","9","10"
"1989","(2c_gen) general maturity certificate","vocational + Abi","","","","","","","","",""
"1989","(2c_voc) vocational maturity certificate","general elemantary","","","","","","","","",""
"1989","(2c_voc) vocational maturity certificate","higher education","","","","","","","","",""
"1989","(2c_voc) vocational maturity certificate","higher vocational","7.99","8","105","7.65","8.33","6","7","9","10"
"1989","(2c_voc) vocational maturity certificate","in school","","","","","","","","",""
"1989","(2c_voc) vocational maturity certificate","inadequately","","","","","","","","",""
"1989","(2c_voc) vocational maturity certificate","middle vocational","","","","","","","","",""
"1989","(2c_voc) vocational maturity certificate","vocational + Abi","7.76","8","266","7.51","8.01","5","7","9","10"
"1989","(3a) lower tertiary education","general elemantary","","","","","","","","",""
"1989","(3a) lower tertiary education","higher education","8.23","8","219","8.02","8.44","6","8","9","10"
"1989","(3a) lower tertiary education","higher vocational","","","","","","","","",""
"1989","(3a) lower tertiary education","in school","","","","","","","","",""
"1989","(3a) lower tertiary education","inadequately","","","","","","","","",""
"1989","(3a) lower tertiary education","middle vocational","","","","","","","","",""
"1989","(3a) lower tertiary education","vocational + Abi","","","","","","","","",""
"1989","(3b) higher tertiary education","general elemantary","","","","","","","","",""
"1989","(3b) higher tertiary education","higher education","8.56","9","446","8.4","8.72","7","8","10","10"
"1989","(3b) higher tertiary education","higher vocational","","","","","","","","",""
"1989","(3b) higher tertiary education","in school","","","","","","","","",""
"1989","(3b) higher tertiary education","inadequately","","","","","","","","",""
"1989","(3b) higher tertiary education","middle vocational","","","","","","","","",""
"1989","(3b) higher tertiary education","vocational + Abi","","","","","","","","",""
"1990","(0) in school","general elemantary","","","","","","","","",""
"1990","(0) in school","higher education","","","","","","","","",""
"1990","(0) in school","higher vocational","","","","","","","","",""
"1990","(0) in school","in school","","","","","","","","",""
"1990","(0) in school","inadequately","","","","","","","","",""
"1990","(0) in school","middle vocational","","","","","","","","",""
"1990","(0) in school","vocational + Abi","","","","","","","","",""
"1990","(1a) inadequately completed","general elemantary","","","","","","","","",""
"1990","(1a) inadequately completed","higher education","","","","","","","","",""
"1990","(1a) inadequately completed","higher vocational","","","","","","","","",""
"1990","(1a) inadequately completed","in school","","","","","","","","",""
"1990","(1a) inadequately completed","inadequately","","","","","","","","",""
"1990","(1a) inadequately completed","middle vocational","","","","","","","","",""
"1990","(1a) inadequately completed","vocational + Abi","","","","","","","","",""
"1990","(1b) general elementary school","general elemantary","","","","","","","","",""
"1990","(1b) general elementary school","higher education","","","","","","","","",""
"1990","(1b) general elementary school","higher vocational","","","","","","","","",""
"1990","(1b) general elementary school","in school","","","","","","","","",""
"1990","(1b) general elementary school","inadequately","","","","","","","","",""
"1990","(1b) general elementary school","middle vocational","","","","","","","","",""
"1990","(1b) general elementary school","vocational + Abi","","","","","","","","",""
"1990","(1c) basic vocational qualification","general elemantary","","","","","","","","",""
"1990","(1c) basic vocational qualification","higher education","","","","","","","","",""
"1990","(1c) basic vocational qualification","higher vocational","","","","","","","","",""
"1990","(1c) basic vocational qualification","in school","","","","","","","","",""
"1990","(1c) basic vocational qualification","inadequately","","","","","","","","",""
"1990","(1c) basic vocational qualification","middle vocational","","","","","","","","",""
"1990","(1c) basic vocational qualification","vocational + Abi","","","","","","","","",""
"1990","(2a) intermediate vocational","general elemantary","","","","","","","","",""
"1990","(2a) intermediate vocational","higher education","","","","","","","","",""
"1990","(2a) intermediate vocational","higher vocational","","","","","","","","",""
"1990","(2a) intermediate vocational","in school","","","","","","","","",""
"1990","(2a) intermediate vocational","inadequately","","","","","","","","",""
"1990","(2a) intermediate vocational","middle vocational","","","","","","","","",""
"1990","(2a) intermediate vocational","vocational + Abi","","","","","","","","",""
"1990","(2b) intermediate general qualification","general elemantary","","","","","","","","",""
"1990","(2b) intermediate general qualification","higher education","","","","","","","","",""
"1990","(2b) intermediate general qualification","higher vocational","","","","","","","","",""
"1990","(2b) intermediate general qualification","in school","","","","","","","","",""
"1990","(2b) intermediate general qualification","inadequately","","","","","","","","",""
"1990","(2b) intermediate general qualification","middle vocational","","","","","","","","",""
"1990","(2b) intermediate general qualification","vocational + Abi","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","general elemantary","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","higher education","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","higher vocational","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","in school","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","inadequately","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","middle vocational","","","","","","","","",""
"1990","(2c_gen) general maturity certificate","vocational + Abi","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","general elemantary","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","higher education","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","higher vocational","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","in school","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","inadequately","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","middle vocational","","","","","","","","",""
"1990","(2c_voc) vocational maturity certificate","vocational + Abi","","","","","","","","",""
"1990","(3a) lower tertiary education","general elemantary","","","","","","","","",""
"1990","(3a) lower tertiary education","higher education","","","","","","","","",""
"1990","(3a) lower tertiary education","higher vocational","","","","","","","","",""
"1990","(3a) lower tertiary education","in school","","","","","","","","",""
"1990","(3a) lower tertiary education","inadequately","","","","","","","","",""
"1990","(3a) lower tertiary education","middle vocational","","","","","","","","",""
"1990","(3a) lower tertiary education","vocational + Abi","","","","","","","","",""
"1990","(3b) higher tertiary education","general elemantary","","","","","","","","",""
"1990","(3b) higher tertiary education","higher education","","","","","","","","",""
"1990","(3b) higher tertiary education","higher vocational","","","","","","","","",""
"1990","(3b) higher tertiary education","in school","","","","","","","","",""
"1990","(3b) higher tertiary education","inadequately","","","","","","","","",""
"1990","(3b) higher tertiary education","middle vocational","","","","","","","","",""
"1990","(3b) higher tertiary education","vocational + Abi","","","","","","","","",""
"1991","(0) in school","general elemantary","","","","","","","","",""
"1991","(0) in school","higher education","","","","","","","","",""
"1991","(0) in school","higher vocational","","","","","","","","",""
"1991","(0) in school","in school","","","","","","","","",""
"1991","(0) in school","inadequately","","","","","","","","",""
"1991","(0) in school","middle vocational","","","","","","","","",""
"1991","(0) in school","vocational + Abi","","","","","","","","",""
"1991","(1a) inadequately completed","general elemantary","","","","","","","","",""
"1991","(1a) inadequately completed","higher education","","","","","","","","",""
"1991","(1a) inadequately completed","higher vocational","","","","","","","","",""
"1991","(1a) inadequately completed","in school","","","","","","","","",""
"1991","(1a) inadequately completed","inadequately","","","","","","","","",""
"1991","(1a) inadequately completed","middle vocational","","","","","","","","",""
"1991","(1a) inadequately completed","vocational + Abi","","","","","","","","",""
"1991","(1b) general elementary school","general elemantary","","","","","","","","",""
"1991","(1b) general elementary school","higher education","","","","","","","","",""
"1991","(1b) general elementary school","higher vocational","","","","","","","","",""
"1991","(1b) general elementary school","in school","","","","","","","","",""
"1991","(1b) general elementary school","inadequately","","","","","","","","",""
"1991","(1b) general elementary school","middle vocational","","","","","","","","",""
"1991","(1b) general elementary school","vocational + Abi","","","","","","","","",""
"1991","(1c) basic vocational qualification","general elemantary","","","","","","","","",""
"1991","(1c) basic vocational qualification","higher education","","","","","","","","",""
"1991","(1c) basic vocational qualification","higher vocational","","","","","","","","",""
"1991","(1c) basic vocational qualification","in school","","","","","","","","",""
"1991","(1c) basic vocational qualification","inadequately","","","","","","","","",""
"1991","(1c) basic vocational qualification","middle vocational","","","","","","","","",""
"1991","(1c) basic vocational qualification","vocational + Abi","","","","","","","","",""
"1991","(2a) intermediate vocational","general elemantary","","","","","","","","",""
"1991","(2a) intermediate vocational","higher education","","","","","","","","",""
"1991","(2a) intermediate vocational","higher vocational","","","","","","","","",""
"1991","(2a) intermediate vocational","in school","","","","","","","","",""
"1991","(2a) intermediate vocational","inadequately","","","","","","","","",""
"1991","(2a) intermediate vocational","middle vocational","","","","","","","","",""
"1991","(2a) intermediate vocational","vocational + Abi","","","","","","","","",""
"1991","(2b) intermediate general qualification","general elemantary","","","","","","","","",""
"1991","(2b) intermediate general qualification","higher education","","","","","","","","",""
"1991","(2b) intermediate general qualification","higher vocational","","","","","","","","",""
"1991","(2b) intermediate general qualification","in school","","","","","","","","",""
"1991","(2b) intermediate general qualification","inadequately","","","","","","","","",""
"1991","(2b) intermediate general qualification","middle vocational","","","","","","","","",""
"1991","(2b) intermediate general qualification","vocational + Abi","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","general elemantary","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","higher education","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","higher vocational","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","in school","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","inadequately","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","middle vocational","","","","","","","","",""
"1991","(2c_gen) general maturity certificate","vocational + Abi","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","general elemantary","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","higher education","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","higher vocational","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","in school","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","inadequately","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","middle vocational","","","","","","","","",""
"1991","(2c_voc) vocational maturity certificate","vocational + Abi","","","","","","","","",""
"1991","(3a) lower tertiary education","general elemantary","","","","","","","","",""
"1991","(3a) lower tertiary education","higher education","","","","","","","","",""
"1991","(3a) lower tertiary education","higher vocational","","","","","","","","",""
"1991","(3a) lower tertiary education","in school","","","","","","","","",""
"1991","(3a) lower tertiary education","inadequately","","","","","","","","",""
"1991","(3a) lower tertiary education","middle vocational","","","","","","","","",""
"1991","(3a) lower tertiary education","vocational + Abi","","","","","","","","",""
"1991","(3b) higher tertiary education","general elemantary","","","","","","","","",""
"1991","(3b) higher tertiary education","higher education","","","","","","","","",""
"1991","(3b) higher tertiary education","higher vocational","","","","","","","","",""
"1991","(3b) higher tertiary education","in school","","","","","","","","",""
"1991","(3b) higher tertiary education","inadequately","","","","","","","","",""
"1991","(3b) higher tertiary education","middle vocational","","","","","","","","",""
"1991","(3b) higher tertiary education","vocational + Abi","","","","","","","","",""
"1992","(0) in school","general elemantary","","","","","","","","",""
"1992","(0) in school","higher education","","","","","","","","",""
"1992","(0) in school","higher vocational","","","","","","","","",""
"1992","(0) in school","in school","","","","","","","","",""
"1992","(0) in school","inadequately","","","","","","","","",""
"1992","(0) in school","middle vocational","","","","","","","","",""
"1992","(0) in school","vocational + Abi","","","","","","","","",""
"1992","(1a) inadequately completed","general elemantary","","","","","","","","",""
"1992","(1a) inadequately completed","higher education","","","","","","","","",""
"1992","(1a) inadequately completed","higher vocational","","","","","","","","",""
"1992","(1a) inadequately completed","in school","","","","","","","","",""
"1992","(1a) inadequately completed","inadequately","","","","","","","","",""
"1992","(1a) inadequately completed","middle vocational","","","","","","","","",""
"1992","(1a) inadequately completed","vocational + Abi","","","","","","","","",""
"1992","(1b) general elementary school","general elemantary","","","","","","","","",""
"1992","(1b) general elementary school","higher education","","","","","","","","",""
"1992","(1b) general elementary school","higher vocational","","","","","","","","",""
"1992","(1b) general elementary school","in school","","","","","","","","",""
"1992","(1b) general elementary school","inadequately","","","","","","","","",""
"1992","(1b) general elementary school","middle vocational","","","","","","","","",""
"1992","(1b) general elementary school","vocational + Abi","","","","","","","","",""
"1992","(1c) basic vocational qualification","general elemantary","","","","","","","","",""
"1992","(1c) basic vocational qualification","higher education","","","","","","","","",""
"1992","(1c) basic vocational qualification","higher vocational","","","","","","","","",""
"1992","(1c) basic vocational qualification","in school","","","","","","","","",""
"1992","(1c) basic vocational qualification","inadequately","","","","","","","","",""
"1992","(1c) basic vocational qualification","middle vocational","","","","","","","","",""
"1992","(1c) basic vocational qualification","vocational + Abi","","","","","","","","",""
"1992","(2a) intermediate vocational","general elemantary","","","","","","","","",""
"1992","(2a) intermediate vocational","higher education","","","","","","","","",""
"1992","(2a) intermediate vocational","higher vocational","","","","","","","","",""
"1992","(2a) intermediate vocational","in school","","","","","","","","",""
"1992","(2a) intermediate vocational","inadequately","","","","","","","","",""
"1992","(2a) intermediate vocational","middle vocational","","","","","","","","",""
"1992","(2a) intermediate vocational","vocational + Abi","","","","","","","","",""
"1992","(2b) intermediate general qualification","general elemantary","","","","","","","","",""
"1992","(2b) intermediate general qualification","higher education","","","","","","","","",""
"1992","(2b) intermediate general qualification","higher vocational","","","","","","","","",""
"1992","(2b) intermediate general qualification","in school","","","","","","","","",""
"1992","(2b) intermediate general qualification","inadequately","","","","","","","","",""
"1992","(2b) intermediate general qualification","middle vocational","","","","","","","","",""
"1992","(2b) intermediate general qualification","vocational + Abi","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","general elemantary","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","higher education","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","higher vocational","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","in school","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","inadequately","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","middle vocational","","","","","","","","",""
"1992","(2c_gen) general maturity certificate","vocational + Abi","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","general elemantary","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","higher education","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","higher vocational","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","in school","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","inadequately","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","middle vocational","","","","","","","","",""
"1992","(2c_voc) vocational maturity certificate","vocational + Abi","","","","","","","","",""
"1992","(3a) lower tertiary education","general elemantary","","","","","","","","",""
"1992","(3a) lower tertiary education","higher education","","","","","","","","",""
"1992","(3a) lower tertiary education","higher vocational","","","","","","","","",""
"1992","(3a) lower tertiary education","in school","","","","","","","","",""
"1992","(3a) lower tertiary education","inadequately","","","","","","","","",""
"1992","(3a) lower tertiary education","middle vocational","","","","","","","","",""
"1992","(3a) lower tertiary education","vocational + Abi","","","","","","","","",""
"1992","(3b) higher tertiary education","general elemantary","","","","","","","","",""
"1992","(3b) higher tertiary education","higher education","","","","","","","","",""
"1992","(3b) higher tertiary education","higher vocational","","","","","","","","",""
"1992","(3b) higher tertiary education","in school","","","","","","","","",""
"1992","(3b) higher tertiary education","inadequately","","","","","","","","",""
"1992","(3b) higher tertiary education","middle vocational","","","","","","","","",""
"1992","(3b) higher tertiary education","vocational + Abi","","","","","","","","",""
"1993","(0) in school","general elemantary","","","","","","","","",""
"1993","(0) in school","higher education","","","","","","","","",""
"1993","(0) in school","higher vocational","","","","","","","","",""
"1993","(0) in school","in school","7.9","8","124","7.57","8.23","6","7","9","10"
"1993","(0) in school","inadequately","","","","","","","","",""
"1993","(0) in school","middle vocational","","","","","","","","",""
"1993","(0) in school","vocational + Abi","","","","","","","","",""
"1993","(1a) inadequately completed","general elemantary","","","","","","","","",""
"1993","(1a) inadequately completed","higher education","","","","","","","","",""
"1993","(1a) inadequately completed","higher vocational","","","","","","","","",""
"1993","(1a) inadequately completed","in school","6.08","6","58","5.52","6.64","4","5","8","8"
"1993","(1a) inadequately completed","inadequately","4.5","5","435","4.25","4.75","0","2","6","9"
"1993","(1a) inadequately completed","middle vocational","5.7","5.25","62","5.09","6.31","2","5","7","9"
"1993","(1a) inadequately completed","vocational + Abi","","","","","","","","",""
"1993","(1b) general elementary school","general elemantary","5.85","6","1716","5.73","5.97","3","5","8","9"
"1993","(1b) general elementary school","higher education","","","","","","","","",""
"1993","(1b) general elementary school","higher vocational","","","","","","","","",""
"1993","(1b) general elementary school","in school","","","","","","","","",""
"1993","(1b) general elementary school","inadequately","","","","","","","","",""
"1993","(1b) general elementary school","middle vocational","","","","","","","","",""
"1993","(1b) general elementary school","vocational + Abi","","","","","","","","",""
"1993","(1c) basic vocational qualification","general elemantary","","","","","","","","",""
"1993","(1c) basic vocational qualification","higher education","","","","","","","","",""
"1993","(1c) basic vocational qualification","higher vocational","7.22","7","251","6.99","7.45","5","6","8","10"
"1993","(1c) basic vocational qualification","in school","","","","","","","","",""
"1993","(1c) basic vocational qualification","inadequately","","","","","","","","",""
"1993","(1c) basic vocational qualification","middle vocational","6.66","7","3133","6.59","6.73","4","5","8","10"
"1993","(1c) basic vocational qualification","vocational + Abi","","","","","","","","",""
"1993","(2a) intermediate vocational","general elemantary","","","","","","","","",""
"1993","(2a) intermediate vocational","higher education","","","","","","","","",""
"1993","(2a) intermediate vocational","higher vocational","7.42","8","286","7.21","7.63","5","6","9","10"
"1993","(2a) intermediate vocational","in school","","","","","","","","",""
"1993","(2a) intermediate vocational","inadequately","","","","","","","","",""
"1993","(2a) intermediate vocational","middle vocational","7.15","7","2016","7.06","7.24","5","6","8","10"
"1993","(2a) intermediate vocational","vocational + Abi","","","","","","","","",""
"1993","(2b) intermediate general qualification","general elemantary","7.05","7","495","6.86","7.24","4","6","8","10"
"1993","(2b) intermediate general qualification","higher education","","","","","","","","",""
"1993","(2b) intermediate general qualification","higher vocational","","","","","","","","",""
"1993","(2b) intermediate general qualification","in school","","","","","","","","",""
"1993","(2b) intermediate general qualification","inadequately","","","","","","","","",""
"1993","(2b) intermediate general qualification","middle vocational","","","","","","","","",""
"1993","(2b) intermediate general qualification","vocational + Abi","","","","","","","","",""
"1993","(2c_gen) general maturity certificate","general elemantary","","","","","","","","",""
"1993","(2c_gen) general maturity certificate","higher education","","","","","","","","",""
"1993","(2c_gen) general maturity certificate","higher vocational","","","","","","","","",""
"1993","(2c_gen) general maturity certificate","in school","","","","","","","","",""
"1993","(2c_gen) general maturity certificate","inadequately","","","","","","","","",""
"1993","(2c_gen) general maturity certificate","middle vocational","7.56","8","381","7.36","7.76","5","7","9","10"
"1993","(2c_gen) general maturity certificate","vocational + Abi","","","","","","","","",""
"1993","(2c_voc) vocational maturity certificate","general elemantary","","","","","","","","",""
"1993","(2c_voc) vocational maturity certificate","higher education","","","","","","","","",""
"1993","(2c_voc) vocational maturity certificate","higher vocational","7.86","8","116","7.55","8.17","6","7","9","10"
"1993","(2c_voc) vocational maturity certificate","in school","","","","","","","","",""
"1993","(2c_voc) vocational maturity certificate","inadequately","","","","","","","","",""
"1993","(2c_voc) vocational maturity certificate","middle vocational","","","","","","","","",""
"1993","(2c_voc) vocational maturity certificate","vocational + Abi","7.58","8","356","7.37","7.79","5","6","9","10"
"1993","(3a) lower tertiary education","general elemantary","","","","","","","","",""
"1993","(3a) lower tertiary education","higher education","7.78","8","740","7.65","7.91","5","7","9","10"
"1993","(3a) lower tertiary education","higher vocational","","","","","","","","",""
"1993","(3a) lower tertiary education","in school","","","","","","","","",""
"1993","(3a) lower tertiary education","inadequately","","","","","","","","",""
"1993","(3a) lower tertiary education","middle vocational","","","","","","","","",""
"1993","(3a) lower tertiary education","vocational + Abi","","","","","","","","",""
"1993","(3b) higher tertiary education","general elemantary","","","","","","","","",""
"1993","(3b) higher tertiary education","higher education","8.38","9","721","8.26","8.5","7","8","10","10"
"1993","(3b) higher tertiary education","higher vocational","","","","","","","","",""
"1993","(3b) higher tertiary education","in school","","","","","","","","",""
"1993","(3b) higher tertiary education","inadequately","","","","","","","","",""
"1993","(3b) higher tertiary education","middle vocational","","","","","","","","",""
"1993","(3b) higher tertiary education","vocational + Abi","","","","","","","","",""
"1994","(0) in school","general elemantary","","","","","","","","",""
"1994","(0) in school","higher education","","","","","","","","",""
"1994","(0) in school","higher vocational","","","","","","","","",""
"1994","(0) in school","in school","","","","","","","","",""
"1994","(0) in school","inadequately","","","","","","","","",""
"1994","(0) in school","middle vocational","","","","","","","","",""
"1994","(0) in school","vocational + Abi","","","","","","","","",""
"1994","(1a) inadequately completed","general elemantary","","","","","","","","",""
"1994","(1a) inadequately completed","higher education","","","","","","","","",""
"1994","(1a) inadequately completed","higher vocational","","","","","","","","",""
"1994","(1a) inadequately completed","in school","","","","","","","","",""
"1994","(1a) inadequately completed","inadequately","","","","","","","","",""
"1994","(1a) inadequately completed","middle vocational","","","","","","","","",""
"1994","(1a) inadequately completed","vocational + Abi","","","","","","","","",""
"1994","(1b) general elementary school","general elemantary","","","","","","","","",""
"1994","(1b) general elementary school","higher education","","","","","","","","",""
"1994","(1b) general elementary school","higher vocational","","","","","","","","",""
"1994","(1b) general elementary school","in school","","","","","","","","",""
"1994","(1b) general elementary school","inadequately","","","","","","","","",""
"1994","(1b) general elementary school","middle vocational","","","","","","","","",""
"1994","(1b) general elementary school","vocational + Abi","","","","","","","","",""
"1994","(1c) basic vocational qualification","general elemantary","","","","","","","","",""
"1994","(1c) basic vocational qualification","higher education","","","","","","","","",""
"1994","(1c) basic vocational qualification","higher vocational","","","","","","","","",""
"1994","(1c) basic vocational qualification","in school","","","","","","","","",""
"1994","(1c) basic vocational qualification","inadequately","","","","","","","","",""
"1994","(1c) basic vocational qualification","middle vocational","","","","","","","","",""
"1994","(1c) basic vocational qualification","vocational + Abi","","","","","","","","",""
"1994","(2a) intermediate vocational","general elemantary","","","","","","","","",""
"1994","(2a) intermediate vocational","higher education","","","","","","","","",""
"1994","(2a) intermediate vocational","higher vocational","","","","","","","","",""
"1994","(2a) intermediate vocational","in school","","","","","","","","",""
"1994","(2a) intermediate vocational","inadequately","","","","","","","","",""
"1994","(2a) intermediate vocational","middle vocational","","","","","","","","",""
"1994","(2a) intermediate vocational","vocational + Abi","","","","","","","","",""
"1994","(2b) intermediate general qualification","general elemantary","","","","","","","","",""
"1994","(2b) intermediate general qualification","higher education","","","","","","","","",""
"1994","(2b) intermediate general qualification","higher vocational","","","","","","","","",""
"1994","(2b) intermediate general qualification","in school","","","","","","","","",""
"1994","(2b) intermediate general qualification","inadequately","","","","","","","","",""
"1994","(2b) intermediate general qualification","middle vocational","","","","","","","","",""
"1994","(2b) intermediate general qualification","vocational + Abi","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","general elemantary","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","higher education","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","higher vocational","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","in school","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","inadequately","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","middle vocational","","","","","","","","",""
"1994","(2c_gen) general maturity certificate","vocational + Abi","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","general elemantary","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","higher education","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","higher vocational","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","in school","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","inadequately","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","middle vocational","","","","","","","","",""
"1994","(2c_voc) vocational maturity certificate","vocational + Abi","","","","","","","","",""
"1994","(3a) lower tertiary education","general elemantary","","","","","","","","",""
"1994","(3a) lower tertiary education","higher education","","","","","","","","",""
"1994","(3a) lower tertiary education","higher vocational","","","","","","","","",""
"1994","(3a) lower tertiary education","in school","","","","","","","","",""
"1994","(3a) lower tertiary education","inadequately","","","","","","","","",""
"1994","(3a) lower tertiary education","middle vocational","","","","","","","","",""
"1994","(3a) lower tertiary education","vocational + Abi","","","","","","","","",""
"1994","(3b) higher tertiary education","general elemantary","","","","","","","","",""
"1994","(3b) higher tertiary education","higher education","","","","","","","","",""
"1994","(3b) higher tertiary education","higher vocational","","","","","","","","",""
"1994","(3b) higher tertiary education","in school","","","","","","","","",""
"1994","(3b) higher tertiary education","inadequately","","","","","","","","",""
"1994","(3b) higher tertiary education","middle vocational","","","","","","","","",""
"1994","(3b) higher tertiary education","vocational + Abi","","","","","","","","",""
"1995","(0) in school","general elemantary","","","","","","","","",""
"1995","(0) in school","higher education","","","","","","","","",""
"1995","(0) in school","higher vocational","","","","","","","","",""
"1995","(0) in school","in school","","","","","","","","",""
"1995","(0) in school","inadequately","","","","","","","","",""
"1995","(0) in school","middle vocational","","","","","","","","",""
"1995","(0) in school","vocational + Abi","","","","","","","","",""
