"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1989","16-34 y.","(0) in school","7.68","8","174","5","7","9","10","7.38","7.98","7","8"
"1989","16-34 y.","(1a) inadequately completed","5.45","5","149","2","3","7","9","5.03","5.87","5","5"
"1989","16-34 y.","(1b) general elementary school","6.36","7","652","3","5","8","10","6.16","6.56","6","7"
"1989","16-34 y.","(1c) basic vocational qualification","6.89","7","874","4","5","8","10","6.75","7.03","7","7"
"1989","16-34 y.","(2a) intermediate vocational","7.65","8","568","5","7","9","10","7.51","7.79","8","8"
"1989","16-34 y.","(2b) intermediate general qualification","7.28","8","296","5","6","9","10","7.03","7.53","8","8"
"1989","16-34 y.","(2c_gen) general maturity certificate","7.43","8","288","5","7","9","10","7.19","7.67","8","8"
"1989","16-34 y.","(2c_voc) vocational maturity certificate","7.85","8","200","6","7","9","10","7.6","8.1","8","8"
"1989","16-34 y.","(3a) lower tertiary education","8.44","8.75","67","7","8","9","10","8.1","8.78","8","9"
"1989","16-34 y.","(3b) higher tertiary education","8.41","9","131","6","8","10","10","8.06","8.76","8","9"
"1989","35-65 y.","(0) in school","","","","","","","","","","",""
"1989","35-65 y.","(1a) inadequately completed","4.66","5","438","1","3","6","8","4.4","4.92","4","5"
"1989","35-65 y.","(1b) general elementary school","5.71","5","956","3","4","8","9","5.55","5.87","5","5"
"1989","35-65 y.","(1c) basic vocational qualification","6.74","7","1712","4","5","8","10","6.64","6.84","7","7"
"1989","35-65 y.","(2a) intermediate vocational","7.17","7","497","5","6","8","10","7.01","7.33","7","8"
"1989","35-65 y.","(2b) intermediate general qualification","6.61","7","60","4","5","8","10","6.04","7.18","5","8"
"1989","35-65 y.","(2c_gen) general maturity certificate","6.59","7","46","4","6","8","9","5.87","7.31","6","8"
"1989","35-65 y.","(2c_voc) vocational maturity certificate","7.66","8","135","5","7","9","10","7.28","8.04","7","8"
"1989","35-65 y.","(3a) lower tertiary education","8.03","8","127","5","7","9","10","7.74","8.32","8","9"
"1989","35-65 y.","(3b) higher tertiary education","8.53","9","286","6","8","10","10","8.35","8.71","8","9"
"1989","66 and older","(0) in school","","","","","","","","","","",""
"1989","66 and older","(1a) inadequately completed","","","","","","","","","","",""
"1989","66 and older","(1b) general elementary school","6.43","6","275","3","5","8","10","6.15","6.71","6","7"
"1989","66 and older","(1c) basic vocational qualification","7.07","7","315","5","5","9","10","6.84","7.3","7","7"
"1989","66 and older","(2a) intermediate vocational","8.1","8","109","6","7","9","10","7.8","8.4","8","9"
"1989","66 and older","(2b) intermediate general qualification","","","","","","","","","","",""
"1989","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","",""
"1989","66 and older","(2c_voc) vocational maturity certificate","8.23","8","36","6","7","10","10","7.54","8.92","8","10"
"1989","66 and older","(3a) lower tertiary education","","","","","","","","","","",""
"1989","66 and older","(3b) higher tertiary education","","","","","","","","","","",""
"1990","16-34 y.","(0) in school","","","","","","","","","","",""
"1990","16-34 y.","(1a) inadequately completed","","","","","","","","","","",""
