"plh0216","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","38","0.175914780344073","0.121196952767189","0.230632607920957"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","165","0.120806887335025","0.103111345341115","0.138502429328936"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","168","0.171968912537541","0.148474772267529","0.195463052807553"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","78","0.125369052251592","0.100086962122349","0.150651142380835"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","301","0.160126041160962","0.143709748882929","0.176542333438995"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","91","0.133910141690121","0.106523228834298","0.161297054545944"
"4 on scale 1-7","2005","(0) in school","West Germany","90","0.170870740070505","0.13804251721354","0.20369896292747"
"4 on scale 1-7","2005","(0) in school","East Germany","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","West Germany","32","0.141209297762102","0.09590801748059","0.186510578043613"
"4 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","West Germany","275","0.167975995665405","0.149937610375784","0.186014380955026"
"4 on scale 1-7","2005","(1b) general elementary school","East Germany","34","0.154825740035913","0.106016552717026","0.203634927354801"
"4 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","833","0.184146726453786","0.172977237358447","0.195316215549126"
"4 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","162","0.146698101643599","0.125626503971611","0.167769699315588"
"4 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","85","0.187403633956988","0.150857833575618","0.223949434338357"
"4 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","West Germany","574","0.181967603938744","0.168368489193851","0.195566718683637"
"4 on scale 1-7","2005","(2a) intermediate vocational","East Germany","317","0.183792635581683","0.16539200864058","0.202193262522787"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","135","0.238055279843989","0.204257839153832","0.271852720534146"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","40","0.162940386234579","0.109866097350811","0.216014675118347"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","268","0.210070941020954","0.187952581202719","0.232189300839189"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","46","0.276041523402774","0.215865401334514","0.336217645471034"
"4 on scale 1-7","2005","(3a) lower tertiary education","West Germany","174","0.152110182208355","0.129750783667833","0.174469580748878"
"4 on scale 1-7","2005","(3a) lower tertiary education","East Germany","114","0.166647844539501","0.138195404575252","0.19510028450375"
"4 on scale 1-7","2005","(3b) higher tertiary education","West Germany","393","0.185546202556115","0.168144317486007","0.202948087626222"
"4 on scale 1-7","2005","(3b) higher tertiary education","East Germany","134","0.207554552470681","0.17494043075036","0.240168674191002"
"5 on scale 1-7","2005","(0) in school","West Germany","85","0.161558263265443","0.12945838138158","0.193658145149306"
"5 on scale 1-7","2005","(0) in school","East Germany","30","0.25556907060594","0.185058249056272","0.326079892155608"
"5 on scale 1-7","2005","(1a) inadequately completed","West Germany","37","0.144921839575646","0.0991282182448632","0.190715460906428"
"5 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","West Germany","293","0.178295432001412","0.159826827640748","0.196764036362077"
"5 on scale 1-7","2005","(1b) general elementary school","East Germany","44","0.221168981208845","0.165168650455311","0.277169311962379"
"5 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","937","0.197800056416021","0.186321169012204","0.209278943819838"
"5 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","233","0.219931891754269","0.195263307312593","0.244600476195945"
"5 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","85","0.150864400779604","0.117345254702292","0.184383546856915"
"5 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","West Germany","639","0.203674399628476","0.189479186754968","0.217869612501984"
"5 on scale 1-7","2005","(2a) intermediate vocational","East Germany","349","0.231383216275459","0.211348224350397","0.251418208200522"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","117","0.194248307101291","0.162853168252633","0.225643445949949"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","42","0.254339337285537","0.191754517956649","0.316924156614426"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","270","0.212205535357041","0.190005140455867","0.234405930258215"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","48","0.221763023099392","0.165841285394114","0.277684760804669"
"5 on scale 1-7","2005","(3a) lower tertiary education","West Germany","207","0.228045767868832","0.201923068735795","0.254168467001868"
"5 on scale 1-7","2005","(3a) lower tertiary education","East Germany","137","0.189222365708416","0.15931745585303","0.219127275563801"
"5 on scale 1-7","2005","(3b) higher tertiary education","West Germany","370","0.191235584939463","0.173630731817789","0.208840438061138"
"5 on scale 1-7","2005","(3b) higher tertiary education","East Germany","119","0.188418146701222","0.15697091675609","0.219865376646355"
"6 on scale 1-7","2005","(0) in school","West Germany","69","0.167845290856759","0.135249687826697","0.200440893886822"
"6 on scale 1-7","2005","(0) in school","East Germany","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","West Germany","43","0.14717227189528","0.101085231928563","0.193259311861997"
"6 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2005","(1b) general elementary school","West Germany","371","0.208136804034488","0.188548102959207","0.227725505109769"
"6 on scale 1-7","2005","(1b) general elementary school","East Germany","45","0.205035677916656","0.150560908374878","0.259510447458434"
"6 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","1011","0.21669230705135","0.204820051960752","0.228564562141948"
"6 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","286","0.242518281329607","0.216991727851747","0.268044834807468"
"6 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","75","0.151844297618509","0.11823587943385","0.185452715803167"
"6 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2005","(2a) intermediate vocational","West Germany","622","0.195581731976809","0.181600885891668","0.209562578061951"
"6 on scale 1-7","2005","(2a) intermediate vocational","East Germany","399","0.212518251236201","0.19308315576113","0.231953346711273"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","113","0.165440459960461","0.135953316619921","0.194927603301001"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","32","0.198883162188383","0.141519277110933","0.256247047265834"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","229","0.158939092182299","0.139087059978983","0.178791124385614"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","43","0.185776343701641","0.133422662486645","0.238130024916637"
"6 on scale 1-7","2005","(3a) lower tertiary education","West Germany","172","0.176869601882243","0.153113663883747","0.200625539880738"
"6 on scale 1-7","2005","(3a) lower tertiary education","East Germany","184","0.305557522195396","0.270387712970816","0.340727331419975"
"6 on scale 1-7","2005","(3b) higher tertiary education","West Germany","326","0.190104577361885","0.172539591935703","0.207669562788067"
"6 on scale 1-7","2005","(3b) higher tertiary education","East Germany","118","0.200667682430059","0.168460163400652","0.232875201459467"
"7 Strongly agree","2005","(0) in school","West Germany","43","0.121197246178165","0.0927333410947437","0.149661151261585"
"7 Strongly agree","2005","(0) in school","East Germany","","","",""
"7 Strongly agree","2005","(1a) inadequately completed","West Germany","65","0.280069625311111","0.221656100111921","0.338483150510301"
"7 Strongly agree","2005","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2005","(1b) general elementary school","West Germany","403","0.265750167144316","0.244436174073497","0.287064160215136"
"7 Strongly agree","2005","(1b) general elementary school","East Germany","61","0.293990849153442","0.232518623873406","0.355463074433479"
"7 Strongly agree","2005","(1c) basic vocational qualification","West Germany","877","0.192087454858742","0.180735335366958","0.203439574350526"
"7 Strongly agree","2005","(1c) basic vocational qualification","East Germany","265","0.254454444353145","0.228514085728394","0.280394802977896"
"7 Strongly agree","2005","(2b) intermediate general qualification","West Germany","68","0.225626587262186","0.186481128259921","0.264772046264452"
"7 Strongly agree","2005","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2005","(2a) intermediate vocational","West Germany","505","0.180644756892585","0.167084211792484","0.194205301992685"
"7 Strongly agree","2005","(2a) intermediate vocational","East Germany","326","0.208854002644388","0.189542412656626","0.228165592632151"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","West Germany","69","0.141982186343078","0.114284196255864","0.169680176430292"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","West Germany","189","0.145931770285974","0.126762874685952","0.165100665885995"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2005","(3a) lower tertiary education","West Germany","93","0.113842046972546","0.0940669700469845","0.133617123898108"
"7 Strongly agree","2005","(3a) lower tertiary education","East Germany","101","0.148594138256151","0.121437591715203","0.175750684797098"
"7 Strongly agree","2005","(3b) higher tertiary education","West Germany","188","0.110683440954123","0.0966389322978062","0.124727949610439"
"7 Strongly agree","2005","(3b) higher tertiary education","East Germany","69","0.147501807670349","0.118985041583102","0.176018573757596"
"1 Strongly disagree","2006","(0) in school","West Germany","","","",""
"1 Strongly disagree","2006","(0) in school","East Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(0) in school","West Germany","","","",""
"4 on scale 1-7","2006","(0) in school","East Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(0) in school","West Germany","","","",""
"5 on scale 1-7","2006","(0) in school","East Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(0) in school","West Germany","","","",""
"6 on scale 1-7","2006","(0) in school","East Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(0) in school","West Germany","","","",""
"7 Strongly agree","2006","(0) in school","East Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(0) in school","West Germany","","","",""
"1 Strongly disagree","2007","(0) in school","East Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","East Germany","","","",""
