"pld0045","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2003","35-65 y.","West Germany","1056","0.10713979379751","0.100973640769159","0.11330594682586","3"
"Sometimes","2003","66 and older","West Germany","198","0.0733119837471632","0.0635684839570459","0.0830554835372806","3"
"Sometimes","2003","35-65 y.","East Germany","327","0.105031338566026","0.0940068074040289","0.116055869728023","3"
"Sometimes","2003","66 and older","East Germany","74","0.0787000331657086","0.0612145801729209","0.0961854861584962","3"
"Very often","2003","16-34 y.","West Germany","268","0.0590574804902956","0.0520826479324097","0.0660323130481815","1"
"Very often","2003","16-34 y.","East Germany","62","0.0482186786017229","0.0372336997747847","0.059203657428661","1"
"Very often","2003","35-65 y.","West Germany","498","0.04982568325339","0.0454878241984274","0.0541635423083526","1"
"Very often","2003","35-65 y.","East Germany","95","0.0303407409103839","0.0241730950295828","0.036508386791185","1"
"Very often","2003","66 and older","West Germany","103","0.0421313710589038","0.0346217764641305","0.0496409656536771","1"
"Very often","2003","66 and older","East Germany","28","","","","1"
"Never","2004","16-34 y.","West Germany","","","","","5"
"Never","2004","16-34 y.","East Germany","","","","","5"
"Never","2004","35-65 y.","West Germany","","","","","5"
"Never","2004","35-65 y.","East Germany","","","","","5"
"Never","2004","66 and older","West Germany","","","","","5"
"Never","2004","66 and older","East Germany","","","","","5"
"Often","2004","16-34 y.","East Germany","","","","","2"
"Often","2004","16-34 y.","West Germany","","","","","2"
"Often","2004","35-65 y.","West Germany","","","","","2"
"Often","2004","35-65 y.","East Germany","","","","","2"
"Often","2004","66 and older","West Germany","","","","","2"
"Often","2004","66 and older","East Germany","","","","","2"
"Rarely","2004","16-34 y.","West Germany","","","","","4"
"Rarely","2004","35-65 y.","West Germany","","","","","4"
"Rarely","2004","16-34 y.","East Germany","","","","","4"
"Rarely","2004","66 and older","West Germany","","","","","4"
"Rarely","2004","35-65 y.","East Germany","","","","","4"
"Rarely","2004","66 and older","East Germany","","","","","4"
"Sometimes","2004","16-34 y.","East Germany","","","","","3"
"Sometimes","2004","66 and older","West Germany","","","","","3"
"Sometimes","2004","16-34 y.","West Germany","","","","","3"
"Sometimes","2004","35-65 y.","West Germany","","","","","3"
"Sometimes","2004","35-65 y.","East Germany","","","","","3"
"Sometimes","2004","66 and older","East Germany","","","","","3"
"Very often","2004","35-65 y.","West Germany","","","","","1"
"Very often","2004","16-34 y.","West Germany","","","","","1"
"Very often","2004","16-34 y.","East Germany","","","","","1"
"Very often","2004","35-65 y.","East Germany","","","","","1"
"Very often","2004","66 and older","West Germany","","","","","1"
"Very often","2004","66 and older","East Germany","","","","","1"
"Never","2005","35-65 y.","West Germany","","","","","5"
"Never","2005","16-34 y.","West Germany","","","","","5"
"Never","2005","16-34 y.","East Germany","","","","","5"
"Never","2005","35-65 y.","East Germany","","","","","5"
"Never","2005","66 and older","West Germany","","","","","5"
"Never","2005","66 and older","East Germany","","","","","5"
"Often","2005","16-34 y.","West Germany","","","","","2"
"Often","2005","16-34 y.","East Germany","","","","","2"
"Often","2005","35-65 y.","West Germany","","","","","2"
"Often","2005","66 and older","West Germany","","","","","2"
"Often","2005","35-65 y.","East Germany","","","","","2"
"Often","2005","66 and older","East Germany","","","","","2"
"Rarely","2005","16-34 y.","East Germany","","","","","4"
"Rarely","2005","16-34 y.","West Germany","","","","","4"
"Rarely","2005","35-65 y.","West Germany","","","","","4"
"Rarely","2005","35-65 y.","East Germany","","","","","4"
"Rarely","2005","66 and older","West Germany","","","","","4"
"Rarely","2005","66 and older","East Germany","","","","","4"
"Sometimes","2005","16-34 y.","West Germany","","","","","3"
"Sometimes","2005","35-65 y.","West Germany","","","","","3"
"Sometimes","2005","35-65 y.","East Germany","","","","","3"
"Sometimes","2005","66 and older","East Germany","","","","","3"
"Sometimes","2005","16-34 y.","East Germany","","","","","3"
"Sometimes","2005","66 and older","West Germany","","","","","3"
"Very often","2005","16-34 y.","West Germany","","","","","1"
"Very often","2005","16-34 y.","East Germany","","","","","1"
"Very often","2005","35-65 y.","West Germany","","","","","1"
"Very often","2005","35-65 y.","East Germany","","","","","1"
"Very often","2005","66 and older","West Germany","","","","","1"
"Very often","2005","66 and older","East Germany","","","","","1"
"Never","2006","16-34 y.","East Germany","","","","","5"
"Never","2006","16-34 y.","West Germany","","","","","5"
"Never","2006","35-65 y.","East Germany","","","","","5"
"Never","2006","35-65 y.","West Germany","","","","","5"
"Never","2006","66 and older","West Germany","","","","","5"
"Never","2006","66 and older","East Germany","","","","","5"
"Often","2006","16-34 y.","West Germany","","","","","2"
"Often","2006","35-65 y.","West Germany","","","","","2"
"Often","2006","16-34 y.","East Germany","","","","","2"
"Often","2006","66 and older","West Germany","","","","","2"
"Often","2006","35-65 y.","East Germany","","","","","2"
"Often","2006","66 and older","East Germany","","","","","2"
"Rarely","2006","16-34 y.","West Germany","","","","","4"
"Rarely","2006","35-65 y.","West Germany","","","","","4"
"Rarely","2006","16-34 y.","East Germany","","","","","4"
"Rarely","2006","66 and older","West Germany","","","","","4"
"Rarely","2006","35-65 y.","East Germany","","","","","4"
"Rarely","2006","66 and older","East Germany","","","","","4"
"Sometimes","2006","35-65 y.","West Germany","","","","","3"
"Sometimes","2006","16-34 y.","West Germany","","","","","3"
"Sometimes","2006","16-34 y.","East Germany","","","","","3"
"Sometimes","2006","35-65 y.","East Germany","","","","","3"
"Sometimes","2006","66 and older","West Germany","","","","","3"
"Sometimes","2006","66 and older","East Germany","","","","","3"
"Very often","2006","16-34 y.","West Germany","","","","","1"
"Very often","2006","16-34 y.","East Germany","","","","","1"
"Very often","2006","35-65 y.","West Germany","","","","","1"
"Very often","2006","35-65 y.","East Germany","","","","","1"
"Very often","2006","66 and older","West Germany","","","","","1"
"Very often","2006","66 and older","East Germany","","","","","1"
"Never","2007","16-34 y.","West Germany","","","","","5"
"Never","2007","35-65 y.","West Germany","","","","","5"
"Never","2007","16-34 y.","East Germany","","","","","5"
"Never","2007","35-65 y.","East Germany","","","","","5"
"Never","2007","66 and older","West Germany","","","","","5"
"Never","2007","66 and older","East Germany","","","","","5"
"Often","2007","16-34 y.","East Germany","","","","","2"
"Often","2007","16-34 y.","West Germany","","","","","2"
"Often","2007","35-65 y.","West Germany","","","","","2"
"Often","2007","35-65 y.","East Germany","","","","","2"
"Often","2007","66 and older","West Germany","","","","","2"
"Often","2007","66 and older","East Germany","","","","","2"
"Rarely","2007","16-34 y.","West Germany","","","","","4"
"Rarely","2007","16-34 y.","East Germany","","","","","4"
"Rarely","2007","35-65 y.","West Germany","","","","","4"
"Rarely","2007","35-65 y.","East Germany","","","","","4"
"Rarely","2007","66 and older","West Germany","","","","","4"
"Rarely","2007","66 and older","East Germany","","","","","4"
"Sometimes","2007","16-34 y.","West Germany","","","","","3"
"Sometimes","2007","16-34 y.","East Germany","","","","","3"
"Sometimes","2007","35-65 y.","West Germany","","","","","3"
"Sometimes","2007","35-65 y.","East Germany","","","","","3"
"Sometimes","2007","66 and older","West Germany","","","","","3"
"Sometimes","2007","66 and older","East Germany","","","","","3"
"Very often","2007","35-65 y.","West Germany","","","","","1"
"Very often","2007","66 and older","East Germany","","","","","1"
"Very often","2007","16-34 y.","West Germany","","","","","1"
"Very often","2007","16-34 y.","East Germany","","","","","1"
"Very often","2007","35-65 y.","East Germany","","","","","1"
"Very often","2007","66 and older","West Germany","","","","","1"
"Never","2008","16-34 y.","West Germany","1783","0.546001060400143","0.528788347811596","0.56321377298869","5"
"Never","2008","16-34 y.","East Germany","623","0.555816433258233","0.527011165876903","0.584621700639563","5"
"Never","2008","35-65 y.","West Germany","4358","0.543411528311802","0.532587318368456","0.554235738255148","5"
"Never","2008","35-65 y.","East Germany","1434","0.593913075152655","0.574666113033059","0.613160037272251","5"
"Never","2008","66 and older","West Germany","2204","0.677880536619138","0.661667298740013","0.694093774498263","5"
"Never","2008","66 and older","East Germany","790","0.734138725407143","0.708242062884243","0.760035387930043","5"
"Often","2008","16-34 y.","East Germany","112","0.100142975447066","0.0827400613305841","0.117545889563548","2"
"Often","2008","16-34 y.","West Germany","326","0.10394670165942","0.0933956091016649","0.114497794217175","2"
"Often","2008","35-65 y.","West Germany","839","0.0991346537043773","0.0926406579568324","0.105628649451922","2"
"Often","2008","35-65 y.","East Germany","211","0.0826927887367316","0.0718987873839308","0.0934867900895324","2"
"Often","2008","66 and older","West Germany","179","0.0632838625077431","0.0548362267627539","0.0717314982527322","2"
"Often","2008","66 and older","East Germany","62","0.0509821413517994","0.0380885643529497","0.0638757183506491","2"
"Rarely","2008","16-34 y.","West Germany","576","0.180988458732104","0.167677920827239","0.194298996636969","4"
"Rarely","2008","16-34 y.","East Germany","208","0.169189839537632","0.147454670873193","0.190925008202072","4"
"Rarely","2008","35-65 y.","West Germany","1506","0.182350359917047","0.173959504269259","0.190741215564835","4"
"Rarely","2008","35-65 y.","East Germany","483","0.194981810314145","0.179454682032483","0.210508938595807","4"
"Rarely","2008","66 and older","West Germany","450","0.151491902184982","0.139052274162254","0.16393153020771","4"
"Rarely","2008","66 and older","East Germany","149","0.115216803809752","0.0965012133214264","0.133932394298079","4"
"Sometimes","2008","16-34 y.","West Germany","313","0.100461087362547","0.0900682514718185","0.110853923253277","3"
"Sometimes","2008","16-34 y.","East Germany","122","0.110156175266469","0.0920057712976384","0.1283065792353","3"
"Sometimes","2008","35-65 y.","West Germany","954","0.116715958625069","0.109738703151483","0.123693214098656","3"
"Sometimes","2008","35-65 y.","East Germany","266","0.0968024647471412","0.0852140021151953","0.108390927379087","3"
"Sometimes","2008","66 and older","West Germany","252","0.0749852329328196","0.0658473225541355","0.0841231433115036","3"
"Sometimes","2008","66 and older","East Germany","87","0.0744369772269703","0.0590510189105503","0.0898229355433903","3"
"Very often","2008","16-34 y.","West Germany","216","0.0686026918457849","0.0598636620010744","0.0773417216904953","1"
"Very often","2008","16-34 y.","East Germany","78","0.0646945764905994","0.0504340473883035","0.0789551055928953","1"
"Very often","2008","35-65 y.","West Germany","478","0.0583874994417047","0.053292251078173","0.0634827478052364","1"
"Very often","2008","35-65 y.","East Germany","107","0.0316098610493276","0.0247529625979447","0.0384667595007104","1"
"Very often","2008","66 and older","West Germany","106","0.0323584657553171","0.0262189248038103","0.0384980067068239","1"
"Very often","2008","66 and older","East Germany","30","0.0252253522043345","0.0160336081826196","0.0344170962260494","1"
"Never","2009","16-34 y.","East Germany","","","","","5"
"Never","2009","16-34 y.","West Germany","","","","","5"
"Never","2009","35-65 y.","West Germany","","","","","5"
"Never","2009","35-65 y.","East Germany","","","","","5"
"Never","2009","66 and older","West Germany","","","","","5"
"Never","2009","66 and older","East Germany","","","","","5"
"Often","2009","16-34 y.","West Germany","","","","","2"
"Often","2009","16-34 y.","East Germany","","","","","2"
"Often","2009","35-65 y.","West Germany","","","","","2"
"Often","2009","35-65 y.","East Germany","","","","","2"
"Often","2009","66 and older","West Germany","","","","","2"
"Often","2009","66 and older","East Germany","","","","","2"
"Rarely","2009","16-34 y.","East Germany","","","","","4"
"Rarely","2009","16-34 y.","West Germany","","","","","4"
"Rarely","2009","35-65 y.","West Germany","","","","","4"
"Rarely","2009","35-65 y.","East Germany","","","","","4"
"Rarely","2009","66 and older","West Germany","","","","","4"
"Rarely","2009","66 and older","East Germany","","","","","4"
"Sometimes","2009","16-34 y.","West Germany","","","","","3"
"Sometimes","2009","35-65 y.","West Germany","","","","","3"
"Sometimes","2009","16-34 y.","East Germany","","","","","3"
"Sometimes","2009","66 and older","West Germany","","","","","3"
"Sometimes","2009","66 and older","East Germany","","","","","3"
"Sometimes","2009","35-65 y.","East Germany","","","","","3"
"Very often","2009","16-34 y.","West Germany","","","","","1"
"Very often","2009","16-34 y.","East Germany","","","","","1"
"Very often","2009","35-65 y.","West Germany","","","","","1"
"Very often","2009","35-65 y.","East Germany","","","","","1"
"Very often","2009","66 and older","East Germany","","","","","1"
"Very often","2009","66 and older","West Germany","","","","","1"
"Never","2010","16-34 y.","West Germany","","","","","5"
"Never","2010","35-65 y.","West Germany","","","","","5"
"Never","2010","35-65 y.","East Germany","","","","","5"
"Never","2010","16-34 y.","East Germany","","","","","5"
"Never","2010","66 and older","West Germany","","","","","5"
"Never","2010","66 and older","East Germany","","","","","5"
"Often","2010","16-34 y.","West Germany","","","","","2"
"Often","2010","16-34 y.","East Germany","","","","","2"
"Often","2010","35-65 y.","West Germany","","","","","2"
"Often","2010","35-65 y.","East Germany","","","","","2"
"Often","2010","66 and older","West Germany","","","","","2"
"Often","2010","66 and older","East Germany","","","","","2"
"Rarely","2010","16-34 y.","West Germany","","","","","4"
"Rarely","2010","16-34 y.","East Germany","","","","","4"
"Rarely","2010","35-65 y.","West Germany","","","","","4"
"Rarely","2010","35-65 y.","East Germany","","","","","4"
"Rarely","2010","66 and older","West Germany","","","","","4"
"Rarely","2010","66 and older","East Germany","","","","","4"
"Sometimes","2010","16-34 y.","West Germany","","","","","3"
"Sometimes","2010","16-34 y.","East Germany","","","","","3"
"Sometimes","2010","35-65 y.","West Germany","","","","","3"
"Sometimes","2010","66 and older","West Germany","","","","","3"
"Sometimes","2010","35-65 y.","East Germany","","","","","3"
"Sometimes","2010","66 and older","East Germany","","","","","3"
"Very often","2010","16-34 y.","West Germany","","","","","1"
"Very often","2010","35-65 y.","West Germany","","","","","1"
"Very often","2010","66 and older","East Germany","","","","","1"
"Very often","2010","16-34 y.","East Germany","","","","","1"
"Very often","2010","35-65 y.","East Germany","","","","","1"
"Very often","2010","66 and older","West Germany","","","","","1"
"Never","2011","16-34 y.","East Germany","","","","","5"
"Never","2011","35-65 y.","West Germany","","","","","5"
"Never","2011","66 and older","West Germany","","","","","5"
"Never","2011","16-34 y.","West Germany","","","","","5"
"Never","2011","35-65 y.","East Germany","","","","","5"
"Never","2011","66 and older","East Germany","","","","","5"
"Often","2011","16-34 y.","West Germany","","","","","2"
"Often","2011","16-34 y.","East Germany","","","","","2"
"Often","2011","35-65 y.","West Germany","","","","","2"
"Often","2011","35-65 y.","East Germany","","","","","2"
"Often","2011","66 and older","West Germany","","","","","2"
"Often","2011","66 and older","East Germany","","","","","2"
"Rarely","2011","16-34 y.","West Germany","","","","","4"
"Rarely","2011","16-34 y.","East Germany","","","","","4"
"Rarely","2011","35-65 y.","West Germany","","","","","4"
"Rarely","2011","35-65 y.","East Germany","","","","","4"
"Rarely","2011","66 and older","West Germany","","","","","4"
"Rarely","2011","66 and older","East Germany","","","","","4"
"Sometimes","2011","16-34 y.","West Germany","","","","","3"
"Sometimes","2011","35-65 y.","West Germany","","","","","3"
"Sometimes","2011","16-34 y.","East Germany","","","","","3"
"Sometimes","2011","35-65 y.","East Germany","","","","","3"
"Sometimes","2011","66 and older","West Germany","","","","","3"
"Sometimes","2011","66 and older","East Germany","","","","","3"
"Very often","2011","16-34 y.","West Germany","","","","","1"
"Very often","2011","16-34 y.","East Germany","","","","","1"
"Very often","2011","66 and older","West Germany","","","","","1"
"Very often","2011","35-65 y.","West Germany","","","","","1"
"Very often","2011","35-65 y.","East Germany","","","","","1"
"Very often","2011","66 and older","East Germany","","","","","1"
"Never","2012","16-34 y.","East Germany","","","","","5"
"Never","2012","16-34 y.","West Germany","","","","","5"
"Never","2012","35-65 y.","West Germany","","","","","5"
"Never","2012","35-65 y.","East Germany","","","","","5"
"Never","2012","66 and older","West Germany","","","","","5"
"Never","2012","66 and older","East Germany","","","","","5"
"Often","2012","16-34 y.","West Germany","","","","","2"
"Often","2012","16-34 y.","East Germany","","","","","2"
"Often","2012","35-65 y.","West Germany","","","","","2"
"Often","2012","35-65 y.","East Germany","","","","","2"
"Often","2012","66 and older","East Germany","","","","","2"
"Often","2012","66 and older","West Germany","","","","","2"
"Rarely","2012","16-34 y.","West Germany","","","","","4"
"Rarely","2012","16-34 y.","East Germany","","","","","4"
"Rarely","2012","35-65 y.","West Germany","","","","","4"
"Rarely","2012","35-65 y.","East Germany","","","","","4"
"Rarely","2012","66 and older","West Germany","","","","","4"
"Rarely","2012","66 and older","East Germany","","","","","4"
"Sometimes","2012","35-65 y.","West Germany","","","","","3"
"Sometimes","2012","16-34 y.","West Germany","","","","","3"
"Sometimes","2012","16-34 y.","East Germany","","","","","3"
"Sometimes","2012","66 and older","West Germany","","","","","3"
"Sometimes","2012","35-65 y.","East Germany","","","","","3"
"Sometimes","2012","66 and older","East Germany","","","","","3"
"Very often","2012","16-34 y.","West Germany","","","","","1"
"Very often","2012","16-34 y.","East Germany","","","","","1"
"Very often","2012","35-65 y.","West Germany","","","","","1"
"Very often","2012","35-65 y.","East Germany","","","","","1"
"Very often","2012","66 and older","East Germany","","","","","1"
"Very often","2012","66 and older","West Germany","","","","","1"
"Never","2013","16-34 y.","West Germany","2295","0.539954591842232","0.525236412037671","0.554672771646794","5"
"Never","2013","16-34 y.","East Germany","684","0.575384330771115","0.547429709620394","0.603338951921836","5"
"Never","2013","35-65 y.","West Germany","5515","0.512875885373955","0.503785091040428","0.521966679707483","5"
"Never","2013","35-65 y.","East Germany","1782","0.558648101672064","0.541639429263532","0.575656774080597","5"
"Never","2013","66 and older","West Germany","2407","0.657884202243905","0.642663364132031","0.673105040355778","5"
"Never","2013","66 and older","East Germany","796","0.661777574114624","0.635497859880932","0.688057288348315","5"
"Often","2013","16-34 y.","West Germany","510","0.0991903381151761","0.090363069593895","0.108017606636457","2"
"Often","2013","16-34 y.","East Germany","110","0.095793456114379","0.0791486656865159","0.112438246542242","2"
"Often","2013","35-65 y.","West Germany","1554","0.115651935714732","0.109835406070456","0.121468465359008","2"
"Often","2013","35-65 y.","East Germany","348","0.0984424472665793","0.0882378309030162","0.108647063630142","2"
"Often","2013","66 and older","West Germany","263","0.0676845380480992","0.0596251243064795","0.0757439517897189","2"
"Often","2013","66 and older","East Germany","63","0.0458959382078918","0.0342721305827016","0.0575197458330819","2"
"Rarely","2013","16-34 y.","West Germany","755","0.190156089924539","0.178567491482802","0.201744688366276","4"
"Rarely","2013","16-34 y.","East Germany","234","0.194183076682748","0.171811300374742","0.216554852990753","4"
"Rarely","2013","35-65 y.","West Germany","2160","0.19224421361669","0.185077128614205","0.199411298619174","4"
"Rarely","2013","35-65 y.","East Germany","605","0.181460901259956","0.168259500972932","0.19466230154698","4"
"Rarely","2013","66 and older","East Germany","224","0.173703119808551","0.152658781196373","0.194747458420729","4"
"Rarely","2013","66 and older","West Germany","598","0.151872444899406","0.140357884760309","0.163387005038503","4"
"Sometimes","2013","16-34 y.","West Germany","470","0.100349825453956","0.0914768295786429","0.109222821329269","3"
"Sometimes","2013","16-34 y.","East Germany","103","0.085148681282509","0.0693638185447959","0.100933544020222","3"
"Sometimes","2013","35-65 y.","West Germany","1465","0.115148620122735","0.109343109644615","0.120954130600855","3"
"Sometimes","2013","35-65 y.","East Germany","381","0.116639229577913","0.105644105644162","0.127634353511663","3"
"Sometimes","2013","66 and older","West Germany","318","0.0837274363176784","0.0748410843317855","0.0926137883035713","3"
"Sometimes","2013","66 and older","East Germany","124","0.0940672820283363","0.0778517692994019","0.110282794757271","3"
"Very often","2013","16-34 y.","West Germany","375","0.0703491546640962","0.0627971106830303","0.0779011986451622","1"
"Very often","2013","16-34 y.","East Germany","70","0.0494904551492496","0.0372240994993461","0.0617568107991531","1"
"Very often","2013","35-65 y.","West Germany","919","0.0640793451718876","0.0596253019568418","0.0685333883869334","1"
"Very often","2013","35-65 y.","East Germany","158","0.0448093202234882","0.0377227194165245","0.0518959210304518","1"
"Very often","2013","66 and older","West Germany","146","0.0388313784909115","0.0326331373314359","0.0450296196503872","1"
"Very often","2013","66 and older","East Germany","38","0.0245560858405969","0.015959141034807","0.0331530306463868","1"
"Never","2014","16-34 y.","East Germany","","","","","5"
"Never","2014","35-65 y.","West Germany","","","","","5"
"Never","2014","66 and older","West Germany","","","","","5"
"Never","2014","66 and older","East Germany","","","","","5"
"Never","2014","16-34 y.","West Germany","","","","","5"
"Never","2014","35-65 y.","East Germany","","","","","5"
"Often","2014","16-34 y.","West Germany","","","","","2"
"Often","2014","16-34 y.","East Germany","","","","","2"
"Often","2014","35-65 y.","West Germany","","","","","2"
"Often","2014","35-65 y.","East Germany","","","","","2"
"Often","2014","66 and older","West Germany","","","","","2"
"Often","2014","66 and older","East Germany","","","","","2"
"Rarely","2014","16-34 y.","West Germany","","","","","4"
"Rarely","2014","16-34 y.","East Germany","","","","","4"
"Rarely","2014","35-65 y.","West Germany","","","","","4"
"Rarely","2014","35-65 y.","East Germany","","","","","4"
"Rarely","2014","66 and older","East Germany","","","","","4"
"Rarely","2014","66 and older","West Germany","","","","","4"
"Sometimes","2014","16-34 y.","West Germany","","","","","3"
"Sometimes","2014","16-34 y.","East Germany","","","","","3"
"Sometimes","2014","35-65 y.","West Germany","","","","","3"
"Sometimes","2014","35-65 y.","East Germany","","","","","3"
"Sometimes","2014","66 and older","West Germany","","","","","3"
"Sometimes","2014","66 and older","East Germany","","","","","3"
"Very often","2014","16-34 y.","West Germany","","","","","1"
"Very often","2014","16-34 y.","East Germany","","","","","1"
"Very often","2014","35-65 y.","West Germany","","","","","1"
"Very often","2014","66 and older","West Germany","","","","","1"
"Very often","2014","35-65 y.","East Germany","","","","","1"
"Very often","2014","66 and older","East Germany","","","","","1"
"Never","2015","16-34 y.","West Germany","","","","","5"
"Never","2015","16-34 y.","East Germany","","","","","5"
"Never","2015","35-65 y.","West Germany","","","","","5"
"Never","2015","35-65 y.","East Germany","","","","","5"
"Never","2015","66 and older","West Germany","","","","","5"
"Never","2015","66 and older","East Germany","","","","","5"
"Often","2015","16-34 y.","West Germany","","","","","2"
"Often","2015","35-65 y.","West Germany","","","","","2"
"Often","2015","16-34 y.","East Germany","","","","","2"
"Often","2015","66 and older","West Germany","","","","","2"
"Often","2015","35-65 y.","East Germany","","","","","2"
"Often","2015","66 and older","East Germany","","","","","2"
"Rarely","2015","16-34 y.","West Germany","","","","","4"
"Rarely","2015","35-65 y.","West Germany","","","","","4"
"Rarely","2015","16-34 y.","East Germany","","","","","4"
"Rarely","2015","66 and older","West Germany","","","","","4"
"Rarely","2015","35-65 y.","East Germany","","","","","4"
"Rarely","2015","66 and older","East Germany","","","","","4"
"Sometimes","2015","16-34 y.","West Germany","","","","","3"
"Sometimes","2015","16-34 y.","East Germany","","","","","3"
"Sometimes","2015","35-65 y.","West Germany","","","","","3"
"Sometimes","2015","66 and older","West Germany","","","","","3"
"Sometimes","2015","66 and older","East Germany","","","","","3"
"Sometimes","2015","35-65 y.","East Germany","","","","","3"
"Very often","2015","16-34 y.","West Germany","","","","","1"
"Very often","2015","16-34 y.","East Germany","","","","","1"
"Very often","2015","35-65 y.","East Germany","","","","","1"
"Very often","2015","35-65 y.","West Germany","","","","","1"
"Very often","2015","66 and older","East Germany","","","","","1"
"Very often","2015","66 and older","West Germany","","","","","1"
"Never","2016","16-34 y.","West Germany","","","","","5"
"Never","2016","16-34 y.","East Germany","","","","","5"
"Never","2016","35-65 y.","West Germany","","","","","5"
"Never","2016","35-65 y.","East Germany","","","","","5"
"Never","2016","66 and older","West Germany","","","","","5"
"Never","2016","66 and older","East Germany","","","","","5"
"Often","2016","16-34 y.","West Germany","","","","","2"
"Often","2016","16-34 y.","East Germany","","","","","2"
"Often","2016","35-65 y.","West Germany","","","","","2"
"Often","2016","35-65 y.","East Germany","","","","","2"
"Often","2016","66 and older","East Germany","","","","","2"
"Often","2016","66 and older","West Germany","","","","","2"
"Rarely","2016","16-34 y.","West Germany","","","","","4"
"Rarely","2016","35-65 y.","West Germany","","","","","4"
"Rarely","2016","16-34 y.","East Germany","","","","","4"
"Rarely","2016","35-65 y.","East Germany","","","","","4"
"Rarely","2016","66 and older","West Germany","","","","","4"
"Rarely","2016","66 and older","East Germany","","","","","4"
"Sometimes","2016","16-34 y.","East Germany","","","","","3"
"Sometimes","2016","66 and older","West Germany","","","","","3"
"Sometimes","2016","16-34 y.","West Germany","","","","","3"
"Sometimes","2016","35-65 y.","West Germany","","","","","3"
"Sometimes","2016","35-65 y.","East Germany","","","","","3"
"Sometimes","2016","66 and older","East Germany","","","","","3"
"Very often","2016","16-34 y.","West Germany","","","","","1"
"Very often","2016","16-34 y.","East Germany","","","","","1"
"Very often","2016","35-65 y.","West Germany","","","","","1"
"Very often","2016","66 and older","West Germany","","","","","1"
"Very often","2016","66 and older","East Germany","","","","","1"
"Very often","2016","35-65 y.","East Germany","","","","","1"
"Never","2017","16-34 y.","West Germany","","","","","5"
"Never","2017","16-34 y.","East Germany","","","","","5"
"Never","2017","35-65 y.","West Germany","","","","","5"
"Never","2017","66 and older","West Germany","","","","","5"
"Never","2017","66 and older","East Germany","","","","","5"
"Never","2017","35-65 y.","East Germany","","","","","5"
"Often","2017","16-34 y.","West Germany","","","","","2"
"Often","2017","35-65 y.","West Germany","","","","","2"
"Often","2017","16-34 y.","East Germany","","","","","2"
"Often","2017","66 and older","West Germany","","","","","2"
"Often","2017","35-65 y.","East Germany","","","","","2"
"Often","2017","66 and older","East Germany","","","","","2"
"Rarely","2017","16-34 y.","West Germany","","","","","4"
"Rarely","2017","16-34 y.","East Germany","","","","","4"
"Rarely","2017","35-65 y.","West Germany","","","","","4"
"Rarely","2017","35-65 y.","East Germany","","","","","4"
"Rarely","2017","66 and older","East Germany","","","","","4"
"Rarely","2017","66 and older","West Germany","","","","","4"
"Sometimes","2017","16-34 y.","West Germany","","","","","3"
"Sometimes","2017","35-65 y.","West Germany","","","","","3"
"Sometimes","2017","35-65 y.","East Germany","","","","","3"
"Sometimes","2017","66 and older","East Germany","","","","","3"
"Sometimes","2017","16-34 y.","East Germany","","","","","3"
"Sometimes","2017","66 and older","West Germany","","","","","3"
"Very often","2017","16-34 y.","West Germany","","","","","1"
