"pld0045","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Schleswig-Holstein","1-pers.-HH","63","0.630190398277953","0.534611936760746","0.725768859795159","5"
"Never","2003","Schleswig-Holstein","(Married) couple without C. ","180","0.629168858262423","0.569649322007293","0.688688394517553","5"
"Never","2003","Schleswig-Holstein","Single parent ","19","","","","5"
"Never","2003","Schleswig-Holstein","Couple + C. LE 16 ","67","0.439783321271875","0.353794795984775","0.525771846558975","5"
"Never","2003","Schleswig-Holstein","Couple + C. GT 16 ","58","0.505752610684793","0.40625710067972","0.605248120689866","5"
"Never","2003","Schleswig-Holstein","Couple + C. LE and GT 16","25","","","","5"
"Never","2003","Hamburg","1-pers.-HH","47","0.69459161713754","0.588936166554211","0.800247067720869","5"
"Never","2003","Hamburg","(Married) couple without C. ","59","0.587271095194535","0.489797539530975","0.684744650858094","5"
"Never","2003","Hamburg","Single parent ","5","","","","5"
"Never","2003","Hamburg","Couple + C. LE 16 ","25","","","","5"
"Never","2003","Hamburg","Couple + C. GT 16 ","12","","","","5"
"Never","2003","Hamburg","Couple + C. LE and GT 16","9","","","","5"
"Never","2003","Lower Saxony","1-pers.-HH","127","0.622661838794395","0.557566516946155","0.687757160642636","5"
"Never","2003","Lower Saxony","(Married) couple without C. ","345","0.595844971239287","0.556774161539454","0.634915780939121","5"
"Never","2003","Lower Saxony","Single parent ","56","0.502471779212969","0.405912464224293","0.599031094201644","5"
"Never","2003","Lower Saxony","Couple + C. LE 16 ","175","0.449036303850458","0.400890506713213","0.497182100987704","5"
"Never","2003","Lower Saxony","Couple + C. GT 16 ","175","0.508948790452566","0.45709095100394","0.560806629901192","5"
"Never","2003","Lower Saxony","Couple + C. LE and GT 16","58","0.533468870712264","0.451415056514058","0.61552268491047","5"
"Never","2003","Bremen","1-pers.-HH","26","","","","5"
"Never","2003","Bremen","(Married) couple without C. ","47","0.708512213229142","0.59629443444409","0.820729992014193","5"
"Never","2003","Bremen","Single parent ","6","","","","5"
"Never","2003","Bremen","Couple + C. LE 16 ","19","","","","5"
"Never","2003","Bremen","Couple + C. GT 16 ","20","","","","5"
"Never","2003","Bremen","Couple + C. LE and GT 16","8","","","","5"
"Never","2003","North Rhine-Westphalia","1-pers.-HH","442","0.680466472997694","0.644255519767823","0.716677426227565","5"
"Never","2003","Brandenburg","Couple + C. GT 16 ","110","0.598812951836424","0.529119763187941","0.668506140484906","5"
"Never","2003","Brandenburg","Couple + C. LE and GT 16","35","0.519795268909828","0.396425942162391","0.643164595657264","5"
"Never","2003","Mecklenburg-Western Pomerania","1-pers.-HH","53","0.720029183099228","0.619086992212054","0.820971373986403","5"
"Never","2003","Mecklenburg-Western Pomerania","(Married) couple without C. ","115","0.682577562391914","0.614952572640793","0.750202552143035","5"
"Never","2003","Mecklenburg-Western Pomerania","Single parent ","17","","","","5"
"Never","2003","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","54","0.726359881908956","0.629270577226084","0.823449186591828","5"
"Never","2003","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","65","0.63065404640173","0.539207255794935","0.722100837008525","5"
"Never","2003","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","21","","","","5"
"Never","2003","Saxony","1-pers.-HH","137","0.676286175328162","0.613153711048066","0.739418639608258","5"
"Never","2003","Saxony","(Married) couple without C. ","422","0.720854065795096","0.68434729461384","0.757360836976353","5"
