"pld0045","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very often","2003","(0) in school","38","0.0663045138678527","0.0465595041980386","0.0860495235376668"
"Very often","2003","(1a) inadequately completed","13","","",""
"Very often","2003","(1b) general elementary school","78","0.0337331728418138","0.0260964118335283","0.0413699338500992"
"Very often","2003","(1c) basic vocational qualification","250","0.0411648694879911","0.0362574738608158","0.0460722651151664"
"Very often","2003","(2b) intermediate general qualification","44","0.0901739951552342","0.0678252450190867","0.112522745291382"
"Very often","2003","(2a) intermediate vocational","235","0.0504812459858916","0.0444971457269627","0.0564653462448205"
"Very often","2003","(2c_gen) general maturity certificate","54","0.0461632343086459","0.0321875111690312","0.0601389574482606"
"Very often","2003","(2c_voc) vocational maturity certificate","91","0.0584630556858133","0.046872475782043","0.0700536355895837"
"Very often","2003","(3a) lower tertiary education","85","0.0478859057654752","0.0377890800088519","0.0579827315220984"
"Very often","2003","(3b) higher tertiary education","151","0.0530833889868992","0.0445067204635553","0.061660057510243"
"Often","2003","(0) in school","51","0.101795841008485","0.0778000140348293","0.125791667982141"
"Often","2003","(1a) inadequately completed","13","","",""
"Often","2003","(1b) general elementary school","136","0.0582757534486968","0.0483665694294286","0.068184937467965"
"Often","2003","(1c) basic vocational qualification","451","0.0693885883191086","0.0631117066096024","0.0756654700286148"
"Often","2003","(2b) intermediate general qualification","49","0.0697913987555778","0.049911025313564","0.0896717721975917"
"Often","2003","(2a) intermediate vocational","426","0.079937844626094","0.0725253079427326","0.0873503813094555"
"Often","2003","(2c_gen) general maturity certificate","77","0.0910074610557517","0.0718513298262057","0.110163592285298"
"Often","2003","(2c_voc) vocational maturity certificate","156","0.0959686404322005","0.0814173286543349","0.110519952210066"
"Often","2003","(3a) lower tertiary education","158","0.0838242161352251","0.0707200115142673","0.0969284207561828"
"Often","2003","(3b) higher tertiary education","255","0.0886966965601284","0.0778207107567534","0.0995726823635034"
"Sometimes","2003","(0) in school","69","0.104009983891042","0.079784510449728","0.128235457332356"
"Sometimes","2003","(1a) inadequately completed","18","","",""
"Sometimes","2003","(1b) general elementary school","173","0.0753594946344305","0.0641937545347231","0.0865252347341379"
"Sometimes","2003","(1c) basic vocational qualification","563","0.086438002885024","0.0794967621622478","0.0933792436078001"
"Sometimes","2003","(2b) intermediate general qualification","73","0.098634716426041","0.0753699484773143","0.121899484374768"
"Sometimes","2003","(2a) intermediate vocational","566","0.111386204691351","0.102787079264718","0.119985330117984"
"Sometimes","2003","(2c_gen) general maturity certificate","102","0.134168117502705","0.111467869860147","0.156868365145264"
"Sometimes","2003","(2c_voc) vocational maturity certificate","182","0.127214431425837","0.110752996256776","0.143675866594899"
"Sometimes","2003","(3a) lower tertiary education","212","0.132554400394483","0.116519926674666","0.1485888741143"
"Sometimes","2003","(3b) higher tertiary education","322","0.120299039911686","0.107854408136257","0.132743671687115"
"Rarely","2003","(0) in school","128","0.205615711147611","0.173543666732056","0.237687755563167"
"Rarely","2003","(1a) inadequately completed","35","0.132126333453121","0.0919574542032807","0.172295212702962"
"Rarely","2003","(1b) general elementary school","302","0.132333939434456","0.118000711926235","0.146667166942677"
"Rarely","2003","(1c) basic vocational qualification","1020","0.158472473950802","0.149452052826343","0.167492895075261"
"Rarely","2003","(2b) intermediate general qualification","103","0.163313011343817","0.134471015329754","0.19215500735788"
"Rarely","2003","(2a) intermediate vocational","963","0.179770880982706","0.169275231465739","0.190266530499674"
