"pld0045","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Rarely","2018","16-34 y.","Employed","748","0.177114997513403","0.165866650763585","0.188363344263221"
"Rarely","2018","35-65 y.","Not Employed","321","0.14634284409958","0.131728677869583","0.160957010329576"
"Rarely","2018","35-65 y.","Employed","2177","0.181997033197707","0.175199795686069","0.188794270709346"
"Rarely","2018","66 and older","Not Employed","707","0.167644412419106","0.15663689141057","0.178651933427643"
"Rarely","2018","66 and older","Employed","113","0.189370868439036","0.158405359523362","0.220336377354711"
"Never","2018","16-34 y.","Not Employed","882","0.575490818851765","0.551034034020151","0.599947603683379"
"Never","2018","16-34 y.","Employed","2396","0.541435020532524","0.526753701801262","0.556116339263786"
"Never","2018","35-65 y.","Not Employed","1322","0.578421060824179","0.558003302593748","0.598838819054609"
"Never","2018","35-65 y.","Employed","6261","0.508183075673247","0.499375940027723","0.516990211318772"
"Never","2018","66 and older","Not Employed","2896","0.649156324967749","0.63509351836853","0.663219131566967"
"Never","2018","66 and older","Employed","341","0.5288964511011","0.489445811606083","0.568347090596117"
