"pld0045","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2016","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","2016","Saxony","Male","","","",""
"Rarely","2016","Saxony","Female","","","",""
"Rarely","2016","Saxony-Anhalt","Male","","","",""
"Rarely","2016","Saxony-Anhalt","Female","","","",""
"Rarely","2016","Thuringia","Male","","","",""
"Rarely","2016","Thuringia","Female","","","",""
"Never","2016","Schleswig-Holstein","Male","","","",""
"Never","2016","Schleswig-Holstein","Female","","","",""
"Never","2016","Hamburg","Male","","","",""
"Never","2016","Hamburg","Female","","","",""
"Never","2016","Lower Saxony","Male","","","",""
"Never","2016","Lower Saxony","Female","","","",""
"Never","2016","Bremen","Male","","","",""
"Never","2016","Bremen","Female","","","",""
"Never","2016","North Rhine-Westphalia","Male","","","",""
"Never","2016","North Rhine-Westphalia","Female","","","",""
"Never","2016","Hesse","Male","","","",""
"Never","2016","Hesse","Female","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2016","Baden-Württemberg","Male","","","",""
"Never","2016","Baden-Württemberg","Female","","","",""
"Never","2016","Bavaria","Male","","","",""
"Never","2016","Bavaria","Female","","","",""
"Never","2016","Berlin","Male","","","",""
"Never","2016","Berlin","Female","","","",""
"Never","2016","Brandenburg","Male","","","",""
"Never","2016","Brandenburg","Female","","","",""
"Never","2016","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2016","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2016","Saxony","Male","","","",""
"Never","2016","Saxony","Female","","","",""
"Never","2016","Saxony-Anhalt","Male","","","",""
"Never","2016","Saxony-Anhalt","Female","","","",""
"Never","2016","Thuringia","Male","","","",""
"Never","2016","Thuringia","Female","","","",""
"Very often","2017","Schleswig-Holstein","Male","","","",""
"Very often","2017","Schleswig-Holstein","Female","","","",""
"Very often","2017","Hamburg","Male","","","",""
"Very often","2017","Hamburg","Female","","","",""
"Very often","2017","Lower Saxony","Male","","","",""
"Very often","2017","Lower Saxony","Female","","","",""
"Very often","2017","Bremen","Male","","","",""
"Very often","2017","Bremen","Female","","","",""
"Very often","2017","North Rhine-Westphalia","Male","","","",""
"Very often","2017","North Rhine-Westphalia","Female","","","",""
"Very often","2017","Hesse","Male","","","",""
"Very often","2017","Hesse","Female","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2017","Baden-Württemberg","Male","","","",""
"Very often","2017","Baden-Württemberg","Female","","","",""
"Very often","2017","Bavaria","Male","","","",""
"Very often","2017","Bavaria","Female","","","",""
"Very often","2017","Berlin","Male","","","",""
"Very often","2017","Berlin","Female","","","",""
"Very often","2017","Brandenburg","Male","","","",""
"Very often","2017","Brandenburg","Female","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2017","Saxony","Male","","","",""
"Very often","2017","Saxony","Female","","","",""
"Very often","2017","Saxony-Anhalt","Male","","","",""
"Very often","2017","Saxony-Anhalt","Female","","","",""
"Very often","2017","Thuringia","Male","","","",""
"Very often","2017","Thuringia","Female","","","",""
"Often","2017","Schleswig-Holstein","Male","","","",""
"Often","2017","Schleswig-Holstein","Female","","","",""
"Often","2017","Hamburg","Male","","","",""
"Often","2017","Hamburg","Female","","","",""
"Often","2017","Lower Saxony","Male","","","",""
"Often","2017","Lower Saxony","Female","","","",""
"Often","2017","Bremen","Male","","","",""
"Often","2017","Bremen","Female","","","",""
"Often","2017","North Rhine-Westphalia","Male","","","",""
"Often","2017","North Rhine-Westphalia","Female","","","",""
"Often","2017","Hesse","Male","","","",""
"Often","2017","Hesse","Female","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2017","Baden-Württemberg","Male","","","",""
"Often","2017","Baden-Württemberg","Female","","","",""
"Often","2017","Bavaria","Male","","","",""
"Often","2017","Bavaria","Female","","","",""
"Often","2017","Berlin","Male","","","",""
"Often","2017","Berlin","Female","","","",""
"Often","2017","Brandenburg","Male","","","",""
"Often","2017","Brandenburg","Female","","","",""
"Often","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2017","Saxony","Male","","","",""
"Often","2017","Saxony","Female","","","",""
"Often","2017","Saxony-Anhalt","Male","","","",""
"Often","2017","Saxony-Anhalt","Female","","","",""
"Often","2017","Thuringia","Male","","","",""
"Often","2017","Thuringia","Female","","","",""
"Sometimes","2017","Schleswig-Holstein","Male","","","",""
"Sometimes","2017","Schleswig-Holstein","Female","","","",""
"Sometimes","2017","Hamburg","Male","","","",""
"Sometimes","2017","Hamburg","Female","","","",""
"Sometimes","2017","Lower Saxony","Male","","","",""
"Sometimes","2017","Lower Saxony","Female","","","",""
"Sometimes","2017","Bremen","Male","","","",""
"Sometimes","2017","Bremen","Female","","","",""
"Sometimes","2017","North Rhine-Westphalia","Male","","","",""
"Sometimes","2017","North Rhine-Westphalia","Female","","","",""
"Sometimes","2017","Hesse","Male","","","",""
"Sometimes","2017","Hesse","Female","","","",""
"Sometimes","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2017","Baden-Württemberg","Male","","","",""
"Sometimes","2017","Baden-Württemberg","Female","","","",""
"Sometimes","2017","Bavaria","Male","","","",""
"Sometimes","2017","Bavaria","Female","","","",""
"Sometimes","2017","Berlin","Male","","","",""
"Sometimes","2017","Berlin","Female","","","",""
"Sometimes","2017","Brandenburg","Male","","","",""
"Sometimes","2017","Brandenburg","Female","","","",""
"Sometimes","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2017","Saxony","Male","","","",""
"Sometimes","2017","Saxony","Female","","","",""
"Sometimes","2017","Saxony-Anhalt","Male","","","",""
"Sometimes","2017","Saxony-Anhalt","Female","","","",""
"Sometimes","2017","Thuringia","Male","","","",""
"Sometimes","2017","Thuringia","Female","","","",""
"Rarely","2017","Schleswig-Holstein","Male","","","",""
"Rarely","2017","Schleswig-Holstein","Female","","","",""
"Rarely","2017","Hamburg","Male","","","",""
"Rarely","2017","Hamburg","Female","","","",""
"Rarely","2017","Lower Saxony","Male","","","",""
"Rarely","2017","Lower Saxony","Female","","","",""
"Rarely","2017","Bremen","Male","","","",""
"Rarely","2017","Bremen","Female","","","",""
"Rarely","2017","North Rhine-Westphalia","Male","","","",""
"Rarely","2017","North Rhine-Westphalia","Female","","","",""
"Rarely","2017","Hesse","Male","","","",""
"Rarely","2017","Hesse","Female","","","",""
"Rarely","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","2017","Baden-Württemberg","Male","","","",""
"Rarely","2017","Baden-Württemberg","Female","","","",""
"Rarely","2017","Bavaria","Male","","","",""
"Rarely","2017","Bavaria","Female","","","",""
"Rarely","2017","Berlin","Male","","","",""
"Rarely","2017","Berlin","Female","","","",""
"Rarely","2017","Brandenburg","Male","","","",""
"Rarely","2017","Brandenburg","Female","","","",""
"Rarely","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","2017","Saxony","Male","","","",""
"Rarely","2017","Saxony","Female","","","",""
"Rarely","2017","Saxony-Anhalt","Male","","","",""
"Rarely","2017","Saxony-Anhalt","Female","","","",""
"Rarely","2017","Thuringia","Male","","","",""
"Rarely","2017","Thuringia","Female","","","",""
"Never","2017","Schleswig-Holstein","Male","","","",""
"Never","2017","Schleswig-Holstein","Female","","","",""
"Never","2017","Hamburg","Male","","","",""
"Never","2017","Hamburg","Female","","","",""
"Never","2017","Lower Saxony","Male","","","",""
"Never","2017","Lower Saxony","Female","","","",""
"Never","2017","Bremen","Male","","","",""
"Never","2017","Bremen","Female","","","",""
"Never","2017","North Rhine-Westphalia","Male","","","",""
"Never","2017","North Rhine-Westphalia","Female","","","",""
"Never","2017","Hesse","Male","","","",""
"Never","2017","Hesse","Female","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2017","Baden-Württemberg","Male","","","",""
"Never","2017","Baden-Württemberg","Female","","","",""
"Never","2017","Bavaria","Male","","","",""
"Never","2017","Bavaria","Female","","","",""
"Never","2017","Berlin","Male","","","",""
"Never","2017","Berlin","Female","","","",""
"Never","2017","Brandenburg","Male","","","",""
"Never","2017","Brandenburg","Female","","","",""
"Never","2017","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2017","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2017","Saxony","Male","","","",""
"Never","2017","Saxony","Female","","","",""
"Never","2017","Saxony-Anhalt","Male","","","",""
"Never","2017","Saxony-Anhalt","Female","","","",""
"Never","2017","Thuringia","Male","","","",""
"Never","2017","Thuringia","Female","","","",""
"Very often","2018","Schleswig-Holstein","Male","24","","",""
"Very often","2018","Schleswig-Holstein","Female","37","0.0546601750992796","0.034755334024832","0.0745650161737273"
"Very often","2018","Hamburg","Male","9","","",""
"Very often","2018","Hamburg","Female","6","","",""
"Very often","2018","Lower Saxony","Male","74","0.0469163280840643","0.034861337521116","0.0589713186470126"
"Very often","2018","Lower Saxony","Female","123","0.0651864477955807","0.0520475357918552","0.0783253597993062"
"Very often","2018","Bremen","Male","7","","",""
"Very often","2018","Bremen","Female","11","","",""
"Very often","2018","North Rhine-Westphalia","Male","139","0.047603789124215","0.0392236381774608","0.0559839400709692"
"Very often","2018","North Rhine-Westphalia","Female","202","0.0640306492765614","0.0551740130950705","0.0728872854580523"
"Very often","2018","Hesse","Male","71","0.0831743275041071","0.0639907505289279","0.102357904479286"
"Very often","2018","Hesse","Female","100","0.110747131080533","0.09029009290728","0.131204169253787"
"Very often","2018","Rhineland-Palatinate,Saarland","Male","40","0.0705978206781732","0.0514155375903965","0.0897801037659499"
"Very often","2018","Rhineland-Palatinate,Saarland","Female","59","0.0599249263380636","0.0434158466844539","0.0764340059916734"
"Very often","2018","Baden-Württemberg","Male","89","0.0632985022246166","0.0499901302534659","0.0766068741957672"
"Very often","2018","Baden-Württemberg","Female","147","0.0978284544324307","0.0828142843360304","0.112842624528831"
"Very often","2018","Bavaria","Male","143","0.0678082360291627","0.0562480590871377","0.0793684129711878"
"Very often","2018","Bavaria","Female","214","0.0929781586085339","0.0807737201043015","0.105182597112766"
"Very often","2018","Berlin","Male","14","","",""
"Very often","2018","Berlin","Female","22","","",""
"Very often","2018","Brandenburg","Male","16","","",""
"Very often","2018","Brandenburg","Female","18","","",""
"Very often","2018","Mecklenburg-Western Pomerania","Male","11","","",""
"Very often","2018","Mecklenburg-Western Pomerania","Female","13","","",""
"Very often","2018","Saxony","Male","35","0.0471520769918294","0.0321999956677697","0.0621041583158892"
"Very often","2018","Saxony","Female","40","0.0391168041379689","0.0261216326302317","0.0521119756457062"
"Very often","2018","Saxony-Anhalt","Male","28","","",""
"Very often","2018","Saxony-Anhalt","Female","54","0.100666484250087","0.0745015845140989","0.126831383986076"
"Very often","2018","Thuringia","Male","22","","",""
"Very often","2018","Thuringia","Female","31","0.0638116161571891","0.0426404584804171","0.0849827738339611"
"Often","2018","Schleswig-Holstein","Male","51","0.100314241141111","0.071685343456677","0.128943138825545"
"Often","2018","Schleswig-Holstein","Female","52","0.0903931510631368","0.0652844727907763","0.115501829335497"
"Often","2018","Hamburg","Male","7","","",""
"Often","2018","Hamburg","Female","13","","",""
"Often","2018","Lower Saxony","Male","134","0.107543548161843","0.0898821512793456","0.12520494504434"
"Often","2018","Lower Saxony","Female","159","0.105427687283999","0.0890819952439931","0.121773379324005"
"Often","2018","Bremen","Male","19","","",""
"Often","2018","Bremen","Female","9","","",""
"Often","2018","North Rhine-Westphalia","Male","213","0.0699734961000848","0.0599334270459304","0.0800135651542393"
"Often","2018","North Rhine-Westphalia","Female","260","0.0760020935478034","0.0664148820192956","0.0855893050763112"
"Often","2018","Hesse","Male","90","0.119374947474231","0.0968510432444755","0.141898851703986"
"Often","2018","Hesse","Female","105","0.128187067863002","0.10639504047507","0.149979095250934"
"Often","2018","Rhineland-Palatinate,Saarland","Male","65","0.0948635570408285","0.0729198734082346","0.116807240673422"
"Often","2018","Rhineland-Palatinate,Saarland","Female","86","0.121008534163849","0.0983235662599267","0.143693502067772"
"Often","2018","Baden-Württemberg","Male","142","0.103539235750212","0.0868880284575598","0.120190443042865"
"Often","2018","Baden-Württemberg","Female","196","0.123121212449205","0.106515389743092","0.139727035155318"
"Often","2018","Bavaria","Male","208","0.114530032798641","0.0998874651973766","0.129172600399906"
"Often","2018","Bavaria","Female","279","0.113844998657596","0.10049656568763","0.127193431627561"
"Often","2018","Berlin","Male","27","","",""
"Often","2018","Berlin","Female","44","0.0690565897756842","0.0471157314384301","0.0909974481129382"
"Often","2018","Brandenburg","Male","39","0.0917798515246403","0.0659514984926771","0.117608204556604"
"Often","2018","Brandenburg","Female","50","0.0920750583287782","0.0679333351198466","0.11621678153771"
"Often","2018","Mecklenburg-Western Pomerania","Male","27","","",""
"Often","2018","Mecklenburg-Western Pomerania","Female","27","","",""
"Often","2018","Saxony","Male","57","0.0764918702148442","0.0577433307160492","0.0952404097136392"
"Often","2018","Saxony","Female","88","0.10686354547413","0.086155518065542","0.127571572882717"
"Often","2018","Saxony-Anhalt","Male","42","0.0901143382991067","0.0622267512375926","0.118001925360621"
"Often","2018","Saxony-Anhalt","Female","60","0.118893939045475","0.0907483600527331","0.147039518038216"
"Often","2018","Thuringia","Male","50","0.118109693241821","0.0875340035711495","0.148685382912492"
"Often","2018","Thuringia","Female","41","0.0840563555667471","0.0600219843059704","0.108090726827524"
"Sometimes","2018","Schleswig-Holstein","Male","44","0.104549453791071","0.0753913287329792","0.133707578849163"
"Sometimes","2018","Schleswig-Holstein","Female","55","0.124035534360161","0.095172264255376","0.152898804464946"
"Sometimes","2018","Hamburg","Male","30","0.175281448804685","0.124101361836536","0.226461535772833"
"Sometimes","2018","Hamburg","Female","27","","",""
"Sometimes","2018","Lower Saxony","Male","130","0.107759226269484","0.0900822646955558","0.125436187843412"
"Sometimes","2018","Lower Saxony","Female","172","0.139439782442207","0.121002274210819","0.157877290673595"
"Sometimes","2018","Bremen","Male","4","","",""
"Sometimes","2018","Bremen","Female","8","","",""
"Sometimes","2018","North Rhine-Westphalia","Male","238","0.0996966746916684","0.0879055016146598","0.111487847768677"
"Sometimes","2018","North Rhine-Westphalia","Female","276","0.102823302447601","0.0918350455358931","0.113811559359309"
"Sometimes","2018","Hesse","Male","87","0.112242695717111","0.0903137512092975","0.134171640224924"
"Sometimes","2018","Hesse","Female","101","0.111370334750579","0.0908630084396678","0.13187766106149"
"Sometimes","2018","Rhineland-Palatinate,Saarland","Male","64","0.0992917825435095","0.0768967590954679","0.121686805991551"
"Sometimes","2018","Rhineland-Palatinate,Saarland","Female","81","0.100311761608093","0.0794159237379574","0.121207599478228"
"Sometimes","2018","Baden-Württemberg","Male","167","0.123279102868792","0.105310967181798","0.141247238555786"
"Sometimes","2018","Baden-Württemberg","Female","188","0.107577409433894","0.0919181942710187","0.12323662459677"
"Sometimes","2018","Bavaria","Male","231","0.126005402795694","0.110746630757549","0.141264174833839"
"Sometimes","2018","Bavaria","Female","286","0.128301608397056","0.114247036125728","0.142356180668385"
"Sometimes","2018","Berlin","Male","46","0.126206393752138","0.0966519811819556","0.155760806322321"
"Sometimes","2018","Berlin","Female","34","0.0567932165505168","0.0367650543792488","0.0768213787217848"
"Sometimes","2018","Brandenburg","Male","62","0.134828396935071","0.104274311685634","0.165382482184509"
"Sometimes","2018","Brandenburg","Female","67","0.105824312850714","0.0801394974514538","0.131509128249974"
"Sometimes","2018","Mecklenburg-Western Pomerania","Male","37","0.106466279930372","0.0695394346281422","0.143393125232601"
"Sometimes","2018","Mecklenburg-Western Pomerania","Female","43","0.110037056445291","0.0763246667758303","0.143749446114753"
"Sometimes","2018","Saxony","Male","84","0.103451573866138","0.0819685768458706","0.124934570886406"
"Sometimes","2018","Saxony","Female","66","0.0590918449848536","0.0432865565820511","0.0748971333876562"
"Sometimes","2018","Saxony-Anhalt","Male","40","0.120009892238036","0.0883603088708007","0.151659475605272"
"Sometimes","2018","Saxony-Anhalt","Female","41","0.0755734033135682","0.0525888037930009","0.0985580028341355"
"Sometimes","2018","Thuringia","Male","50","0.118603439696551","0.0879724856044698","0.149234393788632"
"Sometimes","2018","Thuringia","Female","54","0.120808066641539","0.0925785836088281","0.149037549674249"
"Rarely","2018","Schleswig-Holstein","Male","77","0.195670065738521","0.157864371398595","0.233475760078447"
"Rarely","2018","Schleswig-Holstein","Female","79","0.152192203176313","0.120738329864968","0.183646076487657"
"Rarely","2018","Hamburg","Male","31","0.117025540509466","0.0737547769182023","0.160296304100729"
"Rarely","2018","Hamburg","Female","46","0.179165479100674","0.13359132536481","0.224739632836539"
"Rarely","2018","Lower Saxony","Male","258","0.221671627511395","0.197991946989067","0.245351308033722"
"Rarely","2018","Lower Saxony","Female","242","0.162484780857382","0.142850231201719","0.182119330513046"
"Rarely","2018","Bremen","Male","13","","",""
"Rarely","2018","Bremen","Female","22","","",""
"Rarely","2018","North Rhine-Westphalia","Male","437","0.197341294301597","0.181677509894312","0.213005078708882"
"Rarely","2018","North Rhine-Westphalia","Female","443","0.155290448205749","0.142187467168526","0.168393429242972"
"Rarely","2018","Hesse","Male","150","0.174681126109491","0.148304123814911","0.201058128404071"
"Rarely","2018","Hesse","Female","141","0.156533794993607","0.132847246800935","0.18022034318628"
"Rarely","2018","Rhineland-Palatinate,Saarland","Male","115","0.192951258636232","0.163399965123731","0.222502552148733"
"Rarely","2018","Rhineland-Palatinate,Saarland","Female","121","0.163558889863105","0.137831685177803","0.189286094548407"
"Rarely","2018","Baden-Württemberg","Male","232","0.196661545129874","0.174937704476259","0.218385385783489"
"Rarely","2018","Baden-Württemberg","Female","232","0.161092694733259","0.142513833788411","0.179671555678106"
"Rarely","2018","Bavaria","Male","351","0.209592706672827","0.190877950211588","0.228307463134066"
"Rarely","2018","Bavaria","Female","367","0.177183816937481","0.161137258600601","0.193230375274361"
"Rarely","2018","Berlin","Male","83","0.152732072325756","0.120717129729408","0.184747014922105"
"Rarely","2018","Berlin","Female","76","0.130824531061656","0.10164436681414","0.160004695309173"
"Rarely","2018","Brandenburg","Male","78","0.166890297428286","0.133532749948814","0.200247844907758"
"Rarely","2018","Brandenburg","Female","81","0.151547024839017","0.121606467017155","0.181487582660879"
"Rarely","2018","Mecklenburg-Western Pomerania","Male","46","0.163617638545416","0.119328402731605","0.207906874359226"
"Rarely","2018","Mecklenburg-Western Pomerania","Female","48","0.159764019905153","0.120293375098994","0.199234664711313"
"Rarely","2018","Saxony","Male","137","0.187240606246874","0.159722378603578","0.214758833890169"
"Rarely","2018","Saxony","Female","123","0.13619167516997","0.11320114390092","0.15918220643902"
"Rarely","2018","Saxony-Anhalt","Male","59","0.164126994733234","0.12805412130056","0.200199868165908"
"Rarely","2018","Saxony-Anhalt","Female","84","0.159073094172235","0.127268216955353","0.190877971389118"
"Rarely","2018","Thuringia","Male","63","0.1187381526909","0.0880921500446258","0.149384155337173"
"Rarely","2018","Thuringia","Female","73","0.0909156464764224","0.0660136299112307","0.115817663041614"
"Never","2018","Schleswig-Holstein","Male","227","0.534756921388465","0.487223828387509","0.58229001438942"
"Never","2018","Schleswig-Holstein","Female","278","0.57871893630111","0.535482584308192","0.621955288294028"
"Never","2018","Hamburg","Male","135","0.628892346970071","0.56386167064761","0.693923023292532"
"Never","2018","Hamburg","Female","180","0.605603777668876","0.547524086283056","0.663683469054695"
"Never","2018","Lower Saxony","Male","586","0.516109269973214","0.487619835150952","0.544598704795476"
"Never","2018","Lower Saxony","Female","660","0.527461301620831","0.500888812515011","0.554033790726651"
"Never","2018","Bremen","Male","63","0.711806150125672","0.625584092902079","0.798028207349265"
"Never","2018","Bremen","Female","72","0.651161328375699","0.56658968146545","0.735732975285949"
"Never","2018","North Rhine-Westphalia","Male","1453","0.585384745782434","0.565995291350239","0.60477420021463"
"Never","2018","North Rhine-Westphalia","Female","1754","0.601853506522285","0.584143819610172","0.619563193434398"
"Never","2018","Hesse","Male","398","0.51052690319506","0.475800061534263","0.545253744855858"
"Never","2018","Hesse","Female","457","0.493161671312279","0.460571003569287","0.52575233905527"
"Never","2018","Rhineland-Palatinate,Saarland","Male","401","0.542295581101257","0.50498659982736","0.579604562375153"
"Never","2018","Rhineland-Palatinate,Saarland","Female","447","0.55519588802689","0.520630187975766","0.589761588078013"
"Never","2018","Baden-Württemberg","Male","656","0.513221614026505","0.485903814161974","0.540539413891037"
"Never","2018","Baden-Württemberg","Female","741","0.510380228951211","0.485116318847086","0.535644139055337"
"Never","2018","Bavaria","Male","884","0.482063621703675","0.459088331019051","0.505038912388298"
"Never","2018","Bavaria","Female","1029","0.487691417399333","0.466684765803266","0.508698068995399"
"Never","2018","Berlin","Male","315","0.642772885295914","0.600126895000538","0.68541887559129"
"Never","2018","Berlin","Female","337","0.700612766067506","0.660980849899567","0.740244682235446"
"Never","2018","Brandenburg","Male","285","0.573722837927869","0.52948187467536","0.617963801180378"
"Never","2018","Brandenburg","Female","335","0.618101957978453","0.577534661396825","0.658669254560081"
"Never","2018","Mecklenburg-Western Pomerania","Male","147","0.613113216488237","0.554803224732629","0.671423208243846"
"Never","2018","Mecklenburg-Western Pomerania","Female","200","0.63670588975763","0.584893609462884","0.688518170052375"
"Never","2018","Saxony","Male","459","0.585663872680314","0.550915052827952","0.620412692532676"
"Never","2018","Saxony","Female","538","0.658736130233078","0.626955249292582","0.690517011173573"
"Never","2018","Saxony-Anhalt","Male","236","0.542315364163322","0.493794368904843","0.590836359421801"
"Never","2018","Saxony-Anhalt","Female","269","0.545793079218635","0.502496147498113","0.589090010939156"
"Never","2018","Thuringia","Male","243","0.593444656301373","0.546910038086898","0.639979274515848"
"Never","2018","Thuringia","Female","313","0.640408315158103","0.598841532376114","0.681975097940091"
