"pld0045","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Never","2006","Thuringia","Male","","","",""
"Never","2006","Thuringia","Female","","","",""
"Very often","2007","Schleswig-Holstein","Male","","","",""
"Very often","2007","Schleswig-Holstein","Female","","","",""
"Very often","2007","Hamburg","Male","","","",""
"Very often","2007","Hamburg","Female","","","",""
"Very often","2007","Lower Saxony","Male","","","",""
"Very often","2007","Lower Saxony","Female","","","",""
"Very often","2007","Bremen","Male","","","",""
"Very often","2007","Bremen","Female","","","",""
"Very often","2007","North Rhine-Westphalia","Male","","","",""
"Very often","2007","North Rhine-Westphalia","Female","","","",""
"Very often","2007","Hesse","Male","","","",""
"Very often","2007","Hesse","Female","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2007","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2007","Baden-Württemberg","Male","","","",""
"Very often","2007","Baden-Württemberg","Female","","","",""
"Very often","2007","Bavaria","Male","","","",""
"Very often","2007","Bavaria","Female","","","",""
"Very often","2007","Berlin","Male","","","",""
"Very often","2007","Berlin","Female","","","",""
"Very often","2007","Brandenburg","Male","","","",""
"Very often","2007","Brandenburg","Female","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2007","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2007","Saxony","Male","","","",""
"Very often","2007","Saxony","Female","","","",""
"Very often","2007","Saxony-Anhalt","Male","","","",""
"Very often","2007","Saxony-Anhalt","Female","","","",""
"Very often","2007","Thuringia","Male","","","",""
"Very often","2007","Thuringia","Female","","","",""
"Often","2007","Schleswig-Holstein","Male","","","",""
"Often","2007","Schleswig-Holstein","Female","","","",""
"Often","2007","Hamburg","Male","","","",""
"Often","2007","Hamburg","Female","","","",""
"Often","2007","Lower Saxony","Male","","","",""
"Often","2007","Lower Saxony","Female","","","",""
"Often","2007","Bremen","Male","","","",""
"Often","2007","Bremen","Female","","","",""
"Often","2007","North Rhine-Westphalia","Male","","","",""
"Often","2007","North Rhine-Westphalia","Female","","","",""
"Often","2007","Hesse","Male","","","",""
"Often","2007","Hesse","Female","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2007","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2007","Baden-Württemberg","Male","","","",""
"Often","2007","Baden-Württemberg","Female","","","",""
"Often","2007","Bavaria","Male","","","",""
"Often","2007","Bavaria","Female","","","",""
"Often","2007","Berlin","Male","","","",""
"Often","2007","Berlin","Female","","","",""
"Often","2007","Brandenburg","Male","","","",""
"Often","2007","Brandenburg","Female","","","",""
"Often","2007","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2007","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2007","Saxony","Male","","","",""
"Often","2007","Saxony","Female","","","",""
"Often","2007","Saxony-Anhalt","Male","","","",""
"Often","2007","Saxony-Anhalt","Female","","","",""
"Often","2007","Thuringia","Male","","","",""
"Often","2007","Thuringia","Female","","","",""
"Sometimes","2007","Schleswig-Holstein","Male","","","",""
"Sometimes","2007","Schleswig-Holstein","Female","","","",""
"Sometimes","2007","Hamburg","Male","","","",""
"Sometimes","2007","Hamburg","Female","","","",""
"Sometimes","2007","Lower Saxony","Male","","","",""
"Sometimes","2007","Lower Saxony","Female","","","",""
"Sometimes","2007","Bremen","Male","","","",""
"Sometimes","2007","Bremen","Female","","","",""
"Sometimes","2007","North Rhine-Westphalia","Male","","","",""
"Sometimes","2007","North Rhine-Westphalia","Female","","","",""
"Sometimes","2007","Hesse","Male","","","",""
"Sometimes","2007","Hesse","Female","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2007","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2007","Baden-Württemberg","Male","","","",""
"Sometimes","2007","Baden-Württemberg","Female","","","",""
"Sometimes","2007","Bavaria","Male","","","",""
"Sometimes","2007","Bavaria","Female","","","",""
"Sometimes","2007","Berlin","Male","","","",""
"Sometimes","2007","Berlin","Female","","","",""
"Sometimes","2007","Brandenburg","Male","","","",""
"Sometimes","2007","Brandenburg","Female","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2007","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2007","Saxony","Male","","","",""
"Sometimes","2007","Saxony","Female","","","",""
"Sometimes","2007","Saxony-Anhalt","Male","","","",""
"Sometimes","2007","Saxony-Anhalt","Female","","","",""
"Sometimes","2007","Thuringia","Male","","","",""
"Sometimes","2007","Thuringia","Female","","","",""
"Rarely","2007","Schleswig-Holstein","Male","","","",""
"Rarely","2007","Schleswig-Holstein","Female","","","",""
"Rarely","2007","Hamburg","Male","","","",""
"Rarely","2007","Hamburg","Female","","","",""
"Rarely","2007","Lower Saxony","Male","","","",""
"Rarely","2007","Lower Saxony","Female","","","",""
"Rarely","2007","Bremen","Male","","","",""
"Rarely","2007","Bremen","Female","","","",""
"Rarely","2007","North Rhine-Westphalia","Male","","","",""
"Rarely","2007","North Rhine-Westphalia","Female","","","",""
"Rarely","2007","Hesse","Male","","","",""
"Rarely","2007","Hesse","Female","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","2007","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","2007","Baden-Württemberg","Male","","","",""
"Rarely","2007","Baden-Württemberg","Female","","","",""
"Rarely","2007","Bavaria","Male","","","",""
"Rarely","2007","Bavaria","Female","","","",""
"Rarely","2007","Berlin","Male","","","",""
"Rarely","2007","Berlin","Female","","","",""
"Rarely","2007","Brandenburg","Male","","","",""
"Rarely","2007","Brandenburg","Female","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","2007","Saxony","Male","","","",""
"Rarely","2007","Saxony","Female","","","",""
"Rarely","2007","Saxony-Anhalt","Male","","","",""
"Rarely","2007","Saxony-Anhalt","Female","","","",""
"Rarely","2007","Thuringia","Male","","","",""
"Rarely","2007","Thuringia","Female","","","",""
"Never","2007","Schleswig-Holstein","Male","","","",""
"Never","2007","Schleswig-Holstein","Female","","","",""
"Never","2007","Hamburg","Male","","","",""
"Never","2007","Hamburg","Female","","","",""
"Never","2007","Lower Saxony","Male","","","",""
"Never","2007","Lower Saxony","Female","","","",""
"Never","2007","Bremen","Male","","","",""
"Never","2007","Bremen","Female","","","",""
"Never","2007","North Rhine-Westphalia","Male","","","",""
"Never","2007","North Rhine-Westphalia","Female","","","",""
"Never","2007","Hesse","Male","","","",""
"Never","2007","Hesse","Female","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2007","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2007","Baden-Württemberg","Male","","","",""
"Never","2007","Baden-Württemberg","Female","","","",""
"Never","2007","Bavaria","Male","","","",""
"Never","2007","Bavaria","Female","","","",""
"Never","2007","Berlin","Male","","","",""
"Never","2007","Berlin","Female","","","",""
"Never","2007","Brandenburg","Male","","","",""
"Never","2007","Brandenburg","Female","","","",""
"Never","2007","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2007","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2007","Saxony","Male","","","",""
"Never","2007","Saxony","Female","","","",""
"Never","2007","Saxony-Anhalt","Male","","","",""
"Never","2007","Saxony-Anhalt","Female","","","",""
"Never","2007","Thuringia","Male","","","",""
"Never","2007","Thuringia","Female","","","",""
"Very often","2008","Schleswig-Holstein","Male","10","","",""
"Very often","2008","Schleswig-Holstein","Female","10","","",""
"Very often","2008","Hamburg","Male","6","","",""
"Very often","2008","Hamburg","Female","5","","",""
"Very often","2008","Lower Saxony","Male","44","0.0482833933904068","0.0337783234630856","0.0627884633177279"
"Very often","2008","Lower Saxony","Female","58","0.0561532853431371","0.0411293695171625","0.0711772011691116"
"Very often","2008","Bremen","Male","1","","",""
"Very often","2008","Bremen","Female","2","","",""
"Very often","2008","North Rhine-Westphalia","Male","60","0.0298882536286619","0.0221602053862146","0.0376163018711092"
"Very often","2008","North Rhine-Westphalia","Female","88","0.0481903328075827","0.0389597772132284","0.057420888401937"
"Very often","2008","Hesse","Male","31","0.041923564052118","0.0262239093039975","0.0576232188002385"
"Very often","2008","Hesse","Female","48","0.0603525865992111","0.0424406060436234","0.0782645671547988"
"Very often","2008","Rhineland-Palatinate,Saarland","Male","28","","",""
"Very often","2008","Rhineland-Palatinate,Saarland","Female","35","0.0557463979117029","0.0374036843021352","0.0740891115212705"
"Very often","2008","Baden-Württemberg","Male","71","0.0746634900837296","0.0594054181606055","0.0899215620068537"
"Very often","2008","Baden-Württemberg","Female","76","0.0607598000524929","0.0473603565088541","0.0741592435961316"
"Very often","2008","Bavaria","Male","95","0.0779573549980935","0.0634445688127567","0.0924701411834302"
"Very often","2008","Bavaria","Female","119","0.0767463503597902","0.0629882640213897","0.0905044366981907"
"Very often","2008","Berlin","Male","11","","",""
"Very often","2008","Berlin","Female","11","","",""
"Very often","2008","Brandenburg","Male","19","","",""
"Very often","2008","Brandenburg","Female","29","","",""
"Very often","2008","Mecklenburg-Western Pomerania","Male","9","","",""
"Very often","2008","Mecklenburg-Western Pomerania","Female","11","","",""
"Very often","2008","Saxony","Male","26","","",""
"Very often","2008","Saxony","Female","31","0.0410026449181282","0.0266080659135654","0.0553972239226909"
"Very often","2008","Saxony-Anhalt","Male","15","","",""
"Very often","2008","Saxony-Anhalt","Female","22","","",""
"Very often","2008","Thuringia","Male","18","","",""
"Very often","2008","Thuringia","Female","26","","",""
"Often","2008","Schleswig-Holstein","Male","22","","",""
"Often","2008","Schleswig-Holstein","Female","29","","",""
"Often","2008","Hamburg","Male","9","","",""
"Often","2008","Hamburg","Female","10","","",""
"Often","2008","Lower Saxony","Male","82","0.106307973210336","0.0854513511506328","0.127164595270039"
"Often","2008","Lower Saxony","Female","89","0.102800367732329","0.0829811412842195","0.122619594180439"
"Often","2008","Bremen","Male","5","","",""
"Often","2008","Bremen","Female","6","","",""
"Often","2008","North Rhine-Westphalia","Male","148","0.0928087467491639","0.0796397541323253","0.105977739366003"
"Often","2008","North Rhine-Westphalia","Female","155","0.0725895844035311","0.0614069027072234","0.0837722660998388"
"Often","2008","Hesse","Male","61","0.104235573643956","0.0802987891146067","0.128172358173305"
"Often","2008","Hesse","Female","74","0.101588150148656","0.0788647945016723","0.124311505795641"
"Often","2008","Rhineland-Palatinate,Saarland","Male","35","0.0477649928824847","0.0289392743230638","0.0665907114419055"
"Often","2008","Rhineland-Palatinate,Saarland","Female","49","0.0795104803480575","0.0578816782105109","0.101139282485604"
"Often","2008","Baden-Württemberg","Male","96","0.0867788483744318","0.0704373984491839","0.10312029829968"
"Often","2008","Baden-Württemberg","Female","122","0.096960333028713","0.0803629077521488","0.113557758305277"
"Often","2008","Bavaria","Male","156","0.109771352041617","0.0928497282716757","0.126692975811558"
"Often","2008","Bavaria","Female","166","0.110716709718002","0.0944987842790785","0.126934635156925"
"Often","2008","Berlin","Male","28","","",""
"Often","2008","Berlin","Female","30","0.066021343170312","0.0413764782989021","0.0906662080417218"
"Often","2008","Brandenburg","Male","33","0.0732749016799803","0.047445592131864","0.0991042112280965"
"Often","2008","Brandenburg","Female","34","0.0759590518406749","0.0509181918910621","0.100999911790288"
"Often","2008","Mecklenburg-Western Pomerania","Male","20","","",""
"Often","2008","Mecklenburg-Western Pomerania","Female","15","","",""
"Often","2008","Saxony","Male","50","0.0724379932884064","0.0532493723725885","0.0916266142042242"
"Often","2008","Saxony","Female","58","0.0598582929666733","0.0426378963281814","0.0770786896051652"
"Often","2008","Saxony-Anhalt","Male","31","0.0881517376246878","0.060192439214944","0.116111036034432"
"Often","2008","Saxony-Anhalt","Female","42","0.100648004979043","0.0718403095925784","0.129455700365507"
"Often","2008","Thuringia","Male","38","0.0816289663058582","0.0555676468498152","0.107690285761901"
"Often","2008","Thuringia","Female","36","0.11728338141418","0.0876862885313689","0.146880474296992"
"Sometimes","2008","Schleswig-Holstein","Male","27","","",""
"Sometimes","2008","Schleswig-Holstein","Female","33","0.121468022401093","0.0841271729563045","0.158808871845881"
"Sometimes","2008","Hamburg","Male","11","","",""
"Sometimes","2008","Hamburg","Female","12","","",""
"Sometimes","2008","Lower Saxony","Male","114","0.116317515633961","0.0946236076918506","0.138011423576072"
"Sometimes","2008","Lower Saxony","Female","128","0.134830629331782","0.112541676201017","0.157119582462548"
"Sometimes","2008","Bremen","Male","4","","",""
"Sometimes","2008","Bremen","Female","3","","",""
"Sometimes","2008","North Rhine-Westphalia","Male","148","0.0801996016893106","0.0678730507352502","0.0925261526433711"
"Sometimes","2008","North Rhine-Westphalia","Female","173","0.0827205261787841","0.0708483507423797","0.0945927016151886"
"Sometimes","2008","Hesse","Male","75","0.102138403404052","0.0784159198097813","0.125860886998323"
"Sometimes","2008","Hesse","Female","70","0.0968633488294541","0.074616439881147","0.119110257777761"
"Sometimes","2008","Rhineland-Palatinate,Saarland","Male","46","0.0933148127136786","0.0676387642899406","0.118990861137417"
"Sometimes","2008","Rhineland-Palatinate,Saarland","Female","45","0.0651293693437884","0.0454017331784722","0.0848570055091046"
"Sometimes","2008","Baden-Württemberg","Male","114","0.118190126482508","0.09944994714248","0.136930305822536"
"Sometimes","2008","Baden-Württemberg","Female","134","0.12275722962305","0.104350624423805","0.141163834822295"
"Sometimes","2008","Bavaria","Male","176","0.121438114478254","0.10375696758953","0.139119261366978"
"Sometimes","2008","Bavaria","Female","181","0.122627224973964","0.10567392778419","0.139580522163738"
"Sometimes","2008","Berlin","Male","25","","",""
"Sometimes","2008","Berlin","Female","26","","",""
"Sometimes","2008","Brandenburg","Male","53","0.134914574641937","0.101052103792738","0.168777045491135"
"Sometimes","2008","Brandenburg","Female","56","0.137167064854034","0.104650688384898","0.16968344132317"
"Sometimes","2008","Mecklenburg-Western Pomerania","Male","22","","",""
"Sometimes","2008","Mecklenburg-Western Pomerania","Female","21","","",""
"Sometimes","2008","Saxony","Male","74","0.0913129750049618","0.0699892785484001","0.112636671461524"
"Sometimes","2008","Saxony","Female","52","0.0680553028215771","0.0497738635971173","0.0863367420460369"
"Sometimes","2008","Saxony-Anhalt","Male","42","0.0818056898887264","0.0547780205183563","0.108833359259096"
"Sometimes","2008","Saxony-Anhalt","Female","47","0.148711148505995","0.114642781558645","0.182779515453346"
"Sometimes","2008","Thuringia","Male","40","0.111127844817393","0.0812123452603361","0.141043344374449"
"Sometimes","2008","Thuringia","Female","42","0.0984558800980377","0.0710505847708709","0.125861175425204"
"Rarely","2008","Schleswig-Holstein","Male","52","0.246835666259743","0.194325059298771","0.299346273220714"
"Rarely","2008","Schleswig-Holstein","Female","48","0.172341875216901","0.129170555571435","0.215513194862367"
"Rarely","2008","Hamburg","Male","27","","",""
"Rarely","2008","Hamburg","Female","24","","",""
"Rarely","2008","Lower Saxony","Male","170","0.198943201809183","0.171930792771706","0.225955610846659"
"Rarely","2008","Lower Saxony","Female","155","0.176939154146008","0.152034944320869","0.201843363971148"
"Rarely","2008","Bremen","Male","5","","",""
"Rarely","2008","Bremen","Female","12","","",""
"Rarely","2008","North Rhine-Westphalia","Male","273","0.159354018765321","0.142742981453367","0.175965056077275"
"Rarely","2008","North Rhine-Westphalia","Female","272","0.133244856282694","0.118597937817135","0.147891774748252"
"Rarely","2008","Hesse","Male","106","0.168725273804933","0.13938776158636","0.198062786023506"
"Rarely","2008","Hesse","Female","90","0.145185648493621","0.118687779369882","0.171683517617359"
"Rarely","2008","Rhineland-Palatinate,Saarland","Male","68","0.162646476839862","0.130070204468235","0.195222749211489"
"Rarely","2008","Rhineland-Palatinate,Saarland","Female","86","0.151422795007911","0.122764380177338","0.180081209838484"
"Rarely","2008","Baden-Württemberg","Male","261","0.225937642761555","0.201661597634734","0.250213687888376"
"Rarely","2008","Baden-Württemberg","Female","239","0.17677403037485","0.155376728091112","0.198171332658587"
"Rarely","2008","Bavaria","Male","281","0.201436714427081","0.179726169239236","0.223147259614927"
"Rarely","2008","Bavaria","Female","285","0.183483111072244","0.163477616992439","0.203488605152048"
"Rarely","2008","Berlin","Male","52","0.171230368497005","0.130524459987384","0.211936277006627"
"Rarely","2008","Berlin","Female","69","0.181199502236861","0.142971347374556","0.219427657099167"
"Rarely","2008","Brandenburg","Male","76","0.199684411958313","0.160060036318384","0.239308787598242"
"Rarely","2008","Brandenburg","Female","76","0.151001242088075","0.117159115120498","0.184843369055651"
"Rarely","2008","Mecklenburg-Western Pomerania","Male","31","0.104255400779347","0.0647619071743404","0.143748894384353"
"Rarely","2008","Mecklenburg-Western Pomerania","Female","29","","",""
"Rarely","2008","Saxony","Male","161","0.226041372744258","0.195078451871643","0.257004293616873"
"Rarely","2008","Saxony","Female","140","0.198572976786721","0.169614454866228","0.227531498707215"
"Rarely","2008","Saxony-Anhalt","Male","74","0.178174940399459","0.140438359878882","0.215911520920036"
"Rarely","2008","Saxony-Anhalt","Female","59","0.127455036882202","0.0955239656253709","0.159386108139034"
"Rarely","2008","Thuringia","Male","78","0.184405753086755","0.147491892083765","0.221319614089746"
"Rarely","2008","Thuringia","Female","73","0.134013730390016","0.102677242818569","0.165350217961462"
"Never","2008","Schleswig-Holstein","Male","148","0.50136543716412","0.440472546102852","0.562258328225389"
"Never","2008","Schleswig-Holstein","Female","174","0.546570298932011","0.489665037612361","0.603475560251661"
"Never","2008","Hamburg","Male","77","0.579570944042713","0.49471620963523","0.664425678450197"
"Never","2008","Hamburg","Female","99","0.642645168893","0.565955314377191","0.71933502340881"
"Never","2008","Lower Saxony","Male","429","0.530147915956114","0.496376737276349","0.563919094635878"
"Never","2008","Lower Saxony","Female","472","0.529276563446743","0.496702715488443","0.561850411405043"
"Never","2008","Bremen","Male","48","0.749548720924757","0.642559659657136","0.856537782192378"
"Never","2008","Bremen","Female","52","0.692451104112778","0.588010565833377","0.79689164239218"
"Never","2008","North Rhine-Westphalia","Male","1236","0.637749379167543","0.61593523071014","0.659563527624946"
"Never","2008","North Rhine-Westphalia","Female","1380","0.663254700327408","0.64288597914993","0.683623421504887"
"Never","2008","Hesse","Male","353","0.582977185094941","0.544352352371661","0.621602017818221"
"Never","2008","Hesse","Female","397","0.596010265929058","0.559101864234233","0.632918667623882"
"Never","2008","Rhineland-Palatinate,Saarland","Male","316","0.632749099507388","0.590196917595558","0.675301281419219"
"Never","2008","Rhineland-Palatinate,Saarland","Female","386","0.64819095738854","0.610012723160668","0.686369191616412"
"Never","2008","Baden-Württemberg","Male","598","0.494429892297776","0.46540713172429","0.523452652871262"
"Never","2008","Baden-Württemberg","Female","650","0.542748606920894","0.514805986167471","0.570691227674318"
"Never","2008","Bavaria","Male","603","0.489396464054954","0.462337007654968","0.51645592045494"
"Never","2008","Bavaria","Female","687","0.506426603876","0.480585993039409","0.532267214712591"
"Never","2008","Berlin","Male","213","0.636908161012295","0.584944852757124","0.688871469267466"
"Never","2008","Berlin","Female","254","0.685187484426884","0.639093262003027","0.731281706850742"
"Never","2008","Brandenburg","Male","210","0.552854310993239","0.503572167767722","0.602136454218757"
"Never","2008","Brandenburg","Female","235","0.57819466302927","0.531517232874931","0.624872093183609"
"Never","2008","Mecklenburg-Western Pomerania","Male","148","0.720331838475852","0.662325962163592","0.778337714788112"
"Never","2008","Mecklenburg-Western Pomerania","Female","180","0.772332732322859","0.720966155233394","0.823699309412323"
"Never","2008","Saxony","Male","390","0.581710612607695","0.54519479757109","0.618226427644301"
"Never","2008","Saxony","Female","448","0.6325107825069","0.597512994670505","0.667508570343295"
"Never","2008","Saxony-Anhalt","Male","233","0.597087268079276","0.548717506787088","0.645457029371464"
"Never","2008","Saxony-Anhalt","Female","249","0.586876493803999","0.539729458322593","0.634023529285406"
"Never","2008","Thuringia","Male","250","0.585599587141347","0.538710083724991","0.632489090557703"
"Never","2008","Thuringia","Female","277","0.610065667087268","0.565201026313773","0.654930307860763"
"Very often","2009","Schleswig-Holstein","Male","","","",""
"Very often","2009","Schleswig-Holstein","Female","","","",""
"Very often","2009","Hamburg","Male","","","",""
"Very often","2009","Hamburg","Female","","","",""
"Very often","2009","Lower Saxony","Male","","","",""
"Very often","2009","Lower Saxony","Female","","","",""
"Very often","2009","Bremen","Male","","","",""
"Very often","2009","Bremen","Female","","","",""
"Very often","2009","North Rhine-Westphalia","Male","","","",""
"Very often","2009","North Rhine-Westphalia","Female","","","",""
"Very often","2009","Hesse","Male","","","",""
"Very often","2009","Hesse","Female","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","Male","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","Female","","","",""
"Very often","2009","Baden-Württemberg","Male","","","",""
"Very often","2009","Baden-Württemberg","Female","","","",""
"Very often","2009","Bavaria","Male","","","",""
"Very often","2009","Bavaria","Female","","","",""
"Very often","2009","Berlin","Male","","","",""
"Very often","2009","Berlin","Female","","","",""
"Very often","2009","Brandenburg","Male","","","",""
"Very often","2009","Brandenburg","Female","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","Male","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","Female","","","",""
"Very often","2009","Saxony","Male","","","",""
"Very often","2009","Saxony","Female","","","",""
"Very often","2009","Saxony-Anhalt","Male","","","",""
"Very often","2009","Saxony-Anhalt","Female","","","",""
"Very often","2009","Thuringia","Male","","","",""
"Very often","2009","Thuringia","Female","","","",""
"Often","2009","Schleswig-Holstein","Male","","","",""
"Often","2009","Schleswig-Holstein","Female","","","",""
"Often","2009","Hamburg","Male","","","",""
"Often","2009","Hamburg","Female","","","",""
"Often","2009","Lower Saxony","Male","","","",""
"Often","2009","Lower Saxony","Female","","","",""
"Often","2009","Bremen","Male","","","",""
"Often","2009","Bremen","Female","","","",""
"Often","2009","North Rhine-Westphalia","Male","","","",""
"Often","2009","North Rhine-Westphalia","Female","","","",""
"Often","2009","Hesse","Male","","","",""
"Often","2009","Hesse","Female","","","",""
"Often","2009","Rhineland-Palatinate,Saarland","Male","","","",""
"Often","2009","Rhineland-Palatinate,Saarland","Female","","","",""
"Often","2009","Baden-Württemberg","Male","","","",""
"Often","2009","Baden-Württemberg","Female","","","",""
"Often","2009","Bavaria","Male","","","",""
"Often","2009","Bavaria","Female","","","",""
"Often","2009","Berlin","Male","","","",""
"Often","2009","Berlin","Female","","","",""
"Often","2009","Brandenburg","Male","","","",""
"Often","2009","Brandenburg","Female","","","",""
"Often","2009","Mecklenburg-Western Pomerania","Male","","","",""
"Often","2009","Mecklenburg-Western Pomerania","Female","","","",""
"Often","2009","Saxony","Male","","","",""
"Often","2009","Saxony","Female","","","",""
"Often","2009","Saxony-Anhalt","Male","","","",""
"Often","2009","Saxony-Anhalt","Female","","","",""
"Often","2009","Thuringia","Male","","","",""
"Often","2009","Thuringia","Female","","","",""
"Sometimes","2009","Schleswig-Holstein","Male","","","",""
"Sometimes","2009","Schleswig-Holstein","Female","","","",""
"Sometimes","2009","Hamburg","Male","","","",""
"Sometimes","2009","Hamburg","Female","","","",""
"Sometimes","2009","Lower Saxony","Male","","","",""
"Sometimes","2009","Lower Saxony","Female","","","",""
"Sometimes","2009","Bremen","Male","","","",""
"Sometimes","2009","Bremen","Female","","","",""
"Sometimes","2009","North Rhine-Westphalia","Male","","","",""
"Sometimes","2009","North Rhine-Westphalia","Female","","","",""
"Sometimes","2009","Hesse","Male","","","",""
"Sometimes","2009","Hesse","Female","","","",""
"Sometimes","2009","Rhineland-Palatinate,Saarland","Male","","","",""
"Sometimes","2009","Rhineland-Palatinate,Saarland","Female","","","",""
"Sometimes","2009","Baden-Württemberg","Male","","","",""
"Sometimes","2009","Baden-Württemberg","Female","","","",""
"Sometimes","2009","Bavaria","Male","","","",""
"Sometimes","2009","Bavaria","Female","","","",""
"Sometimes","2009","Berlin","Male","","","",""
"Sometimes","2009","Berlin","Female","","","",""
"Sometimes","2009","Brandenburg","Male","","","",""
"Sometimes","2009","Brandenburg","Female","","","",""
"Sometimes","2009","Mecklenburg-Western Pomerania","Male","","","",""
"Sometimes","2009","Mecklenburg-Western Pomerania","Female","","","",""
"Sometimes","2009","Saxony","Male","","","",""
"Sometimes","2009","Saxony","Female","","","",""
"Sometimes","2009","Saxony-Anhalt","Male","","","",""
"Sometimes","2009","Saxony-Anhalt","Female","","","",""
"Sometimes","2009","Thuringia","Male","","","",""
"Sometimes","2009","Thuringia","Female","","","",""
"Rarely","2009","Schleswig-Holstein","Male","","","",""
"Rarely","2009","Schleswig-Holstein","Female","","","",""
"Rarely","2009","Hamburg","Male","","","",""
"Rarely","2009","Hamburg","Female","","","",""
"Rarely","2009","Lower Saxony","Male","","","",""
"Rarely","2009","Lower Saxony","Female","","","",""
"Rarely","2009","Bremen","Male","","","",""
"Rarely","2009","Bremen","Female","","","",""
"Rarely","2009","North Rhine-Westphalia","Male","","","",""
"Rarely","2009","North Rhine-Westphalia","Female","","","",""
"Rarely","2009","Hesse","Male","","","",""
"Rarely","2009","Hesse","Female","","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","Male","","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","Female","","","",""
"Rarely","2009","Baden-Württemberg","Male","","","",""
"Rarely","2009","Baden-Württemberg","Female","","","",""
"Rarely","2009","Bavaria","Male","","","",""
"Rarely","2009","Bavaria","Female","","","",""
"Rarely","2009","Berlin","Male","","","",""
"Rarely","2009","Berlin","Female","","","",""
"Rarely","2009","Brandenburg","Male","","","",""
"Rarely","2009","Brandenburg","Female","","","",""
"Rarely","2009","Mecklenburg-Western Pomerania","Male","","","",""
"Rarely","2009","Mecklenburg-Western Pomerania","Female","","","",""
"Rarely","2009","Saxony","Male","","","",""
"Rarely","2009","Saxony","Female","","","",""
"Rarely","2009","Saxony-Anhalt","Male","","","",""
"Rarely","2009","Saxony-Anhalt","Female","","","",""
"Rarely","2009","Thuringia","Male","","","",""
"Rarely","2009","Thuringia","Female","","","",""
"Never","2009","Schleswig-Holstein","Male","","","",""
"Never","2009","Schleswig-Holstein","Female","","","",""
"Never","2009","Hamburg","Male","","","",""
"Never","2009","Hamburg","Female","","","",""
"Never","2009","Lower Saxony","Male","","","",""
"Never","2009","Lower Saxony","Female","","","",""
"Never","2009","Bremen","Male","","","",""
"Never","2009","Bremen","Female","","","",""
"Never","2009","North Rhine-Westphalia","Male","","","",""
"Never","2009","North Rhine-Westphalia","Female","","","",""
"Never","2009","Hesse","Male","","","",""
"Never","2009","Hesse","Female","","","",""
"Never","2009","Rhineland-Palatinate,Saarland","Male","","","",""
"Never","2009","Rhineland-Palatinate,Saarland","Female","","","",""
"Never","2009","Baden-Württemberg","Male","","","",""
"Never","2009","Baden-Württemberg","Female","","","",""
"Never","2009","Bavaria","Male","","","",""
"Never","2009","Bavaria","Female","","","",""
"Never","2009","Berlin","Male","","","",""
"Never","2009","Berlin","Female","","","",""
"Never","2009","Brandenburg","Male","","","",""
"Never","2009","Brandenburg","Female","","","",""
"Never","2009","Mecklenburg-Western Pomerania","Male","","","",""
"Never","2009","Mecklenburg-Western Pomerania","Female","","","",""
"Never","2009","Saxony","Male","","","",""
"Never","2009","Saxony","Female","","","",""
"Never","2009","Saxony-Anhalt","Male","","","",""
"Never","2009","Saxony-Anhalt","Female","","","",""
"Never","2009","Thuringia","Male","","","",""
"Never","2009","Thuringia","Female","","","",""
"Very often","2010","Schleswig-Holstein","Male","","","",""
"Very often","2010","Schleswig-Holstein","Female","","","",""
"Very often","2010","Hamburg","Male","","","",""
"Very often","2010","Hamburg","Female","","","",""
"Very often","2010","Lower Saxony","Male","","","",""
"Very often","2010","Lower Saxony","Female","","","",""
"Very often","2010","Bremen","Male","","","",""
"Very often","2010","Bremen","Female","","","",""
