"pld0045","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2003","Couple + C. LE and GT 16","Male","178","0.211837454145463","0.185590281902558","0.238084626388368"
"Rarely","2003","Couple + C. LE and GT 16","Female","175","0.192190957382864","0.166477193449673","0.217904721316055"
"Never","2003","1-pers.-HH","Male","790","0.618501524286031","0.591754432117801","0.645248616454261"
"Never","2003","1-pers.-HH","Female","1169","0.698315686515089","0.676586426055821","0.720044946974356"
"Never","2003","(Married) couple without C. ","Male","2331","0.649782970888718","0.634247419905113","0.665318521872323"
"Never","2003","(Married) couple without C. ","Female","2386","0.670790606982436","0.655560070327849","0.686021143637022"
"Never","2003","Single parent ","Male","192","0.523036110033673","0.470559344853633","0.575512875213712"
"Never","2003","Single parent ","Female","436","0.552398873521332","0.517139597613197","0.587658149429468"
"Never","2003","Couple + C. LE 16 ","Male","1091","0.511762399375321","0.490657939000394","0.532866859750247"
"Never","2003","Couple + C. LE 16 ","Female","1128","0.4965121138407","0.475671372805985","0.517352854875416"
"Never","2003","Couple + C. GT 16 ","Male","1136","0.561702149888374","0.54032225533333","0.583082044443417"
"Never","2003","Couple + C. GT 16 ","Female","1063","0.580859675268145","0.55849602848063","0.603223322055659"
"Never","2003","Couple + C. LE and GT 16","Male","478","0.499749319337463","0.46763171081169","0.531866927863237"
"Never","2003","Couple + C. LE and GT 16","Female","472","0.525595147085299","0.49300809632787","0.558182197842728"
"Very often","2004","1-pers.-HH","Male","","","",""
"Very often","2004","1-pers.-HH","Female","","","",""
"Very often","2004","(Married) couple without C. ","Male","","","",""
"Very often","2004","(Married) couple without C. ","Female","","","",""
"Very often","2004","Single parent ","Male","","","",""
"Very often","2004","Single parent ","Female","","","",""
"Very often","2004","Couple + C. LE 16 ","Male","","","",""
"Very often","2004","Couple + C. LE 16 ","Female","","","",""
"Very often","2004","Couple + C. GT 16 ","Male","","","",""
"Very often","2004","Couple + C. GT 16 ","Female","","","",""
"Very often","2004","Couple + C. LE and GT 16","Male","","","",""
"Very often","2004","Couple + C. LE and GT 16","Female","","","",""
"Often","2004","1-pers.-HH","Male","","","",""
"Often","2004","1-pers.-HH","Female","","","",""
"Often","2004","(Married) couple without C. ","Male","","","",""
"Often","2004","(Married) couple without C. ","Female","","","",""
"Often","2004","Single parent ","Male","","","",""
"Often","2004","Single parent ","Female","","","",""
"Often","2004","Couple + C. LE 16 ","Male","","","",""
"Often","2004","Couple + C. LE 16 ","Female","","","",""
"Often","2004","Couple + C. GT 16 ","Male","","","",""
"Often","2004","Couple + C. GT 16 ","Female","","","",""
"Often","2004","Couple + C. LE and GT 16","Male","","","",""
"Often","2004","Couple + C. LE and GT 16","Female","","","",""
"Sometimes","2004","1-pers.-HH","Male","","","",""
"Sometimes","2004","1-pers.-HH","Female","","","",""
"Sometimes","2004","(Married) couple without C. ","Male","","","",""
"Sometimes","2004","(Married) couple without C. ","Female","","","",""
"Sometimes","2004","Single parent ","Male","","","",""
"Sometimes","2004","Single parent ","Female","","","",""
"Sometimes","2004","Couple + C. LE 16 ","Male","","","",""
"Sometimes","2004","Couple + C. LE 16 ","Female","","","",""
"Sometimes","2004","Couple + C. GT 16 ","Male","","","",""
"Sometimes","2004","Couple + C. GT 16 ","Female","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","Male","","","",""
"Sometimes","2004","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2004","1-pers.-HH","Male","","","",""
"Rarely","2004","1-pers.-HH","Female","","","",""
"Rarely","2004","(Married) couple without C. ","Male","","","",""
"Rarely","2004","(Married) couple without C. ","Female","","","",""
"Rarely","2004","Single parent ","Male","","","",""
"Rarely","2004","Single parent ","Female","","","",""
"Rarely","2004","Couple + C. LE 16 ","Male","","","",""
"Rarely","2004","Couple + C. LE 16 ","Female","","","",""
"Rarely","2004","Couple + C. GT 16 ","Male","","","",""
"Rarely","2004","Couple + C. GT 16 ","Female","","","",""
"Rarely","2004","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2004","Couple + C. LE and GT 16","Female","","","",""
"Never","2004","1-pers.-HH","Male","","","",""
"Never","2004","1-pers.-HH","Female","","","",""
"Never","2004","(Married) couple without C. ","Male","","","",""
"Never","2004","(Married) couple without C. ","Female","","","",""
"Never","2004","Single parent ","Male","","","",""
"Never","2004","Single parent ","Female","","","",""
"Never","2004","Couple + C. LE 16 ","Male","","","",""
"Never","2004","Couple + C. LE 16 ","Female","","","",""
"Never","2004","Couple + C. GT 16 ","Male","","","",""
"Never","2004","Couple + C. GT 16 ","Female","","","",""
"Never","2004","Couple + C. LE and GT 16","Male","","","",""
"Never","2004","Couple + C. LE and GT 16","Female","","","",""
"Very often","2005","1-pers.-HH","Male","","","",""
"Very often","2005","1-pers.-HH","Female","","","",""
"Very often","2005","(Married) couple without C. ","Male","","","",""
"Very often","2005","(Married) couple without C. ","Female","","","",""
"Very often","2005","Single parent ","Male","","","",""
"Very often","2005","Single parent ","Female","","","",""
"Very often","2005","Couple + C. LE 16 ","Male","","","",""
"Very often","2005","Couple + C. LE 16 ","Female","","","",""
"Very often","2005","Couple + C. GT 16 ","Male","","","",""
"Very often","2005","Couple + C. GT 16 ","Female","","","",""
"Very often","2005","Couple + C. LE and GT 16","Male","","","",""
"Very often","2005","Couple + C. LE and GT 16","Female","","","",""
"Often","2005","1-pers.-HH","Male","","","",""
"Often","2005","1-pers.-HH","Female","","","",""
"Often","2005","(Married) couple without C. ","Male","","","",""
"Often","2005","(Married) couple without C. ","Female","","","",""
"Often","2005","Single parent ","Male","","","",""
"Often","2005","Single parent ","Female","","","",""
"Often","2005","Couple + C. LE 16 ","Male","","","",""
"Often","2005","Couple + C. LE 16 ","Female","","","",""
"Often","2005","Couple + C. GT 16 ","Male","","","",""
"Often","2005","Couple + C. GT 16 ","Female","","","",""
"Often","2005","Couple + C. LE and GT 16","Male","","","",""
"Often","2005","Couple + C. LE and GT 16","Female","","","",""
"Sometimes","2005","1-pers.-HH","Male","","","",""
"Sometimes","2005","1-pers.-HH","Female","","","",""
"Sometimes","2005","(Married) couple without C. ","Male","","","",""
"Sometimes","2005","(Married) couple without C. ","Female","","","",""
"Sometimes","2005","Single parent ","Male","","","",""
"Sometimes","2005","Single parent ","Female","","","",""
"Sometimes","2005","Couple + C. LE 16 ","Male","","","",""
"Sometimes","2005","Couple + C. LE 16 ","Female","","","",""
"Sometimes","2005","Couple + C. GT 16 ","Male","","","",""
"Sometimes","2005","Couple + C. GT 16 ","Female","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","Male","","","",""
"Sometimes","2005","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2005","1-pers.-HH","Male","","","",""
"Rarely","2005","1-pers.-HH","Female","","","",""
"Rarely","2005","(Married) couple without C. ","Male","","","",""
"Rarely","2005","(Married) couple without C. ","Female","","","",""
"Rarely","2005","Single parent ","Male","","","",""
"Rarely","2005","Single parent ","Female","","","",""
"Rarely","2005","Couple + C. LE 16 ","Male","","","",""
"Rarely","2005","Couple + C. LE 16 ","Female","","","",""
"Rarely","2005","Couple + C. GT 16 ","Male","","","",""
"Rarely","2005","Couple + C. GT 16 ","Female","","","",""
"Rarely","2005","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2005","Couple + C. LE and GT 16","Female","","","",""
"Never","2005","1-pers.-HH","Male","","","",""
"Never","2005","1-pers.-HH","Female","","","",""
"Never","2005","(Married) couple without C. ","Male","","","",""
"Never","2005","(Married) couple without C. ","Female","","","",""
"Never","2005","Single parent ","Male","","","",""
"Never","2005","Single parent ","Female","","","",""
"Never","2005","Couple + C. LE 16 ","Male","","","",""
"Never","2005","Couple + C. LE 16 ","Female","","","",""
"Never","2005","Couple + C. GT 16 ","Male","","","",""
"Never","2005","Couple + C. GT 16 ","Female","","","",""
"Never","2005","Couple + C. LE and GT 16","Male","","","",""
"Never","2005","Couple + C. LE and GT 16","Female","","","",""
"Very often","2006","1-pers.-HH","Male","","","",""
"Very often","2006","1-pers.-HH","Female","","","",""
"Very often","2006","(Married) couple without C. ","Male","","","",""
"Very often","2006","(Married) couple without C. ","Female","","","",""
"Very often","2006","Single parent ","Male","","","",""
"Very often","2006","Single parent ","Female","","","",""
"Very often","2006","Couple + C. LE 16 ","Male","","","",""
"Very often","2006","Couple + C. LE 16 ","Female","","","",""
"Very often","2006","Couple + C. GT 16 ","Male","","","",""
"Very often","2006","Couple + C. GT 16 ","Female","","","",""
"Very often","2006","Couple + C. LE and GT 16","Male","","","",""
"Very often","2006","Couple + C. LE and GT 16","Female","","","",""
"Often","2006","1-pers.-HH","Male","","","",""
"Often","2006","1-pers.-HH","Female","","","",""
"Often","2006","(Married) couple without C. ","Male","","","",""
"Often","2006","(Married) couple without C. ","Female","","","",""
"Often","2006","Single parent ","Male","","","",""
"Often","2006","Single parent ","Female","","","",""
"Often","2006","Couple + C. LE 16 ","Male","","","",""
"Often","2006","Couple + C. LE 16 ","Female","","","",""
"Often","2006","Couple + C. GT 16 ","Male","","","",""
"Often","2006","Couple + C. GT 16 ","Female","","","",""
"Often","2006","Couple + C. LE and GT 16","Male","","","",""
"Often","2006","Couple + C. LE and GT 16","Female","","","",""
"Sometimes","2006","1-pers.-HH","Male","","","",""
"Sometimes","2006","1-pers.-HH","Female","","","",""
"Sometimes","2006","(Married) couple without C. ","Male","","","",""
"Sometimes","2006","(Married) couple without C. ","Female","","","",""
"Sometimes","2006","Single parent ","Male","","","",""
"Sometimes","2006","Single parent ","Female","","","",""
"Sometimes","2006","Couple + C. LE 16 ","Male","","","",""
"Sometimes","2006","Couple + C. LE 16 ","Female","","","",""
"Sometimes","2006","Couple + C. GT 16 ","Male","","","",""
"Sometimes","2006","Couple + C. GT 16 ","Female","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","Male","","","",""
"Sometimes","2006","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2006","1-pers.-HH","Male","","","",""
"Rarely","2006","1-pers.-HH","Female","","","",""
"Rarely","2006","(Married) couple without C. ","Male","","","",""
"Rarely","2006","(Married) couple without C. ","Female","","","",""
"Rarely","2006","Single parent ","Male","","","",""
"Rarely","2006","Single parent ","Female","","","",""
"Rarely","2006","Couple + C. LE 16 ","Male","","","",""
"Rarely","2006","Couple + C. LE 16 ","Female","","","",""
"Rarely","2006","Couple + C. GT 16 ","Male","","","",""
"Rarely","2006","Couple + C. GT 16 ","Female","","","",""
"Rarely","2006","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2006","Couple + C. LE and GT 16","Female","","","",""
"Never","2006","1-pers.-HH","Male","","","",""
"Never","2006","1-pers.-HH","Female","","","",""
"Never","2006","(Married) couple without C. ","Male","","","",""
"Never","2006","(Married) couple without C. ","Female","","","",""
"Never","2006","Single parent ","Male","","","",""
"Never","2006","Single parent ","Female","","","",""
"Never","2006","Couple + C. LE 16 ","Male","","","",""
"Never","2006","Couple + C. LE 16 ","Female","","","",""
"Never","2006","Couple + C. GT 16 ","Male","","","",""
"Never","2006","Couple + C. GT 16 ","Female","","","",""
"Never","2006","Couple + C. LE and GT 16","Male","","","",""
"Never","2006","Couple + C. LE and GT 16","Female","","","",""
"Very often","2007","1-pers.-HH","Male","","","",""
"Very often","2007","1-pers.-HH","Female","","","",""
"Very often","2007","(Married) couple without C. ","Male","","","",""
"Very often","2007","(Married) couple without C. ","Female","","","",""
"Very often","2007","Single parent ","Male","","","",""
"Very often","2007","Single parent ","Female","","","",""
"Very often","2007","Couple + C. LE 16 ","Male","","","",""
"Very often","2007","Couple + C. LE 16 ","Female","","","",""
"Very often","2007","Couple + C. GT 16 ","Male","","","",""
"Very often","2007","Couple + C. GT 16 ","Female","","","",""
"Very often","2007","Couple + C. LE and GT 16","Male","","","",""
"Very often","2007","Couple + C. LE and GT 16","Female","","","",""
"Often","2007","1-pers.-HH","Male","","","",""
"Often","2007","1-pers.-HH","Female","","","",""
"Often","2007","(Married) couple without C. ","Male","","","",""
"Often","2007","(Married) couple without C. ","Female","","","",""
"Often","2007","Single parent ","Male","","","",""
"Often","2007","Single parent ","Female","","","",""
"Often","2007","Couple + C. LE 16 ","Male","","","",""
"Often","2007","Couple + C. LE 16 ","Female","","","",""
"Often","2007","Couple + C. GT 16 ","Male","","","",""
"Often","2007","Couple + C. GT 16 ","Female","","","",""
"Often","2007","Couple + C. LE and GT 16","Male","","","",""
"Often","2007","Couple + C. LE and GT 16","Female","","","",""
"Sometimes","2007","1-pers.-HH","Male","","","",""
"Sometimes","2007","1-pers.-HH","Female","","","",""
"Sometimes","2007","(Married) couple without C. ","Male","","","",""
"Sometimes","2007","(Married) couple without C. ","Female","","","",""
"Sometimes","2007","Single parent ","Male","","","",""
"Sometimes","2007","Single parent ","Female","","","",""
"Sometimes","2007","Couple + C. LE 16 ","Male","","","",""
"Sometimes","2007","Couple + C. LE 16 ","Female","","","",""
"Sometimes","2007","Couple + C. GT 16 ","Male","","","",""
"Sometimes","2007","Couple + C. GT 16 ","Female","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","Male","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2007","1-pers.-HH","Male","","","",""
"Rarely","2007","1-pers.-HH","Female","","","",""
"Rarely","2007","(Married) couple without C. ","Male","","","",""
"Rarely","2007","(Married) couple without C. ","Female","","","",""
"Rarely","2007","Single parent ","Male","","","",""
"Rarely","2007","Single parent ","Female","","","",""
"Rarely","2007","Couple + C. LE 16 ","Male","","","",""
"Rarely","2007","Couple + C. LE 16 ","Female","","","",""
"Rarely","2007","Couple + C. GT 16 ","Male","","","",""
"Rarely","2007","Couple + C. GT 16 ","Female","","","",""
"Rarely","2007","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2007","Couple + C. LE and GT 16","Female","","","",""
"Never","2007","1-pers.-HH","Male","","","",""
"Never","2007","1-pers.-HH","Female","","","",""
"Never","2007","(Married) couple without C. ","Male","","","",""
"Never","2007","(Married) couple without C. ","Female","","","",""
"Never","2007","Single parent ","Male","","","",""
"Never","2007","Single parent ","Female","","","",""
"Never","2007","Couple + C. LE 16 ","Male","","","",""
"Never","2007","Couple + C. LE 16 ","Female","","","",""
"Never","2007","Couple + C. GT 16 ","Male","","","",""
"Never","2007","Couple + C. GT 16 ","Female","","","",""
"Never","2007","Couple + C. LE and GT 16","Male","","","",""
"Never","2007","Couple + C. LE and GT 16","Female","","","",""
"Very often","2008","1-pers.-HH","Male","69","0.0579917994941616","0.0452025400625917","0.0707810589257314"
"Very often","2008","1-pers.-HH","Female","95","0.0455716838634425","0.0358032663462839","0.055340101380601"
"Very often","2008","(Married) couple without C. ","Male","133","0.0394769599384289","0.0330257702387614","0.0459281496380963"
"Very often","2008","(Married) couple without C. ","Female","162","0.0445644014064839","0.037766066464082","0.0513627363488858"
"Very often","2008","Single parent ","Male","18","","",""
"Very often","2008","Single parent ","Female","47","0.0592879827221123","0.0425964351721621","0.0759795302720626"
"Very often","2008","Couple + C. LE 16 ","Male","86","0.0620223527006326","0.0500418746620172","0.074002830739248"
"Very often","2008","Couple + C. LE 16 ","Female","123","0.0728220267932313","0.060269067819231","0.0853749857672315"
"Very often","2008","Couple + C. GT 16 ","Male","97","0.0529301569878208","0.0424967350860322","0.0633635788896093"
"Very often","2008","Couple + C. GT 16 ","Female","91","0.0644403718669004","0.0523219239791015","0.0765588197546993"
"Very often","2008","Couple + C. LE and GT 16","Male","31","0.0277208215088316","0.0147352087904312","0.0407064342272319"
"Very often","2008","Couple + C. LE and GT 16","Female","34","0.0534427707111455","0.0353555103656335","0.0715300310566575"
"Often","2008","1-pers.-HH","Male","120","0.0913758745425675","0.0756091068770041","0.107142642208131"
"Often","2008","1-pers.-HH","Female","108","0.0590533264398423","0.0480122934705765","0.0700943594091082"
"Often","2008","(Married) couple without C. ","Male","271","0.0858136250168639","0.0765344457490169","0.095092804284711"
"Often","2008","(Married) couple without C. ","Female","291","0.0854471620854269","0.0762371323532329","0.0946571918176209"
"Often","2008","Single parent ","Male","23","","",""
"Often","2008","Single parent ","Female","90","0.116216517499383","0.093565287490303","0.138867747508463"
"Often","2008","Couple + C. LE 16 ","Male","139","0.0801201820124931","0.0666355129162299","0.0936048511087564"
"Often","2008","Couple + C. LE 16 ","Female","189","0.113423825500999","0.0981043693090276","0.12874328169297"
"Often","2008","Couple + C. GT 16 ","Male","166","0.0902294422401332","0.0768781208607078","0.103580763619559"
"Often","2008","Couple + C. GT 16 ","Female","142","0.079249726748601","0.0659175194030338","0.0925819340941682"
"Often","2008","Couple + C. LE and GT 16","Male","75","0.132552305730527","0.105731044426055","0.159373567034999"
"Often","2008","Couple + C. LE and GT 16","Female","68","0.140437047133697","0.112496522420497","0.168377571846896"
"Sometimes","2008","1-pers.-HH","Male","116","0.0820271017793575","0.0670119966897312","0.0970422068689839"
"Sometimes","2008","1-pers.-HH","Female","138","0.0776139401176527","0.0650816266575651","0.0901462535777404"
"Sometimes","2008","(Married) couple without C. ","Male","319","0.0923490786465178","0.0827575069225266","0.101940650370509"
"Sometimes","2008","(Married) couple without C. ","Female","331","0.0956688702550848","0.0859781317924205","0.105359608717749"
"Sometimes","2008","Single parent ","Male","35","0.113441363299934","0.0783083521702225","0.148574374429646"
"Sometimes","2008","Single parent ","Female","72","0.096642861204082","0.0757595408270585","0.117526181581105"
"Sometimes","2008","Couple + C. LE 16 ","Male","215","0.137572250012528","0.120463016018275","0.154681484006782"
"Sometimes","2008","Couple + C. LE 16 ","Female","207","0.144959713143158","0.127951835416437","0.161967590869879"
"Sometimes","2008","Couple + C. GT 16 ","Male","177","0.0874967373865039","0.0743294196014444","0.100664055171563"
"Sometimes","2008","Couple + C. GT 16 ","Female","180","0.110932233377903","0.0954323455497522","0.126432121206054"
"Sometimes","2008","Couple + C. LE and GT 16","Male","84","0.143152570493823","0.115450308650216","0.170854832337431"
"Sometimes","2008","Couple + C. LE and GT 16","Female","77","0.133126894747214","0.105807848451814","0.160445941042613"
"Rarely","2008","1-pers.-HH","Male","216","0.161713850136144","0.14156712242899","0.181860577843298"
"Rarely","2008","1-pers.-HH","Female","234","0.136003932217688","0.119947959057652","0.152059905377724"
"Rarely","2008","(Married) couple without C. ","Male","614","0.188116043954176","0.175168900292144","0.201063187616208"
"Rarely","2008","(Married) couple without C. ","Female","536","0.147720824676333","0.136030687430502","0.159410961922165"
"Rarely","2008","Single parent ","Male","59","0.175260035226401","0.133141244902471","0.217378825550331"
"Rarely","2008","Single parent ","Female","121","0.161699701805821","0.13567778159139","0.187721622020252"
"Rarely","2008","Couple + C. LE 16 ","Male","338","0.213717249333681","0.193355600326","0.234078898341362"
"Rarely","2008","Couple + C. LE 16 ","Female","312","0.182690205907229","0.164022791880741","0.201357619933717"
"Rarely","2008","Couple + C. GT 16 ","Male","335","0.197450613345633","0.178900383216746","0.216000843474519"
"Rarely","2008","Couple + C. GT 16 ","Female","281","0.188757793661943","0.169444339228199","0.208071248095687"
"Rarely","2008","Couple + C. LE and GT 16","Male","129","0.207895433542214","0.175797458207481","0.239993408876946"
"Rarely","2008","Couple + C. LE and GT 16","Female","136","0.233846693394582","0.199807573283044","0.26788581350612"
"Never","2008","1-pers.-HH","Male","762","0.606891374047769","0.580164600619002","0.633618147476536"
"Never","2008","1-pers.-HH","Female","1176","0.681757117361374","0.659939907554853","0.703574327167896"
"Never","2008","(Married) couple without C. ","Male","2163","0.594244292444013","0.577976489719615","0.610512095168412"
"Never","2008","(Married) couple without C. ","Female","2219","0.626598741576671","0.610662332931716","0.642535150221626"
"Never","2008","Single parent ","Male","178","0.594477758863952","0.540083750093753","0.648871767634151"
"Never","2008","Single parent ","Female","439","0.566152936768601","0.531124550162601","0.601181323374602"
"Never","2008","Couple + C. LE 16 ","Male","779","0.506567965940665","0.481734558359799","0.531401373521531"
"Never","2008","Couple + C. LE 16 ","Female","815","0.486104228655383","0.461958773465231","0.510249683845534"
"Never","2008","Couple + C. GT 16 ","Male","994","0.571893050039909","0.5488352577248","0.594950842355019"
"Never","2008","Couple + C. GT 16 ","Female","883","0.556619874344652","0.532101046185146","0.581138702504159"
"Never","2008","Couple + C. LE and GT 16","Male","295","0.488678868724604","0.449140153252065","0.528217584197143"
"Never","2008","Couple + C. LE and GT 16","Female","279","0.439146594013362","0.399236356834724","0.479056831192"
"Very often","2009","1-pers.-HH","Male","","","",""
"Very often","2009","1-pers.-HH","Female","","","",""
"Very often","2009","(Married) couple without C. ","Male","","","",""
"Very often","2009","(Married) couple without C. ","Female","","","",""
"Very often","2009","Single parent ","Male","","","",""
"Very often","2009","Single parent ","Female","","","",""
"Very often","2009","Couple + C. LE 16 ","Male","","","",""
"Very often","2009","Couple + C. LE 16 ","Female","","","",""
"Very often","2009","Couple + C. GT 16 ","Male","","","",""
"Very often","2009","Couple + C. GT 16 ","Female","","","",""
"Very often","2009","Couple + C. LE and GT 16","Male","","","",""
"Very often","2009","Couple + C. LE and GT 16","Female","","","",""
"Often","2009","1-pers.-HH","Male","","","",""
"Often","2009","1-pers.-HH","Female","","","",""
"Often","2009","(Married) couple without C. ","Male","","","",""
"Often","2009","(Married) couple without C. ","Female","","","",""
"Often","2009","Single parent ","Male","","","",""
"Often","2009","Single parent ","Female","","","",""
"Often","2009","Couple + C. LE 16 ","Male","","","",""
"Often","2009","Couple + C. LE 16 ","Female","","","",""
"Often","2009","Couple + C. GT 16 ","Male","","","",""
"Often","2009","Couple + C. GT 16 ","Female","","","",""
"Often","2009","Couple + C. LE and GT 16","Male","","","",""
"Often","2009","Couple + C. LE and GT 16","Female","","","",""
"Sometimes","2009","1-pers.-HH","Male","","","",""
"Sometimes","2009","1-pers.-HH","Female","","","",""
"Sometimes","2009","(Married) couple without C. ","Male","","","",""
"Sometimes","2009","(Married) couple without C. ","Female","","","",""
"Sometimes","2009","Single parent ","Male","","","",""
"Sometimes","2009","Single parent ","Female","","","",""
"Sometimes","2009","Couple + C. LE 16 ","Male","","","",""
"Sometimes","2009","Couple + C. LE 16 ","Female","","","",""
"Sometimes","2009","Couple + C. GT 16 ","Male","","","",""
"Sometimes","2009","Couple + C. GT 16 ","Female","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","Male","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2009","1-pers.-HH","Male","","","",""
"Rarely","2009","1-pers.-HH","Female","","","",""
"Rarely","2009","(Married) couple without C. ","Male","","","",""
"Rarely","2009","(Married) couple without C. ","Female","","","",""
"Rarely","2009","Single parent ","Male","","","",""
"Rarely","2009","Single parent ","Female","","","",""
"Rarely","2009","Couple + C. LE 16 ","Male","","","",""
"Rarely","2009","Couple + C. LE 16 ","Female","","","",""
"Rarely","2009","Couple + C. GT 16 ","Male","","","",""
"Rarely","2009","Couple + C. GT 16 ","Female","","","",""
"Rarely","2009","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2009","Couple + C. LE and GT 16","Female","","","",""
"Never","2009","1-pers.-HH","Male","","","",""
"Never","2009","1-pers.-HH","Female","","","",""
"Never","2009","(Married) couple without C. ","Male","","","",""
