"pld0045","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","(Married) couple without C. ","East Germany","1211","0.665289726934224","0.643798187274879","0.686781266593568","5"
"Never","2003","Single parent ","West Germany","476","0.54553496964377","0.511721703461852","0.579348235825688","5"
"Never","2003","1-pers.-HH","East Germany","489","0.706956841060905","0.673664210370907","0.740249471750902","5"
"Never","2003","(Married) couple without C. ","West Germany","3506","0.658736453642753","0.646121984500184","0.671350922785321","5"
"Never","2003","1-pers.-HH","West Germany","1470","0.653486317223837","0.63388053124266","0.673092103205013","5"
"Never","2003","Single parent ","East Germany","152","0.533571646212554","0.475034057022207","0.592109235402901","5"
"Never","2003","Couple + C. LE 16 ","West Germany","1786","0.499577010833024","0.483136309639202","0.516017712026846","5"
"Never","2003","Couple + C. LE 16 ","East Germany","433","0.531721476718196","0.497421246150385","0.566021707286007","5"
"Never","2003","Couple + C. GT 16 ","West Germany","1551","0.56004202252736","0.541705169775459","0.578378875279261","5"
"Never","2003","Couple + C. GT 16 ","East Germany","648","0.610619676766295","0.582113607666078","0.639125745866512","5"
"Never","2003","Couple + C. LE and GT 16","West Germany","742","0.518731411454793","0.49272532465579","0.544737498253796","5"
"Never","2003","Couple + C. LE and GT 16","East Germany","208","0.479783593746522","0.431717507485317","0.527849680007727","5"
"Often","2003","1-pers.-HH","West Germany","147","0.0602824883400043","0.0504763038541873","0.0700886728258212","2"
"Often","2003","1-pers.-HH","East Germany","42","0.049312152974027","0.0334748282250311","0.0651494777230229","2"
"Often","2003","(Married) couple without C. ","West Germany","388","0.067142383812911","0.0604839170043306","0.0738008506214915","2"
"Often","2003","(Married) couple without C. ","East Germany","102","0.0479028020007803","0.0381764786816835","0.0576291253198771","2"
"Often","2003","Single parent ","West Germany","88","0.111361616395282","0.089998928903113","0.13272430388745","2"
"Often","2003","Single parent ","East Germany","26","","","","2"
"Often","2003","Couple + C. LE 16 ","West Germany","353","0.095234806758403","0.0855828296752592","0.104886783841547","2"
"Often","2003","Couple + C. GT 16 ","West Germany","259","0.0845697214833471","0.0742912395216544","0.0948482034450399","2"
"Often","2003","Couple + C. LE 16 ","East Germany","77","0.0989920299374087","0.0784630557071397","0.119521004167678","2"
"Often","2003","Couple + C. GT 16 ","East Germany","73","0.0635129929702189","0.0492553707571123","0.0777706151833254","2"
"Often","2003","Couple + C. LE and GT 16","West Germany","141","0.107388447934314","0.0912738301182792","0.123503065750348","2"
"Often","2003","Couple + C. LE and GT 16","East Germany","42","0.115685262354071","0.0849124993594205","0.146458025348721","2"
"Rarely","2003","1-pers.-HH","West Germany","328","0.14136102418896","0.127006924610355","0.155715123767565","4"
"Rarely","2003","1-pers.-HH","East Germany","106","0.136559509447451","0.111442782265339","0.161676236629563","4"
"Rarely","2003","(Married) couple without C. ","West Germany","853","0.153143657834249","0.143562399269901","0.162724916398596","4"
"Rarely","2003","(Married) couple without C. ","East Germany","331","0.171905804949668","0.154722260877833","0.189089349021504","4"
"Rarely","2003","Single parent ","West Germany","143","0.180613278957768","0.154488965286574","0.206737592628961","4"
"Rarely","2003","Single parent ","East Germany","55","0.21246632632013","0.164468053485379","0.260464599154881","4"
"Rarely","2003","Couple + C. LE 16 ","East Germany","156","0.17820633314005","0.151900880431434","0.204511785848665","4"
"Rarely","2003","Couple + C. GT 16 ","East Germany","235","0.184660349045939","0.161976275691052","0.207344422400826","4"
"Rarely","2003","Couple + C. LE 16 ","West Germany","741","0.207574399425728","0.194238674427491","0.220910124423964","4"
"Rarely","2003","Couple + C. GT 16 ","West Germany","550","0.185287192284544","0.170934483819816","0.199639900749271","4"
"Rarely","2003","Couple + C. LE and GT 16","West Germany","268","0.201135831768692","0.180272139448204","0.22199952408918","4"
"Rarely","2003","Couple + C. LE and GT 16","East Germany","85","0.209438303263968","0.170289365531086","0.24858724099685","4"
"Sometimes","2003","(Married) couple without C. ","West Germany","460","0.0813873766501186","0.0741127131394044","0.0886620401608329","3"
"Sometimes","2003","1-pers.-HH","West Germany","192","0.0906048568750826","0.0787783124208175","0.102431401329348","3"
