"pld0045","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very often","2009","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2009","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2009","1-pers.-HH","Urban Area","","","",""
"Often","2009","1-pers.-HH","Rural Area","","","",""
"Often","2009","(Married) couple without C. ","Urban Area","","","",""
"Often","2009","(Married) couple without C. ","Rural Area","","","",""
"Often","2009","Single parent ","Urban Area","","","",""
"Often","2009","Single parent ","Rural Area","","","",""
"Often","2009","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2009","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2009","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2009","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2009","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2009","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2009","1-pers.-HH","Urban Area","","","",""
"Sometimes","2009","1-pers.-HH","Rural Area","","","",""
"Sometimes","2009","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2009","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2009","Single parent ","Urban Area","","","",""
"Sometimes","2009","Single parent ","Rural Area","","","",""
"Sometimes","2009","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2009","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2009","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2009","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2009","1-pers.-HH","Urban Area","","","",""
"Rarely","2009","1-pers.-HH","Rural Area","","","",""
"Rarely","2009","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2009","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2009","Single parent ","Urban Area","","","",""
"Rarely","2009","Single parent ","Rural Area","","","",""
"Rarely","2009","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2009","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2009","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2009","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2009","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2009","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2009","1-pers.-HH","Urban Area","","","",""
"Never","2009","1-pers.-HH","Rural Area","","","",""
"Never","2009","(Married) couple without C. ","Urban Area","","","",""
"Never","2009","(Married) couple without C. ","Rural Area","","","",""
"Never","2009","Single parent ","Urban Area","","","",""
"Never","2009","Single parent ","Rural Area","","","",""
"Never","2009","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2009","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2009","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2009","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2009","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2009","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2010","1-pers.-HH","Urban Area","","","",""
"Very often","2010","1-pers.-HH","Rural Area","","","",""
"Very often","2010","(Married) couple without C. ","Urban Area","","","",""
"Very often","2010","(Married) couple without C. ","Rural Area","","","",""
"Very often","2010","Single parent ","Urban Area","","","",""
"Very often","2010","Single parent ","Rural Area","","","",""
"Very often","2010","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2010","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2010","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2010","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2010","1-pers.-HH","Urban Area","","","",""
"Often","2010","1-pers.-HH","Rural Area","","","",""
"Often","2010","(Married) couple without C. ","Urban Area","","","",""
"Often","2010","(Married) couple without C. ","Rural Area","","","",""
"Often","2010","Single parent ","Urban Area","","","",""
"Often","2010","Single parent ","Rural Area","","","",""
"Often","2010","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2010","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2010","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2010","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2010","1-pers.-HH","Urban Area","","","",""
"Sometimes","2010","1-pers.-HH","Rural Area","","","",""
"Sometimes","2010","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2010","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2010","Single parent ","Urban Area","","","",""
"Sometimes","2010","Single parent ","Rural Area","","","",""
"Sometimes","2010","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2010","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2010","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2010","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2010","1-pers.-HH","Urban Area","","","",""
"Rarely","2010","1-pers.-HH","Rural Area","","","",""
"Rarely","2010","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2010","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2010","Single parent ","Urban Area","","","",""
"Rarely","2010","Single parent ","Rural Area","","","",""
"Rarely","2010","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2010","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2010","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2010","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2010","1-pers.-HH","Urban Area","","","",""
"Never","2010","1-pers.-HH","Rural Area","","","",""
"Never","2010","(Married) couple without C. ","Urban Area","","","",""
"Never","2010","(Married) couple without C. ","Rural Area","","","",""
"Never","2010","Single parent ","Urban Area","","","",""
"Never","2010","Single parent ","Rural Area","","","",""
"Never","2010","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2010","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2010","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2010","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2010","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2010","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2011","1-pers.-HH","Urban Area","","","",""
"Very often","2011","1-pers.-HH","Rural Area","","","",""
"Very often","2011","(Married) couple without C. ","Urban Area","","","",""
"Very often","2011","(Married) couple without C. ","Rural Area","","","",""
"Very often","2011","Single parent ","Urban Area","","","",""
"Very often","2011","Single parent ","Rural Area","","","",""
"Very often","2011","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2011","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2011","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2011","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2011","1-pers.-HH","Urban Area","","","",""
"Often","2011","1-pers.-HH","Rural Area","","","",""
"Often","2011","(Married) couple without C. ","Urban Area","","","",""
"Often","2011","(Married) couple without C. ","Rural Area","","","",""
"Often","2011","Single parent ","Urban Area","","","",""
"Often","2011","Single parent ","Rural Area","","","",""
"Often","2011","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2011","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2011","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2011","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2011","1-pers.-HH","Urban Area","","","",""
"Sometimes","2011","1-pers.-HH","Rural Area","","","",""
"Sometimes","2011","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2011","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2011","Single parent ","Urban Area","","","",""
"Sometimes","2011","Single parent ","Rural Area","","","",""
"Sometimes","2011","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2011","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2011","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2011","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2011","1-pers.-HH","Urban Area","","","",""
"Rarely","2011","1-pers.-HH","Rural Area","","","",""
"Rarely","2011","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2011","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2011","Single parent ","Urban Area","","","",""
"Rarely","2011","Single parent ","Rural Area","","","",""
"Rarely","2011","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2011","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2011","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2011","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2011","1-pers.-HH","Urban Area","","","",""
"Never","2011","1-pers.-HH","Rural Area","","","",""
"Never","2011","(Married) couple without C. ","Urban Area","","","",""
"Never","2011","(Married) couple without C. ","Rural Area","","","",""
"Never","2011","Single parent ","Urban Area","","","",""
"Never","2011","Single parent ","Rural Area","","","",""
"Never","2011","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2011","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2011","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2011","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2012","1-pers.-HH","Urban Area","","","",""
"Very often","2012","1-pers.-HH","Rural Area","","","",""
"Very often","2012","(Married) couple without C. ","Urban Area","","","",""
"Very often","2012","(Married) couple without C. ","Rural Area","","","",""
"Very often","2012","Single parent ","Urban Area","","","",""
"Very often","2012","Single parent ","Rural Area","","","",""
"Very often","2012","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2012","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2012","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2012","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2012","1-pers.-HH","Urban Area","","","",""
"Often","2012","1-pers.-HH","Rural Area","","","",""
"Often","2012","(Married) couple without C. ","Urban Area","","","",""
"Often","2012","(Married) couple without C. ","Rural Area","","","",""
"Often","2012","Single parent ","Urban Area","","","",""
"Often","2012","Single parent ","Rural Area","","","",""
"Often","2012","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2012","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2012","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2012","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2012","1-pers.-HH","Urban Area","","","",""
"Sometimes","2012","1-pers.-HH","Rural Area","","","",""
"Sometimes","2012","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2012","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2012","Single parent ","Urban Area","","","",""
"Sometimes","2012","Single parent ","Rural Area","","","",""
"Sometimes","2012","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2012","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2012","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2012","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2012","1-pers.-HH","Urban Area","","","",""
"Rarely","2012","1-pers.-HH","Rural Area","","","",""
"Rarely","2012","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2012","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2012","Single parent ","Urban Area","","","",""
"Rarely","2012","Single parent ","Rural Area","","","",""
"Rarely","2012","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2012","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2012","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2012","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2012","1-pers.-HH","Urban Area","","","",""
"Never","2012","1-pers.-HH","Rural Area","","","",""
"Never","2012","(Married) couple without C. ","Urban Area","","","",""
"Never","2012","(Married) couple without C. ","Rural Area","","","",""
"Never","2012","Single parent ","Urban Area","","","",""
"Never","2012","Single parent ","Rural Area","","","",""
"Never","2012","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2012","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2012","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2012","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2012","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2012","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2013","1-pers.-HH","Urban Area","146","0.0540380263860865","0.0450652102269721","0.063010842545201"
"Very often","2013","1-pers.-HH","Rural Area","71","0.0608461316492271","0.0469574244507907","0.0747348388476636"
"Very often","2013","(Married) couple without C. ","Urban Area","209","0.0443370399327018","0.0385222936134739","0.0501517862519298"
"Very often","2013","(Married) couple without C. ","Rural Area","116","0.0468960582943145","0.0390777908107122","0.0547143257779169"
"Very often","2013","Single parent ","Urban Area","171","0.0900585973482924","0.0763902048711717","0.103726989825413"
"Very often","2013","Single parent ","Rural Area","100","0.0838862731702622","0.0658946304890987","0.101877915851426"
"Very often","2013","Couple + C. LE 16 ","Urban Area","297","0.0597505428906314","0.0525608171418622","0.0669402686394006"
"Very often","2013","Couple + C. LE 16 ","Rural Area","224","0.0880818168332608","0.0764408876977824","0.0997227459687392"
"Very often","2013","Couple + C. GT 16 ","Urban Area","100","0.0482262095503795","0.038248123487891","0.058204295612868"
"Very often","2013","Couple + C. GT 16 ","Rural Area","51","0.0423107108313494","0.0298468753957378","0.0547745462669611"
"Very often","2013","Couple + C. LE and GT 16","Urban Area","124","0.091014520330386","0.0748943852137462","0.107134655447026"
"Very often","2013","Couple + C. LE and GT 16","Rural Area","64","0.0562985801877129","0.0401331003778268","0.0724640599975989"
"Often","2013","1-pers.-HH","Urban Area","243","0.0904539132667166","0.0790706121062378","0.101837214427195"
"Often","2013","1-pers.-HH","Rural Area","103","0.0937744642959075","0.0768374285656507","0.110711500026164"
"Often","2013","(Married) couple without C. ","Urban Area","363","0.0751348638108609","0.0676883156255238","0.0825814119961981"
"Often","2013","(Married) couple without C. ","Rural Area","282","0.102747915919726","0.0915195651824477","0.113976266657003"
"Often","2013","Single parent ","Urban Area","210","0.118507119655854","0.103074851391401","0.133939387920306"
"Often","2013","Single parent ","Rural Area","132","0.132950719808926","0.110915473501584","0.154985966116268"
"Often","2013","Couple + C. LE 16 ","Urban Area","561","0.120510468627433","0.110635230519905","0.130385706734961"
"Often","2013","Couple + C. LE 16 ","Rural Area","348","0.147892380989175","0.133311401453805","0.162473360524544"
"Often","2013","Couple + C. GT 16 ","Urban Area","163","0.0806349018205697","0.067954169137192","0.0933156345039474"
"Often","2013","Couple + C. GT 16 ","Rural Area","104","0.0929119701028973","0.0749367265832172","0.110887213622577"
"Often","2013","Couple + C. LE and GT 16","Urban Area","159","0.10710077678066","0.0897694266743922","0.124432126886929"
"Often","2013","Couple + C. LE and GT 16","Rural Area","112","0.143124210489306","0.11856366194735","0.167684759031262"
"Sometimes","2013","1-pers.-HH","Urban Area","202","0.0730923185768082","0.0627624142142382","0.0834222229393781"
"Sometimes","2013","1-pers.-HH","Rural Area","125","0.100477130723279","0.0830101968164399","0.117944064630118"
"Sometimes","2013","(Married) couple without C. ","Urban Area","438","0.091383774139012","0.083243859749256","0.099523688528768"
"Sometimes","2013","(Married) couple without C. ","Rural Area","334","0.114290736362685","0.10252488574061","0.12605658698476"
"Sometimes","2013","Single parent ","Urban Area","185","0.116324242509815","0.10101584519459","0.131632639825039"
"Sometimes","2013","Single parent ","Rural Area","95","0.0888398641613456","0.0703747511451359","0.107304977177555"
"Sometimes","2013","Couple + C. LE 16 ","Urban Area","492","0.11567861518216","0.105976834444737","0.125380395919583"
"Sometimes","2013","Couple + C. LE 16 ","Rural Area","291","0.139052551315671","0.124840905407842","0.153264197223499"
"Sometimes","2013","Couple + C. GT 16 ","Urban Area","208","0.113142366522424","0.0983894327152813","0.127895300329566"
"Sometimes","2013","Couple + C. GT 16 ","Rural Area","135","0.146088633694686","0.124219637896752","0.16795762949262"
"Sometimes","2013","Couple + C. LE and GT 16","Urban Area","171","0.14230465766147","0.12272473618493","0.161884579138009"
"Sometimes","2013","Couple + C. LE and GT 16","Rural Area","130","0.180815023652295","0.153823287513238","0.207806759791353"
"Rarely","2013","1-pers.-HH","Urban Area","350","0.147291670677906","0.133226936203831","0.16135640515198"
"Rarely","2013","1-pers.-HH","Rural Area","178","0.171825556253589","0.149908523755372","0.193742588751806"
"Rarely","2013","(Married) couple without C. ","Urban Area","813","0.166057258188331","0.155545094953165","0.176569421423497"
"Rarely","2013","(Married) couple without C. ","Rural Area","597","0.20984972940746","0.194791244612227","0.224908214202694"
"Rarely","2013","Single parent ","Urban Area","225","0.140289404364801","0.123707411889773","0.156871396839828"
"Rarely","2013","Single parent ","Rural Area","134","0.148124362139004","0.125070058030359","0.171178666247649"
"Rarely","2013","Couple + C. LE 16 ","Urban Area","793","0.192895253909267","0.180926592728517","0.204863915090017"
"Rarely","2013","Couple + C. LE 16 ","Rural Area","453","0.202680599466819","0.186169011920512","0.219192187013126"
"Rarely","2013","Couple + C. GT 16 ","Urban Area","357","0.223942316578555","0.204526578923921","0.243358054233189"
"Rarely","2013","Couple + C. GT 16 ","Rural Area","224","0.248780660202064","0.222013276878171","0.275548043525957"
"Rarely","2013","Couple + C. LE and GT 16","Urban Area","212","0.164366437415164","0.143595821692416","0.185137053137912"
"Rarely","2013","Couple + C. LE and GT 16","Rural Area","159","0.195638096346789","0.16781694909719","0.223459243596388"
"Never","2013","1-pers.-HH","Urban Area","1498","0.635124071092483","0.616019201216066","0.6542289409689"
"Never","2013","1-pers.-HH","Rural Area","661","0.573076717077997","0.544338603136958","0.601814831019036"
"Never","2013","(Married) couple without C. ","Urban Area","2991","0.623087063929094","0.609397489823736","0.636776638034453"
"Never","2013","(Married) couple without C. ","Rural Area","1480","0.526215560015814","0.507750766259849","0.544680353771779"
"Never","2013","Single parent ","Urban Area","894","0.534820636121238","0.511004986254988","0.558636285987489"
"Never","2013","Single parent ","Rural Area","451","0.546198780720462","0.513887150933293","0.578510410507631"
"Never","2013","Couple + C. LE 16 ","Urban Area","2032","0.511165119390509","0.496002244547869","0.526327994233149"
"Never","2013","Couple + C. LE 16 ","Rural Area","961","0.422292651395075","0.402005209746973","0.442580093043177"
"Never","2013","Couple + C. GT 16 ","Urban Area","943","0.534054205528072","0.510821532610619","0.557286878445525"
"Never","2013","Couple + C. GT 16 ","Rural Area","488","0.469908025169004","0.43900533583182","0.500810714506188"
"Never","2013","Couple + C. LE and GT 16","Urban Area","557","0.49521360781232","0.467192521559292","0.523234694065347"
"Never","2013","Couple + C. LE and GT 16","Rural Area","316","0.424124089323897","0.389463694928801","0.458784483718992"
"Very often","2014","1-pers.-HH","Urban Area","","","",""
"Very often","2014","1-pers.-HH","Rural Area","","","",""
"Very often","2014","(Married) couple without C. ","Urban Area","","","",""
"Very often","2014","(Married) couple without C. ","Rural Area","","","",""
"Very often","2014","Single parent ","Urban Area","","","",""
"Very often","2014","Single parent ","Rural Area","","","",""
"Very often","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2014","1-pers.-HH","Urban Area","","","",""
"Often","2014","1-pers.-HH","Rural Area","","","",""
"Often","2014","(Married) couple without C. ","Urban Area","","","",""
"Often","2014","(Married) couple without C. ","Rural Area","","","",""
"Often","2014","Single parent ","Urban Area","","","",""
"Often","2014","Single parent ","Rural Area","","","",""
"Often","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2014","1-pers.-HH","Urban Area","","","",""
"Sometimes","2014","1-pers.-HH","Rural Area","","","",""
"Sometimes","2014","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2014","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2014","Single parent ","Urban Area","","","",""
"Sometimes","2014","Single parent ","Rural Area","","","",""
"Sometimes","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2014","1-pers.-HH","Urban Area","","","",""
"Rarely","2014","1-pers.-HH","Rural Area","","","",""
"Rarely","2014","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2014","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2014","Single parent ","Urban Area","","","",""
"Rarely","2014","Single parent ","Rural Area","","","",""
"Rarely","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2014","1-pers.-HH","Urban Area","","","",""
"Never","2014","1-pers.-HH","Rural Area","","","",""
"Never","2014","(Married) couple without C. ","Urban Area","","","",""
"Never","2014","(Married) couple without C. ","Rural Area","","","",""
"Never","2014","Single parent ","Urban Area","","","",""
"Never","2014","Single parent ","Rural Area","","","",""
"Never","2014","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2014","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2014","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2014","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2014","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2014","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2015","1-pers.-HH","Urban Area","","","",""
"Very often","2015","1-pers.-HH","Rural Area","","","",""
"Very often","2015","(Married) couple without C. ","Urban Area","","","",""
"Very often","2015","(Married) couple without C. ","Rural Area","","","",""
"Very often","2015","Single parent ","Urban Area","","","",""
"Very often","2015","Single parent ","Rural Area","","","",""
"Very often","2015","Couple + C. LE 16 ","Urban Area","","","",""
"Very often","2015","Couple + C. LE 16 ","Rural Area","","","",""
"Very often","2015","Couple + C. GT 16 ","Urban Area","","","",""
"Very often","2015","Couple + C. GT 16 ","Rural Area","","","",""
"Very often","2015","Couple + C. LE and GT 16","Urban Area","","","",""
"Very often","2015","Couple + C. LE and GT 16","Rural Area","","","",""
"Often","2015","1-pers.-HH","Urban Area","","","",""
"Often","2015","1-pers.-HH","Rural Area","","","",""
"Often","2015","(Married) couple without C. ","Urban Area","","","",""
"Often","2015","(Married) couple without C. ","Rural Area","","","",""
"Often","2015","Single parent ","Urban Area","","","",""
"Often","2015","Single parent ","Rural Area","","","",""
"Often","2015","Couple + C. LE 16 ","Urban Area","","","",""
"Often","2015","Couple + C. LE 16 ","Rural Area","","","",""
"Often","2015","Couple + C. GT 16 ","Urban Area","","","",""
"Often","2015","Couple + C. GT 16 ","Rural Area","","","",""
"Often","2015","Couple + C. LE and GT 16","Urban Area","","","",""
"Often","2015","Couple + C. LE and GT 16","Rural Area","","","",""
"Sometimes","2015","1-pers.-HH","Urban Area","","","",""
"Sometimes","2015","1-pers.-HH","Rural Area","","","",""
"Sometimes","2015","(Married) couple without C. ","Urban Area","","","",""
"Sometimes","2015","(Married) couple without C. ","Rural Area","","","",""
"Sometimes","2015","Single parent ","Urban Area","","","",""
"Sometimes","2015","Single parent ","Rural Area","","","",""
"Sometimes","2015","Couple + C. LE 16 ","Urban Area","","","",""
"Sometimes","2015","Couple + C. LE 16 ","Rural Area","","","",""
"Sometimes","2015","Couple + C. GT 16 ","Urban Area","","","",""
"Sometimes","2015","Couple + C. GT 16 ","Rural Area","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","Urban Area","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","2015","1-pers.-HH","Urban Area","","","",""
"Rarely","2015","1-pers.-HH","Rural Area","","","",""
"Rarely","2015","(Married) couple without C. ","Urban Area","","","",""
"Rarely","2015","(Married) couple without C. ","Rural Area","","","",""
"Rarely","2015","Single parent ","Urban Area","","","",""
"Rarely","2015","Single parent ","Rural Area","","","",""
"Rarely","2015","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","2015","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","2015","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","2015","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","2015","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","2015","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","2015","1-pers.-HH","Urban Area","","","",""
"Never","2015","1-pers.-HH","Rural Area","","","",""
"Never","2015","(Married) couple without C. ","Urban Area","","","",""
"Never","2015","(Married) couple without C. ","Rural Area","","","",""
"Never","2015","Single parent ","Urban Area","","","",""
"Never","2015","Single parent ","Rural Area","","","",""
"Never","2015","Couple + C. LE 16 ","Urban Area","","","",""
"Never","2015","Couple + C. LE 16 ","Rural Area","","","",""
"Never","2015","Couple + C. GT 16 ","Urban Area","","","",""
"Never","2015","Couple + C. GT 16 ","Rural Area","","","",""
"Never","2015","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","2015","Couple + C. LE and GT 16","Rural Area","","","",""
"Very often","2016","1-pers.-HH","Urban Area","","","",""
"Very often","2016","1-pers.-HH","Rural Area","","","",""
"Very often","2016","(Married) couple without C. ","Urban Area","","","",""
"Very often","2016","(Married) couple without C. ","Rural Area","","","",""
"Very often","2016","Single parent ","Urban Area","","","",""
"Very often","2016","Single parent ","Rural Area","","","",""
