"pld0045","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","Not Employed","Couple + C. LE 16 ","454","0.550450409132158","0.516065492995736","0.584835325268581","5"
"Never","2003","Not Employed","Couple + C. GT 16 ","710","0.607159723776179","0.579258751290604","0.635060696261754","5"
"Never","2003","Not Employed","(Married) couple without C. ","2519","0.718545789322084","0.703723234599401","0.733368344044767","5"
"Never","2003","Not Employed","Single parent ","234","0.577693365412298","0.528291298340734","0.627095432483862","5"
"Never","2003","Not Employed","1-pers.-HH","1052","0.725650630236915","0.702732289321746","0.748568971152084","5"
"Never","2003","Not Employed","Couple + C. LE and GT 16","278","0.55761630849043","0.514125596686032","0.601107020294828","5"
"Never","2003","Employed","1-pers.-HH","907","0.600067274337896","0.575480213723024","0.624654334952767","5"
"Never","2003","Employed","(Married) couple without C. ","2198","0.593091736122744","0.577353814835437","0.608829657410051","5"
"Never","2003","Employed","Single parent ","394","0.524741211331921","0.488465155095023","0.561017267568818","5"
"Never","2003","Employed","Couple + C. LE 16 ","1765","0.49323622735681","0.47681780598677","0.509654648726851","5"
"Never","2003","Employed","Couple + C. GT 16 ","1489","0.553569561130772","0.53503000833899","0.572109113922555","5"
"Never","2003","Employed","Couple + C. LE and GT 16","672","0.49518498998844","0.46833489389311","0.522035086083771","5"
"Often","2003","Not Employed","1-pers.-HH","67","0.0426845012292086","0.0323013290897804","0.0530676733686369","2"
"Often","2003","Not Employed","(Married) couple without C. ","176","0.0446289954045483","0.037823080001729","0.0514349108073675","2"
"Often","2003","Not Employed","Single parent ","36","0.10684230206841","0.0759451699360556","0.137739434200764","2"
"Often","2003","Not Employed","Couple + C. LE 16 ","70","0.087709208602252","0.0681563928267029","0.107262024377801","2"
"Often","2003","Not Employed","Couple + C. GT 16 ","89","0.0737378217186307","0.0588074033582909","0.0886682400789705","2"
"Often","2003","Not Employed","Couple + C. LE and GT 16","47","0.0966950880811886","0.0708160207414183","0.122574155420959","2"
"Often","2003","Employed","1-pers.-HH","122","0.0741268809286805","0.0609783639921658","0.0872753978651952","2"
"Often","2003","Employed","Single parent ","78","0.10758907656688","0.0850804534128626","0.130097699720896","2"
"Often","2003","Employed","(Married) couple without C. ","314","0.0847795132831495","0.0758557816017624","0.0937032449645366","2"
"Often","2003","Employed","Couple + C. LE 16 ","360","0.0977635253525954","0.0880102665014274","0.107516784203763","2"
"Often","2003","Employed","Couple + C. GT 16 ","243","0.0831702368256243","0.0728719596952246","0.0934685139560239","2"
"Often","2003","Employed","Couple + C. LE and GT 16","136","0.113286737034052","0.0962660488775999","0.130307425190504","2"
"Rarely","2003","Not Employed","1-pers.-HH","170","0.113978259899722","0.0976552364777094","0.130301283321735","4"
"Rarely","2003","Not Employed","(Married) couple without C. ","459","0.131728449739931","0.120581410271302","0.14287548920856","4"
"Rarely","2003","Not Employed","Single parent ","66","0.158884655685379","0.122320863213213","0.195448448157545","4"
"Rarely","2003","Not Employed","Couple + C. LE 16 ","142","0.170520476441608","0.144524198589383","0.196516754293834","4"
"Rarely","2003","Not Employed","Couple + C. GT 16 ","211","0.178696250170821","0.156810094594784","0.200582405746857","4"
"Rarely","2003","Not Employed","Couple + C. LE and GT 16","89","0.187107351001287","0.152957308279575","0.221257393722999","4"
"Rarely","2003","Employed","(Married) couple without C. ","725","0.185549412176149","0.173095656552906","0.198003167799392","4"
"Rarely","2003","Employed","Couple + C. LE 16 ","755","0.211079812917978","0.197678695319314","0.224480930516643","4"
"Rarely","2003","Employed","1-pers.-HH","264","0.167751432405305","0.148998343352022","0.186504521458589","4"
"Rarely","2003","Employed","Single parent ","132","0.201456610956131","0.17232111451166","0.230592107400601","4"
"Rarely","2003","Employed","Couple + C. GT 16 ","574","0.188167084331872","0.173590981968966","0.202743186694779","4"
"Rarely","2003","Employed","Couple + C. LE and GT 16","264","0.208256540004484","0.186449960694862","0.230063119314106","4"
"Sometimes","2003","Not Employed","Single parent ","34","0.126114511886122","0.0929103689886642","0.159318654783581","3"
"Sometimes","2003","Not Employed","1-pers.-HH","98","0.0719625427269258","0.058688494033645","0.0852365914202066","3"
"Sometimes","2003","Not Employed","(Married) couple without C. ","266","0.0706829246041359","0.0622353667120838","0.0791304824961879","3"
"Sometimes","2003","Not Employed","Couple + C. LE 16 ","94","0.134020930166738","0.110472602062146","0.15756925827133","3"
"Sometimes","2003","Not Employed","Couple + C. GT 16 ","118","0.101374911964136","0.0841318505817898","0.118617973346482","3"
"Sometimes","2003","Not Employed","Couple + C. LE and GT 16","60","0.107481997646114","0.0803610047323213","0.134602990559907","3"
"Sometimes","2003","Employed","(Married) couple without C. ","353","0.0969352946035106","0.087456817196301","0.10641377201072","3"
"Sometimes","2003","Employed","Single parent ","82","0.109340721514009","0.086671888291432","0.132009554736586","3"
"Sometimes","2003","Employed","Couple + C. LE 16 ","473","0.140895161833332","0.129469739670136","0.152320583996527","3"
"Sometimes","2003","Employed","1-pers.-HH","148","0.103214354974068","0.087944759052008","0.118483950896128","3"
"Sometimes","2003","Employed","Couple + C. GT 16 ","324","0.118337263121787","0.10629111338553","0.130383412858043","3"
"Sometimes","2003","Employed","Couple + C. LE and GT 16","183","0.124172037888338","0.10646208987835","0.141881985898326","3"
"Very often","2003","Not Employed","1-pers.-HH","69","0.0457240659072279","0.0349946319645492","0.0564534998499067","1"
"Very often","2003","Not Employed","(Married) couple without C. ","116","0.0344138409293011","0.0284055071314372","0.040422174727165","1"
"Very often","2003","Not Employed","Single parent ","14","","","","1"
"Very often","2003","Not Employed","Couple + C. LE 16 ","44","0.0572989756572431","0.0412339847091133","0.0733639666053729","1"
"Very often","2003","Not Employed","Couple + C. GT 16 ","49","0.0390312923702335","0.0279670686610583","0.0500955160794087","1"
"Very often","2003","Not Employed","Couple + C. LE and GT 16","27","","","","1"
"Very often","2003","Employed","1-pers.-HH","84","0.0548400573540504","0.0434135165988447","0.0662665981092561","1"
"Very often","2003","Employed","(Married) couple without C. ","153","0.0396440438144469","0.0333931334936321","0.0458949541352618","1"
"Very often","2003","Employed","Single parent ","42","0.0568723796310602","0.0400488028975777","0.0736959563645428","1"
"Very often","2003","Employed","Couple + C. LE 16 ","209","0.0570252725392844","0.04941001062175","0.0646405344568188","1"
"Very often","2003","Employed","Couple + C. GT 16 ","132","0.0567558545899441","0.048126990140654","0.0653847190392341","1"
"Very often","2003","Employed","Couple + C. LE and GT 16","77","0.0590996950846855","0.0464360012168003","0.0717633889525707","1"
"Never","2004","Not Employed","1-pers.-HH","","","","","5"
"Never","2004","Not Employed","(Married) couple without C. ","","","","","5"
"Never","2004","Not Employed","Single parent ","","","","","5"
"Never","2004","Not Employed","Couple + C. LE 16 ","","","","","5"
"Never","2004","Not Employed","Couple + C. GT 16 ","","","","","5"
"Never","2004","Not Employed","Couple + C. LE and GT 16","","","","","5"
"Never","2004","Employed","1-pers.-HH","","","","","5"
"Never","2004","Employed","(Married) couple without C. ","","","","","5"
"Never","2004","Employed","Single parent ","","","","","5"
"Never","2004","Employed","Couple + C. LE 16 ","","","","","5"
"Never","2004","Employed","Couple + C. GT 16 ","","","","","5"
"Never","2004","Employed","Couple + C. LE and GT 16","","","","","5"
"Often","2004","Not Employed","1-pers.-HH","","","","","2"
"Often","2004","Not Employed","(Married) couple without C. ","","","","","2"
"Often","2004","Not Employed","Single parent ","","","","","2"
"Often","2004","Not Employed","Couple + C. LE 16 ","","","","","2"
"Often","2004","Not Employed","Couple + C. GT 16 ","","","","","2"
"Often","2004","Not Employed","Couple + C. LE and GT 16","","","","","2"
"Often","2004","Employed","(Married) couple without C. ","","","","","2"
"Often","2004","Employed","Couple + C. LE 16 ","","","","","2"
"Often","2004","Employed","1-pers.-HH","","","","","2"
"Often","2004","Employed","Single parent ","","","","","2"
"Often","2004","Employed","Couple + C. GT 16 ","","","","","2"
"Often","2004","Employed","Couple + C. LE and GT 16","","","","","2"
"Rarely","2004","Not Employed","1-pers.-HH","","","","","4"
"Rarely","2004","Not Employed","(Married) couple without C. ","","","","","4"
"Rarely","2004","Not Employed","Single parent ","","","","","4"
"Rarely","2004","Not Employed","Couple + C. LE 16 ","","","","","4"
"Rarely","2004","Not Employed","Couple + C. GT 16 ","","","","","4"
"Rarely","2004","Not Employed","Couple + C. LE and GT 16","","","","","4"
"Rarely","2004","Employed","1-pers.-HH","","","","","4"
"Rarely","2004","Employed","Single parent ","","","","","4"
"Rarely","2004","Employed","(Married) couple without C. ","","","","","4"
