"pld0045","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2009","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2009","Saxony","West Germany","","","",""
"Very often","2009","Saxony","East Germany","","","",""
"Very often","2009","Saxony-Anhalt","West Germany","","","",""
"Very often","2009","Saxony-Anhalt","East Germany","","","",""
"Very often","2009","Thuringia","West Germany","","","",""
"Very often","2009","Thuringia","East Germany","","","",""
"Often","2009","Schleswig-Holstein","West Germany","","","",""
"Often","2009","Schleswig-Holstein","East Germany","","","",""
"Often","2009","Hamburg","West Germany","","","",""
"Often","2009","Hamburg","East Germany","","","",""
"Often","2009","Lower Saxony","West Germany","","","",""
"Often","2009","Lower Saxony","East Germany","","","",""
"Often","2009","Bremen","West Germany","","","",""
"Often","2009","Bremen","East Germany","","","",""
"Often","2009","North Rhine-Westphalia","West Germany","","","",""
"Often","2009","North Rhine-Westphalia","East Germany","","","",""
"Often","2009","Hesse","West Germany","","","",""
"Often","2009","Hesse","East Germany","","","",""
"Often","2009","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2009","Baden-Württemberg","West Germany","","","",""
"Often","2009","Baden-Württemberg","East Germany","","","",""
"Often","2009","Bavaria","West Germany","","","",""
"Often","2009","Bavaria","East Germany","","","",""
"Often","2009","Berlin","West Germany","","","",""
"Often","2009","Berlin","East Germany","","","",""
"Often","2009","Brandenburg","West Germany","","","",""
"Often","2009","Brandenburg","East Germany","","","",""
"Often","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2009","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2009","Saxony","West Germany","","","",""
"Often","2009","Saxony","East Germany","","","",""
"Often","2009","Saxony-Anhalt","West Germany","","","",""
"Often","2009","Saxony-Anhalt","East Germany","","","",""
"Often","2009","Thuringia","West Germany","","","",""
"Often","2009","Thuringia","East Germany","","","",""
"Sometimes","2009","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2009","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2009","Hamburg","West Germany","","","",""
"Sometimes","2009","Hamburg","East Germany","","","",""
"Sometimes","2009","Lower Saxony","West Germany","","","",""
"Sometimes","2009","Lower Saxony","East Germany","","","",""
"Sometimes","2009","Bremen","West Germany","","","",""
"Sometimes","2009","Bremen","East Germany","","","",""
"Sometimes","2009","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2009","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2009","Hesse","West Germany","","","",""
"Sometimes","2009","Hesse","East Germany","","","",""
"Sometimes","2009","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2009","Baden-Württemberg","West Germany","","","",""
"Sometimes","2009","Baden-Württemberg","East Germany","","","",""
"Sometimes","2009","Bavaria","West Germany","","","",""
"Sometimes","2009","Bavaria","East Germany","","","",""
"Sometimes","2009","Berlin","West Germany","","","",""
"Sometimes","2009","Berlin","East Germany","","","",""
"Sometimes","2009","Brandenburg","West Germany","","","",""
"Sometimes","2009","Brandenburg","East Germany","","","",""
"Sometimes","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2009","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2009","Saxony","West Germany","","","",""
"Sometimes","2009","Saxony","East Germany","","","",""
"Sometimes","2009","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2009","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2009","Thuringia","West Germany","","","",""
"Sometimes","2009","Thuringia","East Germany","","","",""
"Rarely","2009","Schleswig-Holstein","West Germany","","","",""
"Rarely","2009","Schleswig-Holstein","East Germany","","","",""
"Rarely","2009","Hamburg","West Germany","","","",""
"Rarely","2009","Hamburg","East Germany","","","",""
"Rarely","2009","Lower Saxony","West Germany","","","",""
"Rarely","2009","Lower Saxony","East Germany","","","",""
"Rarely","2009","Bremen","West Germany","","","",""
"Rarely","2009","Bremen","East Germany","","","",""
"Rarely","2009","North Rhine-Westphalia","West Germany","","","",""
"Rarely","2009","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2009","Hesse","West Germany","","","",""
"Rarely","2009","Hesse","East Germany","","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2009","Baden-Württemberg","West Germany","","","",""
"Rarely","2009","Baden-Württemberg","East Germany","","","",""
"Rarely","2009","Bavaria","West Germany","","","",""
"Rarely","2009","Bavaria","East Germany","","","",""
"Rarely","2009","Berlin","West Germany","","","",""
"Rarely","2009","Berlin","East Germany","","","",""
"Rarely","2009","Brandenburg","West Germany","","","",""
"Rarely","2009","Brandenburg","East Germany","","","",""
"Rarely","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2009","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2009","Saxony","West Germany","","","",""
"Rarely","2009","Saxony","East Germany","","","",""
"Rarely","2009","Saxony-Anhalt","West Germany","","","",""
"Rarely","2009","Saxony-Anhalt","East Germany","","","",""
"Rarely","2009","Thuringia","West Germany","","","",""
"Rarely","2009","Thuringia","East Germany","","","",""
"Never","2009","Schleswig-Holstein","West Germany","","","",""
"Never","2009","Schleswig-Holstein","East Germany","","","",""
"Never","2009","Hamburg","West Germany","","","",""
"Never","2009","Hamburg","East Germany","","","",""
"Never","2009","Lower Saxony","West Germany","","","",""
"Never","2009","Lower Saxony","East Germany","","","",""
"Never","2009","Bremen","West Germany","","","",""
"Never","2009","Bremen","East Germany","","","",""
"Never","2009","North Rhine-Westphalia","West Germany","","","",""
"Never","2009","North Rhine-Westphalia","East Germany","","","",""
"Never","2009","Hesse","West Germany","","","",""
"Never","2009","Hesse","East Germany","","","",""
"Never","2009","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2009","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2009","Baden-Württemberg","West Germany","","","",""
"Never","2009","Baden-Württemberg","East Germany","","","",""
"Never","2009","Bavaria","West Germany","","","",""
"Never","2009","Bavaria","East Germany","","","",""
"Never","2009","Berlin","West Germany","","","",""
"Never","2009","Berlin","East Germany","","","",""
"Never","2009","Brandenburg","West Germany","","","",""
"Never","2009","Brandenburg","East Germany","","","",""
"Never","2009","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2009","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2009","Saxony","West Germany","","","",""
"Never","2009","Saxony","East Germany","","","",""
"Never","2009","Saxony-Anhalt","West Germany","","","",""
"Never","2009","Saxony-Anhalt","East Germany","","","",""
"Never","2009","Thuringia","West Germany","","","",""
"Never","2009","Thuringia","East Germany","","","",""
"Very often","2010","Schleswig-Holstein","West Germany","","","",""
"Very often","2010","Schleswig-Holstein","East Germany","","","",""
"Very often","2010","Hamburg","West Germany","","","",""
"Very often","2010","Hamburg","East Germany","","","",""
"Very often","2010","Lower Saxony","West Germany","","","",""
"Very often","2010","Lower Saxony","East Germany","","","",""
"Very often","2010","Bremen","West Germany","","","",""
"Very often","2010","Bremen","East Germany","","","",""
"Very often","2010","North Rhine-Westphalia","West Germany","","","",""
"Very often","2010","North Rhine-Westphalia","East Germany","","","",""
"Very often","2010","Hesse","West Germany","","","",""
"Very often","2010","Hesse","East Germany","","","",""
"Very often","2010","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2010","Baden-Württemberg","West Germany","","","",""
"Very often","2010","Baden-Württemberg","East Germany","","","",""
"Very often","2010","Bavaria","West Germany","","","",""
"Very often","2010","Bavaria","East Germany","","","",""
"Very often","2010","Berlin","West Germany","","","",""
"Very often","2010","Berlin","East Germany","","","",""
"Very often","2010","Brandenburg","West Germany","","","",""
"Very often","2010","Brandenburg","East Germany","","","",""
"Very often","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2010","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2010","Saxony","West Germany","","","",""
"Very often","2010","Saxony","East Germany","","","",""
"Very often","2010","Saxony-Anhalt","West Germany","","","",""
"Very often","2010","Saxony-Anhalt","East Germany","","","",""
"Very often","2010","Thuringia","West Germany","","","",""
"Very often","2010","Thuringia","East Germany","","","",""
"Often","2010","Schleswig-Holstein","West Germany","","","",""
"Often","2010","Schleswig-Holstein","East Germany","","","",""
"Often","2010","Hamburg","West Germany","","","",""
"Often","2010","Hamburg","East Germany","","","",""
"Often","2010","Lower Saxony","West Germany","","","",""
"Often","2010","Lower Saxony","East Germany","","","",""
"Often","2010","Bremen","West Germany","","","",""
"Often","2010","Bremen","East Germany","","","",""
"Often","2010","North Rhine-Westphalia","West Germany","","","",""
"Often","2010","North Rhine-Westphalia","East Germany","","","",""
"Often","2010","Hesse","West Germany","","","",""
"Often","2010","Hesse","East Germany","","","",""
"Often","2010","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2010","Baden-Württemberg","West Germany","","","",""
"Often","2010","Baden-Württemberg","East Germany","","","",""
"Often","2010","Bavaria","West Germany","","","",""
"Often","2010","Bavaria","East Germany","","","",""
"Often","2010","Berlin","West Germany","","","",""
"Often","2010","Berlin","East Germany","","","",""
"Often","2010","Brandenburg","West Germany","","","",""
"Often","2010","Brandenburg","East Germany","","","",""
"Often","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2010","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2010","Saxony","West Germany","","","",""
"Often","2010","Saxony","East Germany","","","",""
"Often","2010","Saxony-Anhalt","West Germany","","","",""
"Often","2010","Saxony-Anhalt","East Germany","","","",""
"Often","2010","Thuringia","West Germany","","","",""
"Often","2010","Thuringia","East Germany","","","",""
"Sometimes","2010","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2010","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2010","Hamburg","West Germany","","","",""
"Sometimes","2010","Hamburg","East Germany","","","",""
"Sometimes","2010","Lower Saxony","West Germany","","","",""
"Sometimes","2010","Lower Saxony","East Germany","","","",""
"Sometimes","2010","Bremen","West Germany","","","",""
"Sometimes","2010","Bremen","East Germany","","","",""
"Sometimes","2010","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2010","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2010","Hesse","West Germany","","","",""
"Sometimes","2010","Hesse","East Germany","","","",""
"Sometimes","2010","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2010","Baden-Württemberg","West Germany","","","",""
"Sometimes","2010","Baden-Württemberg","East Germany","","","",""
"Sometimes","2010","Bavaria","West Germany","","","",""
"Sometimes","2010","Bavaria","East Germany","","","",""
"Sometimes","2010","Berlin","West Germany","","","",""
"Sometimes","2010","Berlin","East Germany","","","",""
"Sometimes","2010","Brandenburg","West Germany","","","",""
"Sometimes","2010","Brandenburg","East Germany","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2010","Saxony","West Germany","","","",""
"Sometimes","2010","Saxony","East Germany","","","",""
"Sometimes","2010","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2010","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2010","Thuringia","West Germany","","","",""
"Sometimes","2010","Thuringia","East Germany","","","",""
"Rarely","2010","Schleswig-Holstein","West Germany","","","",""
"Rarely","2010","Schleswig-Holstein","East Germany","","","",""
"Rarely","2010","Hamburg","West Germany","","","",""
"Rarely","2010","Hamburg","East Germany","","","",""
"Rarely","2010","Lower Saxony","West Germany","","","",""
"Rarely","2010","Lower Saxony","East Germany","","","",""
"Rarely","2010","Bremen","West Germany","","","",""
"Rarely","2010","Bremen","East Germany","","","",""
"Rarely","2010","North Rhine-Westphalia","West Germany","","","",""
"Rarely","2010","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2010","Hesse","West Germany","","","",""
"Rarely","2010","Hesse","East Germany","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2010","Baden-Württemberg","West Germany","","","",""
"Rarely","2010","Baden-Württemberg","East Germany","","","",""
"Rarely","2010","Bavaria","West Germany","","","",""
"Rarely","2010","Bavaria","East Germany","","","",""
"Rarely","2010","Berlin","West Germany","","","",""
"Rarely","2010","Berlin","East Germany","","","",""
"Rarely","2010","Brandenburg","West Germany","","","",""
"Rarely","2010","Brandenburg","East Germany","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2010","Saxony","West Germany","","","",""
"Rarely","2010","Saxony","East Germany","","","",""
"Rarely","2010","Saxony-Anhalt","West Germany","","","",""
"Rarely","2010","Saxony-Anhalt","East Germany","","","",""
"Rarely","2010","Thuringia","West Germany","","","",""
"Rarely","2010","Thuringia","East Germany","","","",""
"Never","2010","Schleswig-Holstein","West Germany","","","",""
"Never","2010","Schleswig-Holstein","East Germany","","","",""
"Never","2010","Hamburg","West Germany","","","",""
"Never","2010","Hamburg","East Germany","","","",""
"Never","2010","Lower Saxony","West Germany","","","",""
"Never","2010","Lower Saxony","East Germany","","","",""
"Never","2010","Bremen","West Germany","","","",""
"Never","2010","Bremen","East Germany","","","",""
"Never","2010","North Rhine-Westphalia","West Germany","","","",""
"Never","2010","North Rhine-Westphalia","East Germany","","","",""
"Never","2010","Hesse","West Germany","","","",""
"Never","2010","Hesse","East Germany","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2010","Baden-Württemberg","West Germany","","","",""
"Never","2010","Baden-Württemberg","East Germany","","","",""
"Never","2010","Bavaria","West Germany","","","",""
"Never","2010","Bavaria","East Germany","","","",""
"Never","2010","Berlin","West Germany","","","",""
"Never","2010","Berlin","East Germany","","","",""
"Never","2010","Brandenburg","West Germany","","","",""
"Never","2010","Brandenburg","East Germany","","","",""
"Never","2010","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2010","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2010","Saxony","West Germany","","","",""
"Never","2010","Saxony","East Germany","","","",""
"Never","2010","Saxony-Anhalt","West Germany","","","",""
"Never","2010","Saxony-Anhalt","East Germany","","","",""
"Never","2010","Thuringia","West Germany","","","",""
"Never","2010","Thuringia","East Germany","","","",""
"Very often","2011","Schleswig-Holstein","West Germany","","","",""
"Very often","2011","Schleswig-Holstein","East Germany","","","",""
"Very often","2011","Hamburg","West Germany","","","",""
"Very often","2011","Hamburg","East Germany","","","",""
"Very often","2011","Lower Saxony","West Germany","","","",""
"Very often","2011","Lower Saxony","East Germany","","","",""
"Very often","2011","Bremen","West Germany","","","",""
"Very often","2011","Bremen","East Germany","","","",""
"Very often","2011","North Rhine-Westphalia","West Germany","","","",""
"Very often","2011","North Rhine-Westphalia","East Germany","","","",""
"Very often","2011","Hesse","West Germany","","","",""
"Very often","2011","Hesse","East Germany","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2011","Baden-Württemberg","West Germany","","","",""
"Very often","2011","Baden-Württemberg","East Germany","","","",""
"Very often","2011","Bavaria","West Germany","","","",""
"Very often","2011","Bavaria","East Germany","","","",""
"Very often","2011","Berlin","West Germany","","","",""
"Very often","2011","Berlin","East Germany","","","",""
"Very often","2011","Brandenburg","West Germany","","","",""
"Very often","2011","Brandenburg","East Germany","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2011","Saxony","West Germany","","","",""
"Very often","2011","Saxony","East Germany","","","",""
"Very often","2011","Saxony-Anhalt","West Germany","","","",""
"Very often","2011","Saxony-Anhalt","East Germany","","","",""
"Very often","2011","Thuringia","West Germany","","","",""
"Very often","2011","Thuringia","East Germany","","","",""
"Often","2011","Schleswig-Holstein","West Germany","","","",""
"Often","2011","Schleswig-Holstein","East Germany","","","",""
"Often","2011","Hamburg","West Germany","","","",""
"Often","2011","Hamburg","East Germany","","","",""
"Often","2011","Lower Saxony","West Germany","","","",""
"Often","2011","Lower Saxony","East Germany","","","",""
"Often","2011","Bremen","West Germany","","","",""
"Often","2011","Bremen","East Germany","","","",""
"Often","2011","North Rhine-Westphalia","West Germany","","","",""
"Often","2011","North Rhine-Westphalia","East Germany","","","",""
"Often","2011","Hesse","West Germany","","","",""
"Often","2011","Hesse","East Germany","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2011","Baden-Württemberg","West Germany","","","",""
"Often","2011","Baden-Württemberg","East Germany","","","",""
"Often","2011","Bavaria","West Germany","","","",""
"Often","2011","Bavaria","East Germany","","","",""
"Often","2011","Berlin","West Germany","","","",""
"Often","2011","Berlin","East Germany","","","",""
"Often","2011","Brandenburg","West Germany","","","",""
"Often","2011","Brandenburg","East Germany","","","",""
"Often","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2011","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2011","Saxony","West Germany","","","",""
"Often","2011","Saxony","East Germany","","","",""
"Often","2011","Saxony-Anhalt","West Germany","","","",""
"Often","2011","Saxony-Anhalt","East Germany","","","",""
"Often","2011","Thuringia","West Germany","","","",""
"Often","2011","Thuringia","East Germany","","","",""
"Sometimes","2011","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2011","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2011","Hamburg","West Germany","","","",""
"Sometimes","2011","Hamburg","East Germany","","","",""
"Sometimes","2011","Lower Saxony","West Germany","","","",""
"Sometimes","2011","Lower Saxony","East Germany","","","",""
"Sometimes","2011","Bremen","West Germany","","","",""
"Sometimes","2011","Bremen","East Germany","","","",""
"Sometimes","2011","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2011","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2011","Hesse","West Germany","","","",""
"Sometimes","2011","Hesse","East Germany","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2011","Baden-Württemberg","West Germany","","","",""
"Sometimes","2011","Baden-Württemberg","East Germany","","","",""
"Sometimes","2011","Bavaria","West Germany","","","",""
"Sometimes","2011","Bavaria","East Germany","","","",""
"Sometimes","2011","Berlin","West Germany","","","",""
"Sometimes","2011","Berlin","East Germany","","","",""
"Sometimes","2011","Brandenburg","West Germany","","","",""
"Sometimes","2011","Brandenburg","East Germany","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2011","Saxony","West Germany","","","",""
"Sometimes","2011","Saxony","East Germany","","","",""
"Sometimes","2011","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2011","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2011","Thuringia","West Germany","","","",""
"Sometimes","2011","Thuringia","East Germany","","","",""
"Rarely","2011","Schleswig-Holstein","West Germany","","","",""
"Rarely","2011","Schleswig-Holstein","East Germany","","","",""
"Rarely","2011","Hamburg","West Germany","","","",""
"Rarely","2011","Hamburg","East Germany","","","",""
"Rarely","2011","Lower Saxony","West Germany","","","",""
"Rarely","2011","Lower Saxony","East Germany","","","",""
"Rarely","2011","Bremen","West Germany","","","",""
"Rarely","2011","Bremen","East Germany","","","",""
"Rarely","2011","North Rhine-Westphalia","West Germany","","","",""
"Rarely","2011","North Rhine-Westphalia","East Germany","","","",""
"Rarely","2011","Hesse","West Germany","","","",""
"Rarely","2011","Hesse","East Germany","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Rarely","2011","Baden-Württemberg","West Germany","","","",""
"Rarely","2011","Baden-Württemberg","East Germany","","","",""
"Rarely","2011","Bavaria","West Germany","","","",""
"Rarely","2011","Bavaria","East Germany","","","",""
"Rarely","2011","Berlin","West Germany","","","",""
"Rarely","2011","Berlin","East Germany","","","",""
"Rarely","2011","Brandenburg","West Germany","","","",""
"Rarely","2011","Brandenburg","East Germany","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","East Germany","","","",""
"Rarely","2011","Saxony","West Germany","","","",""
"Rarely","2011","Saxony","East Germany","","","",""
"Rarely","2011","Saxony-Anhalt","West Germany","","","",""
"Rarely","2011","Saxony-Anhalt","East Germany","","","",""
"Rarely","2011","Thuringia","West Germany","","","",""
"Rarely","2011","Thuringia","East Germany","","","",""
"Never","2011","Schleswig-Holstein","West Germany","","","",""
"Never","2011","Schleswig-Holstein","East Germany","","","",""
"Never","2011","Hamburg","West Germany","","","",""
"Never","2011","Hamburg","East Germany","","","",""
"Never","2011","Lower Saxony","West Germany","","","",""
"Never","2011","Lower Saxony","East Germany","","","",""
"Never","2011","Bremen","West Germany","","","",""
"Never","2011","Bremen","East Germany","","","",""
"Never","2011","North Rhine-Westphalia","West Germany","","","",""
"Never","2011","North Rhine-Westphalia","East Germany","","","",""
"Never","2011","Hesse","West Germany","","","",""
"Never","2011","Hesse","East Germany","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2011","Baden-Württemberg","West Germany","","","",""
"Never","2011","Baden-Württemberg","East Germany","","","",""
"Never","2011","Bavaria","West Germany","","","",""
"Never","2011","Bavaria","East Germany","","","",""
"Never","2011","Berlin","West Germany","","","",""
"Never","2011","Berlin","East Germany","","","",""
"Never","2011","Brandenburg","West Germany","","","",""
"Never","2011","Brandenburg","East Germany","","","",""
"Never","2011","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2011","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2011","Saxony","West Germany","","","",""
"Never","2011","Saxony","East Germany","","","",""
"Never","2011","Saxony-Anhalt","West Germany","","","",""
"Never","2011","Saxony-Anhalt","East Germany","","","",""
"Never","2011","Thuringia","West Germany","","","",""
"Never","2011","Thuringia","East Germany","","","",""
"Very often","2012","Schleswig-Holstein","West Germany","","","",""
"Very often","2012","Schleswig-Holstein","East Germany","","","",""
"Very often","2012","Hamburg","West Germany","","","",""
"Very often","2012","Hamburg","East Germany","","","",""
"Very often","2012","Lower Saxony","West Germany","","","",""
"Very often","2012","Lower Saxony","East Germany","","","",""
"Very often","2012","Bremen","West Germany","","","",""
"Very often","2012","Bremen","East Germany","","","",""
"Very often","2012","North Rhine-Westphalia","West Germany","","","",""
"Very often","2012","North Rhine-Westphalia","East Germany","","","",""
"Very often","2012","Hesse","West Germany","","","",""
"Very often","2012","Hesse","East Germany","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Very often","2012","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Very often","2012","Baden-Württemberg","West Germany","","","",""
"Very often","2012","Baden-Württemberg","East Germany","","","",""
"Very often","2012","Bavaria","West Germany","","","",""
"Very often","2012","Bavaria","East Germany","","","",""
"Very often","2012","Berlin","West Germany","","","",""
"Very often","2012","Berlin","East Germany","","","",""
"Very often","2012","Brandenburg","West Germany","","","",""
"Very often","2012","Brandenburg","East Germany","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","West Germany","","","",""
"Very often","2012","Mecklenburg-Western Pomerania","East Germany","","","",""
"Very often","2012","Saxony","West Germany","","","",""
"Very often","2012","Saxony","East Germany","","","",""
"Very often","2012","Saxony-Anhalt","West Germany","","","",""
"Very often","2012","Saxony-Anhalt","East Germany","","","",""
"Very often","2012","Thuringia","West Germany","","","",""
"Very often","2012","Thuringia","East Germany","","","",""
"Often","2012","Schleswig-Holstein","West Germany","","","",""
"Often","2012","Schleswig-Holstein","East Germany","","","",""
"Often","2012","Hamburg","West Germany","","","",""
"Often","2012","Hamburg","East Germany","","","",""
"Often","2012","Lower Saxony","West Germany","","","",""
"Often","2012","Lower Saxony","East Germany","","","",""
"Often","2012","Bremen","West Germany","","","",""
"Often","2012","Bremen","East Germany","","","",""
"Often","2012","North Rhine-Westphalia","West Germany","","","",""
"Often","2012","North Rhine-Westphalia","East Germany","","","",""
"Often","2012","Hesse","West Germany","","","",""
"Often","2012","Hesse","East Germany","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Often","2012","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Often","2012","Baden-Württemberg","West Germany","","","",""
"Often","2012","Baden-Württemberg","East Germany","","","",""
"Often","2012","Bavaria","West Germany","","","",""
"Often","2012","Bavaria","East Germany","","","",""
"Often","2012","Berlin","West Germany","","","",""
"Often","2012","Berlin","East Germany","","","",""
"Often","2012","Brandenburg","West Germany","","","",""
"Often","2012","Brandenburg","East Germany","","","",""
"Often","2012","Mecklenburg-Western Pomerania","West Germany","","","",""
"Often","2012","Mecklenburg-Western Pomerania","East Germany","","","",""
"Often","2012","Saxony","West Germany","","","",""
"Often","2012","Saxony","East Germany","","","",""
"Often","2012","Saxony-Anhalt","West Germany","","","",""
"Often","2012","Saxony-Anhalt","East Germany","","","",""
"Often","2012","Thuringia","West Germany","","","",""
"Often","2012","Thuringia","East Germany","","","",""
"Sometimes","2012","Schleswig-Holstein","West Germany","","","",""
"Sometimes","2012","Schleswig-Holstein","East Germany","","","",""
"Sometimes","2012","Hamburg","West Germany","","","",""
"Sometimes","2012","Hamburg","East Germany","","","",""
"Sometimes","2012","Lower Saxony","West Germany","","","",""
"Sometimes","2012","Lower Saxony","East Germany","","","",""
"Sometimes","2012","Bremen","West Germany","","","",""
"Sometimes","2012","Bremen","East Germany","","","",""
"Sometimes","2012","North Rhine-Westphalia","West Germany","","","",""
"Sometimes","2012","North Rhine-Westphalia","East Germany","","","",""
"Sometimes","2012","Hesse","West Germany","","","",""
"Sometimes","2012","Hesse","East Germany","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Sometimes","2012","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Sometimes","2012","Baden-Württemberg","West Germany","","","",""
"Sometimes","2012","Baden-Württemberg","East Germany","","","",""
"Sometimes","2012","Bavaria","West Germany","","","",""
"Sometimes","2012","Bavaria","East Germany","","","",""
"Sometimes","2012","Berlin","West Germany","","","",""
"Sometimes","2012","Berlin","East Germany","","","",""
"Sometimes","2012","Brandenburg","West Germany","","","",""
"Sometimes","2012","Brandenburg","East Germany","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","West Germany","","","",""
"Sometimes","2012","Mecklenburg-Western Pomerania","East Germany","","","",""
"Sometimes","2012","Saxony","West Germany","","","",""
"Sometimes","2012","Saxony","East Germany","","","",""
"Sometimes","2012","Saxony-Anhalt","West Germany","","","",""
"Sometimes","2012","Saxony-Anhalt","East Germany","","","",""
"Sometimes","2012","Thuringia","West Germany","","","",""
"Sometimes","2012","Thuringia","East Germany","","","",""
"Rarely","2012","Schleswig-Holstein","West Germany","","","",""
