"pld0043","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","Not Working","lower secondary degree","922","0.224097024207185","0.211265822247744","0.236928226166626"
"Sometimes","2003","Not Working","secondary school degree","524","0.314364392368647","0.291340914251295","0.337387870485998"
"Sometimes","2003","Not Working","college entrance qualification","456","0.352768932863584","0.326215984913869","0.379321880813299"
"Sometimes","2003","Not Working","Other degree","128","0.268916236261617","0.23005154961521","0.307780922908025"
"Sometimes","2003","Not Working","no degree/no degree yet","205","0.288369151764332","0.253887099184667","0.322851204343996"
"Rarely","2003","Full Time","lower secondary degree","670","0.285245739463668","0.26695092026378","0.303540558663556"
"Rarely","2003","Full Time","secondary school degree","940","0.278563485053441","0.262945594055047","0.294181376051834"
"Rarely","2003","Full Time","college entrance qualification","689","0.227904942476075","0.212397866088291","0.243412018863859"
"Rarely","2003","Full Time","Other degree","118","0.272685455423956","0.230395676506494","0.314975234341418"
"Rarely","2003","Full Time","no degree/no degree yet","21","","",""
"Rarely","2003","Part Time","lower secondary degree","459","0.28952533753116","0.26645773552955","0.31259293953277"
"Rarely","2003","Part Time","secondary school degree","484","0.263987166412087","0.243131525051138","0.284842807773035"
"Rarely","2003","Part Time","college entrance qualification","263","0.197069841845686","0.176059646511694","0.218080037179679"
"Rarely","2003","Part Time","Other degree","76","0.249229264261668","0.200998733970342","0.297459794552994"
"Rarely","2003","Part Time","no degree/no degree yet","32","0.235480822585043","0.169736226168916","0.30122541900117"
"Rarely","2003","Not Working","lower secondary degree","1216","0.291429727618547","0.277446611108977","0.305412844128116"
"Rarely","2003","Not Working","secondary school degree","482","0.315932695559776","0.292878271383328","0.338987119736224"
"Rarely","2003","Not Working","college entrance qualification","334","0.273996640563209","0.249212159219029","0.298781121907389"
"Rarely","2003","Not Working","Other degree","115","0.224966901118075","0.188366779635913","0.261567022600238"
"Rarely","2003","Not Working","no degree/no degree yet","91","0.150250211288426","0.123051745617867","0.177448676958985"
"Never","2003","Full Time","lower secondary degree","343","0.156654635697808","0.141927627830424","0.171381643565193"
"Never","2003","Full Time","secondary school degree","288","0.0967233288310956","0.0864256996638638","0.107020957998327"
"Never","2003","Full Time","college entrance qualification","165","0.0558007539893828","0.0473154085638865","0.0642860994148792"
"Never","2003","Full Time","Other degree","95","0.208173132584764","0.169619016820463","0.246727248349064"
"Never","2003","Full Time","no degree/no degree yet","22","","",""
"Never","2003","Part Time","lower secondary degree","218","0.180315597550151","0.160762082163341","0.199869112936961"
"Never","2003","Part Time","secondary school degree","135","0.0793754609865726","0.0665853635530438","0.0921655584201013"
"Never","2003","Part Time","college entrance qualification","53","0.0399113157614811","0.0295721661649782","0.050250465357984"
"Never","2003","Part Time","Other degree","70","0.253007835688679","0.2045355097042","0.301480161673158"
"Never","2003","Part Time","no degree/no degree yet","15","","",""
"Never","2003","Not Working","lower secondary degree","1593","0.406945319986415","0.391828481079086","0.422062158893744"
"Never","2003","Not Working","secondary school degree","285","0.202803488911873","0.182863359068561","0.222743618755185"
"Never","2003","Not Working","college entrance qualification","155","0.14728306310145","0.127589842343478","0.166976283859422"
"Never","2003","Not Working","Other degree","200","0.356822200981593","0.314831362644277","0.398813039318909"
"Never","2003","Not Working","no degree/no degree yet","77","0.163463911895157","0.13531610186273","0.191611721927585"
"Very often","2004","Full Time","lower secondary degree","","","",""
"Very often","2004","Full Time","secondary school degree","","","",""
"Very often","2004","Full Time","college entrance qualification","","","",""
"Very often","2004","Full Time","Other degree","","","",""
"Very often","2004","Full Time","no degree/no degree yet","","","",""
"Very often","2004","Part Time","lower secondary degree","","","",""
"Very often","2004","Part Time","secondary school degree","","","",""
"Very often","2004","Part Time","college entrance qualification","","","",""
"Very often","2004","Part Time","Other degree","","","",""
"Very often","2004","Part Time","no degree/no degree yet","","","",""
"Very often","2004","Not Working","lower secondary degree","","","",""
"Very often","2004","Not Working","secondary school degree","","","",""
"Very often","2004","Not Working","college entrance qualification","","","",""
"Very often","2004","Not Working","Other degree","","","",""
"Very often","2004","Not Working","no degree/no degree yet","","","",""
"Often","2004","Full Time","lower secondary degree","","","",""
"Often","2004","Full Time","secondary school degree","","","",""
"Often","2004","Full Time","college entrance qualification","","","",""
"Often","2004","Full Time","Other degree","","","",""
"Often","2004","Full Time","no degree/no degree yet","","","",""
"Often","2004","Part Time","lower secondary degree","","","",""
"Often","2004","Part Time","secondary school degree","","","",""
"Often","2004","Part Time","college entrance qualification","","","",""
"Often","2004","Part Time","Other degree","","","",""
"Often","2004","Part Time","no degree/no degree yet","","","",""
"Often","2004","Not Working","lower secondary degree","","","",""
"Often","2004","Not Working","secondary school degree","","","",""
"Often","2004","Not Working","college entrance qualification","","","",""
"Often","2004","Not Working","Other degree","","","",""
"Often","2004","Not Working","no degree/no degree yet","","","",""
"Sometimes","2004","Full Time","lower secondary degree","","","",""
"Sometimes","2004","Full Time","secondary school degree","","","",""
"Sometimes","2004","Full Time","college entrance qualification","","","",""
"Sometimes","2004","Full Time","Other degree","","","",""
"Sometimes","2004","Full Time","no degree/no degree yet","","","",""
"Sometimes","2004","Part Time","lower secondary degree","","","",""
"Sometimes","2004","Part Time","secondary school degree","","","",""
"Sometimes","2004","Part Time","college entrance qualification","","","",""
"Sometimes","2004","Part Time","Other degree","","","",""
"Sometimes","2004","Part Time","no degree/no degree yet","","","",""
"Sometimes","2004","Not Working","lower secondary degree","","","",""
"Sometimes","2004","Not Working","secondary school degree","","","",""
"Sometimes","2004","Not Working","college entrance qualification","","","",""
"Sometimes","2004","Not Working","Other degree","","","",""
"Sometimes","2004","Not Working","no degree/no degree yet","","","",""
"Rarely","2004","Full Time","lower secondary degree","","","",""
"Rarely","2004","Full Time","secondary school degree","","","",""
"Rarely","2004","Full Time","college entrance qualification","","","",""
"Rarely","2004","Full Time","Other degree","","","",""
"Rarely","2004","Full Time","no degree/no degree yet","","","",""
"Rarely","2004","Part Time","lower secondary degree","","","",""
"Rarely","2004","Part Time","secondary school degree","","","",""
"Rarely","2004","Part Time","college entrance qualification","","","",""
"Rarely","2004","Part Time","Other degree","","","",""
"Rarely","2004","Part Time","no degree/no degree yet","","","",""
"Rarely","2004","Not Working","lower secondary degree","","","",""
"Rarely","2004","Not Working","secondary school degree","","","",""
"Rarely","2004","Not Working","college entrance qualification","","","",""
"Rarely","2004","Not Working","Other degree","","","",""
"Rarely","2004","Not Working","no degree/no degree yet","","","",""
"Never","2004","Full Time","lower secondary degree","","","",""
"Never","2004","Full Time","secondary school degree","","","",""
"Never","2004","Full Time","college entrance qualification","","","",""
"Never","2004","Full Time","Other degree","","","",""
"Never","2004","Full Time","no degree/no degree yet","","","",""
"Never","2004","Part Time","lower secondary degree","","","",""
"Never","2004","Part Time","secondary school degree","","","",""
"Never","2004","Part Time","college entrance qualification","","","",""
"Never","2004","Part Time","Other degree","","","",""
"Never","2004","Part Time","no degree/no degree yet","","","",""
"Never","2004","Not Working","lower secondary degree","","","",""
"Never","2004","Not Working","secondary school degree","","","",""
"Never","2004","Not Working","college entrance qualification","","","",""
"Never","2004","Not Working","Other degree","","","",""
"Never","2004","Not Working","no degree/no degree yet","","","",""
"Very often","2005","Full Time","lower secondary degree","","","",""
"Very often","2005","Full Time","secondary school degree","","","",""
"Very often","2005","Full Time","college entrance qualification","","","",""
"Very often","2005","Full Time","Other degree","","","",""
"Very often","2005","Full Time","no degree/no degree yet","","","",""
"Very often","2005","Part Time","lower secondary degree","","","",""
"Very often","2005","Part Time","secondary school degree","","","",""
"Very often","2005","Part Time","college entrance qualification","","","",""
"Very often","2005","Part Time","Other degree","","","",""
"Very often","2005","Part Time","no degree/no degree yet","","","",""
"Very often","2005","Not Working","lower secondary degree","","","",""
"Very often","2005","Not Working","secondary school degree","","","",""
"Very often","2005","Not Working","college entrance qualification","","","",""
"Very often","2005","Not Working","Other degree","","","",""
"Very often","2005","Not Working","no degree/no degree yet","","","",""
"Often","2005","Full Time","lower secondary degree","","","",""
"Often","2005","Full Time","secondary school degree","","","",""
"Often","2005","Full Time","college entrance qualification","","","",""
"Often","2005","Full Time","Other degree","","","",""
"Often","2005","Full Time","no degree/no degree yet","","","",""
"Often","2005","Part Time","lower secondary degree","","","",""
"Often","2005","Part Time","secondary school degree","","","",""
"Often","2005","Part Time","college entrance qualification","","","",""
"Often","2005","Part Time","Other degree","","","",""
"Often","2005","Part Time","no degree/no degree yet","","","",""
"Often","2005","Not Working","lower secondary degree","","","",""
"Often","2005","Not Working","secondary school degree","","","",""
"Often","2005","Not Working","college entrance qualification","","","",""
"Often","2005","Not Working","Other degree","","","",""
"Often","2005","Not Working","no degree/no degree yet","","","",""
"Sometimes","2005","Full Time","lower secondary degree","","","",""
"Sometimes","2005","Full Time","secondary school degree","","","",""
"Sometimes","2005","Full Time","college entrance qualification","","","",""
"Sometimes","2005","Full Time","Other degree","","","",""
"Sometimes","2005","Full Time","no degree/no degree yet","","","",""
"Sometimes","2005","Part Time","lower secondary degree","","","",""
"Sometimes","2005","Part Time","secondary school degree","","","",""
"Sometimes","2005","Part Time","college entrance qualification","","","",""
"Sometimes","2005","Part Time","Other degree","","","",""
"Sometimes","2005","Part Time","no degree/no degree yet","","","",""
"Sometimes","2005","Not Working","lower secondary degree","","","",""
"Sometimes","2005","Not Working","secondary school degree","","","",""
"Sometimes","2005","Not Working","college entrance qualification","","","",""
"Sometimes","2005","Not Working","Other degree","","","",""
"Sometimes","2005","Not Working","no degree/no degree yet","","","",""
"Rarely","2005","Full Time","lower secondary degree","","","",""
"Rarely","2005","Full Time","secondary school degree","","","",""
"Rarely","2005","Full Time","college entrance qualification","","","",""
"Rarely","2005","Full Time","Other degree","","","",""
"Rarely","2005","Full Time","no degree/no degree yet","","","",""
"Rarely","2005","Part Time","lower secondary degree","","","",""
"Rarely","2005","Part Time","secondary school degree","","","",""
"Rarely","2005","Part Time","college entrance qualification","","","",""
"Rarely","2005","Part Time","Other degree","","","",""
"Rarely","2005","Part Time","no degree/no degree yet","","","",""
"Rarely","2005","Not Working","lower secondary degree","","","",""
"Rarely","2005","Not Working","secondary school degree","","","",""
"Rarely","2005","Not Working","college entrance qualification","","","",""
"Rarely","2005","Not Working","Other degree","","","",""
"Rarely","2005","Not Working","no degree/no degree yet","","","",""
"Never","2005","Full Time","lower secondary degree","","","",""
"Never","2005","Full Time","secondary school degree","","","",""
"Never","2005","Full Time","college entrance qualification","","","",""
"Never","2005","Full Time","Other degree","","","",""
"Never","2005","Full Time","no degree/no degree yet","","","",""
"Never","2005","Part Time","lower secondary degree","","","",""
"Never","2005","Part Time","secondary school degree","","","",""
"Never","2005","Part Time","college entrance qualification","","","",""
"Never","2005","Part Time","Other degree","","","",""
"Never","2005","Part Time","no degree/no degree yet","","","",""
"Never","2005","Not Working","lower secondary degree","","","",""
"Never","2005","Not Working","secondary school degree","","","",""
"Never","2005","Not Working","college entrance qualification","","","",""
"Never","2005","Not Working","Other degree","","","",""
"Never","2005","Not Working","no degree/no degree yet","","","",""
"Very often","2006","Full Time","lower secondary degree","","","",""
"Very often","2006","Full Time","secondary school degree","","","",""
"Very often","2006","Full Time","college entrance qualification","","","",""
"Very often","2006","Full Time","Other degree","","","",""
"Very often","2006","Full Time","no degree/no degree yet","","","",""
"Very often","2006","Part Time","lower secondary degree","","","",""
"Very often","2006","Part Time","secondary school degree","","","",""
"Very often","2006","Part Time","college entrance qualification","","","",""
"Very often","2006","Part Time","Other degree","","","",""
"Very often","2006","Part Time","no degree/no degree yet","","","",""
"Very often","2006","Not Working","lower secondary degree","","","",""
"Very often","2006","Not Working","secondary school degree","","","",""
"Very often","2006","Not Working","college entrance qualification","","","",""
"Very often","2006","Not Working","Other degree","","","",""
"Very often","2006","Not Working","no degree/no degree yet","","","",""
"Often","2006","Full Time","lower secondary degree","","","",""
"Often","2006","Full Time","secondary school degree","","","",""
"Often","2006","Full Time","college entrance qualification","","","",""
"Often","2006","Full Time","Other degree","","","",""
"Often","2006","Full Time","no degree/no degree yet","","","",""
"Often","2006","Part Time","lower secondary degree","","","",""
"Often","2006","Part Time","secondary school degree","","","",""
"Often","2006","Part Time","college entrance qualification","","","",""
"Often","2006","Part Time","Other degree","","","",""
"Often","2006","Part Time","no degree/no degree yet","","","",""
"Often","2006","Not Working","lower secondary degree","","","",""
"Often","2006","Not Working","secondary school degree","","","",""
"Often","2006","Not Working","college entrance qualification","","","",""
"Often","2006","Not Working","Other degree","","","",""
"Often","2006","Not Working","no degree/no degree yet","","","",""
"Sometimes","2006","Full Time","lower secondary degree","","","",""
"Sometimes","2006","Full Time","secondary school degree","","","",""
"Sometimes","2006","Full Time","college entrance qualification","","","",""
"Sometimes","2006","Full Time","Other degree","","","",""
"Sometimes","2006","Full Time","no degree/no degree yet","","","",""
"Sometimes","2006","Part Time","lower secondary degree","","","",""
"Sometimes","2006","Part Time","secondary school degree","","","",""
"Sometimes","2006","Part Time","college entrance qualification","","","",""
"Sometimes","2006","Part Time","Other degree","","","",""
"Sometimes","2006","Part Time","no degree/no degree yet","","","",""
"Sometimes","2006","Not Working","lower secondary degree","","","",""
"Sometimes","2006","Not Working","secondary school degree","","","",""
"Sometimes","2006","Not Working","college entrance qualification","","","",""
"Sometimes","2006","Not Working","Other degree","","","",""
"Sometimes","2006","Not Working","no degree/no degree yet","","","",""
"Rarely","2006","Full Time","lower secondary degree","","","",""
"Rarely","2006","Full Time","secondary school degree","","","",""
"Rarely","2006","Full Time","college entrance qualification","","","",""
"Rarely","2006","Full Time","Other degree","","","",""
"Rarely","2006","Full Time","no degree/no degree yet","","","",""
"Rarely","2006","Part Time","lower secondary degree","","","",""
"Rarely","2006","Part Time","secondary school degree","","","",""
"Rarely","2006","Part Time","college entrance qualification","","","",""
"Rarely","2006","Part Time","Other degree","","","",""
"Rarely","2006","Part Time","no degree/no degree yet","","","",""
"Rarely","2006","Not Working","lower secondary degree","","","",""
"Rarely","2006","Not Working","secondary school degree","","","",""
"Rarely","2006","Not Working","college entrance qualification","","","",""
"Rarely","2006","Not Working","Other degree","","","",""
"Rarely","2006","Not Working","no degree/no degree yet","","","",""
"Never","2006","Full Time","lower secondary degree","","","",""
"Never","2006","Full Time","secondary school degree","","","",""
"Never","2006","Full Time","college entrance qualification","","","",""
"Never","2006","Full Time","Other degree","","","",""
"Never","2006","Full Time","no degree/no degree yet","","","",""
"Never","2006","Part Time","lower secondary degree","","","",""
"Never","2006","Part Time","secondary school degree","","","",""
"Never","2006","Part Time","college entrance qualification","","","",""
"Never","2006","Part Time","Other degree","","","",""
"Never","2006","Part Time","no degree/no degree yet","","","",""
"Never","2006","Not Working","lower secondary degree","","","",""
"Never","2006","Not Working","secondary school degree","","","",""
"Never","2006","Not Working","college entrance qualification","","","",""
"Never","2006","Not Working","Other degree","","","",""
"Never","2006","Not Working","no degree/no degree yet","","","",""
"Very often","2007","Full Time","lower secondary degree","","","",""
"Very often","2007","Full Time","secondary school degree","","","",""
"Very often","2007","Full Time","college entrance qualification","","","",""
"Very often","2007","Full Time","Other degree","","","",""
"Very often","2007","Full Time","no degree/no degree yet","","","",""
"Very often","2007","Part Time","lower secondary degree","","","",""
"Very often","2007","Part Time","secondary school degree","","","",""
"Very often","2007","Part Time","college entrance qualification","","","",""
"Very often","2007","Part Time","Other degree","","","",""
"Very often","2007","Part Time","no degree/no degree yet","","","",""
"Very often","2007","Not Working","lower secondary degree","","","",""
"Very often","2007","Not Working","secondary school degree","","","",""
"Very often","2007","Not Working","college entrance qualification","","","",""
"Very often","2007","Not Working","Other degree","","","",""
"Very often","2007","Not Working","no degree/no degree yet","","","",""
"Often","2007","Full Time","lower secondary degree","","","",""
"Often","2007","Full Time","secondary school degree","","","",""
"Often","2007","Full Time","college entrance qualification","","","",""
"Often","2007","Full Time","Other degree","","","",""
"Often","2007","Full Time","no degree/no degree yet","","","",""
"Often","2007","Part Time","lower secondary degree","","","",""
"Often","2007","Part Time","secondary school degree","","","",""
"Often","2007","Part Time","college entrance qualification","","","",""
"Often","2007","Part Time","Other degree","","","",""
"Often","2007","Part Time","no degree/no degree yet","","","",""
"Often","2007","Not Working","lower secondary degree","","","",""
"Often","2007","Not Working","secondary school degree","","","",""
"Often","2007","Not Working","college entrance qualification","","","",""
"Often","2007","Not Working","Other degree","","","",""
"Often","2007","Not Working","no degree/no degree yet","","","",""
"Sometimes","2007","Full Time","lower secondary degree","","","",""
"Sometimes","2007","Full Time","secondary school degree","","","",""
"Sometimes","2007","Full Time","college entrance qualification","","","",""
"Sometimes","2007","Full Time","Other degree","","","",""
"Sometimes","2007","Full Time","no degree/no degree yet","","","",""
"Sometimes","2007","Part Time","lower secondary degree","","","",""
"Sometimes","2007","Part Time","secondary school degree","","","",""
"Sometimes","2007","Part Time","college entrance qualification","","","",""
"Sometimes","2007","Part Time","Other degree","","","",""
"Sometimes","2007","Part Time","no degree/no degree yet","","","",""
"Sometimes","2007","Not Working","lower secondary degree","","","",""
"Sometimes","2007","Not Working","secondary school degree","","","",""
"Sometimes","2007","Not Working","college entrance qualification","","","",""
"Sometimes","2007","Not Working","Other degree","","","",""
"Sometimes","2007","Not Working","no degree/no degree yet","","","",""
"Rarely","2007","Full Time","lower secondary degree","","","",""
"Rarely","2007","Full Time","secondary school degree","","","",""
"Rarely","2007","Full Time","college entrance qualification","","","",""
"Rarely","2007","Full Time","Other degree","","","",""
"Rarely","2007","Full Time","no degree/no degree yet","","","",""
"Rarely","2007","Part Time","lower secondary degree","","","",""
"Rarely","2007","Part Time","secondary school degree","","","",""
"Rarely","2007","Part Time","college entrance qualification","","","",""
"Rarely","2007","Part Time","Other degree","","","",""
"Rarely","2007","Part Time","no degree/no degree yet","","","",""
"Rarely","2007","Not Working","lower secondary degree","","","",""
"Rarely","2007","Not Working","secondary school degree","","","",""
"Rarely","2007","Not Working","college entrance qualification","","","",""
"Rarely","2007","Not Working","Other degree","","","",""
"Rarely","2007","Not Working","no degree/no degree yet","","","",""
"Never","2007","Full Time","lower secondary degree","","","",""
"Never","2007","Full Time","secondary school degree","","","",""
"Never","2007","Full Time","college entrance qualification","","","",""
"Never","2007","Full Time","Other degree","","","",""
"Never","2007","Full Time","no degree/no degree yet","","","",""
"Never","2007","Part Time","lower secondary degree","","","",""
"Never","2007","Part Time","secondary school degree","","","",""
"Never","2007","Part Time","college entrance qualification","","","",""
"Never","2007","Part Time","Other degree","","","",""
"Never","2007","Part Time","no degree/no degree yet","","","",""
"Never","2007","Not Working","lower secondary degree","","","",""
"Never","2007","Not Working","secondary school degree","","","",""
"Never","2007","Not Working","college entrance qualification","","","",""
"Never","2007","Not Working","Other degree","","","",""
"Never","2007","Not Working","no degree/no degree yet","","","",""
"Very often","2008","Full Time","lower secondary degree","40","0.0247658364199755","0.0175052330901565","0.0320264397497944"
"Very often","2008","Full Time","secondary school degree","91","0.0351909211149945","0.0282611448010001","0.0421206974289888"
"Very often","2008","Full Time","college entrance qualification","93","0.033094170742284","0.0260453561997625","0.0401429852848054"
"Very often","2008","Full Time","Other degree","9","","",""
"Very often","2008","Full Time","no degree/no degree yet","","","",""
"Very often","2008","Part Time","lower secondary degree","28","","",""
"Very often","2008","Part Time","secondary school degree","49","0.0384513331312423","0.0286285281478594","0.0482741381146251"
"Very often","2008","Part Time","college entrance qualification","78","0.0676998661034641","0.0541160377053739","0.0812836945015543"
"Very often","2008","Part Time","Other degree","11","","",""
"Very often","2008","Part Time","no degree/no degree yet","5","","",""
"Very often","2008","Not Working","lower secondary degree","42","0.0120218523349474","0.00842769480894481","0.01561600986095"
"Very often","2008","Not Working","secondary school degree","44","0.0225510033687146","0.015159849739479","0.0299421569979502"
"Very often","2008","Not Working","college entrance qualification","49","0.0310680490948851","0.0217783997337535","0.0403576984560166"
"Very often","2008","Not Working","Other degree","6","","",""
"Very often","2008","Not Working","no degree/no degree yet","36","0.0734855725362827","0.048041621991463","0.0989295230811023"
"Often","2008","Full Time","lower secondary degree","243","0.132675799581729","0.116827657863222","0.148523941300237"
"Often","2008","Full Time","secondary school degree","435","0.169482725430336","0.155372944761013","0.183592506099658"
"Often","2008","Full Time","college entrance qualification","542","0.239251538509171","0.222440437626873","0.256062639391469"
"Often","2008","Full Time","Other degree","39","0.117737725873781","0.0810214257192981","0.154454026028265"
"Often","2008","Full Time","no degree/no degree yet","4","","",""
"Often","2008","Part Time","lower secondary degree","148","0.120241800788737","0.101427566649473","0.139056034928002"
"Often","2008","Part Time","secondary school degree","290","0.195968649012429","0.175690702323921","0.216246595700937"
"Often","2008","Part Time","college entrance qualification","342","0.264502255847911","0.240654046738052","0.288350464957771"
"Often","2008","Part Time","Other degree","39","0.185321991691817","0.135106161274184","0.23553782210945"
"Often","2008","Part Time","no degree/no degree yet","32","0.296528619882366","0.20745606099538","0.385601178769352"
"Often","2008","Not Working","lower secondary degree","236","0.0680654670140375","0.0597594300339247","0.0763715039941503"
"Often","2008","Not Working","secondary school degree","189","0.107118884513764","0.0917227363613214","0.122515032666206"
"Often","2008","Not Working","college entrance qualification","235","0.163462591087784","0.143663394644709","0.183261787530859"
"Often","2008","Not Working","Other degree","28","","",""
"Often","2008","Not Working","no degree/no degree yet","101","0.204894253787186","0.16553609767878","0.244252409895592"
"Sometimes","2008","Full Time","lower secondary degree","600","0.34800688349739","0.325752929827076","0.370260837167703"
"Sometimes","2008","Full Time","secondary school degree","1034","0.375765309111863","0.357550882679108","0.393979735544618"
"Sometimes","2008","Full Time","college entrance qualification","1003","0.392382554955579","0.373141972904458","0.4116231370067"
"Sometimes","2008","Full Time","Other degree","92","0.293971903633328","0.242072049182424","0.345871758084233"
"Sometimes","2008","Full Time","no degree/no degree yet","16","","",""
"Sometimes","2008","Part Time","lower secondary degree","406","0.338337229259107","0.31096750696914","0.365706951549073"
"Sometimes","2008","Part Time","secondary school degree","587","0.380987260010505","0.356178834263035","0.405795685757974"
"Sometimes","2008","Part Time","college entrance qualification","524","0.400123326465278","0.373633547711521","0.426613105219035"
"Sometimes","2008","Part Time","Other degree","73","0.310786088317588","0.250973585486994","0.370598591148183"
"Sometimes","2008","Part Time","no degree/no degree yet","37","0.288598579967318","0.200231223546872","0.376965936387764"
"Sometimes","2008","Not Working","lower secondary degree","789","0.232005901893941","0.21808503755313","0.245926766234752"
"Sometimes","2008","Not Working","secondary school degree","516","0.362445322264238","0.338514247160182","0.386376397368295"
"Sometimes","2008","Not Working","college entrance qualification","494","0.344818772876755","0.319369705859935","0.370267839893575"
"Sometimes","2008","Not Working","Other degree","102","0.251918338208635","0.210050796565861","0.293785879851409"
"Sometimes","2008","Not Working","no degree/no degree yet","136","0.309301279502713","0.264230757039591","0.354371801965836"
"Rarely","2008","Full Time","lower secondary degree","600","0.320157878366812","0.298361823709221","0.341953933024403"
"Rarely","2008","Full Time","secondary school degree","873","0.311266296881336","0.293853243735694","0.328679350026978"
"Rarely","2008","Full Time","college entrance qualification","674","0.273941060907001","0.256367379516321","0.29151474229768"
"Rarely","2008","Full Time","Other degree","96","0.358981327781999","0.304333424284743","0.413629231279255"
"Rarely","2008","Full Time","no degree/no degree yet","8","","",""
"Rarely","2008","Part Time","lower secondary degree","350","0.299220357964418","0.272731486587428","0.325709229341407"
"Rarely","2008","Part Time","secondary school degree","403","0.296124258254317","0.272801539351844","0.31944697715679"
"Rarely","2008","Part Time","college entrance qualification","313","0.229503614015413","0.206766754636205","0.252240473394622"
"Rarely","2008","Part Time","Other degree","52","0.253888016961456","0.197639991399278","0.310136042523634"
"Rarely","2008","Part Time","no degree/no degree yet","18","","",""
"Rarely","2008","Not Working","lower secondary degree","1114","0.298904126982715","0.283807066164561","0.314001187800869"
"Rarely","2008","Not Working","secondary school degree","495","0.31133979669313","0.288288144731204","0.334391448655056"
"Rarely","2008","Not Working","college entrance qualification","401","0.324972092739623","0.29989486122494","0.350049324254306"
"Rarely","2008","Not Working","Other degree","109","0.269816366406014","0.227008532088444","0.312624200723585"
"Rarely","2008","Not Working","no degree/no degree yet","72","0.218842885977867","0.178525457770637","0.259160314185097"
"Never","2008","Full Time","lower secondary degree","277","0.174393602134093","0.156666262876629","0.192120941391558"
