"pld0043","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Sometimes","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2007","1-pers.-HH","no migration background","","","",""
"Rarely","2007","1-pers.-HH","direct migration background","","","",""
"Rarely","2007","1-pers.-HH","indirect migration background","","","",""
"Rarely","2007","(Married) couple without C. ","no migration background","","","",""
"Rarely","2007","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2007","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2007","Single parent ","no migration background","","","",""
"Rarely","2007","Single parent ","direct migration background","","","",""
"Rarely","2007","Single parent ","indirect migration background","","","",""
"Rarely","2007","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2007","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2007","1-pers.-HH","no migration background","","","",""
"Never","2007","1-pers.-HH","direct migration background","","","",""
"Never","2007","1-pers.-HH","indirect migration background","","","",""
"Never","2007","(Married) couple without C. ","no migration background","","","",""
"Never","2007","(Married) couple without C. ","direct migration background","","","",""
"Never","2007","(Married) couple without C. ","indirect migration background","","","",""
"Never","2007","Single parent ","no migration background","","","",""
"Never","2007","Single parent ","direct migration background","","","",""
"Never","2007","Single parent ","indirect migration background","","","",""
"Never","2007","Couple + C. LE 16 ","no migration background","","","",""
"Never","2007","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2007","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2007","Couple + C. GT 16 ","no migration background","","","",""
"Never","2007","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2007","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2007","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2007","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2007","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2008","1-pers.-HH","no migration background","92","0.0331965475403352","0.0264812634258639","0.0399118316548064"
"Very often","2008","1-pers.-HH","direct migration background","6","","",""
"Very often","2008","1-pers.-HH","indirect migration background","7","","",""
"Very often","2008","(Married) couple without C. ","no migration background","141","0.0209425051348382","0.017406635619771","0.0244783746499055"
"Very often","2008","(Married) couple without C. ","direct migration background","13","","",""
"Very often","2008","(Married) couple without C. ","indirect migration background","5","","",""
"Very often","2008","Single parent ","no migration background","31","0.0291256441762262","0.0180467671850615","0.0402045211673909"
"Very often","2008","Single parent ","direct migration background","1","","",""
"Very often","2008","Single parent ","indirect migration background","2","","",""
"Very often","2008","Couple + C. LE 16 ","no migration background","96","0.0316369482106574","0.0248934949453142","0.0383804014760007"
"Very often","2008","Couple + C. LE 16 ","direct migration background","18","","",""
"Very often","2008","Couple + C. LE 16 ","indirect migration background","13","","",""
"Very often","2008","Couple + C. GT 16 ","no migration background","98","0.0347767239322449","0.0280491249930045","0.0415043228714853"
"Very often","2008","Couple + C. GT 16 ","direct migration background","12","","",""
"Very often","2008","Couple + C. GT 16 ","indirect migration background","13","","",""
"Very often","2008","Couple + C. LE and GT 16","no migration background","43","0.0412519756302495","0.0286717887754806","0.0538321624850184"
"Very often","2008","Couple + C. LE and GT 16","direct migration background","4","","",""
"Very often","2008","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Often","2008","1-pers.-HH","no migration background","430","0.15329875847739","0.139794110966408","0.166803405988373"
"Often","2008","1-pers.-HH","direct migration background","29","","",""
"Often","2008","1-pers.-HH","indirect migration background","23","","",""
"Often","2008","(Married) couple without C. ","no migration background","757","0.115450992712249","0.107559891716855","0.123342093707643"
"Often","2008","(Married) couple without C. ","direct migration background","55","0.0760811168666772","0.0548668597985646","0.0972953739347898"
"Often","2008","(Married) couple without C. ","indirect migration background","29","","",""
"Often","2008","Single parent ","no migration background","190","0.217514005560083","0.190333448380218","0.244694562739947"
"Often","2008","Single parent ","direct migration background","15","","",""
"Often","2008","Single parent ","indirect migration background","22","","",""
"Often","2008","Couple + C. LE 16 ","no migration background","465","0.180153370512528","0.165346834791648","0.194959906233407"
"Often","2008","Couple + C. LE 16 ","direct migration background","74","0.164446002475738","0.129571971636309","0.199320033315168"
"Often","2008","Couple + C. LE 16 ","indirect migration background","42","0.227189941553108","0.166809934459115","0.287569948647101"
"Often","2008","Couple + C. GT 16 ","no migration background","523","0.17932631892999","0.165239623129693","0.193413014730287"
"Often","2008","Couple + C. GT 16 ","direct migration background","51","0.1590349672333","0.119275396073068","0.198794538393532"
"Often","2008","Couple + C. GT 16 ","indirect migration background","41","0.214887426071662","0.153324180963157","0.276450671180167"
"Often","2008","Couple + C. LE and GT 16","no migration background","174","0.173062086328014","0.149131689851915","0.196992482804113"
"Often","2008","Couple + C. LE and GT 16","direct migration background","26","","",""
"Often","2008","Couple + C. LE and GT 16","indirect migration background","19","","",""
"Sometimes","2008","1-pers.-HH","no migration background","856","0.315368673262852","0.297951146156456","0.332786200369248"
"Sometimes","2008","1-pers.-HH","direct migration background","48","0.255216327564989","0.194641685861975","0.315790969268004"
"Sometimes","2008","1-pers.-HH","indirect migration background","32","0.316956779384573","0.219742318918122","0.414171239851024"
"Sometimes","2008","(Married) couple without C. ","no migration background","2012","0.320178151696963","0.308657654519024","0.331698648874902"
"Sometimes","2008","(Married) couple without C. ","direct migration background","152","0.257838651638206","0.222836427393211","0.292840875883201"
"Sometimes","2008","(Married) couple without C. ","indirect migration background","44","0.340489034695889","0.261138404013557","0.419839665378222"
"Sometimes","2008","Single parent ","no migration background","306","0.342297299843431","0.311037009691996","0.373557589994866"
"Sometimes","2008","Single parent ","direct migration background","49","0.458498214198175","0.366218157958238","0.550778270438113"
"Sometimes","2008","Single parent ","indirect migration background","31","0.4004615900158","0.296295210981646","0.504627969049954"
"Sometimes","2008","Couple + C. LE 16 ","no migration background","1009","0.376383988209075","0.357718465618443","0.395049510799706"
"Sometimes","2008","Couple + C. LE 16 ","direct migration background","145","0.308158058945946","0.264717697073783","0.351598420818108"
"Sometimes","2008","Couple + C. LE 16 ","indirect migration background","66","0.33149858510525","0.263663522247813","0.399333647962687"
"Sometimes","2008","Couple + C. GT 16 ","no migration background","1039","0.367102633406731","0.349403081946013","0.384802184867449"
"Sometimes","2008","Couple + C. GT 16 ","direct migration background","105","0.297987933500956","0.248262561791038","0.347713305210874"
"Sometimes","2008","Couple + C. GT 16 ","indirect migration background","80","0.479966309451044","0.405085392666176","0.554847226235912"
"Sometimes","2008","Couple + C. LE and GT 16","no migration background","405","0.410559544558661","0.379440910836719","0.441678178280604"
"Sometimes","2008","Couple + C. LE and GT 16","direct migration background","59","0.455557536895598","0.378629833685647","0.532485240105548"
"Sometimes","2008","Couple + C. LE and GT 16","indirect migration background","35","0.466875622629946","0.361433598279988","0.572317646979904"
"Rarely","2008","1-pers.-HH","no migration background","687","0.249350108105708","0.233133040413346","0.26556717579807"
"Rarely","2008","1-pers.-HH","direct migration background","56","0.287700313351906","0.224804303150745","0.350596323553067"
"Rarely","2008","1-pers.-HH","indirect migration background","19","","",""
"Rarely","2008","(Married) couple without C. ","no migration background","2100","0.337346158904538","0.325671100523611","0.349021217285464"
"Rarely","2008","(Married) couple without C. ","direct migration background","176","0.322064354196972","0.284675855159332","0.359452853234612"
"Rarely","2008","(Married) couple without C. ","indirect migration background","38","0.265499209523595","0.191553061230126","0.339445357817064"
"Rarely","2008","Single parent ","no migration background","227","0.267640272453692","0.238471751056158","0.296808793851227"
"Rarely","2008","Single parent ","direct migration background","21","","",""
"Rarely","2008","Single parent ","indirect migration background","18","","",""
"Rarely","2008","Couple + C. LE 16 ","no migration background","780","0.307882240147828","0.290097469428128","0.325667010867527"
"Rarely","2008","Couple + C. LE 16 ","direct migration background","124","0.330072894484679","0.285832200390745","0.374313588578613"
"Rarely","2008","Couple + C. LE 16 ","indirect migration background","40","0.222224228365794","0.162316185006738","0.28213227172485"
"Rarely","2008","Couple + C. GT 16 ","no migration background","863","0.286023445979891","0.269429691541066","0.302617200418716"
"Rarely","2008","Couple + C. GT 16 ","direct migration background","86","0.294561085235228","0.245001940514734","0.344120229955721"
"Rarely","2008","Couple + C. GT 16 ","indirect migration background","28","","",""
"Rarely","2008","Couple + C. LE and GT 16","no migration background","256","0.291681112974815","0.262928253629524","0.320433972320106"
"Rarely","2008","Couple + C. LE and GT 16","direct migration background","48","0.336340109395562","0.26336121677365","0.409319002017474"
"Rarely","2008","Couple + C. LE and GT 16","indirect migration background","20","","",""
"Never","2008","1-pers.-HH","no migration background","669","0.248785912613714","0.232581115790437","0.264990709436992"
"Never","2008","1-pers.-HH","direct migration background","60","0.302704365728805","0.238872231081649","0.366536500375961"
"Never","2008","1-pers.-HH","indirect migration background","7","","",""
"Never","2008","(Married) couple without C. ","no migration background","1290","0.206082191551412","0.196094023971976","0.216070359130848"
"Never","2008","(Married) couple without C. ","direct migration background","204","0.31939845606392","0.282091884724136","0.356705027403703"
"Never","2008","(Married) couple without C. ","indirect migration background","21","","",""
"Never","2008","Single parent ","no migration background","131","0.143422777966568","0.120330393392868","0.166515162540267"
"Never","2008","Single parent ","direct migration background","26","","",""
"Never","2008","Single parent ","indirect migration background","12","","",""
"Never","2008","Couple + C. LE 16 ","no migration background","238","0.103943452919912","0.0921854860127096","0.115701419827115"
"Never","2008","Couple + C. LE 16 ","direct migration background","73","0.144940137896357","0.111819718954369","0.178060556838346"
"Never","2008","Couple + C. LE 16 ","indirect migration background","24","","",""
"Never","2008","Couple + C. GT 16 ","no migration background","326","0.132770877751143","0.120310815666152","0.145230939836133"
"Never","2008","Couple + C. GT 16 ","direct migration background","71","0.203916591620694","0.160112772335827","0.247720410905561"
"Never","2008","Couple + C. GT 16 ","indirect migration background","9","","",""
"Never","2008","Couple + C. LE and GT 16","no migration background","82","0.0834452805082602","0.0659511419084446","0.100939419108076"
"Never","2008","Couple + C. LE and GT 16","direct migration background","24","","",""
"Never","2008","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Very often","2009","1-pers.-HH","no migration background","","","",""
"Very often","2009","1-pers.-HH","direct migration background","","","",""
"Very often","2009","1-pers.-HH","indirect migration background","","","",""
"Very often","2009","(Married) couple without C. ","no migration background","","","",""
"Very often","2009","(Married) couple without C. ","direct migration background","","","",""
"Very often","2009","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2009","Single parent ","no migration background","","","",""
"Very often","2009","Single parent ","direct migration background","","","",""
"Very often","2009","Single parent ","indirect migration background","","","",""
"Very often","2009","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2009","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2009","1-pers.-HH","no migration background","","","",""
"Often","2009","1-pers.-HH","direct migration background","","","",""
"Often","2009","1-pers.-HH","indirect migration background","","","",""
"Often","2009","(Married) couple without C. ","no migration background","","","",""
"Often","2009","(Married) couple without C. ","direct migration background","","","",""
"Often","2009","(Married) couple without C. ","indirect migration background","","","",""
"Often","2009","Single parent ","no migration background","","","",""
"Often","2009","Single parent ","direct migration background","","","",""
"Often","2009","Single parent ","indirect migration background","","","",""
"Often","2009","Couple + C. LE 16 ","no migration background","","","",""
"Often","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2009","Couple + C. GT 16 ","no migration background","","","",""
"Often","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2009","1-pers.-HH","no migration background","","","",""
"Sometimes","2009","1-pers.-HH","direct migration background","","","",""
"Sometimes","2009","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2009","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2009","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2009","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2009","Single parent ","no migration background","","","",""
"Sometimes","2009","Single parent ","direct migration background","","","",""
"Sometimes","2009","Single parent ","indirect migration background","","","",""
"Sometimes","2009","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2009","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2009","1-pers.-HH","no migration background","","","",""
"Rarely","2009","1-pers.-HH","direct migration background","","","",""
"Rarely","2009","1-pers.-HH","indirect migration background","","","",""
"Rarely","2009","(Married) couple without C. ","no migration background","","","",""
"Rarely","2009","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2009","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2009","Single parent ","no migration background","","","",""
"Rarely","2009","Single parent ","direct migration background","","","",""
"Rarely","2009","Single parent ","indirect migration background","","","",""
"Rarely","2009","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2009","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2009","1-pers.-HH","no migration background","","","",""
"Never","2009","1-pers.-HH","direct migration background","","","",""
"Never","2009","1-pers.-HH","indirect migration background","","","",""
"Never","2009","(Married) couple without C. ","no migration background","","","",""
"Never","2009","(Married) couple without C. ","direct migration background","","","",""
"Never","2009","(Married) couple without C. ","indirect migration background","","","",""
"Never","2009","Single parent ","no migration background","","","",""
"Never","2009","Single parent ","direct migration background","","","",""
"Never","2009","Single parent ","indirect migration background","","","",""
"Never","2009","Couple + C. LE 16 ","no migration background","","","",""
"Never","2009","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2009","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2009","Couple + C. GT 16 ","no migration background","","","",""
"Never","2009","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2009","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2009","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2009","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2009","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2010","1-pers.-HH","no migration background","","","",""
"Very often","2010","1-pers.-HH","direct migration background","","","",""
"Very often","2010","1-pers.-HH","indirect migration background","","","",""
"Very often","2010","(Married) couple without C. ","no migration background","","","",""
"Very often","2010","(Married) couple without C. ","direct migration background","","","",""
"Very often","2010","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2010","Single parent ","no migration background","","","",""
"Very often","2010","Single parent ","direct migration background","","","",""
"Very often","2010","Single parent ","indirect migration background","","","",""
"Very often","2010","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2010","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2010","1-pers.-HH","no migration background","","","",""
"Often","2010","1-pers.-HH","direct migration background","","","",""
"Often","2010","1-pers.-HH","indirect migration background","","","",""
"Often","2010","(Married) couple without C. ","no migration background","","","",""
"Often","2010","(Married) couple without C. ","direct migration background","","","",""
"Often","2010","(Married) couple without C. ","indirect migration background","","","",""
"Often","2010","Single parent ","no migration background","","","",""
"Often","2010","Single parent ","direct migration background","","","",""
"Often","2010","Single parent ","indirect migration background","","","",""
"Often","2010","Couple + C. LE 16 ","no migration background","","","",""
"Often","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2010","Couple + C. GT 16 ","no migration background","","","",""
"Often","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2010","1-pers.-HH","no migration background","","","",""
"Sometimes","2010","1-pers.-HH","direct migration background","","","",""
"Sometimes","2010","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2010","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2010","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2010","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2010","Single parent ","no migration background","","","",""
"Sometimes","2010","Single parent ","direct migration background","","","",""
"Sometimes","2010","Single parent ","indirect migration background","","","",""
"Sometimes","2010","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2010","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2010","1-pers.-HH","no migration background","","","",""
"Rarely","2010","1-pers.-HH","direct migration background","","","",""
"Rarely","2010","1-pers.-HH","indirect migration background","","","",""
"Rarely","2010","(Married) couple without C. ","no migration background","","","",""
"Rarely","2010","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2010","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2010","Single parent ","no migration background","","","",""
"Rarely","2010","Single parent ","direct migration background","","","",""
"Rarely","2010","Single parent ","indirect migration background","","","",""
"Rarely","2010","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2010","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2010","1-pers.-HH","no migration background","","","",""
"Never","2010","1-pers.-HH","direct migration background","","","",""
"Never","2010","1-pers.-HH","indirect migration background","","","",""
"Never","2010","(Married) couple without C. ","no migration background","","","",""
"Never","2010","(Married) couple without C. ","direct migration background","","","",""
"Never","2010","(Married) couple without C. ","indirect migration background","","","",""
"Never","2010","Single parent ","no migration background","","","",""
"Never","2010","Single parent ","direct migration background","","","",""
"Never","2010","Single parent ","indirect migration background","","","",""
"Never","2010","Couple + C. LE 16 ","no migration background","","","",""
"Never","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2010","Couple + C. GT 16 ","no migration background","","","",""
"Never","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2011","1-pers.-HH","no migration background","","","",""
"Very often","2011","1-pers.-HH","direct migration background","","","",""
"Very often","2011","1-pers.-HH","indirect migration background","","","",""
"Very often","2011","(Married) couple without C. ","no migration background","","","",""
"Very often","2011","(Married) couple without C. ","direct migration background","","","",""
"Very often","2011","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2011","Single parent ","no migration background","","","",""
"Very often","2011","Single parent ","direct migration background","","","",""
"Very often","2011","Single parent ","indirect migration background","","","",""
"Very often","2011","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2011","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2011","1-pers.-HH","no migration background","","","",""
"Often","2011","1-pers.-HH","direct migration background","","","",""
"Often","2011","1-pers.-HH","indirect migration background","","","",""
"Often","2011","(Married) couple without C. ","no migration background","","","",""
"Often","2011","(Married) couple without C. ","direct migration background","","","",""
"Often","2011","(Married) couple without C. ","indirect migration background","","","",""
"Often","2011","Single parent ","no migration background","","","",""
"Often","2011","Single parent ","direct migration background","","","",""
"Often","2011","Single parent ","indirect migration background","","","",""
"Often","2011","Couple + C. LE 16 ","no migration background","","","",""
"Often","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2011","Couple + C. GT 16 ","no migration background","","","",""
"Often","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2011","1-pers.-HH","no migration background","","","",""
"Sometimes","2011","1-pers.-HH","direct migration background","","","",""
"Sometimes","2011","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2011","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2011","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2011","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2011","Single parent ","no migration background","","","",""
"Sometimes","2011","Single parent ","direct migration background","","","",""
"Sometimes","2011","Single parent ","indirect migration background","","","",""
"Sometimes","2011","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2011","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely","2011","1-pers.-HH","no migration background","","","",""
"Rarely","2011","1-pers.-HH","direct migration background","","","",""
"Rarely","2011","1-pers.-HH","indirect migration background","","","",""
"Rarely","2011","(Married) couple without C. ","no migration background","","","",""
"Rarely","2011","(Married) couple without C. ","direct migration background","","","",""
"Rarely","2011","(Married) couple without C. ","indirect migration background","","","",""
"Rarely","2011","Single parent ","no migration background","","","",""
"Rarely","2011","Single parent ","direct migration background","","","",""
"Rarely","2011","Single parent ","indirect migration background","","","",""
"Rarely","2011","Couple + C. LE 16 ","no migration background","","","",""
"Rarely","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely","2011","Couple + C. GT 16 ","no migration background","","","",""
"Rarely","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2011","1-pers.-HH","no migration background","","","",""
"Never","2011","1-pers.-HH","direct migration background","","","",""
"Never","2011","1-pers.-HH","indirect migration background","","","",""
"Never","2011","(Married) couple without C. ","no migration background","","","",""
"Never","2011","(Married) couple without C. ","direct migration background","","","",""
"Never","2011","(Married) couple without C. ","indirect migration background","","","",""
"Never","2011","Single parent ","no migration background","","","",""
"Never","2011","Single parent ","direct migration background","","","",""
"Never","2011","Single parent ","indirect migration background","","","",""
"Never","2011","Couple + C. LE 16 ","no migration background","","","",""
"Never","2011","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2011","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2011","Couple + C. GT 16 ","no migration background","","","",""
"Never","2011","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2011","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2011","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2011","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2011","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2012","1-pers.-HH","no migration background","","","",""
"Very often","2012","1-pers.-HH","direct migration background","","","",""
"Very often","2012","1-pers.-HH","indirect migration background","","","",""
"Very often","2012","(Married) couple without C. ","no migration background","","","",""
"Very often","2012","(Married) couple without C. ","direct migration background","","","",""
"Very often","2012","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2012","Single parent ","no migration background","","","",""
"Very often","2012","Single parent ","direct migration background","","","",""
"Very often","2012","Single parent ","indirect migration background","","","",""
"Very often","2012","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2012","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2012","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2012","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2012","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2012","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2012","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2012","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2012","1-pers.-HH","no migration background","","","",""
"Often","2012","1-pers.-HH","direct migration background","","","",""
