"pld0043","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Often","2018","Part Time","East Germany","196","0.137715720210333","0.119347091389452","0.156084349031214","2"
"Rarely","2018","Full Time","West Germany","2317","0.295045991406412","0.284891679202813","0.30520030361001","4"
"Rarely","2018","Part Time","West Germany","1634","0.266193838043879","0.255181039134799","0.277206636952959","4"
"Rarely","2018","Full Time","East Germany","738","0.327689160214423","0.307913292093032","0.347465028335814","4"
"Rarely","2018","Not Working","West Germany","1839","0.307215606716469","0.295782740569061","0.318648472863876","4"
"Rarely","2018","Not Working","East Germany","610","0.312353767458666","0.292042407564437","0.332665127352894","4"
"Rarely","2018","Part Time","East Germany","430","0.325257037933107","0.300285673190466","0.350228402675748","4"
"Sometimes","2018","Full Time","West Germany","2899","0.375996257958625","0.365211494629903","0.386781021287346","3"
"Sometimes","2018","Part Time","West Germany","2338","0.372041071794317","0.359997117570349","0.384085026018285","3"
"Sometimes","2018","Full Time","East Germany","763","0.357684404076933","0.337489411470674","0.377879396683192","3"
"Sometimes","2018","Part Time","East Germany","493","0.380658588670401","0.354776899244583","0.406540278096218","3"
"Sometimes","2018","Not Working","West Germany","1941","0.291707070339737","0.280442506903159","0.302971633776315","3"
"Sometimes","2018","Not Working","East Germany","534","0.252020479127824","0.232992359929665","0.271048598325983","3"
"Very often","2018","Full Time","West Germany","327","0.0441419365751997","0.039568447396466","0.0487154257539334","1"
"Very often","2018","Full Time","East Germany","55","0.0233473949495834","0.0169851741929411","0.0297096157062258","1"
"Very often","2018","Part Time","West Germany","286","0.0471037001018604","0.0418246186246639","0.052382781579057","1"
"Very often","2018","Part Time","East Germany","54","0.0267064483349109","0.0181125594139232","0.0353003372558986","1"
"Very often","2018","Not Working","West Germany","214","0.0286597407724853","0.0245249241109744","0.0327945574339962","1"
"Very often","2018","Not Working","East Germany","52","0.0205390569695872","0.014322972544088","0.0267551413950865","1"
