"pld0043","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Sometimes","2003","Rhineland-Palatinate,Saarland","(1b) general elementary school","59","0.293758823106928","0.229992403487951","0.357525242725905"
"Sometimes","2003","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","124","0.235429590813262","0.197315647701691","0.273543533924832"
"Sometimes","2003","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","11","","",""
"Sometimes","2003","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","77","0.371900079294081","0.309027298782738","0.434772859805424"
"Sometimes","2003","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","18","","",""
"Sometimes","2003","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","38","0.380953173005288","0.277715982601776","0.484190363408801"
"Sometimes","2003","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","22","","",""
"Sometimes","2003","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","48","0.401194379578964","0.314924815694189","0.487463943463739"
"Sometimes","2003","Baden-Württemberg","(0) in school","26","","",""
"Sometimes","2003","Baden-Württemberg","(1a) inadequately completed","11","","",""
"Sometimes","2003","Baden-Württemberg","(1b) general elementary school","121","0.303759192070704","0.258464746314206","0.349053637827202"
"Sometimes","2003","Baden-Württemberg","(1c) basic vocational qualification","258","0.316823233574916","0.283812066599193","0.349834400550639"
"Sometimes","2003","Baden-Württemberg","(2b) intermediate general qualification","24","","",""
"Sometimes","2003","Baden-Württemberg","(2a) intermediate vocational","218","0.440217329795034","0.397260452746569","0.483174206843499"
"Sometimes","2003","Baden-Württemberg","(2c_gen) general maturity certificate","30","0.235094346590817","0.156907464023944","0.31328122915769"
"Sometimes","2003","Baden-Württemberg","(2c_voc) vocational maturity certificate","68","0.344475612033634","0.279266742039349","0.409684482027919"
"Sometimes","2003","Baden-Württemberg","(3a) lower tertiary education","62","0.353740572466296","0.282077418370554","0.425403726562039"
"Sometimes","2003","Baden-Württemberg","(3b) higher tertiary education","131","0.427657649981944","0.371673701251647","0.483641598712242"
"Sometimes","2003","Bavaria","(0) in school","28","","",""
"Sometimes","2003","Bavaria","(1a) inadequately completed","5","","",""
"Sometimes","2003","Bavaria","(1b) general elementary school","85","0.23276352054763","0.186819553572622","0.278707487522638"
"Sometimes","2003","Bavaria","(1c) basic vocational qualification","332","0.272343236239938","0.245964073191584","0.298722399288291"
"Sometimes","2003","Bavaria","(2b) intermediate general qualification","30","0.457230036482541","0.34135384948408","0.573106223481002"
"Sometimes","2003","Bavaria","(2a) intermediate vocational","228","0.39071088502109","0.352459466308562","0.428962303733618"
"Sometimes","2003","Bavaria","(2c_gen) general maturity certificate","40","0.289101422693426","0.202388788727011","0.375814056659841"
"Sometimes","2003","Bavaria","(2c_voc) vocational maturity certificate","73","0.35833977856132","0.291717171758687","0.424962385363954"
"Sometimes","2003","Bavaria","(3a) lower tertiary education","65","0.288372889783212","0.227103733374771","0.349642046191652"
"Sometimes","2003","Bavaria","(3b) higher tertiary education","143","0.382434364512176","0.333312574491566","0.431556154532787"
"Sometimes","2003","Berlin","(0) in school","8","","",""
"Sometimes","2003","Berlin","(1a) inadequately completed","1","","",""
"Sometimes","2003","Berlin","(1b) general elementary school","10","","",""
"Sometimes","2003","Berlin","(1c) basic vocational qualification","33","0.26920611686919","0.190175509524264","0.348236724214116"
"Sometimes","2003","Berlin","(2b) intermediate general qualification","12","","",""
"Sometimes","2003","Berlin","(2a) intermediate vocational","71","0.308139776668271","0.244779645100741","0.371499908235801"
"Sometimes","2003","Berlin","(2c_gen) general maturity certificate","22","","",""
"Sometimes","2003","Berlin","(2c_voc) vocational maturity certificate","23","","",""
"Sometimes","2003","Berlin","(3a) lower tertiary education","37","0.459691932581877","0.356152148542679","0.563231716621076"
"Sometimes","2003","Berlin","(3b) higher tertiary education","70","0.435151662389218","0.357601177828735","0.512702146949701"
"Sometimes","2003","Brandenburg","(0) in school","10","","",""
"Sometimes","2003","Brandenburg","(1a) inadequately completed","","","",""
"Sometimes","2003","Brandenburg","(1b) general elementary school","9","","",""
"Sometimes","2003","Brandenburg","(1c) basic vocational qualification","54","0.25901677703636","0.196887036141253","0.321146517931468"
"Sometimes","2003","Brandenburg","(2b) intermediate general qualification","13","","",""
"Sometimes","2003","Brandenburg","(2a) intermediate vocational","106","0.321563928920224","0.268972507957616","0.374155349882832"
"Sometimes","2003","Brandenburg","(2c_gen) general maturity certificate","15","","",""
"Sometimes","2003","Brandenburg","(2c_voc) vocational maturity certificate","15","","",""
"Sometimes","2003","Brandenburg","(3a) lower tertiary education","72","0.433278769042147","0.35501582579943","0.511541712284863"
"Sometimes","2003","Brandenburg","(3b) higher tertiary education","53","0.529975993163122","0.434511568310945","0.625440418015299"
"Sometimes","2003","Mecklenburg-Western Pomerania","(0) in school","6","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(1b) general elementary school","8","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","23","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","9","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(2a) intermediate vocational","70","0.348269341730472","0.281055126137461","0.415483557323482"
"Sometimes","2003","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","2","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","6","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(3a) lower tertiary education","19","","",""
"Sometimes","2003","Mecklenburg-Western Pomerania","(3b) higher tertiary education","29","","",""
"Sometimes","2003","Saxony","(0) in school","15","","",""
"Sometimes","2003","Saxony","(1a) inadequately completed","1","","",""
"Sometimes","2003","Saxony","(1b) general elementary school","11","","",""
"Sometimes","2003","Saxony","(1c) basic vocational qualification","77","0.210198812546852","0.167694327529818","0.252703297563886"
"Sometimes","2003","Saxony","(2b) intermediate general qualification","21","","",""
"Sometimes","2003","Saxony","(2a) intermediate vocational","227","0.366990066418646","0.328359603165632","0.40562052967166"
"Sometimes","2003","Saxony","(2c_gen) general maturity certificate","17","","",""
"Sometimes","2003","Saxony","(2c_voc) vocational maturity certificate","23","","",""
"Sometimes","2003","Saxony","(3a) lower tertiary education","59","0.300839909033995","0.235106928162453","0.366572889905537"
"Sometimes","2003","Saxony","(3b) higher tertiary education","84","0.46247498155653","0.39101370812619","0.53393625498687"
"Sometimes","2003","Saxony-Anhalt","(0) in school","7","","",""
"Sometimes","2003","Saxony-Anhalt","(1a) inadequately completed","1","","",""
"Sometimes","2003","Saxony-Anhalt","(1b) general elementary school","12","","",""
"Sometimes","2003","Saxony-Anhalt","(1c) basic vocational qualification","44","0.181223062689558","0.131655948820454","0.230790176558662"
"Sometimes","2003","Saxony-Anhalt","(2b) intermediate general qualification","5","","",""
"Sometimes","2003","Saxony-Anhalt","(2a) intermediate vocational","71","0.261323066450887","0.210403908147412","0.312242224754361"
"Sometimes","2003","Saxony-Anhalt","(2c_gen) general maturity certificate","7","","",""
"Sometimes","2003","Saxony-Anhalt","(2c_voc) vocational maturity certificate","18","","",""
"Sometimes","2003","Saxony-Anhalt","(3a) lower tertiary education","40","0.283043288517142","0.205606147066519","0.360480429967764"
"Sometimes","2003","Saxony-Anhalt","(3b) higher tertiary education","30","0.268486836561575","0.178897414302151","0.358076258821"
"Sometimes","2003","Thuringia","(0) in school","13","","",""
"Sometimes","2003","Thuringia","(1a) inadequately completed","","","",""
"Sometimes","2003","Thuringia","(1b) general elementary school","10","","",""
"Sometimes","2003","Thuringia","(1c) basic vocational qualification","64","0.21914303018511","0.168861209625245","0.269424850744975"
"Sometimes","2003","Thuringia","(2b) intermediate general qualification","11","","",""
"Sometimes","2003","Thuringia","(2a) intermediate vocational","115","0.284762105367002","0.237414095090101","0.332110115643903"
"Sometimes","2003","Thuringia","(2c_gen) general maturity certificate","14","","",""
"Sometimes","2003","Thuringia","(2c_voc) vocational maturity certificate","15","","",""
"Sometimes","2003","Thuringia","(3a) lower tertiary education","39","0.379841755499578","0.282753859947368","0.476929651051788"
"Sometimes","2003","Thuringia","(3b) higher tertiary education","39","0.438299082916139","0.329571196700734","0.547026969131544"
"Rarely","2003","Schleswig-Holstein","(0) in school","","","",""
"Rarely","2003","Schleswig-Holstein","(1a) inadequately completed","2","","",""
"Rarely","2003","Schleswig-Holstein","(1b) general elementary school","20","","",""
"Rarely","2003","Schleswig-Holstein","(1c) basic vocational qualification","76","0.315287925254839","0.253610319465461","0.376965531044216"
"Rarely","2003","Schleswig-Holstein","(2b) intermediate general qualification","7","","",""
"Rarely","2003","Schleswig-Holstein","(2a) intermediate vocational","40","0.297266309559103","0.222873266633661","0.371659352484544"
"Rarely","2003","Schleswig-Holstein","(2c_gen) general maturity certificate","2","","",""
"Rarely","2003","Schleswig-Holstein","(2c_voc) vocational maturity certificate","16","","",""
"Rarely","2003","Schleswig-Holstein","(3a) lower tertiary education","7","","",""
"Rarely","2003","Schleswig-Holstein","(3b) higher tertiary education","18","","",""
"Rarely","2003","Hamburg","(0) in school","1","","",""
"Rarely","2003","Hamburg","(1a) inadequately completed","","","",""
"Rarely","2003","Hamburg","(1b) general elementary school","9","","",""
"Rarely","2003","Hamburg","(1c) basic vocational qualification","18","","",""
"Rarely","2003","Hamburg","(2b) intermediate general qualification","","","",""
"Rarely","2003","Hamburg","(2a) intermediate vocational","21","","",""
"Rarely","2003","Hamburg","(2c_gen) general maturity certificate","2","","",""
"Rarely","2003","Hamburg","(2c_voc) vocational maturity certificate","5","","",""
"Rarely","2003","Hamburg","(3a) lower tertiary education","8","","",""
"Rarely","2003","Hamburg","(3b) higher tertiary education","10","","",""
"Rarely","2003","Lower Saxony","(0) in school","5","","",""
"Rarely","2003","Lower Saxony","(1a) inadequately completed","6","","",""
"Rarely","2003","Lower Saxony","(1b) general elementary school","53","0.301064669172932","0.237805890926848","0.364323447419017"
"Rarely","2003","Lower Saxony","(1c) basic vocational qualification","198","0.351514016600111","0.312005722250723","0.3910223109495"
"Rarely","2003","Lower Saxony","(2b) intermediate general qualification","15","","",""
"Rarely","2003","Lower Saxony","(2a) intermediate vocational","128","0.306780806223318","0.265309217983644","0.348252394462991"
"Rarely","2003","Lower Saxony","(2c_gen) general maturity certificate","11","","",""
"Rarely","2003","Lower Saxony","(2c_voc) vocational maturity certificate","33","0.254848282975992","0.18367286041571","0.326023705536273"
"Rarely","2003","Lower Saxony","(3a) lower tertiary education","23","","",""
"Rarely","2003","Lower Saxony","(3b) higher tertiary education","49","0.215250631369756","0.158712978302823","0.271788284436689"
"Rarely","2003","Bremen","(0) in school","","","",""
