"pld0043","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","2003","higher vocational","West Germany","156","0.15807478051427","0.137695581160543","0.178453979867997","5"
"Never","2003","higher vocational","East Germany","78","0.214649108381979","0.176881752593018","0.25241646417094","5"
"Never","2003","higher education","West Germany","253","0.0955599396593708","0.085145299841956","0.105974579476786","5"
"Never","2003","higher education","East Germany","109","0.10003055655604","0.0836446533850014","0.116416459727078","5"
"Never","2003","inadequately","West Germany","88","0.350719430703912","0.291087804332483","0.410351057075341","5"
"Never","2003","inadequately","East Germany","7","","","","5"
"Never","2003","general elemantary","West Germany","665","0.318915607207915","0.299955147113256","0.337876067302574","5"
"Never","2003","general elemantary","East Germany","124","0.322215492729695","0.277415393281764","0.367015592177626","5"
"Never","2003","middle vocational","West Germany","1462","0.196873041797259","0.188319064135886","0.205427019458632","5"
"Never","2003","middle vocational","East Germany","632","0.25429000728084","0.23818071307262","0.27039930148906","5"
"Never","2003","vocational + Abi","West Germany","118","0.113911675865693","0.0944049838719639","0.133418367859421","5"
"Never","2003","vocational + Abi","East Germany","14","","","","5"
"Never","2003","in school","West Germany","11","","","","5"
"Never","2003","in school","East Germany","1","","","","5"
"Often","2003","in school","West Germany","180","0.411720930678153","0.366500409443539","0.456941451912768","2"
"Often","2003","in school","East Germany","70","0.425178004220669","0.349050311502532","0.501305696938806","2"
"Often","2003","inadequately","West Germany","20","","","","2"
"Often","2003","inadequately","East Germany","3","","","","2"
"Often","2003","general elemantary","West Germany","311","0.12415622353095","0.110740685584433","0.137571761477467","2"
"Often","2003","general elemantary","East Germany","75","0.156858583589844","0.121995619690673","0.191721547489014","2"
"Often","2003","middle vocational","West Germany","1253","0.142761980859947","0.135236402559326","0.150287559160568","2"
"Often","2003","middle vocational","East Germany","375","0.130152182287472","0.117704908249833","0.142599456325112","2"
"Often","2003","vocational + Abi","West Germany","207","0.190714754529544","0.166593274193505","0.214836234865584","2"
"Often","2003","vocational + Abi","East Germany","25","","","","2"
"Often","2003","higher vocational","West Germany","216","0.173558298726845","0.152401601628889","0.194714995824801","2"
"Often","2003","higher vocational","East Germany","73","0.155538307604161","0.122201130226466","0.188875484981857","2"
"Often","2003","higher education","West Germany","653","0.223074481729718","0.208326551796102","0.237822411663335","2"
"Often","2003","higher education","East Germany","210","0.162705362853307","0.142548160845467","0.182862564861147","2"
"Rarely","2003","middle vocational","West Germany","2378","0.28750064086022","0.277764327755864","0.297236953964576","4"
"Rarely","2003","higher vocational","East Germany","162","0.354324398678919","0.310326910649046","0.398321886708793","4"
"Rarely","2003","higher education","West Germany","802","0.252961539692398","0.237561737055978","0.268361342328818","4"
"Rarely","2003","higher education","East Germany","410","0.318699796910498","0.293251992857178","0.344147600963818","4"
"Rarely","2003","general elemantary","East Germany","83","0.216575284707089","0.177087476254258","0.25606309315992","4"
"Rarely","2003","middle vocational","East Germany","846","0.287726903553355","0.27097977357254","0.30447403353417","4"
"Rarely","2003","vocational + Abi","West Germany","252","0.257652524969224","0.230800204706645","0.284504845231802","4"
"Rarely","2003","vocational + Abi","East Germany","35","0.266989543543597","0.194482151659652","0.339496935427541","4"
"Rarely","2003","higher vocational","West Germany","329","0.228056636981059","0.20461795744374","0.251495316518379","4"
"Rarely","2003","in school","West Germany","54","0.123337221124838","0.0931233928706706","0.153551049379005","4"
"Rarely","2003","in school","East Germany","16","","","","4"
"Rarely","2003","inadequately","West Germany","64","0.224677946125084","0.172522240092853","0.276833652157314","4"
"Rarely","2003","inadequately","East Germany","1","","","","4"
"Rarely","2003","general elemantary","West Germany","568","0.244960494432068","0.227464308570048","0.262456680294087","4"
"Sometimes","2003","higher vocational","East Germany","133","0.252254621284871","0.212304638268171","0.292204604301572","3"
"Sometimes","2003","higher education","West Germany","1214","0.387149194108965","0.369893478014717","0.404404910203213","3"
"Sometimes","2003","middle vocational","West Germany","2879","0.332867335434262","0.322729982272911","0.343004688595614","3"
"Sometimes","2003","middle vocational","East Germany","855","0.291244938466006","0.274437398034037","0.308052478897974","3"
