"pld0043","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2005","Couple + C. GT 16 ","West Germany","","","","","3"
"Sometimes","2005","Couple + C. LE and GT 16","West Germany","","","","","3"
"Sometimes","2005","Couple + C. LE and GT 16","East Germany","","","","","3"
"Very often","2005","Single parent ","East Germany","","","","","1"
"Very often","2005","Couple + C. LE 16 ","West Germany","","","","","1"
"Very often","2005","Couple + C. LE and GT 16","East Germany","","","","","1"
"Very often","2005","1-pers.-HH","West Germany","","","","","1"
"Very often","2005","1-pers.-HH","East Germany","","","","","1"
"Very often","2005","(Married) couple without C. ","West Germany","","","","","1"
"Very often","2005","(Married) couple without C. ","East Germany","","","","","1"
"Very often","2005","Single parent ","West Germany","","","","","1"
"Very often","2005","Couple + C. LE 16 ","East Germany","","","","","1"
"Very often","2005","Couple + C. GT 16 ","West Germany","","","","","1"
"Very often","2005","Couple + C. GT 16 ","East Germany","","","","","1"
"Very often","2005","Couple + C. LE and GT 16","West Germany","","","","","1"
"Never","2006","1-pers.-HH","West Germany","","","","","5"
"Never","2006","1-pers.-HH","East Germany","","","","","5"
"Never","2006","(Married) couple without C. ","West Germany","","","","","5"
"Never","2006","(Married) couple without C. ","East Germany","","","","","5"
"Never","2006","Single parent ","West Germany","","","","","5"
"Never","2006","Single parent ","East Germany","","","","","5"
"Never","2006","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2006","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2006","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2006","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2006","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2006","Couple + C. LE and GT 16","East Germany","","","","","5"
"Often","2006","1-pers.-HH","West Germany","","","","","2"
"Often","2006","1-pers.-HH","East Germany","","","","","2"
"Often","2006","(Married) couple without C. ","East Germany","","","","","2"
"Often","2006","(Married) couple without C. ","West Germany","","","","","2"
"Often","2006","Single parent ","West Germany","","","","","2"
"Often","2006","Single parent ","East Germany","","","","","2"
"Often","2006","Couple + C. LE 16 ","East Germany","","","","","2"
"Often","2006","Couple + C. LE 16 ","West Germany","","","","","2"
"Often","2006","Couple + C. GT 16 ","West Germany","","","","","2"
"Often","2006","Couple + C. GT 16 ","East Germany","","","","","2"
"Often","2006","Couple + C. LE and GT 16","West Germany","","","","","2"
"Often","2006","Couple + C. LE and GT 16","East Germany","","","","","2"
"Rarely","2006","1-pers.-HH","West Germany","","","","","4"
"Rarely","2006","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2006","Single parent ","West Germany","","","","","4"
"Rarely","2006","1-pers.-HH","East Germany","","","","","4"
"Rarely","2006","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2006","Single parent ","East Germany","","","","","4"
"Rarely","2006","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2006","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2006","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2006","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2006","Couple + C. LE and GT 16","West Germany","","","","","4"
"Rarely","2006","Couple + C. LE and GT 16","East Germany","","","","","4"
"Sometimes","2006","1-pers.-HH","East Germany","","","","","3"
"Sometimes","2006","1-pers.-HH","West Germany","","","","","3"
"Sometimes","2006","(Married) couple without C. ","East Germany","","","","","3"
"Sometimes","2006","Single parent ","West Germany","","","","","3"
"Sometimes","2006","Single parent ","East Germany","","","","","3"
"Sometimes","2006","Couple + C. GT 16 ","West Germany","","","","","3"
"Sometimes","2006","(Married) couple without C. ","West Germany","","","","","3"
"Sometimes","2006","Couple + C. LE 16 ","West Germany","","","","","3"
"Sometimes","2006","Couple + C. LE 16 ","East Germany","","","","","3"
"Sometimes","2006","Couple + C. LE and GT 16","West Germany","","","","","3"
"Sometimes","2006","Couple + C. GT 16 ","East Germany","","","","","3"
"Sometimes","2006","Couple + C. LE and GT 16","East Germany","","","","","3"
"Very often","2006","1-pers.-HH","West Germany","","","","","1"
"Very often","2006","Single parent ","West Germany","","","","","1"
"Very often","2006","Single parent ","East Germany","","","","","1"
"Very often","2006","Couple + C. LE 16 ","West Germany","","","","","1"
"Very often","2006","Couple + C. LE 16 ","East Germany","","","","","1"
"Very often","2006","Couple + C. LE and GT 16","East Germany","","","","","1"
"Very often","2006","1-pers.-HH","East Germany","","","","","1"
"Very often","2006","(Married) couple without C. ","West Germany","","","","","1"
"Very often","2006","(Married) couple without C. ","East Germany","","","","","1"
"Very often","2006","Couple + C. GT 16 ","West Germany","","","","","1"
"Very often","2006","Couple + C. GT 16 ","East Germany","","","","","1"
"Very often","2006","Couple + C. LE and GT 16","West Germany","","","","","1"
"Never","2007","1-pers.-HH","East Germany","","","","","5"
"Never","2007","(Married) couple without C. ","West Germany","","","","","5"
"Never","2007","(Married) couple without C. ","East Germany","","","","","5"
"Never","2007","Single parent ","West Germany","","","","","5"
"Never","2007","Single parent ","East Germany","","","","","5"
"Never","2007","Couple + C. LE 16 ","West Germany","","","","","5"
"Never","2007","1-pers.-HH","West Germany","","","","","5"
"Never","2007","Couple + C. LE 16 ","East Germany","","","","","5"
"Never","2007","Couple + C. GT 16 ","West Germany","","","","","5"
"Never","2007","Couple + C. GT 16 ","East Germany","","","","","5"
"Never","2007","Couple + C. LE and GT 16","West Germany","","","","","5"
"Never","2007","Couple + C. LE and GT 16","East Germany","","","","","5"
"Often","2007","1-pers.-HH","West Germany","","","","","2"
"Often","2007","1-pers.-HH","East Germany","","","","","2"
"Often","2007","(Married) couple without C. ","West Germany","","","","","2"
"Often","2007","(Married) couple without C. ","East Germany","","","","","2"
"Often","2007","Single parent ","West Germany","","","","","2"
"Often","2007","Single parent ","East Germany","","","","","2"
"Often","2007","Couple + C. LE 16 ","West Germany","","","","","2"
"Often","2007","Couple + C. LE 16 ","East Germany","","","","","2"
"Often","2007","Couple + C. GT 16 ","West Germany","","","","","2"
"Often","2007","Couple + C. GT 16 ","East Germany","","","","","2"
"Often","2007","Couple + C. LE and GT 16","West Germany","","","","","2"
"Often","2007","Couple + C. LE and GT 16","East Germany","","","","","2"
"Rarely","2007","1-pers.-HH","West Germany","","","","","4"
"Rarely","2007","1-pers.-HH","East Germany","","","","","4"
"Rarely","2007","(Married) couple without C. ","West Germany","","","","","4"
"Rarely","2007","(Married) couple without C. ","East Germany","","","","","4"
"Rarely","2007","Single parent ","West Germany","","","","","4"
"Rarely","2007","Single parent ","East Germany","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","West Germany","","","","","4"
"Rarely","2007","Couple + C. LE 16 ","East Germany","","","","","4"
"Rarely","2007","Couple + C. GT 16 ","West Germany","","","","","4"
"Rarely","2007","Couple + C. GT 16 ","East Germany","","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","East Germany","","","","","4"
"Rarely","2007","Couple + C. LE and GT 16","West Germany","","","","","4"
"Sometimes","2007","1-pers.-HH","West Germany","","","","","3"
"Sometimes","2007","1-pers.-HH","East Germany","","","","","3"
"Sometimes","2007","(Married) couple without C. ","West Germany","","","","","3"
"Sometimes","2007","(Married) couple without C. ","East Germany","","","","","3"
"Sometimes","2007","Single parent ","East Germany","","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","West Germany","","","","","3"
"Sometimes","2007","Couple + C. GT 16 ","East Germany","","","","","3"
"Sometimes","2007","Single parent ","West Germany","","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","West Germany","","","","","3"
"Sometimes","2007","Couple + C. LE 16 ","East Germany","","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","West Germany","","","","","3"
"Sometimes","2007","Couple + C. LE and GT 16","East Germany","","","","","3"
"Very often","2007","1-pers.-HH","West Germany","","","","","1"
"Very often","2007","Single parent ","East Germany","","","","","1"
"Very often","2007","Single parent ","West Germany","","","","","1"
"Very often","2007","Couple + C. LE 16 ","West Germany","","","","","1"
"Very often","2007","Couple + C. LE 16 ","East Germany","","","","","1"
"Very often","2007","Couple + C. GT 16 ","West Germany","","","","","1"
"Very often","2007","Couple + C. LE and GT 16","West Germany","","","","","1"
"Very often","2007","Couple + C. LE and GT 16","East Germany","","","","","1"
"Very often","2007","1-pers.-HH","East Germany","","","","","1"
"Very often","2007","(Married) couple without C. ","West Germany","","","","","1"
"Very often","2007","(Married) couple without C. ","East Germany","","","","","1"
"Very often","2007","Couple + C. GT 16 ","East Germany","","","","","1"
"Never","2008","(Married) couple without C. ","West Germany","1116","0.222659667383318","0.211335661415751","0.233983673350885","5"
"Never","2008","(Married) couple without C. ","East Germany","399","0.203208712309466","0.184882570192647","0.221534854426286","5"
"Never","2008","Single parent ","West Germany","122","0.16123234912894","0.135765292146441","0.18669940611144","5"
"Never","2008","Single parent ","East Germany","47","0.155045470336704","0.11272591052561","0.197365030147799","5"
"Never","2008","Couple + C. LE 16 ","East Germany","59","0.117843417506921","0.092361269313946","0.143325565699897","5"
"Never","2008","1-pers.-HH","West Germany","554","0.25485557750259","0.236905051526147","0.272806103479032","5"
"Never","2008","1-pers.-HH","East Germany","182","0.222878093590549","0.193231252932283","0.252524934248815","5"
"Never","2008","Couple + C. LE 16 ","West Germany","276","0.113146857986177","0.100951973353196","0.125341742619158","5"
"Never","2008","Couple + C. GT 16 ","West Germany","294","0.137388951121534","0.123670231851159","0.151107670391909","5"
"Never","2008","Couple + C. GT 16 ","East Germany","112","0.146105158148246","0.123355358982386","0.168854957314106","5"
"Never","2008","Couple + C. LE and GT 16","West Germany","95","0.0844656393362373","0.0669475081868108","0.101983770485664","5"
"Never","2008","Couple + C. LE and GT 16","East Germany","17","","","","5"
"Often","2008","1-pers.-HH","West Germany","369","0.157408999994667","0.142407555905939","0.172410444083395","2"
"Often","2008","1-pers.-HH","East Germany","113","0.144964129535941","0.11988441467094","0.170043844400942","2"
"Often","2008","(Married) couple without C. ","West Germany","647","0.113526629405457","0.104891766839954","0.12216149197096","2"
"Often","2008","(Married) couple without C. ","East Germany","194","0.107947609481547","0.0938147742688694","0.122080444694225","2"
"Often","2008","Single parent ","West Germany","172","0.201624784936792","0.173839982401322","0.229409587472262","2"
"Often","2008","Single parent ","East Germany","55","0.216526011711625","0.168368697209055","0.264683326214195","2"
"Often","2008","Couple + C. LE 16 ","West Germany","481","0.182282654048787","0.167419709097601","0.197145598999972","2"
"Often","2008","Couple + C. LE 16 ","East Germany","100","0.170647288714973","0.140914895774267","0.20037968165568","2"
"Often","2008","Couple + C. GT 16 ","West Germany","455","0.182393802277157","0.167004912721848","0.197782691832466","2"
"Often","2008","Couple + C. GT 16 ","East Germany","160","0.164635626149788","0.140749678153595","0.18852157414598","2"
"Often","2008","Couple + C. LE and GT 16","East Germany","45","0.197854509031473","0.147347844346457","0.248361173716489","2"
"Often","2008","Couple + C. LE and GT 16","West Germany","174","0.158703640261416","0.135685069129615","0.181722211393218","2"
"Rarely","2008","1-pers.-HH","West Germany","545","0.239087257577799","0.221517914496563","0.256656600659035","4"
"Rarely","2008","1-pers.-HH","East Germany","217","0.303448065925072","0.270697478851218","0.336198652998927","4"
"Rarely","2008","(Married) couple without C. ","West Germany","1683","0.328168732218423","0.31538809767499","0.340949366761855","4"
"Rarely","2008","(Married) couple without C. ","East Germany","631","0.357882859046881","0.336050272994573","0.379715445099189","4"
"Rarely","2008","Single parent ","West Germany","199","0.241616532649607","0.211972342848616","0.271260722450597","4"
"Rarely","2008","Single parent ","East Germany","67","0.266035560616987","0.214369864345777","0.317701256888197","4"
"Rarely","2008","Couple + C. LE 16 ","West Germany","768","0.309430739816565","0.291635004345653","0.327226475287477","4"
"Rarely","2008","Couple + C. LE 16 ","East Germany","176","0.282997424071678","0.247396429379939","0.318598418763418","4"
"Rarely","2008","Couple + C. GT 16 ","West Germany","678","0.2738770690308","0.256106019857517","0.291648118204083","4"
"Rarely","2008","Couple + C. GT 16 ","East Germany","299","0.297163761353925","0.267728520483801","0.326599002224049","4"
"Rarely","2008","Couple + C. LE and GT 16","West Germany","256","0.277198694117225","0.24900087848559","0.30539650974886","4"
"Rarely","2008","Couple + C. LE and GT 16","East Germany","68","0.374820020381723","0.313449039935172","0.436191000828274","4"
"Sometimes","2008","1-pers.-HH","West Germany","713","0.313591228774674","0.294480236126278","0.33270222142307","3"
"Sometimes","2008","1-pers.-HH","East Germany","223","0.300279905177501","0.267626726900272","0.332933083454729","3"
"Sometimes","2008","(Married) couple without C. ","West Germany","1618","0.313228071557411","0.30060368405564","0.325852459059182","3"
"Sometimes","2008","(Married) couple without C. ","East Germany","590","0.313045620818529","0.29192555027448","0.334165691362579","3"
"Sometimes","2008","Single parent ","West Germany","283","0.369943074568424","0.336509009865813","0.403377139271034","3"
"Sometimes","2008","Single parent ","East Germany","103","0.341553261596672","0.286105441737502","0.397001081455842","3"
"Sometimes","2008","Couple + C. LE 16 ","East Germany","253","0.39979547668749","0.361080490981492","0.438510462393488","3"
"Sometimes","2008","Couple + C. GT 16 ","West Germany","895","0.366598471375148","0.347395650302688","0.385801292447609","3"
"Sometimes","2008","Couple + C. LE 16 ","West Germany","967","0.354531761804753","0.336115749131034","0.372947774478473","3"
"Sometimes","2008","Couple + C. GT 16 ","East Germany","329","0.360647907273447","0.329719728186793","0.391576086360101","3"
"Sometimes","2008","Couple + C. LE and GT 16","West Germany","400","0.439997064744941","0.408726879523427","0.471267249966454","3"
"Sometimes","2008","Couple + C. LE and GT 16","East Germany","99","0.33190525943068","0.27220513529452","0.391605383566841","3"
"Very often","2008","1-pers.-HH","West Germany","83","0.0350569361502698","0.0274808011829547","0.0426330711175849","1"
"Very often","2008","1-pers.-HH","East Germany","22","","","","1"
"Very often","2008","Single parent ","East Germany","9","","","","1"
"Very often","2008","Couple + C. LE 16 ","West Germany","100","0.0406079863437176","0.0330093725956699","0.0482066000917652","1"
"Very often","2008","Couple + C. LE and GT 16","East Germany","10","","","","1"
"Very often","2008","(Married) couple without C. ","East Germany","38","0.0179151983435761","0.0118741417363777","0.0239562549507744","1"
"Very often","2008","Single parent ","West Germany","25","","","","1"
"Very often","2008","Couple + C. LE 16 ","East Germany","27","","","","1"
"Very often","2008","Couple + C. GT 16 ","West Germany","97","0.0397417061953607","0.0319569064659113","0.0475265059248101","1"
"Very often","2008","Couple + C. GT 16 ","East Germany","26","","","","1"
"Very often","2008","Couple + C. LE and GT 16","West Germany","43","0.0396349615401805","0.027344510994253","0.051925412086108","1"
"Very often","2008","(Married) couple without C. ","West Germany","121","0.0224168994353919","0.0183875185203556","0.0264462803504282","1"
"Never","2009","(Married) couple without C. ","East Germany","","","","","5"
"Never","2009","Single parent ","West Germany","","","","","5"
"Never","2009","Single parent ","East Germany","","","","","5"
"Never","2009","1-pers.-HH","West Germany","","","","","5"
"Never","2009","1-pers.-HH","East Germany","","","","","5"
"Never","2009","(Married) couple without C. ","West Germany","","","","","5"
