"pld0043","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2006","Employed","(3a) lower tertiary education","","","",""
"Never","2006","Employed","(3b) higher tertiary education","","","",""
"Very often","2007","Not Employed","(0) in school","","","",""
"Very often","2007","Not Employed","(1a) inadequately completed","","","",""
"Very often","2007","Not Employed","(1b) general elementary school","","","",""
"Very often","2007","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2007","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2007","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2007","Employed","(0) in school","","","",""
"Very often","2007","Employed","(1a) inadequately completed","","","",""
"Very often","2007","Employed","(1b) general elementary school","","","",""
"Very often","2007","Employed","(1c) basic vocational qualification","","","",""
"Very often","2007","Employed","(2b) intermediate general qualification","","","",""
"Very often","2007","Employed","(2a) intermediate vocational","","","",""
"Very often","2007","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2007","Employed","(3a) lower tertiary education","","","",""
"Very often","2007","Employed","(3b) higher tertiary education","","","",""
"Often","2007","Not Employed","(0) in school","","","",""
"Often","2007","Not Employed","(1a) inadequately completed","","","",""
"Often","2007","Not Employed","(1b) general elementary school","","","",""
"Often","2007","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2007","Not Employed","(2a) intermediate vocational","","","",""
"Often","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","Not Employed","(3a) lower tertiary education","","","",""
"Often","2007","Not Employed","(3b) higher tertiary education","","","",""
"Often","2007","Employed","(0) in school","","","",""
"Often","2007","Employed","(1a) inadequately completed","","","",""
"Often","2007","Employed","(1b) general elementary school","","","",""
"Often","2007","Employed","(1c) basic vocational qualification","","","",""
"Often","2007","Employed","(2b) intermediate general qualification","","","",""
"Often","2007","Employed","(2a) intermediate vocational","","","",""
"Often","2007","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2007","Employed","(3a) lower tertiary education","","","",""
"Often","2007","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2007","Not Employed","(0) in school","","","",""
"Sometimes","2007","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2007","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2007","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2007","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2007","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2007","Employed","(0) in school","","","",""
"Sometimes","2007","Employed","(1a) inadequately completed","","","",""
"Sometimes","2007","Employed","(1b) general elementary school","","","",""
"Sometimes","2007","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2007","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2007","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2007","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2007","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2007","Employed","(3b) higher tertiary education","","","",""
"Rarely","2007","Not Employed","(0) in school","","","",""
"Rarely","2007","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2007","Not Employed","(1b) general elementary school","","","",""
"Rarely","2007","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2007","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2007","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2007","Employed","(0) in school","","","",""
"Rarely","2007","Employed","(1a) inadequately completed","","","",""
"Rarely","2007","Employed","(1b) general elementary school","","","",""
"Rarely","2007","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2007","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2007","Employed","(2a) intermediate vocational","","","",""
"Rarely","2007","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2007","Employed","(3a) lower tertiary education","","","",""
"Rarely","2007","Employed","(3b) higher tertiary education","","","",""
"Never","2007","Not Employed","(0) in school","","","",""
"Never","2007","Not Employed","(1a) inadequately completed","","","",""
"Never","2007","Not Employed","(1b) general elementary school","","","",""
"Never","2007","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2007","Not Employed","(2a) intermediate vocational","","","",""
"Never","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","Not Employed","(3a) lower tertiary education","","","",""
"Never","2007","Not Employed","(3b) higher tertiary education","","","",""
"Never","2007","Employed","(0) in school","","","",""
"Never","2007","Employed","(1a) inadequately completed","","","",""
"Never","2007","Employed","(1b) general elementary school","","","",""
"Never","2007","Employed","(1c) basic vocational qualification","","","",""
"Never","2007","Employed","(2b) intermediate general qualification","","","",""
"Never","2007","Employed","(2a) intermediate vocational","","","",""
"Never","2007","Employed","(2c_gen) general maturity certificate","","","",""
"Never","2007","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2007","Employed","(3a) lower tertiary education","","","",""
"Never","2007","Employed","(3b) higher tertiary education","","","",""
"Very often","2008","Not Employed","(0) in school","33","0.0896504171832607","0.0567137671055112","0.12258706726101"
"Very often","2008","Not Employed","(1a) inadequately completed","3","","",""
"Very often","2008","Not Employed","(1b) general elementary school","10","","",""
"Very often","2008","Not Employed","(1c) basic vocational qualification","34","0.0125620862484744","0.0083296243485647","0.0167945481483841"
"Very often","2008","Not Employed","(2b) intermediate general qualification","7","","",""
"Very often","2008","Not Employed","(2a) intermediate vocational","33","0.0244512262972084","0.0155326266777148","0.0333698259167019"
"Very often","2008","Not Employed","(2c_gen) general maturity certificate","20","","",""
"Very often","2008","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"Very often","2008","Not Employed","(3a) lower tertiary education","12","","",""
"Very often","2008","Not Employed","(3b) higher tertiary education","18","","",""
"Very often","2008","Employed","(0) in school","5","","",""
"Very often","2008","Employed","(1a) inadequately completed","","","",""
"Very often","2008","Employed","(1b) general elementary school","14","","",""
"Very often","2008","Employed","(1c) basic vocational qualification","56","0.0257434100902588","0.0196158231971739","0.0318709969833437"
"Very often","2008","Employed","(2b) intermediate general qualification","17","","",""
"Very often","2008","Employed","(2a) intermediate vocational","104","0.0338183012321804","0.027808280306526","0.0398283221578348"
"Very often","2008","Employed","(2c_gen) general maturity certificate","33","0.0673379275904978","0.0433422448787523","0.0913336103022434"
"Very often","2008","Employed","(2c_voc) vocational maturity certificate","47","0.0349540055132781","0.0240706726667309","0.0458373383598254"
"Very often","2008","Employed","(3a) lower tertiary education","47","0.0468585667021303","0.0345691265223307","0.0591480068819299"
"Very often","2008","Employed","(3b) higher tertiary education","83","0.0468568891613467","0.0373468959188946","0.0563668824037987"
"Often","2008","Not Employed","(0) in school","96","0.327426661402189","0.273323080122904","0.381530242681474"
"Often","2008","Not Employed","(1a) inadequately completed","4","","",""
"Often","2008","Not Employed","(1b) general elementary school","62","0.0666392119236301","0.0513115004556177","0.0819669233916424"
"Often","2008","Not Employed","(1c) basic vocational qualification","176","0.0682693232099793","0.0586849157441316","0.0778537306758271"
"Often","2008","Not Employed","(2b) intermediate general qualification","44","0.19828187548988","0.141885676187857","0.254678074791903"
"Often","2008","Not Employed","(2a) intermediate vocational","120","0.0923754948579308","0.0756548375158071","0.109096152200055"
"Often","2008","Not Employed","(2c_gen) general maturity certificate","87","0.238543345045052","0.19177424691236","0.285312443177744"
"Often","2008","Not Employed","(2c_voc) vocational maturity certificate","47","0.109987640541487","0.0771625948568437","0.142812686226131"
"Often","2008","Not Employed","(3a) lower tertiary education","67","0.117316042186414","0.0893328307958668","0.14529925357696"
"Often","2008","Not Employed","(3b) higher tertiary education","86","0.142383788529735","0.115457734443378","0.169309842616093"
"Often","2008","Employed","(0) in school","26","","",""
"Often","2008","Employed","(1a) inadequately completed","10","","",""
"Often","2008","Employed","(1b) general elementary school","65","0.106663369347321","0.0809589126417685","0.132367826052873"
"Often","2008","Employed","(1c) basic vocational qualification","353","0.135774663819732","0.122520796149378","0.149028531490086"
"Often","2008","Employed","(2b) intermediate general qualification","66","0.228978793778256","0.180619507206451","0.277338080350062"
"Often","2008","Employed","(2a) intermediate vocational","590","0.178111973405075","0.165390905493782","0.190833041316368"
"Often","2008","Employed","(2c_gen) general maturity certificate","124","0.292546376408567","0.248986420769415","0.336106332047719"
"Often","2008","Employed","(2c_voc) vocational maturity certificate","224","0.209181460644291","0.185080217359024","0.233282703929558"
"Often","2008","Employed","(3a) lower tertiary education","239","0.206417539965737","0.182881778465589","0.229953301465885"
"Often","2008","Employed","(3b) higher tertiary education","420","0.235337847833328","0.216248323288096","0.254427372378559"
"Sometimes","2008","Not Employed","(0) in school","113","0.405181973051759","0.348581991695095","0.461781954408422"
"Sometimes","2008","Not Employed","(1a) inadequately completed","22","","",""
"Sometimes","2008","Not Employed","(1b) general elementary school","192","0.21436992919028","0.189147982937114","0.239591875443447"
"Sometimes","2008","Not Employed","(1c) basic vocational qualification","620","0.238034584523445","0.221850246771554","0.254218922275335"
"Sometimes","2008","Not Employed","(2b) intermediate general qualification","74","0.419239558839332","0.349444107893181","0.489035009785483"
"Sometimes","2008","Not Employed","(2a) intermediate vocational","365","0.344697977155501","0.317253056904481","0.37214289740652"
"Sometimes","2008","Not Employed","(2c_gen) general maturity certificate","129","0.413318214515535","0.359280580661058","0.467355848370011"
"Sometimes","2008","Not Employed","(2c_voc) vocational maturity certificate","120","0.307833470712487","0.259405240946291","0.356261700478684"
"Sometimes","2008","Not Employed","(3a) lower tertiary education","158","0.288470739693709","0.249073708064751","0.327867771322666"
"Sometimes","2008","Not Employed","(3b) higher tertiary education","245","0.366980780736449","0.329842135368833","0.404119426104066"
"Sometimes","2008","Employed","(0) in school","30","0.433603265270371","0.314939716527666","0.552266814013076"
"Sometimes","2008","Employed","(1a) inadequately completed","23","","",""
"Sometimes","2008","Employed","(1b) general elementary school","195","0.304623217153821","0.266297984309479","0.342948449998162"
"Sometimes","2008","Employed","(1c) basic vocational qualification","876","0.346744546177775","0.328329784332838","0.365159308022711"
"Sometimes","2008","Employed","(2b) intermediate general qualification","118","0.377113845863255","0.321332412507372","0.432895279219139"
"Sometimes","2008","Employed","(2a) intermediate vocational","1342","0.37932802272987","0.363195242445159","0.395460803014581"
"Sometimes","2008","Employed","(2c_gen) general maturity certificate","153","0.354939577824587","0.309123438373061","0.400755717276113"
"Sometimes","2008","Employed","(2c_voc) vocational maturity certificate","431","0.3923736145552","0.363439670340212","0.421307558770187"
"Sometimes","2008","Employed","(3a) lower tertiary education","443","0.38293868759383","0.354671167675498","0.411206207512163"
"Sometimes","2008","Employed","(3b) higher tertiary education","773","0.393873283788063","0.371885857277822","0.415860710298304"
"Rarely","2008","Not Employed","(0) in school","40","0.150473693828908","0.109252755218168","0.191694632439649"
"Rarely","2008","Not Employed","(1a) inadequately completed","30","0.319125917919807","0.232409557548583","0.405842278291031"
"Rarely","2008","Not Employed","(1b) general elementary school","279","0.265869855147172","0.238717425771629","0.293022284522715"
"Rarely","2008","Not Employed","(1c) basic vocational qualification","856","0.303544077014747","0.2860711777828","0.321016976246695"
"Rarely","2008","Not Employed","(2b) intermediate general qualification","41","0.217984324225895","0.159583653116802","0.276384995334987"
"Rarely","2008","Not Employed","(2a) intermediate vocational","381","0.323865851277879","0.296843641203364","0.350888061352395"
"Rarely","2008","Not Employed","(2c_gen) general maturity certificate","66","0.239268906091946","0.192451056137241","0.286086756046651"
"Rarely","2008","Not Employed","(2c_voc) vocational maturity certificate","116","0.375990321441095","0.325172110307607","0.426808532574582"
"Rarely","2008","Not Employed","(3a) lower tertiary education","189","0.39617630267617","0.353644326813998","0.438708278538342"
"Rarely","2008","Not Employed","(3b) higher tertiary education","194","0.295452551111098","0.260296916161806","0.33060818606039"
"Rarely","2008","Employed","(0) in school","6","","",""
"Rarely","2008","Employed","(1a) inadequately completed","20","","",""
"Rarely","2008","Employed","(1b) general elementary school","153","0.292279782923807","0.254407333199062","0.330152232648552"
"Rarely","2008","Employed","(1c) basic vocational qualification","854","0.315034154923301","0.297060638874619","0.333007670971982"
"Rarely","2008","Employed","(2b) intermediate general qualification","68","0.241781062392847","0.192502554817775","0.29105956996792"
"Rarely","2008","Employed","(2a) intermediate vocational","1080","0.31023534850635","0.29485497813371","0.32561571887899"
"Rarely","2008","Employed","(2c_gen) general maturity certificate","82","0.195725111991448","0.157735346814687","0.233714877168209"
"Rarely","2008","Employed","(2c_voc) vocational maturity certificate","298","0.285570506829728","0.258804980152533","0.312336033506924"
"Rarely","2008","Employed","(3a) lower tertiary education","317","0.284697086040556","0.258455176536818","0.310938995544294"
"Rarely","2008","Employed","(3b) higher tertiary education","513","0.269999332218441","0.250021084248322","0.289977580188559"
"Never","2008","Not Employed","(0) in school","7","","",""
"Never","2008","Not Employed","(1a) inadequately completed","52","0.448955823650726","0.356426025493534","0.541485621807918"
"Never","2008","Not Employed","(1b) general elementary school","474","0.444389507927118","0.413850513547982","0.474928502306254"
"Never","2008","Not Employed","(1c) basic vocational qualification","974","0.377589929003354","0.359167122974822","0.396012735031887"
"Never","2008","Not Employed","(2b) intermediate general qualification","26","","",""
"Never","2008","Not Employed","(2a) intermediate vocational","253","0.214609450411481","0.190901767591673","0.238317133231288"
"Never","2008","Not Employed","(2c_gen) general maturity certificate","17","","",""
"Never","2008","Not Employed","(2c_voc) vocational maturity certificate","58","0.186878304587593","0.145981196933761","0.227775412241425"
"Never","2008","Not Employed","(3a) lower tertiary education","82","0.17819534485964","0.144917996691315","0.211472693027965"
"Never","2008","Not Employed","(3b) higher tertiary education","104","0.179547772483309","0.149973599371795","0.209121945594823"
"Never","2008","Employed","(0) in school","","","",""
"Never","2008","Employed","(1a) inadequately completed","19","","",""
"Never","2008","Employed","(1b) general elementary school","127","0.2626272036675","0.225982887712936","0.299271519622065"
"Never","2008","Employed","(1c) basic vocational qualification","427","0.176703224988934","0.161945472915737","0.191460977062131"
"Never","2008","Employed","(2b) intermediate general qualification","21","","",""
"Never","2008","Employed","(2a) intermediate vocational","359","0.0985063541265246","0.0885983964155312","0.108414311837518"
"Never","2008","Employed","(2c_gen) general maturity certificate","27","","",""
"Never","2008","Employed","(2c_voc) vocational maturity certificate","94","0.0779204124575025","0.0620368009817431","0.093804023933262"
"Never","2008","Employed","(3a) lower tertiary education","90","0.0790881196977471","0.0633944832260496","0.0947817561694446"
"Never","2008","Employed","(3b) higher tertiary education","108","0.0539326469988218","0.043767788870525","0.0640975051271186"
"Very often","2009","Not Employed","(0) in school","","","",""
"Very often","2009","Not Employed","(1a) inadequately completed","","","",""
"Very often","2009","Not Employed","(1b) general elementary school","","","",""
"Very often","2009","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2009","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2009","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2009","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2009","Employed","(0) in school","","","",""
"Very often","2009","Employed","(1a) inadequately completed","","","",""
"Very often","2009","Employed","(1b) general elementary school","","","",""
"Very often","2009","Employed","(1c) basic vocational qualification","","","",""
"Very often","2009","Employed","(2b) intermediate general qualification","","","",""
"Very often","2009","Employed","(2a) intermediate vocational","","","",""
"Very often","2009","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2009","Employed","(3a) lower tertiary education","","","",""
"Very often","2009","Employed","(3b) higher tertiary education","","","",""
"Often","2009","Not Employed","(0) in school","","","",""
"Often","2009","Not Employed","(1a) inadequately completed","","","",""
"Often","2009","Not Employed","(1b) general elementary school","","","",""
"Often","2009","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2009","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2009","Not Employed","(2a) intermediate vocational","","","",""
"Often","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","Not Employed","(3a) lower tertiary education","","","",""
"Often","2009","Not Employed","(3b) higher tertiary education","","","",""
"Often","2009","Employed","(0) in school","","","",""
"Often","2009","Employed","(1a) inadequately completed","","","",""
"Often","2009","Employed","(1b) general elementary school","","","",""
"Often","2009","Employed","(1c) basic vocational qualification","","","",""
"Often","2009","Employed","(2b) intermediate general qualification","","","",""
"Often","2009","Employed","(2a) intermediate vocational","","","",""
"Often","2009","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2009","Employed","(3a) lower tertiary education","","","",""
"Often","2009","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2009","Not Employed","(0) in school","","","",""
"Sometimes","2009","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2009","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2009","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2009","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2009","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2009","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2009","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2009","Employed","(0) in school","","","",""
"Sometimes","2009","Employed","(1a) inadequately completed","","","",""
"Sometimes","2009","Employed","(1b) general elementary school","","","",""
"Sometimes","2009","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2009","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2009","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2009","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2009","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2009","Employed","(3b) higher tertiary education","","","",""
"Rarely","2009","Not Employed","(0) in school","","","",""
"Rarely","2009","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2009","Not Employed","(1b) general elementary school","","","",""
"Rarely","2009","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2009","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2009","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2009","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2009","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2009","Employed","(0) in school","","","",""
"Rarely","2009","Employed","(1a) inadequately completed","","","",""
"Rarely","2009","Employed","(1b) general elementary school","","","",""
"Rarely","2009","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2009","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2009","Employed","(2a) intermediate vocational","","","",""
"Rarely","2009","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2009","Employed","(3a) lower tertiary education","","","",""
"Rarely","2009","Employed","(3b) higher tertiary education","","","",""
"Never","2009","Not Employed","(0) in school","","","",""
"Never","2009","Not Employed","(1a) inadequately completed","","","",""
"Never","2009","Not Employed","(1b) general elementary school","","","",""
"Never","2009","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2009","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2009","Not Employed","(2a) intermediate vocational","","","",""
"Never","2009","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2009","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2009","Not Employed","(3a) lower tertiary education","","","",""
"Never","2009","Not Employed","(3b) higher tertiary education","","","",""
"Never","2009","Employed","(0) in school","","","",""
"Never","2009","Employed","(1a) inadequately completed","","","",""
"Never","2009","Employed","(1b) general elementary school","","","",""
"Never","2009","Employed","(1c) basic vocational qualification","","","",""
"Never","2009","Employed","(2b) intermediate general qualification","","","",""
"Never","2009","Employed","(2a) intermediate vocational","","","",""
"Never","2009","Employed","(2c_gen) general maturity certificate","","","",""
"Never","2009","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2009","Employed","(3a) lower tertiary education","","","",""
"Never","2009","Employed","(3b) higher tertiary education","","","",""
"Very often","2010","Not Employed","(0) in school","","","",""
"Very often","2010","Not Employed","(1a) inadequately completed","","","",""
"Very often","2010","Not Employed","(1b) general elementary school","","","",""
"Very often","2010","Not Employed","(1c) basic vocational qualification","","","",""
"Very often","2010","Not Employed","(2b) intermediate general qualification","","","",""
"Very often","2010","Not Employed","(2a) intermediate vocational","","","",""
"Very often","2010","Not Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2010","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2010","Not Employed","(3a) lower tertiary education","","","",""
"Very often","2010","Not Employed","(3b) higher tertiary education","","","",""
"Very often","2010","Employed","(0) in school","","","",""
"Very often","2010","Employed","(1a) inadequately completed","","","",""
"Very often","2010","Employed","(1b) general elementary school","","","",""
"Very often","2010","Employed","(1c) basic vocational qualification","","","",""
"Very often","2010","Employed","(2b) intermediate general qualification","","","",""
"Very often","2010","Employed","(2a) intermediate vocational","","","",""
"Very often","2010","Employed","(2c_gen) general maturity certificate","","","",""
"Very often","2010","Employed","(2c_voc) vocational maturity certificate","","","",""
"Very often","2010","Employed","(3a) lower tertiary education","","","",""
"Very often","2010","Employed","(3b) higher tertiary education","","","",""
"Often","2010","Not Employed","(0) in school","","","",""
"Often","2010","Not Employed","(1a) inadequately completed","","","",""
"Often","2010","Not Employed","(1b) general elementary school","","","",""
"Often","2010","Not Employed","(1c) basic vocational qualification","","","",""
"Often","2010","Not Employed","(2b) intermediate general qualification","","","",""
"Often","2010","Not Employed","(2a) intermediate vocational","","","",""
"Often","2010","Not Employed","(2c_gen) general maturity certificate","","","",""
"Often","2010","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2010","Not Employed","(3a) lower tertiary education","","","",""
"Often","2010","Not Employed","(3b) higher tertiary education","","","",""
"Often","2010","Employed","(0) in school","","","",""
"Often","2010","Employed","(1a) inadequately completed","","","",""
"Often","2010","Employed","(1b) general elementary school","","","",""
"Often","2010","Employed","(1c) basic vocational qualification","","","",""
"Often","2010","Employed","(2b) intermediate general qualification","","","",""
"Often","2010","Employed","(2a) intermediate vocational","","","",""
"Often","2010","Employed","(2c_gen) general maturity certificate","","","",""
"Often","2010","Employed","(2c_voc) vocational maturity certificate","","","",""
"Often","2010","Employed","(3a) lower tertiary education","","","",""
"Often","2010","Employed","(3b) higher tertiary education","","","",""
"Sometimes","2010","Not Employed","(0) in school","","","",""
"Sometimes","2010","Not Employed","(1a) inadequately completed","","","",""
"Sometimes","2010","Not Employed","(1b) general elementary school","","","",""
"Sometimes","2010","Not Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2010","Not Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2010","Not Employed","(2a) intermediate vocational","","","",""
"Sometimes","2010","Not Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2010","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2010","Not Employed","(3a) lower tertiary education","","","",""
"Sometimes","2010","Not Employed","(3b) higher tertiary education","","","",""
"Sometimes","2010","Employed","(0) in school","","","",""
"Sometimes","2010","Employed","(1a) inadequately completed","","","",""
"Sometimes","2010","Employed","(1b) general elementary school","","","",""
"Sometimes","2010","Employed","(1c) basic vocational qualification","","","",""
"Sometimes","2010","Employed","(2b) intermediate general qualification","","","",""
"Sometimes","2010","Employed","(2a) intermediate vocational","","","",""
"Sometimes","2010","Employed","(2c_gen) general maturity certificate","","","",""
"Sometimes","2010","Employed","(2c_voc) vocational maturity certificate","","","",""
"Sometimes","2010","Employed","(3a) lower tertiary education","","","",""
"Sometimes","2010","Employed","(3b) higher tertiary education","","","",""
"Rarely","2010","Not Employed","(0) in school","","","",""
"Rarely","2010","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2010","Not Employed","(1b) general elementary school","","","",""
"Rarely","2010","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2010","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2010","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2010","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2010","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2010","Employed","(0) in school","","","",""
"Rarely","2010","Employed","(1a) inadequately completed","","","",""
"Rarely","2010","Employed","(1b) general elementary school","","","",""
"Rarely","2010","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2010","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2010","Employed","(2a) intermediate vocational","","","",""
"Rarely","2010","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2010","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2010","Employed","(3a) lower tertiary education","","","",""
"Rarely","2010","Employed","(3b) higher tertiary education","","","",""
"Never","2010","Not Employed","(0) in school","","","",""
"Never","2010","Not Employed","(1a) inadequately completed","","","",""
"Never","2010","Not Employed","(1b) general elementary school","","","",""
"Never","2010","Not Employed","(1c) basic vocational qualification","","","",""
"Never","2010","Not Employed","(2b) intermediate general qualification","","","",""
"Never","2010","Not Employed","(2a) intermediate vocational","","","",""
"Never","2010","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","2010","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","Not Employed","(3a) lower tertiary education","","","",""
"Never","2010","Not Employed","(3b) higher tertiary education","","","",""
"Never","2010","Employed","(0) in school","","","",""
"Never","2010","Employed","(1a) inadequately completed","","","",""
"Never","2010","Employed","(1b) general elementary school","","","",""
"Never","2010","Employed","(1c) basic vocational qualification","","","",""
"Never","2010","Employed","(2b) intermediate general qualification","","","",""
"Never","2010","Employed","(2a) intermediate vocational","","","",""
"Never","2010","Employed","(2c_gen) general maturity certificate","","","",""
"Never","2010","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","2010","Employed","(3a) lower tertiary education","","","",""
"Never","2010","Employed","(3b) higher tertiary education","","","",""
"Very often","2011","Not Employed","(0) in school","","","",""
