"pld0043","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Sometimes","2007","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2007","Not Working","Single parent ","","","",""
"Sometimes","2007","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2007","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2007","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2007","Full Time","1-pers.-HH","","","",""
"Rarely","2007","Full Time","(Married) couple without C. ","","","",""
"Rarely","2007","Full Time","Single parent ","","","",""
"Rarely","2007","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2007","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2007","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2007","Part Time","1-pers.-HH","","","",""
"Rarely","2007","Part Time","(Married) couple without C. ","","","",""
"Rarely","2007","Part Time","Single parent ","","","",""
"Rarely","2007","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2007","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2007","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2007","Not Working","1-pers.-HH","","","",""
"Rarely","2007","Not Working","(Married) couple without C. ","","","",""
"Rarely","2007","Not Working","Single parent ","","","",""
"Rarely","2007","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2007","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2007","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2007","Full Time","1-pers.-HH","","","",""
"Never","2007","Full Time","(Married) couple without C. ","","","",""
"Never","2007","Full Time","Single parent ","","","",""
"Never","2007","Full Time","Couple + C. LE 16 ","","","",""
"Never","2007","Full Time","Couple + C. GT 16 ","","","",""
"Never","2007","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2007","Part Time","1-pers.-HH","","","",""
"Never","2007","Part Time","(Married) couple without C. ","","","",""
"Never","2007","Part Time","Single parent ","","","",""
"Never","2007","Part Time","Couple + C. LE 16 ","","","",""
"Never","2007","Part Time","Couple + C. GT 16 ","","","",""
"Never","2007","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2007","Not Working","1-pers.-HH","","","",""
"Never","2007","Not Working","(Married) couple without C. ","","","",""
"Never","2007","Not Working","Single parent ","","","",""
"Never","2007","Not Working","Couple + C. LE 16 ","","","",""
"Never","2007","Not Working","Couple + C. GT 16 ","","","",""
"Never","2007","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2008","Full Time","1-pers.-HH","47","0.0420317469899818","0.0299176216002042","0.0541458723797594"
"Very often","2008","Full Time","(Married) couple without C. ","79","0.0296838950949639","0.0227987241236025","0.0365690660663252"
"Very often","2008","Full Time","Single parent ","8","","",""
"Very often","2008","Full Time","Couple + C. LE 16 ","44","0.0248010162239667","0.0171058504966342","0.0324961819512992"
"Very often","2008","Full Time","Couple + C. GT 16 ","45","0.0340257135696767","0.0249146329850229","0.0431367941543305"
"Very often","2008","Full Time","Couple + C. LE and GT 16","13","","",""
"Very often","2008","Part Time","1-pers.-HH","25","","",""
"Very often","2008","Part Time","(Married) couple without C. ","30","0.0369603981869825","0.0256928186276756","0.0482279777462893"
"Very often","2008","Part Time","Single parent ","10","","",""
"Very often","2008","Part Time","Couple + C. LE 16 ","57","0.0590006278232461","0.0453347346221837","0.0726665210243084"
"Very often","2008","Part Time","Couple + C. GT 16 ","39","0.0499734368463552","0.035754002979727","0.0641928707129833"
"Very often","2008","Part Time","Couple + C. LE and GT 16","16","","",""
"Very often","2008","Not Working","1-pers.-HH","33","0.0212175630368113","0.0139561780741544","0.0284789479994682"
"Very often","2008","Not Working","(Married) couple without C. ","50","0.0112738932980877","0.00783745024037157","0.0147103363558039"
"Very often","2008","Not Working","Single parent ","16","","",""
"Very often","2008","Not Working","Couple + C. LE 16 ","26","","",""
"Very often","2008","Not Working","Couple + C. GT 16 ","39","0.0332414547083187","0.0216701680980768","0.0448127413185605"
"Very often","2008","Not Working","Couple + C. LE and GT 16","24","","",""
"Often","2008","Full Time","1-pers.-HH","232","0.20452275750862","0.180171999480891","0.228873515536348"
"Often","2008","Full Time","(Married) couple without C. ","368","0.160844536031905","0.14593987736452","0.175749194699289"
"Often","2008","Full Time","Single parent ","75","0.219191449695239","0.175282304122131","0.263100595268347"
"Often","2008","Full Time","Couple + C. LE 16 ","268","0.179255048063511","0.160275912548495","0.198234183578527"
"Often","2008","Full Time","Couple + C. GT 16 ","259","0.172475173140799","0.15348900621668","0.191461340064919"
"Often","2008","Full Time","Couple + C. LE and GT 16","83","0.134461519727631","0.105307568897888","0.163615470557374"
"Often","2008","Part Time","1-pers.-HH","107","0.244525357467574","0.204989418124992","0.284061296810155"
"Often","2008","Part Time","(Married) couple without C. ","191","0.146071175233978","0.124978418791103","0.167163931676853"
"Often","2008","Part Time","Single parent ","84","0.222871722102283","0.180176871392025","0.26556657281254"
"Often","2008","Part Time","Couple + C. LE 16 ","233","0.201695021859735","0.178422307056526","0.224967736662945"
"Often","2008","Part Time","Couple + C. GT 16 ","190","0.206113895455739","0.179715498313783","0.232512292597696"
"Often","2008","Part Time","Couple + C. LE and GT 16","67","0.166956501162154","0.12945990893781","0.204453093386499"
"Often","2008","Not Working","1-pers.-HH","143","0.0909808061686359","0.0764900835230798","0.105471528814192"
"Often","2008","Not Working","(Married) couple without C. ","282","0.0700080055746757","0.0617028523582181","0.0783131587911334"
"Often","2008","Not Working","Single parent ","68","0.175143053256775","0.136724593902524","0.213561512611027"
"Often","2008","Not Working","Couple + C. LE 16 ","80","0.139657958071109","0.109152632128136","0.170163284014082"
"Often","2008","Not Working","Couple + C. GT 16 ","166","0.162776965097276","0.138948301376665","0.186605628817887"
"Often","2008","Not Working","Couple + C. LE and GT 16","69","0.215398957734883","0.168956939747292","0.261840975722474"
"Sometimes","2008","Full Time","1-pers.-HH","401","0.383408925772596","0.354055586660618","0.412762264884573"
"Sometimes","2008","Full Time","(Married) couple without C. ","848","0.363963115711572","0.344443669010584","0.383482562412559"
"Sometimes","2008","Full Time","Single parent ","127","0.337614056970722","0.28742180106935","0.387806312872093"
"Sometimes","2008","Full Time","Couple + C. LE 16 ","604","0.356728612559263","0.333025645725071","0.380431579393454"
"Sometimes","2008","Full Time","Couple + C. GT 16 ","580","0.3780937596016","0.353724311371774","0.402463207831427"
"Sometimes","2008","Full Time","Couple + C. LE and GT 16","208","0.414788539978018","0.372684380255648","0.456892699700389"
"Sometimes","2008","Part Time","1-pers.-HH","158","0.311590806382449","0.268988234981673","0.354193377783226"
"Sometimes","2008","Part Time","(Married) couple without C. ","378","0.336447935897873","0.308229257128512","0.364666614667233"
"Sometimes","2008","Part Time","Single parent ","149","0.42183208194087","0.371168200733187","0.472495963148552"
"Sometimes","2008","Part Time","Couple + C. LE 16 ","449","0.384251073912979","0.356039688406814","0.412462459419143"
"Sometimes","2008","Part Time","Couple + C. GT 16 ","347","0.366248298942494","0.334807599468529","0.397688998416458"
"Sometimes","2008","Part Time","Couple + C. LE and GT 16","172","0.463425050105477","0.413287715499097","0.513562384711856"
"Sometimes","2008","Not Working","1-pers.-HH","377","0.258134382508482","0.236084099074606","0.280184665942359"
"Sometimes","2008","Not Working","(Married) couple without C. ","982","0.272551186416024","0.258058147794735","0.287044225037314"
"Sometimes","2008","Not Working","Single parent ","110","0.334678375941533","0.286982172131342","0.382374579751723"
"Sometimes","2008","Not Working","Couple + C. LE 16 ","167","0.32292279041266","0.281772235224385","0.364073345600936"
"Sometimes","2008","Not Working","Couple + C. GT 16 ","297","0.343595190973296","0.312940845615233","0.374249536331359"
"Sometimes","2008","Not Working","Couple + C. LE and GT 16","119","0.382959423160833","0.328043525684768","0.437875320636897"
"Rarely","2008","Full Time","1-pers.-HH","273","0.255638620832666","0.229303644374715","0.281973597290617"
"Rarely","2008","Full Time","(Married) couple without C. ","760","0.329992272909166","0.310916178806941","0.349068367011392"
"Rarely","2008","Full Time","Single parent ","91","0.287465967817306","0.23942995785733","0.335501977777283"
"Rarely","2008","Full Time","Couple + C. LE 16 ","500","0.32704719143547","0.303834038312758","0.350260344558182"
"Rarely","2008","Full Time","Couple + C. GT 16 ","477","0.27801332596739","0.255497862994658","0.300528788940122"
"Rarely","2008","Full Time","Couple + C. LE and GT 16","161","0.335602177649632","0.295248631595934","0.37595572370333"
"Rarely","2008","Part Time","1-pers.-HH","107","0.243037706068337","0.203583426582452","0.282491985554222"
"Rarely","2008","Part Time","(Married) couple without C. ","322","0.32468263166231","0.296717058305033","0.352648205019587"
"Rarely","2008","Part Time","Single parent ","79","0.203017041531602","0.161751036790481","0.244283046272723"
"Rarely","2008","Part Time","Couple + C. LE 16 ","303","0.264908778395099","0.239315033767901","0.290502523022298"
"Rarely","2008","Part Time","Couple + C. GT 16 ","234","0.273924396579401","0.244820502491127","0.303028290667674"
"Rarely","2008","Part Time","Couple + C. LE and GT 16","94","0.264847480695149","0.220482229919566","0.309212731470733"
"Rarely","2008","Not Working","1-pers.-HH","382","0.251389217852933","0.229530232989569","0.273248202716296"
"Rarely","2008","Not Working","(Married) couple without C. ","1232","0.339818262186112","0.324401637430043","0.355234886942181"
"Rarely","2008","Not Working","Single parent ","96","0.250737002286496","0.206926268627895","0.294547735945097"
"Rarely","2008","Not Working","Couple + C. LE 16 ","141","0.326683565593492","0.285409190772849","0.367957940414136"
"Rarely","2008","Not Working","Couple + C. GT 16 ","266","0.283121988953823","0.254042145752131","0.312201832155515"
"Rarely","2008","Not Working","Couple + C. LE and GT 16","69","0.255063876230202","0.205820384697341","0.304307367763063"
"Never","2008","Full Time","1-pers.-HH","101","0.114397948896137","0.0951822488276","0.133613648964675"
"Never","2008","Full Time","(Married) couple without C. ","279","0.115516180252393","0.102548448407069","0.128483912097718"
"Never","2008","Full Time","Single parent ","40","0.141841927230149","0.104811658871167","0.178872195589132"
"Never","2008","Full Time","Couple + C. LE 16 ","153","0.11216813171779","0.09655332088668","0.1277829425489"
"Never","2008","Full Time","Couple + C. GT 16 ","160","0.137392027720534","0.12009103655416","0.154693018886908"
"Never","2008","Full Time","Couple + C. LE and GT 16","61","0.089330893421487","0.0649563572797338","0.11370542956324"
"Never","2008","Part Time","1-pers.-HH","57","0.146156290335147","0.11366117281477","0.178651407855524"
"Never","2008","Part Time","(Married) couple without C. ","156","0.155837859018857","0.134176302441113","0.177499415596601"
"Never","2008","Part Time","Single parent ","43","0.12354374047919","0.0897857057693372","0.157301775189044"
"Never","2008","Part Time","Couple + C. LE 16 ","100","0.0901444980089407","0.07353445089988","0.106754545118001"
"Never","2008","Part Time","Couple + C. GT 16 ","92","0.103739972176011","0.0838408050395908","0.123639139312431"
"Never","2008","Part Time","Couple + C. LE and GT 16","31","0.0742646052366743","0.0479018580049954","0.100627352468353"
"Never","2008","Not Working","1-pers.-HH","578","0.378278030433138","0.353841907930854","0.402714152935421"
"Never","2008","Not Working","(Married) couple without C. ","1080","0.3063486525251","0.29134445421806","0.321352850832141"
"Never","2008","Not Working","Single parent ","86","0.209218844926392","0.168105508296829","0.250332181555956"
"Never","2008","Not Working","Couple + C. LE 16 ","82","0.170180695134069","0.137109174339003","0.203252215929136"
"Never","2008","Not Working","Couple + C. GT 16 ","154","0.177264400267287","0.152614024832414","0.201914775702159"
"Never","2008","Not Working","Couple + C. LE and GT 16","20","","",""
"Very often","2009","Full Time","1-pers.-HH","","","",""
"Very often","2009","Full Time","(Married) couple without C. ","","","",""
"Very often","2009","Full Time","Single parent ","","","",""
"Very often","2009","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2009","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2009","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2009","Part Time","1-pers.-HH","","","",""
"Very often","2009","Part Time","(Married) couple without C. ","","","",""
"Very often","2009","Part Time","Single parent ","","","",""
"Very often","2009","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2009","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2009","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2009","Not Working","1-pers.-HH","","","",""
"Very often","2009","Not Working","(Married) couple without C. ","","","",""
"Very often","2009","Not Working","Single parent ","","","",""
"Very often","2009","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2009","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2009","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2009","Full Time","1-pers.-HH","","","",""
"Often","2009","Full Time","(Married) couple without C. ","","","",""
"Often","2009","Full Time","Single parent ","","","",""
"Often","2009","Full Time","Couple + C. LE 16 ","","","",""
"Often","2009","Full Time","Couple + C. GT 16 ","","","",""
"Often","2009","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2009","Part Time","1-pers.-HH","","","",""
"Often","2009","Part Time","(Married) couple without C. ","","","",""
"Often","2009","Part Time","Single parent ","","","",""
"Often","2009","Part Time","Couple + C. LE 16 ","","","",""
"Often","2009","Part Time","Couple + C. GT 16 ","","","",""
"Often","2009","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2009","Not Working","1-pers.-HH","","","",""
"Often","2009","Not Working","(Married) couple without C. ","","","",""
"Often","2009","Not Working","Single parent ","","","",""
"Often","2009","Not Working","Couple + C. LE 16 ","","","",""
"Often","2009","Not Working","Couple + C. GT 16 ","","","",""
"Often","2009","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2009","Full Time","1-pers.-HH","","","",""
"Sometimes","2009","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2009","Full Time","Single parent ","","","",""
"Sometimes","2009","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2009","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2009","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2009","Part Time","1-pers.-HH","","","",""
"Sometimes","2009","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2009","Part Time","Single parent ","","","",""
"Sometimes","2009","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2009","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2009","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2009","Not Working","1-pers.-HH","","","",""
"Sometimes","2009","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2009","Not Working","Single parent ","","","",""
"Sometimes","2009","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2009","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2009","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2009","Full Time","1-pers.-HH","","","",""
"Rarely","2009","Full Time","(Married) couple without C. ","","","",""
"Rarely","2009","Full Time","Single parent ","","","",""
"Rarely","2009","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2009","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2009","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2009","Part Time","1-pers.-HH","","","",""
"Rarely","2009","Part Time","(Married) couple without C. ","","","",""
"Rarely","2009","Part Time","Single parent ","","","",""
"Rarely","2009","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2009","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2009","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2009","Not Working","1-pers.-HH","","","",""
"Rarely","2009","Not Working","(Married) couple without C. ","","","",""
"Rarely","2009","Not Working","Single parent ","","","",""
"Rarely","2009","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2009","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2009","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2009","Full Time","1-pers.-HH","","","",""
"Never","2009","Full Time","(Married) couple without C. ","","","",""
"Never","2009","Full Time","Single parent ","","","",""
"Never","2009","Full Time","Couple + C. LE 16 ","","","",""
"Never","2009","Full Time","Couple + C. GT 16 ","","","",""
"Never","2009","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2009","Part Time","1-pers.-HH","","","",""
"Never","2009","Part Time","(Married) couple without C. ","","","",""
"Never","2009","Part Time","Single parent ","","","",""
"Never","2009","Part Time","Couple + C. LE 16 ","","","",""
"Never","2009","Part Time","Couple + C. GT 16 ","","","",""
"Never","2009","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2009","Not Working","1-pers.-HH","","","",""
"Never","2009","Not Working","(Married) couple without C. ","","","",""
"Never","2009","Not Working","Single parent ","","","",""
"Never","2009","Not Working","Couple + C. LE 16 ","","","",""
"Never","2009","Not Working","Couple + C. GT 16 ","","","",""
"Never","2009","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2010","Full Time","1-pers.-HH","","","",""
"Very often","2010","Full Time","(Married) couple without C. ","","","",""
"Very often","2010","Full Time","Single parent ","","","",""
"Very often","2010","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2010","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2010","Part Time","1-pers.-HH","","","",""
"Very often","2010","Part Time","(Married) couple without C. ","","","",""
"Very often","2010","Part Time","Single parent ","","","",""
"Very often","2010","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2010","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2010","Not Working","1-pers.-HH","","","",""
"Very often","2010","Not Working","(Married) couple without C. ","","","",""
"Very often","2010","Not Working","Single parent ","","","",""
"Very often","2010","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2010","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2010","Full Time","1-pers.-HH","","","",""
"Often","2010","Full Time","(Married) couple without C. ","","","",""
"Often","2010","Full Time","Single parent ","","","",""
"Often","2010","Full Time","Couple + C. LE 16 ","","","",""
"Often","2010","Full Time","Couple + C. GT 16 ","","","",""
"Often","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2010","Part Time","1-pers.-HH","","","",""
"Often","2010","Part Time","(Married) couple without C. ","","","",""
"Often","2010","Part Time","Single parent ","","","",""
"Often","2010","Part Time","Couple + C. LE 16 ","","","",""
"Often","2010","Part Time","Couple + C. GT 16 ","","","",""
"Often","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2010","Not Working","1-pers.-HH","","","",""
"Often","2010","Not Working","(Married) couple without C. ","","","",""
"Often","2010","Not Working","Single parent ","","","",""
"Often","2010","Not Working","Couple + C. LE 16 ","","","",""
"Often","2010","Not Working","Couple + C. GT 16 ","","","",""
"Often","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2010","Full Time","1-pers.-HH","","","",""
"Sometimes","2010","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2010","Full Time","Single parent ","","","",""
"Sometimes","2010","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2010","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2010","Part Time","1-pers.-HH","","","",""
"Sometimes","2010","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2010","Part Time","Single parent ","","","",""
"Sometimes","2010","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2010","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2010","Not Working","1-pers.-HH","","","",""
"Sometimes","2010","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2010","Not Working","Single parent ","","","",""
"Sometimes","2010","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2010","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2010","Full Time","1-pers.-HH","","","",""
"Rarely","2010","Full Time","(Married) couple without C. ","","","",""
"Rarely","2010","Full Time","Single parent ","","","",""
"Rarely","2010","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2010","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2010","Part Time","1-pers.-HH","","","",""
"Rarely","2010","Part Time","(Married) couple without C. ","","","",""
"Rarely","2010","Part Time","Single parent ","","","",""
"Rarely","2010","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2010","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2010","Not Working","1-pers.-HH","","","",""
"Rarely","2010","Not Working","(Married) couple without C. ","","","",""
"Rarely","2010","Not Working","Single parent ","","","",""
"Rarely","2010","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2010","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2010","Full Time","1-pers.-HH","","","",""
"Never","2010","Full Time","(Married) couple without C. ","","","",""
"Never","2010","Full Time","Single parent ","","","",""
"Never","2010","Full Time","Couple + C. LE 16 ","","","",""
"Never","2010","Full Time","Couple + C. GT 16 ","","","",""
"Never","2010","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2010","Part Time","1-pers.-HH","","","",""
"Never","2010","Part Time","(Married) couple without C. ","","","",""
"Never","2010","Part Time","Single parent ","","","",""
"Never","2010","Part Time","Couple + C. LE 16 ","","","",""
"Never","2010","Part Time","Couple + C. GT 16 ","","","",""
"Never","2010","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2010","Not Working","1-pers.-HH","","","",""
"Never","2010","Not Working","(Married) couple without C. ","","","",""
"Never","2010","Not Working","Single parent ","","","",""
"Never","2010","Not Working","Couple + C. LE 16 ","","","",""
"Never","2010","Not Working","Couple + C. GT 16 ","","","",""
"Never","2010","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2011","Full Time","1-pers.-HH","","","",""
"Very often","2011","Full Time","(Married) couple without C. ","","","",""
"Very often","2011","Full Time","Single parent ","","","",""
"Very often","2011","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2011","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2011","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2011","Part Time","1-pers.-HH","","","",""
"Very often","2011","Part Time","(Married) couple without C. ","","","",""
"Very often","2011","Part Time","Single parent ","","","",""
"Very often","2011","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2011","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2011","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2011","Not Working","1-pers.-HH","","","",""
"Very often","2011","Not Working","(Married) couple without C. ","","","",""
"Very often","2011","Not Working","Single parent ","","","",""
"Very often","2011","Not Working","Couple + C. LE 16 ","","","",""
"Very often","2011","Not Working","Couple + C. GT 16 ","","","",""
"Very often","2011","Not Working","Couple + C. LE and GT 16","","","",""
"Often","2011","Full Time","1-pers.-HH","","","",""
"Often","2011","Full Time","(Married) couple without C. ","","","",""
"Often","2011","Full Time","Single parent ","","","",""
"Often","2011","Full Time","Couple + C. LE 16 ","","","",""
"Often","2011","Full Time","Couple + C. GT 16 ","","","",""
"Often","2011","Full Time","Couple + C. LE and GT 16","","","",""
"Often","2011","Part Time","1-pers.-HH","","","",""
"Often","2011","Part Time","(Married) couple without C. ","","","",""
"Often","2011","Part Time","Single parent ","","","",""
"Often","2011","Part Time","Couple + C. LE 16 ","","","",""
"Often","2011","Part Time","Couple + C. GT 16 ","","","",""
"Often","2011","Part Time","Couple + C. LE and GT 16","","","",""
"Often","2011","Not Working","1-pers.-HH","","","",""
"Often","2011","Not Working","(Married) couple without C. ","","","",""
"Often","2011","Not Working","Single parent ","","","",""
"Often","2011","Not Working","Couple + C. LE 16 ","","","",""
"Often","2011","Not Working","Couple + C. GT 16 ","","","",""
"Often","2011","Not Working","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","Full Time","1-pers.-HH","","","",""
"Sometimes","2011","Full Time","(Married) couple without C. ","","","",""
"Sometimes","2011","Full Time","Single parent ","","","",""
"Sometimes","2011","Full Time","Couple + C. LE 16 ","","","",""
"Sometimes","2011","Full Time","Couple + C. GT 16 ","","","",""
"Sometimes","2011","Full Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","Part Time","1-pers.-HH","","","",""
"Sometimes","2011","Part Time","(Married) couple without C. ","","","",""
"Sometimes","2011","Part Time","Single parent ","","","",""
"Sometimes","2011","Part Time","Couple + C. LE 16 ","","","",""
"Sometimes","2011","Part Time","Couple + C. GT 16 ","","","",""
"Sometimes","2011","Part Time","Couple + C. LE and GT 16","","","",""
"Sometimes","2011","Not Working","1-pers.-HH","","","",""
"Sometimes","2011","Not Working","(Married) couple without C. ","","","",""
"Sometimes","2011","Not Working","Single parent ","","","",""
"Sometimes","2011","Not Working","Couple + C. LE 16 ","","","",""
"Sometimes","2011","Not Working","Couple + C. GT 16 ","","","",""
"Sometimes","2011","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2011","Full Time","1-pers.-HH","","","",""
"Rarely","2011","Full Time","(Married) couple without C. ","","","",""
"Rarely","2011","Full Time","Single parent ","","","",""
"Rarely","2011","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2011","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2011","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2011","Part Time","1-pers.-HH","","","",""
"Rarely","2011","Part Time","(Married) couple without C. ","","","",""
"Rarely","2011","Part Time","Single parent ","","","",""
"Rarely","2011","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2011","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2011","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2011","Not Working","1-pers.-HH","","","",""
"Rarely","2011","Not Working","(Married) couple without C. ","","","",""
"Rarely","2011","Not Working","Single parent ","","","",""
"Rarely","2011","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2011","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2011","Not Working","Couple + C. LE and GT 16","","","",""
"Never","2011","Full Time","1-pers.-HH","","","",""
"Never","2011","Full Time","(Married) couple without C. ","","","",""
"Never","2011","Full Time","Single parent ","","","",""
"Never","2011","Full Time","Couple + C. LE 16 ","","","",""
"Never","2011","Full Time","Couple + C. GT 16 ","","","",""
"Never","2011","Full Time","Couple + C. LE and GT 16","","","",""
"Never","2011","Part Time","1-pers.-HH","","","",""
"Never","2011","Part Time","(Married) couple without C. ","","","",""
"Never","2011","Part Time","Single parent ","","","",""
"Never","2011","Part Time","Couple + C. LE 16 ","","","",""
"Never","2011","Part Time","Couple + C. GT 16 ","","","",""
"Never","2011","Part Time","Couple + C. LE and GT 16","","","",""
"Never","2011","Not Working","1-pers.-HH","","","",""
"Never","2011","Not Working","(Married) couple without C. ","","","",""
"Never","2011","Not Working","Single parent ","","","",""
"Never","2011","Not Working","Couple + C. LE 16 ","","","",""
"Never","2011","Not Working","Couple + C. GT 16 ","","","",""
"Never","2011","Not Working","Couple + C. LE and GT 16","","","",""
"Very often","2012","Full Time","1-pers.-HH","","","",""
"Very often","2012","Full Time","(Married) couple without C. ","","","",""
"Very often","2012","Full Time","Single parent ","","","",""
"Very often","2012","Full Time","Couple + C. LE 16 ","","","",""
"Very often","2012","Full Time","Couple + C. GT 16 ","","","",""
"Very often","2012","Full Time","Couple + C. LE and GT 16","","","",""
"Very often","2012","Part Time","1-pers.-HH","","","",""
"Very often","2012","Part Time","(Married) couple without C. ","","","",""
"Very often","2012","Part Time","Single parent ","","","",""
"Very often","2012","Part Time","Couple + C. LE 16 ","","","",""
"Very often","2012","Part Time","Couple + C. GT 16 ","","","",""
"Very often","2012","Part Time","Couple + C. LE and GT 16","","","",""
"Very often","2012","Not Working","1-pers.-HH","","","",""
"Very often","2012","Not Working","(Married) couple without C. ","","","",""
