"pld0043","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Rarely","2008","Saxony","Not Employed","167","0.310014275616692","0.271501563104938","0.348526988128446"
"Rarely","2008","Saxony","Employed","268","0.3213940469994","0.290432680419551","0.352355413579249"
"Rarely","2008","Saxony-Anhalt","Not Employed","114","0.323417195060513","0.272716227668591","0.374118162452434"
"Rarely","2008","Saxony-Anhalt","Employed","143","0.283419252276736","0.243435327482865","0.323403177070607"
"Rarely","2008","Thuringia","Not Employed","120","0.311019908865417","0.264720024106638","0.357319793624196"
"Rarely","2008","Thuringia","Employed","167","0.358547953351202","0.316300434049681","0.400795472652724"
"Never","2008","Schleswig-Holstein","Not Employed","71","0.282077602255823","0.225144411613758","0.339010792897887"
"Never","2008","Schleswig-Holstein","Employed","37","0.0902468000433864","0.0586043199247908","0.121889280161982"
"Never","2008","Hamburg","Not Employed","37","0.336826642250709","0.250819236208839","0.422834048292578"
"Never","2008","Hamburg","Employed","11","","",""
"Never","2008","Lower Saxony","Not Employed","170","0.242093937955746","0.209803466137869","0.274384409773623"
"Never","2008","Lower Saxony","Employed","118","0.124980991465948","0.105101183480911","0.144860799450984"
"Never","2008","Bremen","Not Employed","12","","",""
"Never","2008","Bremen","Employed","4","","",""
"Never","2008","North Rhine-Westphalia","Not Employed","459","0.323918050425703","0.300499896477734","0.347336204373672"
"Never","2008","North Rhine-Westphalia","Employed","280","0.12501062810293","0.111784386640754","0.138236869565106"
"Never","2008","Hesse","Not Employed","137","0.329542326667898","0.285672079535706","0.373412573800089"
"Never","2008","Hesse","Employed","69","0.0817787737463964","0.0634962286128524","0.10006131887994"
"Never","2008","Rhineland-Palatinate,Saarland","Not Employed","139","0.33000349235658","0.28508733645788","0.37491964825528"
"Never","2008","Rhineland-Palatinate,Saarland","Employed","95","0.138117619730055","0.111715140165142","0.164520099294969"
"Never","2008","Baden-Württemberg","Not Employed","204","0.262594148932966","0.23342067234603","0.291767625519902"
"Never","2008","Baden-Württemberg","Employed","126","0.105587258190096","0.0899834823799546","0.121191034000237"
"Never","2008","Bavaria","Not Employed","276","0.336867574576584","0.306922744078771","0.366812405074398"
"Never","2008","Bavaria","Employed","203","0.137720226904389","0.121756123223642","0.153684330585136"
"Never","2008","Berlin","Not Employed","64","0.265335030381303","0.210823323354167","0.319846737408439"
"Never","2008","Berlin","Employed","54","0.121878480260816","0.0921438570321333","0.151613103489498"
"Never","2008","Brandenburg","Not Employed","97","0.243058562159513","0.199703404367043","0.286413719951984"
"Never","2008","Brandenburg","Employed","68","0.143459951959058","0.110890739081537","0.176029164836579"
"Never","2008","Mecklenburg-Western Pomerania","Not Employed","54","0.268748913215049","0.207156364818036","0.330341461612062"
"Never","2008","Mecklenburg-Western Pomerania","Employed","29","","",""
"Never","2008","Saxony","Not Employed","142","0.248121632280005","0.212155037794276","0.284088226765734"
"Never","2008","Saxony","Employed","96","0.0979934718620555","0.0782830559970457","0.117703887727065"
"Never","2008","Saxony-Anhalt","Not Employed","79","0.254155047825865","0.206965277680854","0.301344817970876"
"Never","2008","Saxony-Anhalt","Employed","56","0.146743895583225","0.115349082332369","0.178138708834081"
"Never","2008","Thuringia","Not Employed","132","0.352990234957551","0.305191187486753","0.400789282428348"
"Never","2008","Thuringia","Employed","54","0.108105812029381","0.080751444349666","0.135460179709095"
"Very often","2009","Schleswig-Holstein","Not Employed","","","",""
"Very often","2009","Schleswig-Holstein","Employed","","","",""
"Very often","2009","Hamburg","Not Employed","","","",""
"Very often","2009","Hamburg","Employed","","","",""
"Very often","2009","Lower Saxony","Not Employed","","","",""
"Very often","2009","Lower Saxony","Employed","","","",""
"Very often","2009","Bremen","Not Employed","","","",""
"Very often","2009","Bremen","Employed","","","",""
"Very often","2009","North Rhine-Westphalia","Not Employed","","","",""
"Very often","2009","North Rhine-Westphalia","Employed","","","",""
"Very often","2009","Hesse","Not Employed","","","",""
"Very often","2009","Hesse","Employed","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very often","2009","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very often","2009","Baden-Württemberg","Not Employed","","","",""
"Very often","2009","Baden-Württemberg","Employed","","","",""
"Very often","2009","Bavaria","Not Employed","","","",""
"Very often","2009","Bavaria","Employed","","","",""
"Very often","2009","Berlin","Not Employed","","","",""
"Very often","2009","Berlin","Employed","","","",""
"Very often","2009","Brandenburg","Not Employed","","","",""
"Very often","2009","Brandenburg","Employed","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very often","2009","Mecklenburg-Western Pomerania","Employed","","","",""
"Very often","2009","Saxony","Not Employed","","","",""
"Very often","2009","Saxony","Employed","","","",""
"Very often","2009","Saxony-Anhalt","Not Employed","","","",""
"Very often","2009","Saxony-Anhalt","Employed","","","",""
"Very often","2009","Thuringia","Not Employed","","","",""
"Very often","2009","Thuringia","Employed","","","",""
"Often","2009","Schleswig-Holstein","Not Employed","","","",""
"Often","2009","Schleswig-Holstein","Employed","","","",""
"Often","2009","Hamburg","Not Employed","","","",""
"Often","2009","Hamburg","Employed","","","",""
"Often","2009","Lower Saxony","Not Employed","","","",""
"Often","2009","Lower Saxony","Employed","","","",""
"Often","2009","Bremen","Not Employed","","","",""
"Often","2009","Bremen","Employed","","","",""
"Often","2009","North Rhine-Westphalia","Not Employed","","","",""
"Often","2009","North Rhine-Westphalia","Employed","","","",""
"Often","2009","Hesse","Not Employed","","","",""
"Often","2009","Hesse","Employed","","","",""
"Often","2009","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Often","2009","Rhineland-Palatinate,Saarland","Employed","","","",""
"Often","2009","Baden-Württemberg","Not Employed","","","",""
"Often","2009","Baden-Württemberg","Employed","","","",""
"Often","2009","Bavaria","Not Employed","","","",""
"Often","2009","Bavaria","Employed","","","",""
"Often","2009","Berlin","Not Employed","","","",""
"Often","2009","Berlin","Employed","","","",""
"Often","2009","Brandenburg","Not Employed","","","",""
"Often","2009","Brandenburg","Employed","","","",""
"Often","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Often","2009","Mecklenburg-Western Pomerania","Employed","","","",""
"Often","2009","Saxony","Not Employed","","","",""
"Often","2009","Saxony","Employed","","","",""
"Often","2009","Saxony-Anhalt","Not Employed","","","",""
"Often","2009","Saxony-Anhalt","Employed","","","",""
"Often","2009","Thuringia","Not Employed","","","",""
"Often","2009","Thuringia","Employed","","","",""
"Sometimes","2009","Schleswig-Holstein","Not Employed","","","",""
"Sometimes","2009","Schleswig-Holstein","Employed","","","",""
"Sometimes","2009","Hamburg","Not Employed","","","",""
"Sometimes","2009","Hamburg","Employed","","","",""
"Sometimes","2009","Lower Saxony","Not Employed","","","",""
"Sometimes","2009","Lower Saxony","Employed","","","",""
"Sometimes","2009","Bremen","Not Employed","","","",""
"Sometimes","2009","Bremen","Employed","","","",""
"Sometimes","2009","North Rhine-Westphalia","Not Employed","","","",""
"Sometimes","2009","North Rhine-Westphalia","Employed","","","",""
"Sometimes","2009","Hesse","Not Employed","","","",""
"Sometimes","2009","Hesse","Employed","","","",""
"Sometimes","2009","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Sometimes","2009","Rhineland-Palatinate,Saarland","Employed","","","",""
"Sometimes","2009","Baden-Württemberg","Not Employed","","","",""
"Sometimes","2009","Baden-Württemberg","Employed","","","",""
"Sometimes","2009","Bavaria","Not Employed","","","",""
"Sometimes","2009","Bavaria","Employed","","","",""
"Sometimes","2009","Berlin","Not Employed","","","",""
"Sometimes","2009","Berlin","Employed","","","",""
"Sometimes","2009","Brandenburg","Not Employed","","","",""
"Sometimes","2009","Brandenburg","Employed","","","",""
"Sometimes","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Sometimes","2009","Mecklenburg-Western Pomerania","Employed","","","",""
"Sometimes","2009","Saxony","Not Employed","","","",""
"Sometimes","2009","Saxony","Employed","","","",""
"Sometimes","2009","Saxony-Anhalt","Not Employed","","","",""
"Sometimes","2009","Saxony-Anhalt","Employed","","","",""
"Sometimes","2009","Thuringia","Not Employed","","","",""
"Sometimes","2009","Thuringia","Employed","","","",""
"Rarely","2009","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2009","Schleswig-Holstein","Employed","","","",""
"Rarely","2009","Hamburg","Not Employed","","","",""
"Rarely","2009","Hamburg","Employed","","","",""
"Rarely","2009","Lower Saxony","Not Employed","","","",""
"Rarely","2009","Lower Saxony","Employed","","","",""
"Rarely","2009","Bremen","Not Employed","","","",""
"Rarely","2009","Bremen","Employed","","","",""
"Rarely","2009","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2009","North Rhine-Westphalia","Employed","","","",""
"Rarely","2009","Hesse","Not Employed","","","",""
"Rarely","2009","Hesse","Employed","","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2009","Baden-Württemberg","Not Employed","","","",""
"Rarely","2009","Baden-Württemberg","Employed","","","",""
"Rarely","2009","Bavaria","Not Employed","","","",""
"Rarely","2009","Bavaria","Employed","","","",""
"Rarely","2009","Berlin","Not Employed","","","",""
"Rarely","2009","Berlin","Employed","","","",""
"Rarely","2009","Brandenburg","Not Employed","","","",""
"Rarely","2009","Brandenburg","Employed","","","",""
"Rarely","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2009","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2009","Saxony","Not Employed","","","",""
"Rarely","2009","Saxony","Employed","","","",""
"Rarely","2009","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2009","Saxony-Anhalt","Employed","","","",""
"Rarely","2009","Thuringia","Not Employed","","","",""
"Rarely","2009","Thuringia","Employed","","","",""
"Never","2009","Schleswig-Holstein","Not Employed","","","",""
"Never","2009","Schleswig-Holstein","Employed","","","",""
"Never","2009","Hamburg","Not Employed","","","",""
"Never","2009","Hamburg","Employed","","","",""
"Never","2009","Lower Saxony","Not Employed","","","",""
"Never","2009","Lower Saxony","Employed","","","",""
"Never","2009","Bremen","Not Employed","","","",""
"Never","2009","Bremen","Employed","","","",""
"Never","2009","North Rhine-Westphalia","Not Employed","","","",""
"Never","2009","North Rhine-Westphalia","Employed","","","",""
"Never","2009","Hesse","Not Employed","","","",""
"Never","2009","Hesse","Employed","","","",""
"Never","2009","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2009","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2009","Baden-Württemberg","Not Employed","","","",""
"Never","2009","Baden-Württemberg","Employed","","","",""
"Never","2009","Bavaria","Not Employed","","","",""
"Never","2009","Bavaria","Employed","","","",""
"Never","2009","Berlin","Not Employed","","","",""
"Never","2009","Berlin","Employed","","","",""
"Never","2009","Brandenburg","Not Employed","","","",""
"Never","2009","Brandenburg","Employed","","","",""
"Never","2009","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2009","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2009","Saxony","Not Employed","","","",""
"Never","2009","Saxony","Employed","","","",""
"Never","2009","Saxony-Anhalt","Not Employed","","","",""
"Never","2009","Saxony-Anhalt","Employed","","","",""
"Never","2009","Thuringia","Not Employed","","","",""
"Never","2009","Thuringia","Employed","","","",""
"Very often","2010","Schleswig-Holstein","Not Employed","","","",""
"Very often","2010","Schleswig-Holstein","Employed","","","",""
"Very often","2010","Hamburg","Not Employed","","","",""
"Very often","2010","Hamburg","Employed","","","",""
"Very often","2010","Lower Saxony","Not Employed","","","",""
"Very often","2010","Lower Saxony","Employed","","","",""
"Very often","2010","Bremen","Not Employed","","","",""
"Very often","2010","Bremen","Employed","","","",""
"Very often","2010","North Rhine-Westphalia","Not Employed","","","",""
"Very often","2010","North Rhine-Westphalia","Employed","","","",""
"Very often","2010","Hesse","Not Employed","","","",""
"Very often","2010","Hesse","Employed","","","",""
"Very often","2010","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very often","2010","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very often","2010","Baden-Württemberg","Not Employed","","","",""
"Very often","2010","Baden-Württemberg","Employed","","","",""
"Very often","2010","Bavaria","Not Employed","","","",""
"Very often","2010","Bavaria","Employed","","","",""
"Very often","2010","Berlin","Not Employed","","","",""
"Very often","2010","Berlin","Employed","","","",""
"Very often","2010","Brandenburg","Not Employed","","","",""
"Very often","2010","Brandenburg","Employed","","","",""
"Very often","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very often","2010","Mecklenburg-Western Pomerania","Employed","","","",""
"Very often","2010","Saxony","Not Employed","","","",""
"Very often","2010","Saxony","Employed","","","",""
"Very often","2010","Saxony-Anhalt","Not Employed","","","",""
"Very often","2010","Saxony-Anhalt","Employed","","","",""
"Very often","2010","Thuringia","Not Employed","","","",""
"Very often","2010","Thuringia","Employed","","","",""
"Often","2010","Schleswig-Holstein","Not Employed","","","",""
"Often","2010","Schleswig-Holstein","Employed","","","",""
"Often","2010","Hamburg","Not Employed","","","",""
"Often","2010","Hamburg","Employed","","","",""
"Often","2010","Lower Saxony","Not Employed","","","",""
"Often","2010","Lower Saxony","Employed","","","",""
"Often","2010","Bremen","Not Employed","","","",""
"Often","2010","Bremen","Employed","","","",""
"Often","2010","North Rhine-Westphalia","Not Employed","","","",""
"Often","2010","North Rhine-Westphalia","Employed","","","",""
"Often","2010","Hesse","Not Employed","","","",""
"Often","2010","Hesse","Employed","","","",""
"Often","2010","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Often","2010","Rhineland-Palatinate,Saarland","Employed","","","",""
"Often","2010","Baden-Württemberg","Not Employed","","","",""
"Often","2010","Baden-Württemberg","Employed","","","",""
"Often","2010","Bavaria","Not Employed","","","",""
"Often","2010","Bavaria","Employed","","","",""
"Often","2010","Berlin","Not Employed","","","",""
"Often","2010","Berlin","Employed","","","",""
"Often","2010","Brandenburg","Not Employed","","","",""
"Often","2010","Brandenburg","Employed","","","",""
"Often","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Often","2010","Mecklenburg-Western Pomerania","Employed","","","",""
"Often","2010","Saxony","Not Employed","","","",""
"Often","2010","Saxony","Employed","","","",""
"Often","2010","Saxony-Anhalt","Not Employed","","","",""
"Often","2010","Saxony-Anhalt","Employed","","","",""
"Often","2010","Thuringia","Not Employed","","","",""
"Often","2010","Thuringia","Employed","","","",""
"Sometimes","2010","Schleswig-Holstein","Not Employed","","","",""
"Sometimes","2010","Schleswig-Holstein","Employed","","","",""
"Sometimes","2010","Hamburg","Not Employed","","","",""
"Sometimes","2010","Hamburg","Employed","","","",""
"Sometimes","2010","Lower Saxony","Not Employed","","","",""
"Sometimes","2010","Lower Saxony","Employed","","","",""
"Sometimes","2010","Bremen","Not Employed","","","",""
"Sometimes","2010","Bremen","Employed","","","",""
"Sometimes","2010","North Rhine-Westphalia","Not Employed","","","",""
"Sometimes","2010","North Rhine-Westphalia","Employed","","","",""
"Sometimes","2010","Hesse","Not Employed","","","",""
"Sometimes","2010","Hesse","Employed","","","",""
"Sometimes","2010","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Sometimes","2010","Rhineland-Palatinate,Saarland","Employed","","","",""
"Sometimes","2010","Baden-Württemberg","Not Employed","","","",""
"Sometimes","2010","Baden-Württemberg","Employed","","","",""
"Sometimes","2010","Bavaria","Not Employed","","","",""
"Sometimes","2010","Bavaria","Employed","","","",""
"Sometimes","2010","Berlin","Not Employed","","","",""
"Sometimes","2010","Berlin","Employed","","","",""
"Sometimes","2010","Brandenburg","Not Employed","","","",""
"Sometimes","2010","Brandenburg","Employed","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Sometimes","2010","Mecklenburg-Western Pomerania","Employed","","","",""
"Sometimes","2010","Saxony","Not Employed","","","",""
"Sometimes","2010","Saxony","Employed","","","",""
"Sometimes","2010","Saxony-Anhalt","Not Employed","","","",""
"Sometimes","2010","Saxony-Anhalt","Employed","","","",""
"Sometimes","2010","Thuringia","Not Employed","","","",""
"Sometimes","2010","Thuringia","Employed","","","",""
"Rarely","2010","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2010","Schleswig-Holstein","Employed","","","",""
"Rarely","2010","Hamburg","Not Employed","","","",""
"Rarely","2010","Hamburg","Employed","","","",""
"Rarely","2010","Lower Saxony","Not Employed","","","",""
"Rarely","2010","Lower Saxony","Employed","","","",""
"Rarely","2010","Bremen","Not Employed","","","",""
"Rarely","2010","Bremen","Employed","","","",""
"Rarely","2010","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2010","North Rhine-Westphalia","Employed","","","",""
"Rarely","2010","Hesse","Not Employed","","","",""
"Rarely","2010","Hesse","Employed","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2010","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2010","Baden-Württemberg","Not Employed","","","",""
"Rarely","2010","Baden-Württemberg","Employed","","","",""
"Rarely","2010","Bavaria","Not Employed","","","",""
"Rarely","2010","Bavaria","Employed","","","",""
"Rarely","2010","Berlin","Not Employed","","","",""
"Rarely","2010","Berlin","Employed","","","",""
"Rarely","2010","Brandenburg","Not Employed","","","",""
"Rarely","2010","Brandenburg","Employed","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2010","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2010","Saxony","Not Employed","","","",""
"Rarely","2010","Saxony","Employed","","","",""
"Rarely","2010","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2010","Saxony-Anhalt","Employed","","","",""
"Rarely","2010","Thuringia","Not Employed","","","",""
"Rarely","2010","Thuringia","Employed","","","",""
"Never","2010","Schleswig-Holstein","Not Employed","","","",""
"Never","2010","Schleswig-Holstein","Employed","","","",""
"Never","2010","Hamburg","Not Employed","","","",""
"Never","2010","Hamburg","Employed","","","",""
"Never","2010","Lower Saxony","Not Employed","","","",""
"Never","2010","Lower Saxony","Employed","","","",""
"Never","2010","Bremen","Not Employed","","","",""
"Never","2010","Bremen","Employed","","","",""
"Never","2010","North Rhine-Westphalia","Not Employed","","","",""
"Never","2010","North Rhine-Westphalia","Employed","","","",""
"Never","2010","Hesse","Not Employed","","","",""
"Never","2010","Hesse","Employed","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2010","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2010","Baden-Württemberg","Not Employed","","","",""
"Never","2010","Baden-Württemberg","Employed","","","",""
"Never","2010","Bavaria","Not Employed","","","",""
"Never","2010","Bavaria","Employed","","","",""
"Never","2010","Berlin","Not Employed","","","",""
"Never","2010","Berlin","Employed","","","",""
"Never","2010","Brandenburg","Not Employed","","","",""
"Never","2010","Brandenburg","Employed","","","",""
"Never","2010","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2010","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2010","Saxony","Not Employed","","","",""
"Never","2010","Saxony","Employed","","","",""
"Never","2010","Saxony-Anhalt","Not Employed","","","",""
"Never","2010","Saxony-Anhalt","Employed","","","",""
"Never","2010","Thuringia","Not Employed","","","",""
"Never","2010","Thuringia","Employed","","","",""
"Very often","2011","Schleswig-Holstein","Not Employed","","","",""
"Very often","2011","Schleswig-Holstein","Employed","","","",""
"Very often","2011","Hamburg","Not Employed","","","",""
"Very often","2011","Hamburg","Employed","","","",""
"Very often","2011","Lower Saxony","Not Employed","","","",""
"Very often","2011","Lower Saxony","Employed","","","",""
"Very often","2011","Bremen","Not Employed","","","",""
"Very often","2011","Bremen","Employed","","","",""
"Very often","2011","North Rhine-Westphalia","Not Employed","","","",""
"Very often","2011","North Rhine-Westphalia","Employed","","","",""
"Very often","2011","Hesse","Not Employed","","","",""
"Very often","2011","Hesse","Employed","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Very often","2011","Rhineland-Palatinate,Saarland","Employed","","","",""
"Very often","2011","Baden-Württemberg","Not Employed","","","",""
"Very often","2011","Baden-Württemberg","Employed","","","",""
"Very often","2011","Bavaria","Not Employed","","","",""
"Very often","2011","Bavaria","Employed","","","",""
"Very often","2011","Berlin","Not Employed","","","",""
"Very often","2011","Berlin","Employed","","","",""
"Very often","2011","Brandenburg","Not Employed","","","",""
"Very often","2011","Brandenburg","Employed","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very often","2011","Mecklenburg-Western Pomerania","Employed","","","",""
"Very often","2011","Saxony","Not Employed","","","",""
"Very often","2011","Saxony","Employed","","","",""
"Very often","2011","Saxony-Anhalt","Not Employed","","","",""
"Very often","2011","Saxony-Anhalt","Employed","","","",""
"Very often","2011","Thuringia","Not Employed","","","",""
"Very often","2011","Thuringia","Employed","","","",""
"Often","2011","Schleswig-Holstein","Not Employed","","","",""
"Often","2011","Schleswig-Holstein","Employed","","","",""
"Often","2011","Hamburg","Not Employed","","","",""
"Often","2011","Hamburg","Employed","","","",""
"Often","2011","Lower Saxony","Not Employed","","","",""
"Often","2011","Lower Saxony","Employed","","","",""
"Often","2011","Bremen","Not Employed","","","",""
"Often","2011","Bremen","Employed","","","",""
"Often","2011","North Rhine-Westphalia","Not Employed","","","",""
"Often","2011","North Rhine-Westphalia","Employed","","","",""
"Often","2011","Hesse","Not Employed","","","",""
"Often","2011","Hesse","Employed","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Often","2011","Rhineland-Palatinate,Saarland","Employed","","","",""
"Often","2011","Baden-Württemberg","Not Employed","","","",""
"Often","2011","Baden-Württemberg","Employed","","","",""
"Often","2011","Bavaria","Not Employed","","","",""
"Often","2011","Bavaria","Employed","","","",""
"Often","2011","Berlin","Not Employed","","","",""
"Often","2011","Berlin","Employed","","","",""
"Often","2011","Brandenburg","Not Employed","","","",""
"Often","2011","Brandenburg","Employed","","","",""
"Often","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Often","2011","Mecklenburg-Western Pomerania","Employed","","","",""
"Often","2011","Saxony","Not Employed","","","",""
"Often","2011","Saxony","Employed","","","",""
"Often","2011","Saxony-Anhalt","Not Employed","","","",""
"Often","2011","Saxony-Anhalt","Employed","","","",""
"Often","2011","Thuringia","Not Employed","","","",""
"Often","2011","Thuringia","Employed","","","",""
"Sometimes","2011","Schleswig-Holstein","Not Employed","","","",""
"Sometimes","2011","Schleswig-Holstein","Employed","","","",""
"Sometimes","2011","Hamburg","Not Employed","","","",""
"Sometimes","2011","Hamburg","Employed","","","",""
"Sometimes","2011","Lower Saxony","Not Employed","","","",""
"Sometimes","2011","Lower Saxony","Employed","","","",""
"Sometimes","2011","Bremen","Not Employed","","","",""
"Sometimes","2011","Bremen","Employed","","","",""
"Sometimes","2011","North Rhine-Westphalia","Not Employed","","","",""
"Sometimes","2011","North Rhine-Westphalia","Employed","","","",""
"Sometimes","2011","Hesse","Not Employed","","","",""
"Sometimes","2011","Hesse","Employed","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Sometimes","2011","Rhineland-Palatinate,Saarland","Employed","","","",""
"Sometimes","2011","Baden-Württemberg","Not Employed","","","",""
"Sometimes","2011","Baden-Württemberg","Employed","","","",""
"Sometimes","2011","Bavaria","Not Employed","","","",""
"Sometimes","2011","Bavaria","Employed","","","",""
"Sometimes","2011","Berlin","Not Employed","","","",""
"Sometimes","2011","Berlin","Employed","","","",""
"Sometimes","2011","Brandenburg","Not Employed","","","",""
"Sometimes","2011","Brandenburg","Employed","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Sometimes","2011","Mecklenburg-Western Pomerania","Employed","","","",""
"Sometimes","2011","Saxony","Not Employed","","","",""
"Sometimes","2011","Saxony","Employed","","","",""
"Sometimes","2011","Saxony-Anhalt","Not Employed","","","",""
"Sometimes","2011","Saxony-Anhalt","Employed","","","",""
"Sometimes","2011","Thuringia","Not Employed","","","",""
"Sometimes","2011","Thuringia","Employed","","","",""
"Rarely","2011","Schleswig-Holstein","Not Employed","","","",""
"Rarely","2011","Schleswig-Holstein","Employed","","","",""
"Rarely","2011","Hamburg","Not Employed","","","",""
"Rarely","2011","Hamburg","Employed","","","",""
"Rarely","2011","Lower Saxony","Not Employed","","","",""
"Rarely","2011","Lower Saxony","Employed","","","",""
"Rarely","2011","Bremen","Not Employed","","","",""
"Rarely","2011","Bremen","Employed","","","",""
"Rarely","2011","North Rhine-Westphalia","Not Employed","","","",""
"Rarely","2011","North Rhine-Westphalia","Employed","","","",""
"Rarely","2011","Hesse","Not Employed","","","",""
"Rarely","2011","Hesse","Employed","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Rarely","2011","Rhineland-Palatinate,Saarland","Employed","","","",""
"Rarely","2011","Baden-Württemberg","Not Employed","","","",""
"Rarely","2011","Baden-Württemberg","Employed","","","",""
"Rarely","2011","Bavaria","Not Employed","","","",""
"Rarely","2011","Bavaria","Employed","","","",""
"Rarely","2011","Berlin","Not Employed","","","",""
"Rarely","2011","Berlin","Employed","","","",""
"Rarely","2011","Brandenburg","Not Employed","","","",""
"Rarely","2011","Brandenburg","Employed","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Rarely","2011","Mecklenburg-Western Pomerania","Employed","","","",""
"Rarely","2011","Saxony","Not Employed","","","",""
"Rarely","2011","Saxony","Employed","","","",""
"Rarely","2011","Saxony-Anhalt","Not Employed","","","",""
"Rarely","2011","Saxony-Anhalt","Employed","","","",""
"Rarely","2011","Thuringia","Not Employed","","","",""
"Rarely","2011","Thuringia","Employed","","","",""
"Never","2011","Schleswig-Holstein","Not Employed","","","",""
"Never","2011","Schleswig-Holstein","Employed","","","",""
"Never","2011","Hamburg","Not Employed","","","",""
"Never","2011","Hamburg","Employed","","","",""
"Never","2011","Lower Saxony","Not Employed","","","",""
"Never","2011","Lower Saxony","Employed","","","",""
"Never","2011","Bremen","Not Employed","","","",""
"Never","2011","Bremen","Employed","","","",""
"Never","2011","North Rhine-Westphalia","Not Employed","","","",""
"Never","2011","North Rhine-Westphalia","Employed","","","",""
"Never","2011","Hesse","Not Employed","","","",""
"Never","2011","Hesse","Employed","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Never","2011","Rhineland-Palatinate,Saarland","Employed","","","",""
"Never","2011","Baden-Württemberg","Not Employed","","","",""
"Never","2011","Baden-Württemberg","Employed","","","",""
"Never","2011","Bavaria","Not Employed","","","",""
"Never","2011","Bavaria","Employed","","","",""
"Never","2011","Berlin","Not Employed","","","",""
"Never","2011","Berlin","Employed","","","",""
"Never","2011","Brandenburg","Not Employed","","","",""
"Never","2011","Brandenburg","Employed","","","",""
"Never","2011","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Never","2011","Mecklenburg-Western Pomerania","Employed","","","",""
"Never","2011","Saxony","Not Employed","","","",""
"Never","2011","Saxony","Employed","","","",""
"Never","2011","Saxony-Anhalt","Not Employed","","","",""
"Never","2011","Saxony-Anhalt","Employed","","","",""
"Never","2011","Thuringia","Not Employed","","","",""
"Never","2011","Thuringia","Employed","","","",""
"Very often","2012","Schleswig-Holstein","Not Employed","","","",""
"Very often","2012","Schleswig-Holstein","Employed","","","",""
"Very often","2012","Hamburg","Not Employed","","","",""
"Very often","2012","Hamburg","Employed","","","",""
"Very often","2012","Lower Saxony","Not Employed","","","",""
"Very often","2012","Lower Saxony","Employed","","","",""
"Very often","2012","Bremen","Not Employed","","","",""
"Very often","2012","Bremen","Employed","","","",""
