"ple0013","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2018","Not Employed","Female","","","","","2"
"No","2018","Employed","Male","","","","","2"
"No","2018","Employed","Female","","","","","2"
"Yes","2018","Not Employed","Male","","","","","1"
"Yes","2018","Not Employed","Female","","","","","1"
"Yes","2018","Employed","Female","","","","","1"
"Yes","2018","Employed","Male","","","","","1"
"No","2019","Not Employed","Male","3288","0.928886520729766","0.920396005343847","0.937377036115685","2"
"No","2019","Not Employed","Female","4214","0.914723068352047","0.906649390106771","0.922796746597323","2"
"No","2019","Employed","Male","8244","0.936532777308163","0.931448488483266","0.94161706613306","2"
"No","2019","Employed","Female","8278","0.924391913587959","0.918905942512978","0.92987788466294","2"
"Yes","2019","Employed","Female","643","0.075608086412041","0.0701221153370602","0.0810940574870218","1"
"Yes","2019","Employed","Male","589","0.063467222691837","0.0583829338669397","0.0685515115167343","1"
"Yes","2019","Not Employed","Male","232","0.0711134792702338","0.0626229638843147","0.0796039946561528","1"
"Yes","2019","Not Employed","Female","383","0.0852769316479532","0.0772032534026771","0.0933506098932293","1"
