"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1985","general elemantary","Rural Area","7.5","8","713","5","6","9","10","10","7.33","7.67","0","10","7","8"
"1985","general elemantary","Urban Area","7.43","8","2338","4","6","10","10","10","7.33","7.53","0","10","8","8"
"1985","higher education","Rural Area","7.48","8","117","3","6","10","10","10","7.01","7.95","0","10","7","8"
"1985","higher education","Urban Area","7.03","7","640","4","5","9","10","10","6.84","7.22","0","10","7","8"
"1985","higher vocational","Rural Area","7.4","8","129","4","6","9","10","10","7.03","7.77","2","10","7","8"
"1985","higher vocational","Urban Area","7.45","8","490","4","6","9","10","10","7.25","7.65","0","10","8","8"
"1985","in school","Rural Area","7.81","8","36","4","7","10","10","10","7.06","8.56","3","10","7","9"
"1985","in school","Urban Area","7.39","8","150","4","7","9","10","10","7.05","7.73","1","10","7","8"
"1985","inadequately","Rural Area","7.44","8","105","4","6","10","10","10","6.89","7.99","0","10","7","8"
"1985","inadequately","Urban Area","7.04","7","736","4","5","9","10","10","6.85","7.23","0","10","7","7"
"1985","middle vocational","Rural Area","7.26","8","1106","4","6","9","10","10","7.11","7.41","0","10","8","8"
"1985","middle vocational","Urban Area","7.29","8","4055","4","6","9","10","10","7.22","7.36","0","10","8","8"
"1985","vocational + Abi","Rural Area","7.5","8","42","3","5","10","10","10","6.7","8.3","2","10","6","9"
"1985","vocational + Abi","Urban Area","7.1","8","233","3","5","9","10","10","6.76","7.44","0","10","7","8"
"1986","general elemantary","Rural Area","7.38","8","681","4","6","10","10","10","7.19","7.57","0","10","7","8"
"1986","general elemantary","Urban Area","7.3","8","2227","4","6","9","10","10","7.2","7.4","0","10","7","8"
"1986","higher education","Rural Area","7.21","8","119","3","6","9","10","10","6.76","7.66","0","10","7","8"
"1986","higher education","Urban Area","6.86","7","629","3","5","9","10","10","6.67","7.05","0","10","7","7"
"1986","higher vocational","Rural Area","7.04","7","121","4","6","9","10","10","6.65","7.43","0","10","7","8"
"1986","higher vocational","Urban Area","7.07","8","461","3","5","9","10","10","6.84","7.3","0","10","7","8"
