"year","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","college entrance qualification","7.4","8","1285","4","6","9","10","10","7.27","7.53","0","10","8","8"
"1984","lower secondary degree","7.5","8","6092","4","6","10","10","10","7.44","7.56","0","10","8","8"
"1984","no degree/no degree yet","7.37","8","1299","4","6","9","10","10","7.22","7.52","0","10","7","8"
"1984","Other degree","6.97","7.68","1443","3","5","9","10","10","6.83","7.11","0","10","7","7"
"1984","secondary school degree","7.55","8","1952","4","6","10","10","10","7.44","7.66","0","10","8","8"
"1985","college entrance qualification","7.21","8","1225","4","6","9","10","10","7.08","7.34","0","10","7","8"
"1985","lower secondary degree","7.36","8","5438","4","6","10","10","10","7.3","7.42","0","10","8","8"
"1985","no degree/no degree yet","7.26","8","1092","4","6","9","10","10","7.11","7.41","0","10","7","8"
"1985","Other degree","6.82","7","1222","3","5","9","10","10","6.67","6.97","0","10","7","7"
"1985","secondary school degree","7.4","8","1879","4","6","9","10","10","7.3","7.5","0","10","8","8"
"1986","college entrance qualification","7.09","8","1256","4","6","9","10","10","6.96","7.22","0","10","7","8"
"1986","lower secondary degree","7.25","8","5166","4","6","9","10","10","7.18","7.32","0","10","8","8"
"1986","no degree/no degree yet","7.2","8","1030","4","6","9","10","10","7.05","7.35","0","10","7","7"
"1986","Other degree","6.67","7","1166","3","5","9","10","10","6.52","6.82","0","10","7","7"
"1986","secondary school degree","7.25","8","1827","4","6","9","10","10","7.14","7.36","0","10","7","8"
"1987","college entrance qualification","7.12","8","1226","4","6","9","10","10","6.99","7.25","0","10","7","8"
"1987","lower secondary degree","7.35","8","5101","4","6","9","10","10","7.28","7.42","0","10","8","8"
"1987","no degree/no degree yet","7.24","8","993","4","6","9","10","10","7.09","7.39","0","10","7","8"
"1987","Other degree","6.8","7","1146","3","5","8","10","10","6.66","6.94","0","10","7","7"
"1987","secondary school degree","7.16","8","1828","4","6","9","10","10","7.06","7.26","0","10","7","8"
"1988","college entrance qualification","6.87","7","1179","3","5","9","10","10","6.74","7","0","10","7","7"
"1988","lower secondary degree","7.2","8","4872","4","6","9","10","10","7.13","7.27","0","10","8","8"
"1988","no degree/no degree yet","7.09","7","906","4","5","9","10","10","6.94","7.24","0","10","7","7"
"1988","Other degree","6.65","7","1073","3","5","8","10","10","6.5","6.8","0","10","7","7"
"1988","secondary school degree","6.99","7","1757","4","5","9","10","10","6.88","7.1","0","10","7","7"
"1989","college entrance qualification","6.78","7","1200","3","5","8","10","10","6.65","6.91","0","10","7","7"
"1989","lower secondary degree","7.15","8","4650","4","6","9","10","10","7.08","7.22","0","10","7","8"
"1989","no degree/no degree yet","7.1","7","878","4","5","9","10","10","6.95","7.25","0","10","7","7"
"1989","Other degree","6.54","7","1024","3","5","8","10","10","6.39","6.69","0","10","7","7"
"1989","secondary school degree","6.98","7","1706","4","5","9","10","10","6.87","7.09","0","10","7","7"
"1990","college entrance qualification","","","","","","","","","","","","","",""
"1990","lower secondary degree","","","","","","","","","","","","","",""
"1990","no degree/no degree yet","","","","","","","","","","","","","",""
"1990","Other degree","","","","","","","","","","","","","",""
"1990","secondary school degree","","","","","","","","","","","","","",""
"1991","college entrance qualification","6.46","7","1748","3","5","8","9","10","6.34","6.58","0","10","6","7"
"1991","lower secondary degree","7.12","8","6033","4","5","9","10","10","7.06","7.18","0","10","7","8"
"1991","no degree/no degree yet","7.12","8","863","4","6","9","10","10","6.96","7.28","0","10","7","7"
"1991","Other degree","6.56","7","1041","3","5","8","10","10","6.41","6.71","0","10","7","7"
"1991","secondary school degree","6.47","7","3657","3","5","8","10","10","6.39","6.55","0","10","6","7"
"1992","college entrance qualification","6.51","7","1744","3","5","8","10","10","6.4","6.62","0","10","7","7"
"1992","lower secondary degree","7.21","8","5838","4","6","9","10","10","7.15","7.27","0","10","7","8"
"1992","no degree/no degree yet","7.22","8","849","4","6","9","10","10","7.07","7.37","0","10","7","7"
"1992","Other degree","6.65","7","1010","3","5","8","10","10","6.5","6.8","0","10","7","7"
"1992","secondary school degree","6.55","7","3597","3","5","8","10","10","6.47","6.63","0","10","6","7"
"1993","college entrance qualification","6.55","7","1769","3","5","8","9","10","6.44","6.66","0","10","7","7"
"1993","lower secondary degree","7.05","8","5669","4","5","9","10","10","6.99","7.11","0","10","7","7"
"1993","no degree/no degree yet","7.28","8","830","4","6","9","10","10","7.12","7.44","0","10","7","7"
"1993","Other degree","6.47","7","976","3","5","8","10","10","6.31","6.63","0","10","7","7"
"1993","secondary school degree","6.47","7","3569","3","5","8","10","10","6.39","6.55","0","10","6","7"
"1994","college entrance qualification","6.5","7","1816","3","5","8","9","10","6.39","6.61","0","10","7","7"
"1994","lower secondary degree","7.06","8","5485","4","5","9","10","10","7","7.12","0","10","7","7"
"1994","no degree/no degree yet","7.14","7.9","820","4","6","9","10","10","6.98","7.3","0","10","7","7"
"1994","Other degree","6.46","7","895","3","5","8","10","10","6.3","6.62","0","10","7","7"
"1994","secondary school degree","6.4","7","3505","3","5","8","10","10","6.32","6.48","0","10","6","7"
"1995","college entrance qualification","","","","","","","","","","","","","",""
"1995","lower secondary degree","","","","","","","","","","","","","",""
"1995","no degree/no degree yet","","","","","","","","","","","","","",""
"1995","Other degree","","","","","","","","","","","","","",""
"1995","secondary school degree","","","","","","","","","","","","","",""
"1996","college entrance qualification","6.69","7","1915","3","5","8","9","10","6.59","6.79","0","10","7","7"
"1996","lower secondary degree","7.29","8","5269","4","6","9","10","10","7.23","7.35","0","10","8","8"
"1996","no degree/no degree yet","7.41","8","824","5","6","9","10","10","7.26","7.56","0","10","7","8"
"1996","Other degree","6.78","7","1094","3","5","8","10","10","6.64","6.92","0","10","7","7"
"1996","secondary school degree","6.7","7","3583","4","5","8","10","10","6.62","6.78","0","10","7","7"
"1997","college entrance qualification","6.6","7","1939","3","5","8","9","10","6.5","6.7","0","10","7","7"
"1997","lower secondary degree","7.23","8","5134","4","6","9","10","10","7.17","7.29","0","10","7","8"
"1997","no degree/no degree yet","7.22","8","816","4","6","9","10","10","7.07","7.37","0","10","7","8"
"1997","Other degree","6.67","7","1019","3","5","8","10","10","6.52","6.82","0","10","7","7"
"1997","secondary school degree","6.68","7","3532","3","5","8","10","10","6.6","6.76","0","10","7","7"
"1998","college entrance qualification","6.76","7","2205","3","5","8","9","10","6.67","6.85","0","10","7","7"
"1998","lower secondary degree","7.29","8","5615","4","6","9","10","10","7.23","7.35","0","10","8","8"
"1998","no degree/no degree yet","7.13","7","808","4","6","9","10","10","6.97","7.29","0","10","7","8"
"1998","Other degree","6.76","7","992","3","5","9","10","10","6.61","6.91","0","10","7","7"
"1998","secondary school degree","6.78","7","3871","3","5","8","10","10","6.71","6.85","0","10","7","7"
"1999","college entrance qualification","6.71","7","2226","3","5","8","9","10","6.62","6.8","0","10","7","7"
"1999","lower secondary degree","7.34","8","5481","4","6","9","10","10","7.28","7.4","0","10","8","8"
"1999","no degree/no degree yet","7.33","8","770","4","6","9","10","10","7.17","7.49","0","10","7","8"
"1999","Other degree","6.86","7","930","4","5","9","10","10","6.71","7.01","0","10","7","7"
"1999","secondary school degree","6.77","7","3851","4","5","8","10","10","6.7","6.84","0","10","7","7"
"2000","college entrance qualification","6.86","7","4729","4","5","8","10","10","6.8","6.92","0","10","7","7"
"2000","lower secondary degree","7.41","8","9941","4","6","9","10","10","7.37","7.45","0","10","8","8"
"2000","no degree/no degree yet","7.44","8","918","5","6","9","10","10","7.31","7.57","0","10","8","8"
"2000","Other degree","6.89","7","1540","4","5","9","10","10","6.77","7.01","0","10","7","7"
"2000","secondary school degree","6.89","7","6974","4","5","9","10","10","6.84","6.94","0","10","7","7"
"2001","college entrance qualification","6.85","7","4445","4","5","8","10","10","6.79","6.91","0","10","7","7"
"2001","lower secondary degree","7.45","8","8740","4","6","9","10","10","7.4","7.5","0","10","8","8"
"2001","no degree/no degree yet","7.74","8","870","5","7","9","10","10","7.6","7.88","0","10","8","8"
"2001","Other degree","6.79","7","1371","3","5","9","10","10","6.66","6.92","0","10","7","7"
"2001","secondary school degree","6.9","7","6420","4","5","8","10","10","6.85","6.95","0","10","7","7"
"2002","college entrance qualification","6.81","7","5592","4","5","8","10","10","6.75","6.87","0","10","7","7"
"2002","lower secondary degree","7.36","8","8334","4","6","9","10","10","7.31","7.41","0","10","8","8"
"2002","no degree/no degree yet","7.39","8","908","5","6","9","10","10","7.26","7.52","0","10","8","8"
"2002","Other degree","6.78","7","1317","4","5","8","10","10","6.66","6.9","0","10","7","7"
"2002","secondary school degree","6.86","7","6687","4","5","8","10","10","6.81","6.91","0","10","7","7"
"2003","college entrance qualification","6.87","7","5433","4","5","8","10","10","6.81","6.93","0","10","7","7"
"2003","lower secondary degree","7.41","8","7922","5","6","9","10","10","7.36","7.46","0","10","8","8"
"2003","no degree/no degree yet","7.37","8","894","5","6","9","10","10","7.23","7.51","0","10","8","8"
"2003","Other degree","6.73","7","1245","3","5","9","10","10","6.6","6.86","0","10","7","7"
"2003","secondary school degree","6.85","7","6442","4","5","8","10","10","6.8","6.9","0","10","7","7"
"2004","college entrance qualification","6.8","7","5365","4","5","8","9","10","6.74","6.86","0","10","7","7"
