"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","7.48","8","12158","4","6","10","10","10","7.43","7.53","0","10","8","8"
"1985","7.32","8","11003","4","6","9","10","10","7.27","7.37","0","10","8","8"
"1986","7.21","8","10592","4","6","9","10","10","7.16","7.26","0","10","7","8"
"1987","7.26","8","10456","4","6","9","10","10","7.21","7.31","0","10","8","8"
"1988","7.09","8","9978","4","5","9","10","10","7.04","7.14","0","10","7","7"
"1989","7.04","8","9650","4","5","9","10","10","6.99","7.09","0","10","7","7"
"1990","","","","","","","","","","","","","",""
"1991","6.83","7","13604","3","5","9","10","10","6.79","6.87","0","10","7","7"
"1992","6.91","7","13308","4","5","9","10","10","6.87","6.95","0","10","7","7"
"1993","6.81","7","13101","3","5","8","10","10","6.77","6.85","0","10","7","7"
"1994","6.78","7","12852","3","5","9","10","10","6.74","6.82","0","10","7","7"
"1995","","","","","","","","","","","","","",""
"1996","7.01","7","13070","4","5","9","10","10","6.97","7.05","0","10","7","7"
"1997","6.94","7","12835","3","5","9","10","10","6.9","6.98","0","10","7","7"
"1998","7.03","7","14235","4","5","9","10","10","6.99","7.07","0","10","7","7"
"1999","7.05","8","13677","4","6","9","10","10","7.01","7.09","0","10","7","7"
"2000","7.13","8","24157","4","6","9","10","10","7.1","7.16","0","10","7","7"
"2001","7.15","8","21958","4","6","9","10","10","7.12","7.18","0","10","7","8"
"2002","7.08","8","23037","4","6","9","10","10","7.05","7.11","0","10","7","7"
"2003","7.1","8","22209","4","6","9","10","10","7.07","7.13","0","10","7","8"
"2004","7.06","7","21588","4","6","9","10","10","7.03","7.09","0","10","7","7"
"2005","7.03","7","20701","4","6","9","10","10","7","7.06","0","10","7","7"
"2006","6.98","7","21977","4","5","9","10","10","6.95","7.01","0","10","7","7"
"2007","6.97","7","20530","4","5","9","10","10","6.94","7","0","10","7","7"
"2008","7.1","8","19374","4","6","9","10","10","7.07","7.13","0","10","7","8"
"2009","7.07","7","18063","4","6","9","10","10","7.04","7.1","0","10","7","8"
"2010","7.06","8","24000","4","6","9","10","10","7.03","7.09","0","10","7","7"
"2011","7.19","8","18220","4","6","9","10","10","7.16","7.22","0","10","8","8"
"2012","7.22","8","19294","4","6","9","10","10","7.19","7.25","0","10","8","8"
"2013","7.3","8","18719","4","6","9","10","10","7.27","7.33","0","10","8","8"
"2014","7.2","8","27131","4","6","9","10","10","7.17","7.23","0","10","7","8"
"2015","7.22","8","25072","4","6","9","10","10","7.19","7.25","0","10","8","8"
"2016","7.22","8","24207","4","6","9","10","10","7.19","7.25","0","10","8","8"
"2017","7.22","8","26517","4","6","9","10","10","7.19","7.25","0","10","7","8"
"2018","7.17","8","25631","4","6","9","10","10","7.14","7.2","0","10","7","8"
"2019","7.28","8","25792","5","6","9","10","10","7.25","7.31","0","10","8","8"
